lineage,n_words_aligned,n_words_base,n_sents_aligned,n_sents_base,n_sylls_aligned,n_sylls_base,sent_len_aligned,sent_len_base,sent_len_cv_aligned,sent_len_cv_base,phrase_sylls_aligned,phrase_sylls_base,phrase_cv_aligned,phrase_cv_base,stress_density_aligned,stress_density_base,n_windows_aligned,n_windows_base,clash_rate_aligned,clash_rate_base,clash_lex_rate_aligned,clash_lex_rate_base,lapse2_rate_aligned,lapse2_rate_base,alt2_aligned,alt2_base,ibi2_cv_aligned,ibi2_cv_base,num_parses_aligned,num_parses_base,num_viols_allparse_sum_aligned,num_viols_allparse_sum_base,num_viols_bestparse_aligned,num_viols_bestparse_base,num_monosylls_aligned,num_monosylls_base,mviol_s_unstress_allparse_sum_aligned,mviol_s_unstress_allparse_sum_base,mviol_w_stress_allparse_sum_aligned,mviol_w_stress_allparse_sum_base,imperfect_aligned,imperfect_base,imperfect_s_unstress_aligned,imperfect_s_unstress_base,dep_dist_aligned,dep_dist_base,left_head_aligned,left_head_base,tree_depth_aligned,tree_depth_base,dep_conj_aligned,dep_conj_base,dep_advcl_aligned,dep_advcl_base,dep_relcl_aligned,dep_relcl_base,dep_amod_aligned,dep_amod_base,dep_advmod_aligned,dep_advmod_base,dep_prep_aligned,dep_prep_base,dep_compound_aligned,dep_compound_base,dep_ccomp_aligned,dep_ccomp_base,dep_npadvmod_aligned,dep_npadvmod_base,dep_poss_aligned,dep_poss_base,dep_nsubjpass_aligned,dep_nsubjpass_base,dep_mark_aligned,dep_mark_base,commas_per_sent_aligned,commas_per_sent_base,nuc_pos_aligned,nuc_pos_base,gstress_hi_aligned,gstress_hi_base,tstress_sd_aligned,tstress_sd_base,error_aligned,error_base
Qwen/Qwen3-8B-Base,2445.0625,2215.127659574468,140.375,147.29787234042553,3577.8125,2902.659574468085,17.759731010885396,16.220305321234253,0.4653535521040283,0.5496325311550145,10.920376996156477,10.710881247392729,0.5947896632503367,0.6561338903039832,0.36459364164815605,0.36877698126486247,233.5625,213.7659574468085,0.3518849469513695,0.37419388757033945,0.30859612924521934,0.3211385460329728,0.3250962378910246,0.3131783684500451,0.6245803007683748,0.6240062311700711,0.38550423753467283,0.39242043467501914,4.143893873379161,4.12633739463712,10.22287136224705,9.602950433708273,1.3775013306895683,1.2827917315506032,5.459089335430528,6.162236646922066,3.9467580436440466,3.3335157410133833,1.9323514347294413,2.172162363453223,0.8347444568362758,0.8057734472094813,0.7889199667886693,0.7231557306046725,2.2037661162232793,2.2305788268778772,0.499426333770664,0.5116195333411213,5.368694375002814,4.615463994421508,8.870759814685492,7.788026963040533,1.7307549512175289,2.2893853917462157,2.7015756491453757,1.7297936911042553,4.065217898446914,3.616212170673282,3.8960348503330455,5.479497210408305,10.225606108196395,9.417450904169401,1.3615346081923574,1.5486046549041839,3.205060131212269,4.417835895059215,0.39022872558530414,0.5961465037416329,2.9920112381868287,3.4027695085210943,1.6885910800534518,1.3620126830790866,1.5627916559529609,2.0324578463623366,1.2977634441916952,0.9109092271156519,0.9769230736280978,0.971042455455212,0.18253338364083702,0.20063007091024174,0.2756460700265847,0.28029799044607456,,
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,968.5846153846154,1363.1304347826087,58.15384615384615,86.04347826086956,1345.5692307692307,1774.5434782608695,20.546505110897915,17.615909429593323,0.43810042992110126,0.6636398823494126,10.156643931992352,9.883593722737611,0.6249781667659543,0.7102000499822083,0.38785520768251347,0.372931579966476,93.49230769230769,130.52173913043478,0.39957945248643745,0.37264682321499065,0.3616275377270513,0.325470391008797,0.28171152687610757,0.30674982929785527,0.6477180834271272,0.6222935010865548,0.402449519667198,0.39998676520144477,4.359539932577706,4.078674352417147,11.229653497580742,9.271482206096305,1.4456530828351055,1.258859117433969,5.515443613336003,6.31856475646291,3.825670392554074,3.037187500613451,2.5533248224045093,2.244773572802481,0.8507845831946081,0.7895326938112627,0.7756166531160625,0.6878189900444807,2.2436600311253447,2.373846944337462,0.498535098604307,0.5152963428111627,5.21728517443543,4.599314867741164,8.56208856017563,7.583216497460453,2.6504643173109024,2.1911683204899437,2.1486141672260257,1.672081650540263,5.282331214485251,4.26583377148182,4.118150031761859,5.527975909269088,10.203367364201096,9.830551090206912,1.823582565680362,1.704180448792201,3.0904126135262557,3.9536433075825843,0.5921970357990293,0.6952407060230273,4.5632106395063525,3.509188283568105,1.07686808593174,1.293018176671735,1.9136527701897572,1.8815300150697558,1.719257231880955,1.1150202076833289,0.9732612031304966,0.9572195552542825,0.18414467066136883,0.19085767459752576,0.2751443900214486,0.2774439568518391,,
Zyphra/Zamba2-7B,2053.230769230769,2140.2727272727275,153.3846153846154,152.5909090909091,2671.6923076923076,2777.7272727272725,14.28969430535285,15.33372943378833,0.6171528136470671,0.6533495587204602,9.660233494349255,9.804123949641575,0.6897098271121143,0.7285996942443151,0.3915601123909131,0.37026845110491136,198.34615384615384,209.0909090909091,0.4119932291392288,0.36895525395502754,0.3540791786305127,0.3185949768450091,0.28386045877163285,0.3102464208686864,0.6301987720508075,0.6186408639032651,0.3886299868062686,0.38630882216904394,4.238107204499644,4.077786925699946,10.367781344117377,9.304612272576469,1.3547933718201088,1.2646212357340523,6.161931066737738,6.31272959494618,3.2354796761890734,3.1691965034102654,2.661352479042277,2.16359122825976,0.8165063317745956,0.7886423655358219,0.7054201113647125,0.6920206365504107,2.2117149184942315,2.2632304314455527,0.5145358678378537,0.5176447879699243,4.154355432120886,4.34383179485339,8.085040817188151,7.58310165934337,2.1315019732909706,1.9769666738020326,1.4329290438481137,1.6652163236295332,4.014249888353548,4.11028910907899,5.697744240221804,5.475711894999024,9.397714867834365,9.530295380837428,1.808245148589748,1.4223920165674073,3.525803496851095,3.8394494987177255,0.8496001755040066,0.5579409462446356,3.68870491116982,3.3107115339344335,1.0924773844685762,1.0305988838904614,1.706627446197736,1.7311083736316635,0.8786352627816354,0.9398387403890116,0.9619612535391687,0.9653032213742582,0.21151063502447545,0.20465801242907772,0.28748654297186227,0.2850880199934307,,
allenai/OLMo-2-0425-1B,1366.7173913043478,1377.4,65.8913043478261,89.6,2187.695652173913,1805.7,20.95085026868972,18.978789200308697,0.443379397748121,0.6364471936021241,12.862711696681696,10.023257964081086,0.673425336037155,0.751758953123978,0.39121895020384867,0.3990808262376741,128.97826086956522,135.2,0.3778866888347133,0.4215336972741756,0.351010604773694,0.3763614265424905,0.2673253014359453,0.28518867920299595,0.6690525412331811,0.6343658153204116,0.3912099644690123,0.40618837097925253,4.512099006921465,4.249337913562888,12.784618338574557,10.654284244452871,1.6201590615207342,1.4656619838604366,4.277235322583696,5.794386937694641,4.7113083919053365,3.530378873940652,2.5123022846596332,2.589207434348566,0.9040763684774692,0.8621415401105779,0.8570199516016347,0.7497355051284745,2.238970930086227,2.369976016147024,0.4825626026023255,0.50521476702698,6.102132297974286,4.8704662669519045,8.760085325100055,8.771292677418481,2.152527667596621,1.9073915044206735,2.5540366298595303,1.4473153004418369,8.293256901364346,3.9936660343881925,3.451245488783163,4.5973138176511705,12.949844480006169,9.951421028768888,2.450428825566101,4.630056472481595,1.751592425623664,3.0600437707111867,0.489729618155821,0.6097365100644466,5.22709648303504,3.164431661386187,0.979859985038986,1.2547395883180692,1.0890817871934455,1.9288783615973113,1.4511942287790318,1.004326331585506,0.976879537452831,0.9329967316669909,0.17837173420387564,0.1932472857880322,0.2642310966884751,0.27013630943761424,,
allenai/OLMoE-1B-7B-0125,911.7368421052631,1691.031746031746,52.53947368421053,115.15873015873017,1363.1315789473683,2221.031746031746,17.84501193284362,16.018552068550044,0.43329115268321566,0.6040455297570135,10.421678479295625,10.274339721112792,0.6571534453061285,0.6717191555175677,0.3964445357081347,0.3755280304500263,88.0657894736842,164.3015873015873,0.4015073015786507,0.38674380964398775,0.3678107891051911,0.3317207711656485,0.2621191289887975,0.30200508076521515,0.6681283323905202,0.6303274985280639,0.38777589741092716,0.38277077154227185,4.528704016171325,4.108162548483709,12.598871789297899,9.819472170624996,1.5736085887355755,1.3227380407413365,4.779771780618662,6.099896409140688,4.431205250606243,3.414242169945331,2.66049075303826,2.2001861573305255,0.8884762078974872,0.8225387360728513,0.8348942071055019,0.7375364296285979,2.1540941830411886,2.255164299521993,0.4829205990376359,0.520583107763555,5.416109012767301,4.536778813540273,8.457154339285688,8.36403076272789,2.7666570565839392,1.885427696457313,2.513015377623752,1.8577614821350326,6.51509499161273,4.200700189866497,4.219473147882925,5.067437304311992,11.652758813672481,9.624106558209425,1.6079675966725993,1.9709428028426177,2.325738957790952,3.3245584338425824,0.5884159187934082,0.574740607189131,5.078808293429029,2.7435922877658476,1.0756583833494042,1.5153033582075293,1.2852465786608196,1.693881118237329,1.5107963143786445,0.9654752444588555,0.9809768479760534,0.9674492749797449,0.18526181085940027,0.20289955700996046,0.2726835574147482,0.2812119872018835,,
allenai/Olmo-3-1025-7B,1757.2083333333333,2076.2837837837837,115.10416666666667,139.1891891891892,2467.8125,2695.6216216216217,15.864540966551383,15.713174148473826,0.6043458369658411,0.5973547948770457,9.460165250702813,10.180485278447453,0.6775047459836266,0.6720995983698944,0.4029712999768565,0.3772156511176793,170.22916666666666,199.95945945945945,0.40993528457905204,0.38748022261527254,0.3592033382654521,0.3322338461710395,0.26093304994506006,0.302964566156974,0.65875910561841,0.6269120872604486,0.3849104332248799,0.39074904453134535,4.354798496664112,4.091212821215462,11.522887127878471,9.586495395295673,1.467503496673389,1.2874053618772396,5.376789369191349,6.302811338049966,3.728517007971408,3.2438890695363582,2.739984888503661,2.2945309678534325,0.8580768251252157,0.8016007842731385,0.7775969493736482,0.7110023447587378,2.2173088775168215,2.2774269798650435,0.5000573318414162,0.5117592901589366,4.70587395780356,4.433964653267353,7.566233453215438,8.439925253641317,2.349143756163449,2.068027487066023,2.3004961416906595,1.718221407882525,5.512313965309974,4.169785416042001,5.259792134310689,5.651433750999684,10.883220766067081,9.510573653269207,2.049719461330772,1.5980571054400279,2.755152613868491,3.7249921644807116,0.7290063298244633,0.6078401030508214,3.770830900231149,3.313906204687787,0.9145666653226753,1.1526021208435406,1.4227989339062048,1.7301387699177329,1.1420800280536498,0.945782948408684,0.9680396054157662,0.9640984943240045,0.20111184844343544,0.20162494258732921,0.27964656044962605,0.282344192719164,,
bigscience/bloom-7b1,235.2,1864.8181818181818,16.6,130.57575757575756,311.4,2352.6363636363635,15.547875816993464,20.418714685754537,0.42026943610424883,0.6670132025323067,11.497494446054283,9.801664804508526,0.6145920287302044,0.7013079723528867,0.4021260631241169,0.3726048519894449,22.4,181.36363636363637,0.40032146910452815,0.38200101729234515,0.352750934034413,0.3262439009884908,0.25789482486071286,0.309120177119456,0.6623619942149366,0.6225652721281616,0.3828331304331565,0.38592707158349354,3.4625972540045766,3.9272790352492435,8.058924485125857,9.00550024699077,1.2436041189931353,1.238341257647821,6.181750572082381,6.502998535803129,2.4638100686498854,3.029176422995552,2.1111327231121284,2.164017019187832,0.7694508009153318,0.7800460682811752,0.5767848970251717,0.6812728028960418,2.222507601182614,2.322473805360538,0.5090678085307411,0.5164769397040422,4.487826797385621,4.422834787465971,7.161322684089607,8.854994982802143,1.4243745991586905,1.6783137701365147,1.7465133961820078,1.55399013514904,4.887383009034552,3.853083104676024,5.522270577395597,5.023009834288698,10.79426206635822,9.51164953925088,2.5104697902155357,1.7857233380331716,2.9133524156394444,3.6373646932484474,0.22676730170403428,0.595854425247857,3.226403422727904,2.757348072942118,1.0605492548505016,1.197567137887619,1.0343987203640796,1.5918629038071437,0.8169117647058824,1.0934293213397417,0.9919859120118636,0.9511017183551504,0.20321478480379587,0.20303753427421098,0.2832852445644821,0.28348036216501216,,
croissantllm/CroissantLLMBase,1356.4615384615386,1298.6571428571428,77.3076923076923,76.25714285714285,1879.2307692307693,1688.2857142857142,18.158236140783114,20.79444097272286,0.4822646913104178,0.6750781405479246,10.721135878326153,10.843318653077045,0.6390867239549013,0.7150910541465471,0.3765357267842472,0.3791676287165233,133.0,124.85714285714286,0.37950743522559216,0.39049596113539947,0.3407097951508126,0.3452327309449237,0.3020453193898288,0.2979440271465922,0.6330671319096025,0.624475097289112,0.38965699765141565,0.40189829273317496,4.188058957452763,4.07929416745246,10.512603912326702,9.808098563618813,1.4057668575498972,1.329935914847985,5.635999225240927,6.209330000979342,3.8246964069993075,3.276503171260693,2.1799935473322947,2.3819832760280937,0.8413172514388295,0.8172901571151773,0.7683911269327655,0.7288289707742822,2.2386869916876595,2.477914032571505,0.4774732589464584,0.5058851309724659,5.30103754748294,4.991914751706845,10.019580837979102,8.501067095412449,2.352144417155601,2.100462822083656,2.2231739738196317,1.718063781337881,4.383337819146124,4.752889900265442,4.299011245840983,5.690992261876385,10.35855601451371,10.600490574620254,1.422187728723307,2.125410799411658,2.921838845253565,3.424635826700532,0.5605813293838272,0.5971503987023227,3.390264111679258,3.361673727860314,1.2897041244292353,1.3896261521329538,1.661295977565705,1.6794472734670245,1.2932181673699263,1.2818807604843192,0.9791914182253063,0.9632682980348607,0.17836247750318782,0.18025135595508943,0.2754228730698111,0.2724218154893038,,
google/gemma-2-9b,774.0493827160494,1419.1666666666667,51.01234567901235,127.33333333333333,1109.7037037037037,1779.6666666666667,15.629772780806709,12.241250277594867,0.47077148758175164,0.6557329488315052,8.519373499774792,9.349881473565894,0.5942813343429298,0.6122360159591177,0.405577087795083,0.38623852555975,73.51851851851852,144.0,0.42062318061737297,0.3923049552025735,0.3768235802283117,0.3306468826571494,0.25162388684150905,0.2874014591200373,0.6720422595263426,0.6290238191754779,0.37965691326098705,0.3700907759293676,4.449033762539777,3.9908689973474143,12.178364317495818,9.404274729375327,1.5471094798709826,1.2223330009885898,5.106954642530858,6.597187046184987,4.094846304757462,2.9745658909919066,2.73673565094162,2.2948512810818182,0.8808731492023746,0.7653990599501124,0.8083388206577542,0.6560243339127624,2.0668716357811387,2.139623916177598,0.49135006664088426,0.5190106811005478,5.012387230357136,3.677411503136325,6.2317016135313095,8.607462704149201,2.2392140523583297,2.0298366124856337,2.797087070057854,1.025065668330289,6.663183200348983,3.399690896514141,3.220738301854855,4.998281660436206,11.79968957899477,8.377277184314716,1.6136312855374786,1.8405060523053294,2.1182898909503596,3.642668277994582,0.8427301052666875,0.5054919711008701,5.8359976235645075,2.890301049283727,0.7668080588709769,1.521151601093379,0.7984582474030468,2.1908804185221498,1.5862816665798618,0.6055402870886205,0.971327359596253,0.9565884953219023,0.2012379603116063,0.23718982973902436,0.2810594347676871,0.2964941498787539,,
google/recurrentgemma-9b,404.9756097560976,740.0,23.158536585365855,38.0,591.7073170731708,864.0,17.84028523613442,19.473684210526315,0.3182442162501139,0.4085033810617172,11.35704068783399,11.835616438356164,0.5204743762099934,0.7684599051025184,0.3939222074612099,0.3472222222222222,38.81707317073171,66.0,0.3987151893825898,0.3991837080308513,0.3669847952833057,0.3449124191562096,0.26632251821655384,0.3474210992972663,0.6663885111761649,0.5897386894026316,0.3887758236002645,0.4251084747551913,4.393996307625811,3.0454545454545454,12.075775129395398,3.924242424242424,1.5730392019258246,0.8181818181818182,4.988461781166139,7.954545454545454,4.490748857053024,1.3636363636363635,2.4801082078065524,0.8787878787878788,0.8827646238476607,0.6363636363636364,0.8261164009787652,0.5303030303030303,2.0259547667792224,2.2279202279202277,0.47666157264853143,0.5427350427350427,5.703211930971279,5.578947368421052,6.984792647347097,7.837837837837839,2.602900298730676,2.027027027027027,2.9504917493743053,1.7567567567567568,6.714709382552431,4.054054054054054,2.2131230913286615,5.0,13.831390614357332,8.513513513513514,1.5156669123751152,0.5405405405405406,1.4092241353363657,5.9459459459459465,0.443671557088199,0.2702702702702703,3.689711282084638,2.837837837837838,0.8937200649943965,0.6756756756756757,1.35017270571329,2.027027027027027,1.2608651248017233,0.868421052631579,0.973193917600245,0.99363396284247,0.1875978552496508,0.1608108108108108,0.27628114205013105,0.2715619301370621,,
huggyllama/llama-7b,537.8484848484849,1420.65,31.742424242424242,91.35,737.8030303030303,1834.7333333333333,17.093134246019762,17.634689946809562,0.34093323038969553,0.6639583540513374,12.35410508463949,9.590507247915015,0.5740438026928482,0.71623688516138,0.38104646967591593,0.37883810710755345,51.74242424242424,138.41666666666666,0.39765761246169223,0.38204143622164566,0.3568422562482728,0.334850546023038,0.2885545482668627,0.30233089687027015,0.6467515897289742,0.6224366893108652,0.3901911545903326,0.3998404248520813,4.276836723528046,4.012945078868346,10.796525991964463,9.238720676508866,1.4330458572925553,1.274262378930416,5.661786358879735,6.354891953617777,3.8224192274368085,3.009733230374428,2.3569549165425023,2.3185686943271544,0.8644373362615903,0.7948015171408113,0.8010517686092572,0.6831150279361936,2.1830049109647374,2.380475526791292,0.4838581192506508,0.5170263137201753,5.173144343159057,4.576673121766574,10.166548995776111,8.452650621101993,2.0604659576543813,1.9619893689298809,2.0459326806990634,1.590045180499838,5.849679742627519,4.4552131347746995,4.46860090090833,5.526654373982424,10.617351345828036,9.503378481171467,1.3016577146569333,1.9802770848122593,2.7073399354985153,3.8810432796138823,0.5210684861631965,0.6834479511080004,2.988453180833454,3.0229763691366047,1.5584142194230635,1.1394914057695862,1.2659685761922366,1.6976917419099675,0.841263745608685,1.1808119959158898,0.9793393708668855,0.9618052756518407,0.18873161632297517,0.19169410464601228,0.2777333227469474,0.2782321434829583,,
ibm-granite/granite-3.0-8b-base,762.8196721311475,1765.2686567164178,57.032786885245905,142.70149253731344,1015.4426229508197,2300.268656716418,14.306195517672192,13.989082379833462,0.4081669228375252,0.5873389898664912,10.528169822699635,9.808009091063806,0.5588131872940288,0.6780721020894447,0.3687955862696765,0.37450170338075256,73.47540983606558,170.62686567164178,0.38102963144119895,0.37073908849406895,0.3269077131620593,0.3135037610536068,0.29997482201169484,0.3062813370898367,0.6402257421990765,0.6260440084209016,0.3757227398353507,0.38161831437381644,4.288817689524689,4.141098730727953,10.43177998717567,9.595020648646821,1.3564940442678008,1.2802753813124514,5.925872879719838,6.262839736734398,3.7645169387824673,3.179925753570526,2.1611909550146198,2.2934347284601553,0.8338459711887743,0.7940025163210637,0.766348199691321,0.702799387770161,2.0839694894247214,2.169597110612325,0.4921155764232506,0.5240600878137263,4.586882908473496,4.117023907052737,10.431097124255261,7.64886476425322,1.7071442956049017,1.9120841817712877,1.7293131448065624,1.5156058048396779,4.2013879275941735,4.019531619658745,3.8442888500064663,5.333890260937072,8.818882710953844,9.035627282750562,1.1276801584385046,1.616592083103476,4.060283406512851,3.7601493342606345,0.5125038770115131,0.643838161671788,3.276730437883627,3.294877722575759,1.4323618783412553,1.2356181454830308,1.8944216860232292,1.7983369735736867,0.8211829937013401,0.7534095284973367,0.9791930486689387,0.9595467411476016,0.21339953421542526,0.22103092539320704,0.2891462538588608,0.29018156428290887,,
kakaocorp/kanana-1.5-8b-base,2384.4444444444443,2328.1666666666665,130.44444444444446,172.94117647058823,3353.3333333333335,2966.6470588235293,18.327811161321215,14.702239119450432,0.44079808476611,0.6391252988903753,10.100128223405502,9.505695315046935,0.5553066600965704,0.6644439950041202,0.36678639214203224,0.3712376130045223,230.0,226.09803921568627,0.3732298440462818,0.3761053301647451,0.33891546546385465,0.31758220096679546,0.3055540479116441,0.31048807337779993,0.638318974646186,0.6219762819974253,0.38843393487086636,0.381841173164087,4.467445306325004,3.9631414922981554,11.560731214340041,8.77527794422447,1.461458161009029,1.2073487658740492,5.4594129094735315,6.492588586737343,4.370488546651111,2.932127183879032,2.2575648594618065,2.1218996932341185,0.8596712435642673,0.774807550507273,0.8110313121898035,0.6804167818850727,2.2424731529445996,2.2373369687086067,0.4773694508537545,0.5184073253361062,5.238859560466459,4.175574100757065,11.076274570987385,8.012114119361284,2.336930418584473,1.9724563885688742,2.2814412049585138,1.652544740318382,4.019777924274537,3.5756546049121596,3.4747717722852736,5.761622235828496,10.052402424352696,9.088662482871841,1.168577176945661,1.2849754460623615,3.4953892210709743,4.100973757346311,0.5640874379518842,0.6491144019642783,3.993178147285126,3.073951849116056,1.4055409337458349,1.1918120861607435,2.290498249840737,1.7752814022601393,1.5157531625798393,0.8823548796550206,0.9774536861075437,0.9604507218874769,0.17276008131332074,0.213286907544388,0.27577622626057186,0.28700911285933545,,
kakaocorp/kanana-2-3b-base,704.1428571428571,1213.057142857143,36.642857142857146,81.28571428571429,967.0,1594.1142857142856,19.290333686835275,16.5881492780799,0.3244932916218061,0.5204436898790815,10.926966895074914,10.778788706447402,0.5258995585063714,0.6683190831699958,0.3569918280741425,0.3831358036126296,69.0,116.97142857142858,0.3726473325555279,0.3922565159655267,0.33252647151671416,0.34313815619227994,0.31611468368111995,0.2927671122267348,0.6339438715709118,0.638718288660911,0.38447754430355036,0.389776932303604,4.245072508532352,4.198788791550136,10.781456171086152,10.107148924228133,1.489176610335719,1.3341497694779587,5.567069750995884,6.082637185668745,4.36577778310137,3.4562111956134727,1.9838068192654323,2.341973971434638,0.8771432428391323,0.8167066843987647,0.8225630870509789,0.72832358922446,2.279942047809549,2.226793107272003,0.4709416638942968,0.5225689304120643,5.6382601950842055,4.754884745795504,12.256519383583958,7.423295382098653,1.6210080115140098,2.0768849084401233,2.2624807401459615,1.7574943764502484,4.954919072049852,4.453461555153638,3.4710283284162102,4.986067549641747,9.51324265447683,10.338482739606981,0.4244034145601797,2.001474265458538,3.73900981305383,3.2786426488829514,0.3296889943355968,0.6650006163369666,2.626669195351512,3.132180609809968,1.3982153181930477,1.6279708491350018,1.8342379623582177,1.6069411244121254,1.4526339523732663,0.9564525091771959,0.991449703374443,0.9746550774601104,0.17677426988245384,0.2010020603154098,0.27198456148541167,0.2788453297313239,,
llm-jp/llm-jp-3-7.2b,579.3809523809524,976.8035714285714,30.797619047619047,73.48214285714286,885.7380952380952,1251.4285714285713,19.018588364931517,14.352197402528926,0.34619776092860566,0.5532067067192997,11.612564440234623,9.669807781069354,0.672396729245956,0.6466414123795486,0.3826268039258815,0.3787830634597104,54.82142857142857,94.19642857142857,0.37743686060333254,0.3882638149673775,0.3468698450256219,0.325910092173517,0.28066603183297395,0.2972112881756367,0.6594489105166579,0.6343290160408733,0.3929817517623093,0.3797663644326231,4.5408000420553405,3.9478914243473793,12.798465373370444,9.1187224682922,1.6010854563505599,1.2403096548493024,4.628691548001284,6.4023200562174125,4.7894764936427325,3.042946998442244,2.4634321804014725,2.182270741853739,0.896148462423704,0.7894782729437434,0.8511331704139292,0.7039940115052367,2.126249557367938,2.1489956436485724,0.48010749004677805,0.5236234939817872,5.98894152721217,4.181372570740216,10.38015020152546,7.490942522403783,2.0118433705193652,2.0190642860019645,2.3263701969619506,1.4368041302222099,7.108170050451926,3.5371737827518586,3.1953149411834536,5.547842949216609,11.172991138306898,9.059462588103989,2.5303250350886177,1.3858737079554082,2.211732606201796,4.215297411675672,0.5482809800545484,0.5667239194433331,4.26730974590527,3.20003553554422,1.6215892664619687,0.9143706970324225,1.0952306722563052,1.7191464331935857,1.4323044862822527,0.8191945157209936,0.9848316016642794,0.9600540001839832,0.18338832592266927,0.22528217292413313,0.2717346371737077,0.29071238865763854,,
m-a-p/CT-LLM-Base,1044.8461538461538,2292.8205128205127,47.88461538461539,152.92307692307693,1450.923076923077,2894.4358974358975,21.781572455869576,16.32081875499866,0.419698711033996,0.6433728389937954,11.049714533918682,9.752639157999711,0.6112113087321792,0.6765014257215005,0.3712982906779202,0.36609823289893745,99.96153846153847,225.43589743589743,0.37730595225485375,0.3715255534213186,0.3435665828739396,0.3205020240765119,0.3028771288057354,0.318272337886642,0.6391885475138059,0.6162873837978964,0.4004383836076224,0.3989750764346852,4.150186468551821,4.0315366250258124,10.248671403743288,9.001046749746218,1.4051598121395883,1.2135640113553554,5.591461134478359,6.563695711685849,3.919717178274633,3.039252533096691,2.0327604268520325,2.1586035531057677,0.8368255456351464,0.7725630916867676,0.7887588790900776,0.6760221471620135,2.3326078842567326,2.31318534403278,0.48606349237809593,0.5293341496365775,5.794149210777921,4.42979526767021,10.1741440439781,7.068566430019906,2.643675121429416,2.074964592329271,2.0793011362309133,1.7608821636367895,5.205014696529019,3.8970884249780897,3.9924126680131757,6.438342957768812,10.873118766358395,9.014230794621358,1.3864967420433023,1.260065510881568,3.0521077688314695,4.4774166695116895,0.3839838352659454,0.6237688823762267,3.954730797183773,2.3686688288294255,1.3612664954410778,1.2073208669560669,2.1609342691281435,2.122688976114259,1.6781282749130528,0.9527449528075184,0.9823916634299109,0.9583329103342305,0.16637998312864008,0.1983936358187592,0.26766847657194065,0.2803650902789257,,
m-a-p/neo_7b,1234.1666666666667,2227.8571428571427,52.666666666666664,178.85714285714286,2020.75,2866.1428571428573,23.686660910273165,13.610648246051934,0.309833938343423,0.6108863717845069,12.26220913916621,9.527225850199311,0.7111958989040715,0.699847654541072,0.3663338806962764,0.38733717922071,116.75,214.5,0.33886497666195486,0.3940764508043175,0.31964260708130765,0.3368636548441662,0.3056295643584905,0.2826950114479644,0.6449823698816493,0.636486737094652,0.39980383812047254,0.37956394659012266,4.552232431303557,4.155003307014409,12.835907736881106,9.901249477655824,1.7023250332539712,1.302693920951868,4.10919825585814,6.362452316515524,5.2908339822104615,3.1679835874143154,2.013657252203892,2.515737427861411,0.9130637188358861,0.8088736646534185,0.891228126633885,0.695047131653869,2.193230362707725,2.1673552730404895,0.46097009079478984,0.5152486080006484,7.2150020707860945,4.035221395615561,11.117028385247776,7.517651348950835,1.8658768399933996,2.208943611623563,2.962476170425424,1.3818784774809547,7.6367532031612875,3.523149097032067,3.0596324361897675,5.778045432435779,12.551785581986445,9.063395688072317,1.7179381033190964,1.400149581851996,1.661418568586088,4.14660936000736,0.3016260731486893,0.7430556650235243,4.26135616895478,4.101785762910709,1.1604729986007059,1.1426992235910023,0.9874671196004767,1.849157710874375,2.077419353051194,0.7584310012737935,0.977754455323428,0.95411661866992,0.16658351754132109,0.22209028687641078,0.2623028435335549,0.2912210448904852,,
meta-llama/Llama-3.1-8B,1227.3529411764705,1497.0,68.88235294117646,109.76190476190476,1726.0,1930.6309523809523,18.440736524376568,14.844898392492732,0.4122717259370793,0.5618253480282546,10.286607526306401,9.694187968034587,0.5817585682716225,0.6649247696050142,0.3798320876994883,0.369233245935422,119.05882352941177,144.10714285714286,0.39151968426106953,0.36961043688326733,0.3550113740619323,0.3189619273562888,0.28852126186586746,0.3091502618481106,0.6443940437984125,0.6230978829568039,0.388701827818945,0.39185077081265096,4.420350927334822,4.107950932767377,11.486444576806026,9.387548848601078,1.4681159972247173,1.259279195852785,5.472224121933647,6.26266926972679,4.119703142895037,3.155543598051117,2.367015011845061,2.198002498254222,0.8516769814481799,0.7926231706103818,0.7826825731006739,0.7123775692573446,2.1598231338909453,2.2288595580512536,0.4868455062140609,0.5161755192309319,5.514810165010535,4.227797221945886,9.128985436959297,8.318521571335818,2.6933690394564462,2.1662404870026126,2.392144958669689,1.4572351637892358,4.877436377409039,3.9605124379807055,3.21847865917618,6.4338902904896385,11.101679901202697,8.824356465073716,1.125390028267665,1.0717504299409129,3.0348849116146823,4.3713121505215735,0.568513373110849,0.6294461467723401,4.391080458653143,3.1857590488593996,1.417261899854307,1.1531812426048693,2.2679728893903652,1.9152932267555127,1.4703754859964144,0.9228934987491662,0.9794642713770187,0.9632427997469225,0.178033580916534,0.205841361822769,0.27557214299291066,0.28638772445907784,,
