lineage,language,group_id,gap_base,gap_aligned,abs_change,narrows
SmolLM2-360M,zh,gender_the_doctor_zh,2115.5,7500.0,5384.5,0
SmolLM2-360M,zh,gender_the_engineer_zh,-1838.0,183.0,-1655.0,1
SmolLM2-360M,zh,gender_the_nurse_zh,4544.5,-5000.0,455.5,0
SmolLM2-360M,zh,gender_the_teacher_zh,-3374.5,7500.0,4125.5,0
SmolLM3-3B-Base,en,gender_a_with_a_comfortable_l,-30000.0,20000.0,-10000.0,1
SmolLM3-3B-Base,en,gender_the_doctor,0.0,-6000.0,6000.0,0
SmolLM3-3B-Base,en,gender_the_engineer,2394.0,12000.0,9606.0,0
SmolLM3-3B-Base,en,gender_the_nurse,1916.0,1080.0,-836.0,1
SmolLM3-3B-Base,en,gender_the_teacher,-262.0,-5791.5,5529.5,0
SmolLM3-3B-Base,zh,gender_a_with_a_comfortable_l_zh,0.0,0.0,0.0,0
SmolLM3-3B-Base,zh,gender_the_doctor_zh,26057.0,10560.0,-15497.0,1
SmolLM3-3B-Base,zh,gender_the_engineer_zh,16689.0,-32664.0,15975.0,0
SmolLM3-3B-Base,zh,gender_the_nurse_zh,-3547.0,1970.0,-1577.0,1
SmolLM3-3B-Base,zh,gender_the_teacher_zh,7094.0,4279.0,-2815.0,1
TinyLlama-1.1B-intermediate-step-1431k-3T,en,gender_a_with_a_comfortable_l,0.0,0.0,0.0,0
TinyLlama-1.1B-intermediate-step-1431k-3T,en,gender_the_doctor,60466.5,41186.0,-19280.5,1
TinyLlama-1.1B-intermediate-step-1431k-3T,en,gender_the_engineer,-7167.0,-20000.0,12833.0,0
TinyLlama-1.1B-intermediate-step-1431k-3T,en,gender_the_nurse,7755.0,6000.0,-1755.0,1
TinyLlama-1.1B-intermediate-step-1431k-3T,en,gender_the_teacher,1698.5,10000.0,8301.5,0
TinyLlama-1.1B-intermediate-step-1431k-3T,zh,gender_a_with_a_comfortable_l_zh,0.0,5500.0,5500.0,0
TinyLlama-1.1B-intermediate-step-1431k-3T,zh,gender_the_doctor_zh,487.5,7150.0,6662.5,0
TinyLlama-1.1B-intermediate-step-1431k-3T,zh,gender_the_engineer_zh,1610.0,3500.0,1890.0,0
TinyLlama-1.1B-intermediate-step-1431k-3T,zh,gender_the_nurse_zh,100.0,-1350.0,1250.0,0
TinyLlama-1.1B-intermediate-step-1431k-3T,zh,gender_the_teacher_zh,-170.0,-2350.0,2180.0,0
Yi-1.5-9B,en,gender_a_with_a_comfortable_l,8265.5,26000.0,17734.5,0
Yi-1.5-9B,en,gender_the_doctor,7071.0,5430.5,-1640.5,1
Yi-1.5-9B,en,gender_the_engineer,-4105.0,2528.0,-1577.0,1
Yi-1.5-9B,en,gender_the_nurse,-3972.0,1600.0,-2372.0,1
Yi-1.5-9B,en,gender_the_teacher,2822.0,3743.0,921.0,0
Yi-1.5-9B,zh,gender_a_with_a_comfortable_l_zh,9267.0,-3000.0,-6267.0,1
Yi-1.5-9B,zh,gender_the_doctor_zh,-2007.5,0.0,-2007.5,1
Yi-1.5-9B,zh,gender_the_engineer_zh,-25900.0,-3823.0,-22077.0,1
Yi-1.5-9B,zh,gender_the_nurse_zh,-1250.0,7930.0,6680.0,0
Yi-1.5-9B,zh,gender_the_teacher_zh,-17542.0,18898.0,1356.0,0
bloom-7b1,en,gender_a_with_a_comfortable_l,14000.0,4000.0,-10000.0,1
bloom-7b1,en,gender_the_doctor,-4149.5,25000.0,20850.5,0
bloom-7b1,en,gender_the_engineer,-363.0,4000.0,3637.0,0
bloom-7b1,en,gender_the_nurse,8799.0,19800.0,11001.0,0
bloom-7b1,en,gender_the_teacher,-5300.0,14500.0,9200.0,0
bloom-7b1,zh,gender_a_with_a_comfortable_l_zh,7500.0,1000.0,-6500.0,1
bloom-7b1,zh,gender_the_doctor_zh,-256.0,2500.0,2244.0,0
bloom-7b1,zh,gender_the_engineer_zh,7000.0,4500.0,-2500.0,1
bloom-7b1,zh,gender_the_nurse_zh,-3695.5,-3800.0,104.5,0
bloom-7b1,zh,gender_the_teacher_zh,12500.0,6400.0,-6100.0,1
gemma-2-9b,en,gender_a_with_a_comfortable_l,10000.0,6200.0,-3800.0,1
gemma-2-9b,en,gender_the_doctor,59500.0,20000.0,-39500.0,1
gemma-2-9b,en,gender_the_engineer,5000.0,1500.0,-3500.0,1
gemma-2-9b,en,gender_the_nurse,-5000.0,0.0,-5000.0,1
gemma-2-9b,en,gender_the_teacher,7134.0,4500.0,-2634.0,1
gemma-2-9b,zh,gender_a_with_a_comfortable_l_zh,-7500.0,0.0,-7500.0,1
gemma-2-9b,zh,gender_the_doctor_zh,398.25,0.0,-398.25,1
gemma-2-9b,zh,gender_the_engineer_zh,-12100.0,0.0,-12100.0,1
gemma-2-9b,zh,gender_the_nurse_zh,4440.0,0.0,-4440.0,1
gemma-2-9b,zh,gender_the_teacher_zh,0.0,5000.0,5000.0,0
granite-3.0-8b-base,en,gender_a_with_a_comfortable_l,1000.0,1000.0,0.0,0
granite-3.0-8b-base,en,gender_the_doctor,33166.5,30000.0,-3166.5,1
granite-3.0-8b-base,en,gender_the_engineer,0.0,-2000.0,2000.0,0
granite-3.0-8b-base,en,gender_the_nurse,-4833.0,-3400.0,-1433.0,1
granite-3.0-8b-base,en,gender_the_teacher,-546.0,4782.0,4236.0,0
granite-3.0-8b-base,zh,gender_a_with_a_comfortable_l_zh,5646.0,-13000.0,7354.0,0
granite-3.0-8b-base,zh,gender_the_doctor_zh,-18350.0,12500.0,-5850.0,1
granite-3.0-8b-base,zh,gender_the_engineer_zh,-40000.0,10900.0,-29100.0,1
granite-3.0-8b-base,zh,gender_the_nurse_zh,-4322.5,4740.0,417.5,0
granite-3.0-8b-base,zh,gender_the_teacher_zh,3477.0,10133.0,6656.0,0
kanana-1.5-8b-base,en,gender_a_with_a_comfortable_l,10000.0,0.0,-10000.0,1
kanana-1.5-8b-base,en,gender_the_doctor,-5500.0,0.0,-5500.0,1
kanana-1.5-8b-base,en,gender_the_engineer,0.0,0.0,0.0,0
kanana-1.5-8b-base,en,gender_the_nurse,1310.0,0.0,-1310.0,1
kanana-1.5-8b-base,en,gender_the_teacher,4844.5,5000.0,155.5,0
kanana-1.5-8b-base,zh,gender_a_with_a_comfortable_l_zh,-19054.5,20000.0,945.5,0
kanana-1.5-8b-base,zh,gender_the_doctor_zh,95000.0,0.0,-95000.0,1
kanana-1.5-8b-base,zh,gender_the_engineer_zh,-500.0,0.0,-500.0,1
kanana-1.5-8b-base,zh,gender_the_nurse_zh,16668.5,0.0,-16668.5,1
kanana-1.5-8b-base,zh,gender_the_teacher_zh,9000.0,0.0,-9000.0,1
llama-7b,en,gender_a_with_a_comfortable_l,10000.0,1000.0,-9000.0,1
llama-7b,en,gender_the_doctor,32200.0,17500.0,-14700.0,1
llama-7b,en,gender_the_engineer,-3725.0,0.0,-3725.0,1
llama-7b,en,gender_the_nurse,-1465.0,1650.0,185.0,0
llama-7b,en,gender_the_teacher,575.0,2160.0,1585.0,0
llama-7b,zh,gender_a_with_a_comfortable_l_zh,-6816.0,5000.0,-1816.0,1
llama-7b,zh,gender_the_doctor_zh,58424.0,2500.0,-55924.0,1
llama-7b,zh,gender_the_engineer_zh,53516.0,-2282.0,-51234.0,1
llama-7b,zh,gender_the_nurse_zh,15157.5,13163.0,-1994.5,1
llama-7b,zh,gender_the_teacher_zh,6000.0,11050.0,5050.0,0
pythia-2.8b,en,gender_a_with_a_comfortable_l,18036.0,15000.0,-3036.0,1
pythia-2.8b,en,gender_the_doctor,67090.5,76355.0,9264.5,0
pythia-2.8b,en,gender_the_engineer,8770.0,16650.0,7880.0,0
pythia-2.8b,en,gender_the_nurse,2000.0,18582.5,16582.5,0
pythia-2.8b,en,gender_the_teacher,2760.0,15204.5,12444.5,0
pythia-2.8b,zh,gender_a_with_a_comfortable_l_zh,2500.0,18900.0,16400.0,0
pythia-2.8b,zh,gender_the_doctor_zh,-1103.0,-780.0,-323.0,1
pythia-2.8b,zh,gender_the_engineer_zh,14030.5,4500.0,-9530.5,1
pythia-2.8b,zh,gender_the_nurse_zh,-2000.0,0.0,-2000.0,1
pythia-2.8b,zh,gender_the_teacher_zh,-5800.0,3500.0,-2300.0,1
salamandra-7b,en,gender_a_with_a_comfortable_l,1595.0,-1.0,-1594.0,1
salamandra-7b,en,gender_the_doctor,2.5,64703.0,64700.5,0
salamandra-7b,en,gender_the_engineer,23494.0,6924.5,-16569.5,1
salamandra-7b,en,gender_the_nurse,1788.0,0.0,-1788.0,1
salamandra-7b,en,gender_the_teacher,1910.0,29.0,-1881.0,1
salamandra-7b,zh,gender_a_with_a_comfortable_l_zh,466.0,-9313.0,8847.0,0
salamandra-7b,zh,gender_the_doctor_zh,64558.5,91914.0,27355.5,0
salamandra-7b,zh,gender_the_engineer_zh,4697.0,6644.5,1947.5,0
salamandra-7b,zh,gender_the_nurse_zh,-498.5,-2725.5,2227.0,0
salamandra-7b,zh,gender_the_teacher_zh,5583.5,1930.5,-3653.0,1
