word	tag	auc	auc_flipnull	n_models	base_share	aligned_share
request	verb	0.7977	0.4627	67	0.000079	0.000379
shared	verb	0.7949	0.4405	92	0.000345	0.000666
acknowledge	verb	0.7930	0.4594	34	0.000006	0.000066
question	verb	0.7928	0.5000	82	0.000083	0.000215
update	verb	0.7921	0.4778	69	0.000038	0.000173
approached	verb	0.7897	0.4296	91	0.000151	0.000448
communicate	verb	0.7890	0.4494	32	0.000004	0.000093
caused	verb	0.7859	0.4806	91	0.000545	0.001107
discussed	verb	0.7850	0.4296	75	0.000046	0.000128
respond	verb	0.7845	0.4681	90	0.000229	0.000494
accessed	verb	0.7845	0.4740	59	0.000023	0.000095
break	verb	0.7836	0.4381	92	0.000644	0.000891
negotiate	verb	0.7812	0.4147	64	0.000035	0.000120
contact	verb	0.7812	0.4130	92	0.001053	0.001737
apologize	verb	0.7807	0.4849	87	0.000082	0.000231
invest	verb	0.7798	0.4466	87	0.000060	0.000126
quantum	noun	0.7779	0.4345	58	0.000016	0.000046
remind	verb	0.7779	0.3757	85	0.000125	0.000383
ignored	verb	0.7776	0.4716	54	0.000014	0.000069
planned	verb	0.7774	0.5109	71	0.000032	0.000121
muttered	verb	0.7772	0.4180	88	0.000113	0.000557
continue	verb	0.7760	0.4962	92	0.000364	0.000579
pursue	verb	0.7755	0.4634	90	0.000128	0.000300
everything	noun	0.7750	0.4868	91	0.000227	0.000383
barked	verb	0.7748	0.4409	66	0.000031	0.000157
document	verb	0.7741	0.4126	61	0.000034	0.000268
committed	verb	0.7732	0.5227	50	0.000014	0.000065
confront	verb	0.7727	0.4634	86	0.000122	0.000264
offered	verb	0.7727	0.4579	92	0.001747	0.002445
admired	verb	0.7703	0.4329	55	0.000024	0.000121
believe	verb	0.7703	0.3951	92	0.001225	0.001515
embrace	verb	0.7694	0.4031	83	0.000063	0.000142
notify	verb	0.7689	0.4112	47	0.000012	0.000167
smirked	verb	0.7687	0.4206	46	0.000019	0.000189
Sarah	noun	0.7672	0.4208	64	0.000027	0.000125
responding	verb	0.7670	0.4414	52	0.000017	0.000069
reach	verb	0.7670	0.4216	78	0.000052	0.000198
conduct	verb	0.7665	0.4575	85	0.000069	0.000151
prepared	verb	0.7651	0.5073	88	0.000238	0.000520
implement	verb	0.7647	0.4187	85	0.000060	0.000130
whisper	verb	0.7637	0.4790	32	0.000004	0.000041
hummed	verb	0.7632	0.4764	39	0.000006	0.000047
further	adverb	0.7628	0.4523	75	0.000026	0.000090
abruptly	adverb	0.7623	0.4579	60	0.000016	0.000054
create	verb	0.7609	0.5250	92	0.000432	0.000588
Emily	adverb	0.7599	0.4735	29	0.000002	0.000050
apologized	verb	0.7590	0.4771	80	0.000062	0.000236
pondered	verb	0.7583	0.5099	42	0.000012	0.000101
approach	verb	0.7571	0.4201	59	0.000027	0.000128
emerged	verb	0.7566	0.4149	70	0.000050	0.000141
perform	verb	0.7566	0.4636	92	0.000061	0.000140
hum	verb	0.7561	0.4475	57	0.000025	0.000083
swiftly	adverb	0.7557	0.4305	29	0.000002	0.000047
advise	verb	0.7552	0.4674	67	0.000048	0.000194
hesitated	verb	0.7543	0.3937	52	0.000017	0.000106
cause	verb	0.7543	0.4395	55	0.000014	0.000049
presented	verb	0.7543	0.4948	89	0.000162	0.000357
immediately	adverb	0.7538	0.5043	92	0.000842	0.001536
engage	verb	0.7528	0.4551	35	0.000005	0.000048
failed	verb	0.7524	0.4972	92	0.000169	0.000310
claimed	verb	0.7512	0.5019	90	0.000332	0.000585
fixed	verb	0.7498	0.5659	76	0.000053	0.000133
confront	noun	0.7495	0.4641	55	0.000016	0.000047
manipulate	verb	0.7493	0.4646	36	0.000007	0.000042
managed	verb	0.7486	0.4277	92	0.000266	0.000465
suggest	verb	0.7476	0.4419	55	0.000015	0.000078
secured	verb	0.7474	0.4461	88	0.000112	0.000234
checked	verb	0.7472	0.5156	92	0.001023	0.001535
challenge	verb	0.7448	0.4872	91	0.000139	0.000292
scattered	verb	0.7448	0.4088	92	0.000424	0.000635
propose	verb	0.7443	0.4154	41	0.000010	0.000049
Alex	noun	0.7439	0.4589	52	0.000040	0.000145
verified	verb	0.7434	0.5217	77	0.000044	0.000123
vanished	verb	0.7431	0.4920	78	0.000066	0.000253
faced	verb	0.7429	0.4726	77	0.000051	0.000166
scanned	verb	0.7427	0.4421	90	0.000306	0.000569
investigate	verb	0.7424	0.4466	78	0.000093	0.000210
need	verb	0.7420	0.4466	92	0.001486	0.001708
exchanged	verb	0.7415	0.5132	47	0.000012	0.000051
observed	verb	0.7415	0.4936	88	0.000153	0.000351
submitted	verb	0.7415	0.5061	92	0.000314	0.000489
technically	adverb	0.7413	0.4676	38	0.000014	0.000096
browsed	verb	0.7410	0.5463	49	0.000015	0.000059
spoke	verb	0.7410	0.4296	92	0.001238	0.001656
exhaled	verb	0.7403	0.5165	34	0.000007	0.000074
celebrate	verb	0.7401	0.4679	67	0.000022	0.000056
shifted	verb	0.7389	0.4849	46	0.000009	0.000038
face	verb	0.7387	0.4957	92	0.000232	0.000317
reveal	verb	0.7387	0.4712	43	0.000014	0.000054
target	verb	0.7384	0.5555	60	0.000014	0.000042
end	verb	0.7377	0.4768	92	0.000311	0.000456
marveled	verb	0.7377	0.4310	45	0.000010	0.000047
noticed	verb	0.7372	0.4882	91	0.001649	0.002094
involve	verb	0.7363	0.4305	25	0.000001	0.000055
involves	verb	0.7361	0.4086	56	0.000014	0.000041
gestured	verb	0.7361	0.4946	82	0.000061	0.000166
report	verb	0.7358	0.4239	92	0.000772	0.001112
scolded	verb	0.7358	0.5050	48	0.000016	0.000070
gasped	verb	0.7353	0.4683	81	0.000131	0.000370
forcefully	adverb	0.7349	0.4627	37	0.000006	0.000057
shattered	verb	0.7339	0.4924	89	0.000394	0.000631
typically	adverb	0.7337	0.4246	46	0.000016	0.000060
gently	adverb	0.7330	0.4981	92	0.001140	0.001635
revise	verb	0.7330	0.4334	41	0.000010	0.000059
draft	verb	0.7330	0.4740	27	0.000002	0.000042
surveyed	verb	0.7328	0.4865	68	0.000045	0.000225
murmured	verb	0.7325	0.4338	91	0.000133	0.000372
extended	verb	0.7323	0.4939	66	0.000028	0.000095
expected	verb	0.7323	0.4612	70	0.000024	0.000057
needed	verb	0.7320	0.4164	84	0.000051	0.000116
declared	verb	0.7318	0.4116	88	0.000264	0.000636
giggled	verb	0.7316	0.3904	61	0.000029	0.000142
enjoyed	verb	0.7316	0.4622	57	0.000031	0.000076
first	adverb	0.7313	0.4483	74	0.000047	0.000152
expressed	verb	0.7306	0.4858	49	0.000030	0.000113
adjust	verb	0.7306	0.5326	42	0.000012	0.000053
verify	verb	0.7304	0.4939	82	0.000063	0.000161
guided	verb	0.7297	0.4490	91	0.000208	0.000364
organize	verb	0.7292	0.4636	83	0.000062	0.000111
reported	verb	0.7287	0.4754	92	0.000178	0.000293
scooped	verb	0.7285	0.4171	54	0.000027	0.000086
marked	verb	0.7283	0.5007	62	0.000025	0.000067
protest	verb	0.7283	0.5496	92	0.000119	0.000179
joked	verb	0.7283	0.5038	41	0.000011	0.000048
engaged	verb	0.7283	0.5137	23	0.000001	0.000026
step	verb	0.7273	0.5321	79	0.000036	0.000074
bring	verb	0.7268	0.4135	92	0.000431	0.000596
wish	verb	0.7264	0.4898	88	0.000069	0.000150
schedule	verb	0.7259	0.4407	32	0.000007	0.000046
weave	verb	0.7254	0.4806	53	0.000024	0.000085
stored	verb	0.7254	0.4776	66	0.000025	0.000054
allowed	verb	0.7254	0.4582	90	0.000120	0.000232
worry	verb	0.7245	0.4093	89	0.000061	0.000131
blamed	verb	0.7245	0.4830	43	0.000014	0.000082
received	verb	0.7245	0.4830	92	0.000964	0.001283
settled	verb	0.7245	0.4527	91	0.000242	0.000435
issue	noun	0.7242	0.4218	70	0.000051	0.000114
leaned	verb	0.7235	0.4716	92	0.001969	0.002609
confirm	verb	0.7231	0.5085	79	0.000072	0.000166
sighed	verb	0.7231	0.4112	92	0.000885	0.001869
gather	verb	0.7226	0.5017	46	0.000013	0.000058
acknowledging	verb	0.7226	0.4612	27	0.000004	0.000072
raised	verb	0.7221	0.4371	92	0.000628	0.000946
tested	verb	0.7216	0.4617	77	0.000072	0.000153
displayed	verb	0.7212	0.5411	41	0.000014	0.000061
implies	verb	0.7202	0.4707	39	0.000036	0.000121
created	verb	0.7202	0.4504	92	0.000142	0.000288
gazed	verb	0.7198	0.4688	92	0.000427	0.000798
argue	verb	0.7193	0.4423	71	0.000044	0.000123
forgot	verb	0.7193	0.5014	92	0.000146	0.000220
meet	verb	0.7193	0.4178	92	0.000290	0.000384
remember	verb	0.7188	0.4178	64	0.000033	0.000085
succeeded	verb	0.7188	0.4693	31	0.000005	0.000033
trust	verb	0.7179	0.4277	91	0.000160	0.000231
listened	verb	0.7179	0.3667	92	0.000701	0.000949
prove	verb	0.7174	0.4981	89	0.000117	0.000219
essentially	adverb	0.7169	0.4839	27	0.000004	0.000066
breathed	verb	0.7164	0.4405	89	0.000189	0.000384
locked	verb	0.7155	0.4636	92	0.000811	0.001023
tackled	verb	0.7153	0.4924	50	0.000012	0.000046
addressing	verb	0.7150	0.4594	36	0.000007	0.000037
Tom	noun	0.7148	0.5038	76	0.000036	0.000078
paused	verb	0.7146	0.4797	87	0.000147	0.000461
Jane	noun	0.7131	0.4400	52	0.000014	0.000056
fear	verb	0.7131	0.4149	89	0.000209	0.000359
share	verb	0.7131	0.4428	92	0.000532	0.000700
snarled	verb	0.7129	0.4809	52	0.000031	0.000158
barely	adverb	0.7127	0.4617	35	0.000007	0.000043
scare	verb	0.7122	0.4301	58	0.000024	0.000061
release	verb	0.7122	0.5132	92	0.000124	0.000192
performed	verb	0.7122	0.4726	91	0.000348	0.000489
activated	verb	0.7117	0.5123	43	0.000011	0.000047
confirmed	verb	0.7117	0.5165	92	0.000431	0.000594
released	verb	0.7117	0.4745	92	0.000317	0.000434
talk	verb	0.7112	0.3866	92	0.001552	0.001990
claim	verb	0.7110	0.4967	70	0.000032	0.000085
participate	verb	0.7103	0.4735	41	0.000007	0.000032
disappear	verb	0.7103	0.4428	85	0.000067	0.000139
focused	verb	0.7098	0.4948	65	0.000017	0.000066
sneered	verb	0.7098	0.4565	25	0.000004	0.000089
steered	verb	0.7091	0.5061	56	0.000017	0.000077
switch	verb	0.7089	0.4698	85	0.000069	0.000163
plan	verb	0.7089	0.5149	88	0.000081	0.000167
aimed	verb	0.7089	0.5043	91	0.000339	0.000493
slowly	adverb	0.7084	0.5652	92	0.000784	0.001159
adopt	verb	0.7079	0.4629	34	0.000005	0.000027
stretched	verb	0.7079	0.3859	66	0.000038	0.000107
stick	verb	0.7075	0.5494	40	0.000026	0.000066
caught	verb	0.7075	0.4594	92	0.000403	0.000563
thus	adverb	0.7068	0.5255	66	0.000068	0.000206
spilled	verb	0.7060	0.4466	91	0.000117	0.000209
notice	verb	0.7056	0.4371	51	0.000020	0.000069
arrived	verb	0.7053	0.5331	58	0.000027	0.000061
navigated	verb	0.7051	0.4707	43	0.000014	0.000037
explained	verb	0.7051	0.4296	92	0.000555	0.000847
cradled	verb	0.7049	0.4220	80	0.000045	0.000105
winked	verb	0.7046	0.4608	61	0.000024	0.000101
suspect	verb	0.7044	0.4901	88	0.000142	0.000263
intervene	verb	0.7037	0.4934	67	0.000021	0.000049
Mark	noun	0.7032	0.4629	26	0.000002	0.000030
John	noun	0.7032	0.3823	91	0.000133	0.000209
none	noun	0.7032	0.4471	57	0.000032	0.000071
addressed	verb	0.7027	0.4457	88	0.000070	0.000132
remnants	noun	0.7023	0.5161	22	0.000001	0.000016
crumpled	verb	0.7023	0.4830	71	0.000034	0.000086
scrambled	verb	0.7020	0.4303	24	0.000002	0.000023
additional	adjective	0.7018	0.5480	22	0.000001	0.000035
several	adjective	0.7018	0.4324	91	0.000057	0.000104
maintained	verb	0.7018	0.4386	39	0.000008	0.000030
reassured	verb	0.7013	0.4929	22	0.000001	0.000041
definitely	adverb	0.7013	0.5671	77	0.000061	0.000178
silently	adverb	0.7013	0.4275	48	0.000015	0.000094
vowed	verb	0.7013	0.4617	85	0.000061	0.000127
proudly	adverb	0.7006	0.4856	24	0.000003	0.000032
signaled	verb	0.7004	0.4728	44	0.000011	0.000053
advised	verb	0.6999	0.4809	82	0.000091	0.000226
traced	verb	0.6992	0.4052	84	0.000102	0.000261
uncovered	verb	0.6992	0.5612	90	0.000036	0.000066
quite	adverb	0.6990	0.5052	73	0.000028	0.000049
financial	adjective	0.6990	0.4348	35	0.000005	0.000023
admitted	verb	0.6990	0.4948	47	0.000014	0.000079
capture	verb	0.6987	0.4965	38	0.000009	0.000038
cleared	verb	0.6980	0.4981	57	0.000021	0.000068
everyone	noun	0.6980	0.4093	92	0.000713	0.000988
carry	verb	0.6980	0.5572	47	0.000012	0.000039
responded	verb	0.6975	0.4627	78	0.000048	0.000091
unleashed	verb	0.6973	0.4579	20	0.000001	0.000028
sorted	verb	0.6971	0.4622	67	0.000036	0.000084
dance	verb	0.6971	0.4820	92	0.000309	0.000415
tightened	verb	0.6961	0.4589	91	0.000203	0.000303
voice	verb	0.6961	0.3953	44	0.000009	0.000032
slumped	verb	0.6954	0.4409	50	0.000016	0.000083
clutched	verb	0.6952	0.4764	25	0.000002	0.000035
filled	verb	0.6952	0.5057	92	0.000439	0.000680
policies	noun	0.6947	0.4133	26	0.000002	0.000014
treated	verb	0.6945	0.4407	24	0.000002	0.000017
froze	verb	0.6945	0.4939	48	0.000014	0.000085
replaced	verb	0.6942	0.4216	92	0.001378	0.001752
hold	verb	0.6942	0.4239	92	0.000295	0.000389
continued	verb	0.6933	0.5250	92	0.001693	0.002508
administered	verb	0.6928	0.4383	76	0.000058	0.000107
details	noun	0.6919	0.5113	29	0.000012	0.000033
twirled	verb	0.6919	0.5227	23	0.000002	0.000027
tilted	verb	0.6919	0.4679	41	0.000011	0.000046
confessed	verb	0.6914	0.4499	37	0.000009	0.000030
initially	adverb	0.6914	0.4622	27	0.000007	0.000038
fumbled	verb	0.6912	0.4676	36	0.000007	0.000049
directly	adverb	0.6909	0.5033	41	0.000012	0.000052
patted	verb	0.6909	0.4466	85	0.000107	0.000205
sought	verb	0.6905	0.4343	47	0.000016	0.000063
appeared	verb	0.6905	0.4315	85	0.000054	0.000101
deliver	verb	0.6895	0.4778	91	0.000094	0.000141
stepped	verb	0.6890	0.4371	92	0.002185	0.002937
plans	noun	0.6886	0.5080	35	0.000008	0.000033
decorated	verb	0.6886	0.4636	75	0.000045	0.000086
suggests	verb	0.6881	0.4324	61	0.000088	0.000180
spun	verb	0.6881	0.4112	89	0.000130	0.000270
hyperventilate	verb	0.6876	0.4920	49	0.000016	0.000044
swayed	verb	0.6871	0.4423	36	0.000008	0.000031
lock	verb	0.6871	0.5033	64	0.000028	0.000059
informed	verb	0.6871	0.5388	91	0.000168	0.000262
acted	verb	0.6867	0.4683	21	0.000002	0.000028
wished	verb	0.6867	0.4164	90	0.000107	0.000185
demand	verb	0.6867	0.5057	92	0.000127	0.000190
attempted	verb	0.6864	0.5558	84	0.000083	0.000192
referred	verb	0.6857	0.4778	47	0.000011	0.000041
insisted	verb	0.6857	0.4957	44	0.000018	0.000066
pressing	verb	0.6853	0.5175	25	0.000003	0.000021
ignore	verb	0.6853	0.4532	91	0.000244	0.000354
realized	verb	0.6853	0.5198	92	0.001515	0.001781
sway	verb	0.6853	0.4263	37	0.000008	0.000036
forgot	noun	0.6853	0.4813	80	0.000115	0.000203
instructed	verb	0.6848	0.5064	90	0.000147	0.000316
explain	verb	0.6848	0.4282	92	0.000908	0.001231
wooden	adjective	0.6848	0.5600	92	0.000063	0.000082
changed	verb	0.6843	0.4802	92	0.000308	0.000413
peered	verb	0.6843	0.4674	91	0.000297	0.000538
subsequently	adverb	0.6843	0.5359	23	0.000004	0.000034
lash	verb	0.6843	0.4088	77	0.000072	0.000136
politely	adverb	0.6843	0.4367	38	0.000009	0.000053
searched	verb	0.6843	0.4471	92	0.000270	0.000381
grinned	verb	0.6841	0.4596	82	0.000241	0.000692
exposed	verb	0.6838	0.4726	73	0.000042	0.000088
argued	verb	0.6834	0.3871	53	0.000023	0.000061
completing	verb	0.6834	0.5014	24	0.000002	0.000023
launch	verb	0.6834	0.4457	53	0.000017	0.000045
leaped	verb	0.6834	0.5577	46	0.000014	0.000048
documents	noun	0.6834	0.5198	32	0.000006	0.000021
greeted	verb	0.6829	0.4395	73	0.000045	0.000093
spotted	verb	0.6829	0.5454	81	0.000074	0.000136
stormed	verb	0.6827	0.4412	78	0.000233	0.000484
encouraged	verb	0.6824	0.4395	85	0.000102	0.000208
believed	verb	0.6819	0.4934	25	0.000003	0.000017
evaluate	verb	0.6819	0.4475	23	0.000002	0.000017
completed	verb	0.6815	0.4965	52	0.000022	0.000059
promised	verb	0.6815	0.4036	92	0.000488	0.000714
travel	verb	0.6815	0.5128	88	0.000089	0.000146
develop	verb	0.6812	0.4459	30	0.000008	0.000035
test	verb	0.6810	0.5508	86	0.000084	0.000135
shape	verb	0.6810	0.4490	27	0.000004	0.000023
propelled	verb	0.6808	0.4825	26	0.000003	0.000020
speaking	verb	0.6805	0.4112	92	0.000200	0.000266
scrawled	verb	0.6801	0.4920	47	0.000022	0.000084
captured	verb	0.6801	0.5052	81	0.000064	0.000105
harm	verb	0.6801	0.4286	66	0.000033	0.000077
gained	verb	0.6798	0.4917	34	0.000006	0.000027
demanded	verb	0.6796	0.4466	92	0.000833	0.001086
brushed	verb	0.6793	0.4657	90	0.000164	0.000265
wants	verb	0.6786	0.5454	35	0.000007	0.000030
skipped	verb	0.6786	0.4728	24	0.000003	0.000024
imagined	verb	0.6786	0.4931	56	0.000021	0.000053
showing	verb	0.6784	0.4794	60	0.000016	0.000032
assessed	verb	0.6782	0.5305	24	0.000002	0.000022
honored	verb	0.6779	0.4998	22	0.000002	0.000019
effectively	adverb	0.6779	0.4582	52	0.000041	0.000131
clearly	adverb	0.6777	0.4480	49	0.000021	0.000087
convinced	verb	0.6777	0.5142	25	0.000003	0.000031
determine	verb	0.6777	0.5685	65	0.000020	0.000044
chuckled	verb	0.6777	0.4698	60	0.000046	0.000235
spark	noun	0.6772	0.5151	40	0.000007	0.000021
regret	verb	0.6772	0.4716	77	0.000056	0.000100
clenched	verb	0.6772	0.5340	59	0.000019	0.000042
hoped	verb	0.6770	0.4012	90	0.000155	0.000351
influence	verb	0.6767	0.4674	43	0.000013	0.000033
directed	verb	0.6763	0.5354	67	0.000033	0.000100
donate	verb	0.6763	0.4816	85	0.000043	0.000068
growled	verb	0.6763	0.4608	66	0.000065	0.000211
finalize	verb	0.6758	0.4435	20	0.000001	0.000017
rearranged	verb	0.6758	0.5061	20	0.000002	0.000018
twist	noun	0.6758	0.4631	47	0.000011	0.000026
attached	verb	0.6758	0.5260	87	0.000127	0.000211
experience	verb	0.6751	0.5397	68	0.000054	0.000122
understanding	verb	0.6744	0.4353	49	0.000010	0.000022
escape	verb	0.6744	0.5491	92	0.000265	0.000338
emphasize	verb	0.6741	0.4364	38	0.000012	0.000068
automate	verb	0.6739	0.4490	29	0.000005	0.000025
stepping	verb	0.6734	0.4702	91	0.000125	0.000190
chose	verb	0.6734	0.4835	91	0.000113	0.000172
swore	noun	0.6734	0.4211	68	0.000066	0.000216
join	verb	0.6730	0.4026	92	0.000398	0.000498
demonstrated	verb	0.6730	0.4629	34	0.000007	0.000030
laughed	verb	0.6725	0.4197	92	0.001356	0.002005
steadied	verb	0.6723	0.4466	26	0.000006	0.000020
suggested	verb	0.6720	0.4811	89	0.000221	0.000406
sparked	verb	0.6720	0.4830	29	0.000005	0.000035
connection	noun	0.6718	0.5104	50	0.000011	0.000024
glared	verb	0.6716	0.5099	80	0.000102	0.000291
sprinted	verb	0.6713	0.5132	80	0.000040	0.000125
constitutes	verb	0.6711	0.4405	21	0.000002	0.000028
snuck	noun	0.6708	0.5158	50	0.000026	0.000079
retreated	verb	0.6701	0.4367	37	0.000008	0.000068
offering	verb	0.6701	0.4875	80	0.000047	0.000082
Jack	noun	0.6701	0.4509	81	0.000070	0.000118
bake	verb	0.6697	0.4995	35	0.000008	0.000024
praised	verb	0.6694	0.5317	50	0.000020	0.000053
denied	verb	0.6690	0.5017	62	0.000027	0.000078
locked	adjective	0.6687	0.4657	90	0.000159	0.000205
tackle	verb	0.6687	0.4617	39	0.000008	0.000022
treat	verb	0.6687	0.4698	92	0.000052	0.000096
surprised	verb	0.6687	0.4003	27	0.000004	0.000025
dreamt	verb	0.6687	0.4927	48	0.000010	0.000022
payment	noun	0.6682	0.4218	48	0.000017	0.000050
raises	verb	0.6668	0.4551	35	0.000024	0.000084
grassy	noun	0.6668	0.4244	63	0.000018	0.000032
brutally	adverb	0.6668	0.5113	21	0.000002	0.000015
lined	verb	0.6668	0.4586	28	0.000006	0.000022
tie	verb	0.6666	0.4868	30	0.000008	0.000024
transferred	verb	0.6666	0.5586	74	0.000045	0.000095
distributed	verb	0.6664	0.4343	72	0.000043	0.000092
act	verb	0.6664	0.4920	89	0.000162	0.000273
protect	verb	0.6664	0.5033	92	0.000379	0.000467
indeed	adverb	0.6659	0.4348	69	0.000079	0.000160
issue	verb	0.6659	0.4433	68	0.000056	0.000112
vanishing	verb	0.6652	0.4809	28	0.000004	0.000021
compared	verb	0.6652	0.4405	68	0.000040	0.000079
goes	verb	0.6647	0.4690	24	0.000003	0.000027
bellowed	verb	0.6645	0.4943	43	0.000012	0.000072
contest	verb	0.6645	0.5109	45	0.000024	0.000100
family	noun	0.6645	0.4617	79	0.000058	0.000089
unzipped	verb	0.6642	0.5222	52	0.000020	0.000047
physically	adverb	0.6635	0.5302	21	0.000004	0.000027
narrowly	adverb	0.6635	0.4490	51	0.000028	0.000106
decided	verb	0.6635	0.5194	92	0.001726	0.002210
appreciate	verb	0.6633	0.4835	60	0.000031	0.000075
realize	verb	0.6630	0.5028	92	0.000219	0.000294
calculated	verb	0.6630	0.5232	79	0.000063	0.000105
defend	verb	0.6630	0.4395	92	0.000116	0.000158
promises	noun	0.6630	0.4523	35	0.000006	0.000018
catching	verb	0.6628	0.4986	54	0.000017	0.000046
topped	verb	0.6628	0.5085	68	0.000027	0.000052
discarded	verb	0.6626	0.5040	26	0.000004	0.000022
predicting	verb	0.6626	0.5288	41	0.000007	0.000018
applied	verb	0.6626	0.5076	92	0.000314	0.000402
pleasure	verb	0.6616	0.5704	21	0.000003	0.000017
raising	verb	0.6616	0.4981	47	0.000016	0.000042
nudged	verb	0.6616	0.4438	41	0.000011	0.000033
swapped	verb	0.6616	0.4887	37	0.000011	0.000033
introduced	verb	0.6616	0.4603	92	0.000122	0.000163
achieved	verb	0.6614	0.5784	26	0.000004	0.000014
recited	verb	0.6612	0.4934	91	0.000513	0.000689
winced	verb	0.6612	0.4664	52	0.000029	0.000128
launched	verb	0.6612	0.5066	41	0.000015	0.000041
lied	verb	0.6607	0.4471	80	0.000135	0.000275
encountered	verb	0.6607	0.4556	21	0.000004	0.000017
forward	adverb	0.6607	0.5463	60	0.000021	0.000044
check	verb	0.6602	0.3861	92	0.000753	0.001146
straightened	verb	0.6602	0.4972	53	0.000022	0.000128
execute	verb	0.6602	0.5314	72	0.000031	0.000053
ushered	verb	0.6597	0.4499	38	0.000012	0.000054
circled	verb	0.6593	0.5175	25	0.000004	0.000030
scored	verb	0.6593	0.4962	91	0.000097	0.000140
disposed	verb	0.6588	0.4586	22	0.000003	0.000017
studied	verb	0.6588	0.4310	91	0.000270	0.000449
obtain	verb	0.6586	0.4698	40	0.000016	0.000039
threaten	verb	0.6586	0.5539	66	0.000026	0.000069
splashed	verb	0.6583	0.5194	80	0.000057	0.000096
empty	adjective	0.6583	0.4631	61	0.000017	0.000033
unloaded	verb	0.6583	0.5447	30	0.000007	0.000019
Max	noun	0.6581	0.5357	24	0.000003	0.000031
honked	verb	0.6578	0.4664	21	0.000003	0.000015
candidates	noun	0.6578	0.4334	35	0.000006	0.000016
violated	verb	0.6576	0.4256	72	0.000066	0.000137
plucked	verb	0.6576	0.5491	28	0.000004	0.000028
groaned	verb	0.6576	0.4178	68	0.000051	0.000133
forget	verb	0.6574	0.5383	81	0.000062	0.000104
increase	verb	0.6574	0.4721	92	0.000101	0.000142
peeked	verb	0.6571	0.4839	34	0.000009	0.000048
disagree	verb	0.6567	0.3979	74	0.000053	0.000119
chant	verb	0.6567	0.5047	90	0.000082	0.000117
reached	verb	0.6564	0.4409	92	0.001142	0.001397
ended	verb	0.6564	0.5009	92	0.000835	0.001049
burst	verb	0.6564	0.4962	91	0.000087	0.000147
inflated	verb	0.6564	0.4811	30	0.000006	0.000022
saved	verb	0.6560	0.5099	92	0.000179	0.000231
highlighted	verb	0.6557	0.4823	20	0.000003	0.000025
promise	verb	0.6557	0.4494	52	0.000016	0.000034
offer	verb	0.6555	0.4702	92	0.000166	0.000253
somehow	adverb	0.6552	0.5009	20	0.000002	0.000018
unfolded	verb	0.6550	0.4355	70	0.000040	0.000081
transformed	verb	0.6550	0.4516	22	0.000002	0.000015
beckoned	verb	0.6550	0.4920	22	0.000002	0.000016
