word	tag	auc	auc_flipnull	n_models	base_share	aligned_share
stepped	verb	0.6784	0.4662	88	0.002584	0.003943
arranged	verb	0.6777	0.5851	38	0.000126	0.000399
landed	verb	0.6767	0.5057	29	0.000072	0.000295
located	verb	0.6765	0.5012	43	0.000162	0.000356
shout	verb	0.6765	0.3804	43	0.000198	0.000834
paused	verb	0.6763	0.5071	29	0.000073	0.000410
patted	verb	0.6749	0.5038	55	0.000235	0.000547
glared	verb	0.6744	0.4735	31	0.000100	0.000526
hoped	verb	0.6716	0.4218	50	0.000338	0.000848
cradled	verb	0.6704	0.4052	36	0.000118	0.000377
presented	verb	0.6699	0.5501	39	0.000128	0.000474
promised	verb	0.6687	0.5293	23	0.000036	0.000250
revealed	verb	0.6680	0.4549	43	0.000190	0.000475
submitted	verb	0.6678	0.4341	60	0.000429	0.000811
peered	verb	0.6640	0.4707	72	0.000617	0.001113
scattered	verb	0.6640	0.4884	85	0.000785	0.001093
scanned	verb	0.6626	0.4655	59	0.000400	0.000883
eventually	adverb	0.6604	0.5054	69	0.000540	0.000921
brushed	verb	0.6600	0.4889	31	0.000100	0.000423
surveyed	verb	0.6593	0.4045	37	0.000119	0.000365
continued	verb	0.6583	0.5803	89	0.002299	0.003484
offered	verb	0.6550	0.4735	91	0.001607	0.002289
performed	verb	0.6538	0.4629	91	0.000810	0.001077
adjusted	verb	0.6536	0.4896	87	0.000983	0.001362
suddenly	adverb	0.6534	0.5383	71	0.000359	0.001074
wished	verb	0.6529	0.5045	26	0.000056	0.000224
breathed	verb	0.6526	0.4693	46	0.000191	0.000466
exposed	verb	0.6503	0.4695	62	0.000274	0.000442
replaced	verb	0.6493	0.4182	90	0.002231	0.003219
nodded	verb	0.6479	0.4953	36	0.000189	0.000513
shattered	verb	0.6460	0.5272	86	0.001359	0.001856
invited	verb	0.6458	0.5021	57	0.000283	0.000610
emerged	verb	0.6444	0.4296	33	0.000091	0.000301
tapped	verb	0.6437	0.5066	28	0.000081	0.000352
cleared	verb	0.6432	0.4480	21	0.000038	0.000239
uncovered	verb	0.6418	0.5170	90	0.000455	0.000632
verified	verb	0.6418	0.5371	36	0.000108	0.000278
encouraged	verb	0.6415	0.4920	28	0.000073	0.000323
stored	verb	0.6413	0.5215	54	0.000263	0.000432
studied	verb	0.6401	0.4898	72	0.000623	0.001035
glanced	verb	0.6399	0.4544	50	0.000371	0.000940
caught	verb	0.6392	0.4631	71	0.000590	0.000877
prepared	verb	0.6382	0.4946	58	0.000324	0.000605
locked	adjective	0.6373	0.4071	48	0.000210	0.000422
discussed	verb	0.6373	0.4778	22	0.000045	0.000184
confirmed	verb	0.6368	0.4667	86	0.000863	0.001106
explode	verb	0.6368	0.4835	25	0.000091	0.000267
settled	verb	0.6356	0.4272	23	0.000072	0.000369
reached	verb	0.6349	0.4534	89	0.001125	0.001502
tightened	verb	0.6349	0.4156	36	0.000145	0.000377
inspected	verb	0.6349	0.4735	26	0.000064	0.000216
frowned	verb	0.6347	0.4343	27	0.000072	0.000329
pocketed	verb	0.6345	0.4478	72	0.000745	0.001175
viewed	verb	0.6337	0.4908	26	0.000074	0.000259
spun	verb	0.6337	0.4759	29	0.000100	0.000324
fixed	verb	0.6319	0.5730	20	0.000037	0.000187
shouted	verb	0.6314	0.4060	91	0.004800	0.005940
let	verb	0.6314	0.4112	92	0.010195	0.012001
fled	verb	0.6302	0.5697	69	0.000476	0.000835
barely	adverb	0.6300	0.4688	25	0.000081	0.000249
followed	verb	0.6283	0.4579	38	0.000190	0.000527
waved	verb	0.6283	0.5343	46	0.000274	0.000582
not	adverb	0.6276	0.5113	37	0.000130	0.000318
smiled	verb	0.6257	0.4750	91	0.004646	0.005926
storage	noun	0.6252	0.5097	34	0.000136	0.000270
spilled	verb	0.6248	0.5000	35	0.000148	0.000503
enjoyed	verb	0.6245	0.4319	26	0.000092	0.000246
swore	noun	0.6243	0.4121	44	0.000218	0.000487
stormed	verb	0.6229	0.4653	52	0.000310	0.000714
trampled	verb	0.6224	0.5038	38	0.000184	0.000448
approached	verb	0.6224	0.4849	31	0.000100	0.000299
raised	verb	0.6222	0.5095	68	0.000582	0.001059
danced	verb	0.6219	0.4537	80	0.000702	0.001022
decided	verb	0.6210	0.5411	88	0.002080	0.003056
scrawled	verb	0.6210	0.5208	21	0.000046	0.000166
distributed	verb	0.6210	0.4518	46	0.000174	0.000335
murmured	verb	0.6191	0.5147	44	0.000199	0.000481
only	adverb	0.6191	0.4724	88	0.000603	0.000760
stared	verb	0.6189	0.4683	88	0.004274	0.005415
ended	verb	0.6186	0.5295	75	0.001214	0.001614
planned	verb	0.6184	0.4950	52	0.000264	0.000489
filled	verb	0.6177	0.5234	81	0.000935	0.001522
traced	verb	0.6170	0.4785	20	0.000071	0.000314
included	verb	0.6167	0.5165	23	0.000063	0.000164
secured	verb	0.6151	0.5295	20	0.000054	0.000252
searched	verb	0.6151	0.5508	90	0.000956	0.001183
retrieved	verb	0.6146	0.5562	80	0.000731	0.001017
ground	noun	0.6139	0.4615	22	0.000064	0.000239
everyone	noun	0.6125	0.4754	65	0.000638	0.001086
soon	adverb	0.6118	0.4797	40	0.000183	0.000358
couldn	noun	0.6106	0.4589	47	0.000463	0.001224
hurried	verb	0.6103	0.4275	64	0.000564	0.000924
screamed	verb	0.6101	0.5184	86	0.001388	0.001942
flushed	verb	0.6099	0.4747	31	0.000138	0.000242
inflated	verb	0.6099	0.4948	24	0.000064	0.000182
threatened	verb	0.6094	0.5265	80	0.001010	0.001443
ruined	verb	0.6089	0.5206	24	0.000073	0.000174
aimed	verb	0.6089	0.5019	24	0.000091	0.000185
released	verb	0.6089	0.5442	91	0.001922	0.002263
splashed	verb	0.6087	0.5404	47	0.000208	0.000368
something	noun	0.6085	0.4818	24	0.000065	0.000171
still	adverb	0.6073	0.4764	31	0.000172	0.000348
forged	verb	0.6073	0.4941	26	0.000130	0.000326
demanded	verb	0.6063	0.4267	86	0.001260	0.001512
pretended	verb	0.6061	0.4835	38	0.000257	0.000604
crossed	verb	0.6040	0.4509	31	0.000102	0.000268
received	verb	0.6026	0.5125	62	0.000593	0.000790
saved	verb	0.6026	0.5097	88	0.001019	0.001194
swayed	verb	0.6023	0.4442	25	0.000074	0.000193
gift	noun	0.6011	0.5373	25	0.000089	0.000197
realized	verb	0.6002	0.5019	91	0.002813	0.003245
recited	verb	0.6000	0.5683	91	0.001374	0.001606
addressed	verb	0.5983	0.4688	55	0.000256	0.000393
inhaled	verb	0.5983	0.4830	29	0.000091	0.000192
produced	verb	0.5981	0.4820	26	0.000111	0.000234
siblings	noun	0.5978	0.5253	49	0.000174	0.000274
became	verb	0.5976	0.5220	64	0.000346	0.000503
committed	verb	0.5974	0.4901	21	0.000055	0.000156
met	verb	0.5959	0.5210	28	0.000108	0.000244
scooped	verb	0.5959	0.5052	20	0.000054	0.000195
lied	verb	0.5948	0.4114	41	0.000314	0.000657
topped	verb	0.5933	0.5253	34	0.000137	0.000248
even	adverb	0.5931	0.5406	79	0.001068	0.001444
hid	noun	0.5926	0.5603	24	0.000143	0.000249
browsed	verb	0.5922	0.4768	29	0.000127	0.000255
faced	verb	0.5922	0.5258	40	0.000154	0.000305
forgot	noun	0.5914	0.5007	30	0.000121	0.000222
never	adverb	0.5914	0.5007	87	0.001206	0.001502
cleaned	verb	0.5903	0.5775	79	0.000569	0.000769
carrot	noun	0.5884	0.4986	24	0.000073	0.000148
couldn't	adverb	0.5874	0.4759	62	0.000589	0.001019
pocket	noun	0.5870	0.5151	27	0.000101	0.000194
heard	verb	0.5865	0.4724	85	0.000980	0.001519
helped	verb	0.5858	0.4672	84	0.001216	0.001603
added	verb	0.5851	0.5189	91	0.003950	0.004233
chanted	verb	0.5851	0.4426	48	0.000280	0.000454
desecrated	verb	0.5841	0.5028	82	0.000512	0.000662
didn	noun	0.5839	0.4603	48	0.001930	0.003011
now	adverb	0.5832	0.4976	90	0.004544	0.005461
delivered	verb	0.5827	0.4513	64	0.000394	0.000598
rushed	verb	0.5818	0.4830	35	0.000154	0.000431
refilled	verb	0.5789	0.4693	23	0.000091	0.000172
scrolled	verb	0.5787	0.5002	71	0.000518	0.000683
didn	verb	0.5784	0.4490	23	0.000109	0.000312
stomped	verb	0.5782	0.4896	74	0.000975	0.001405
found	verb	0.5780	0.5286	91	0.011728	0.011994
attic	adjective	0.5780	0.5123	21	0.000082	0.000176
yell	verb	0.5775	0.4452	23	0.000099	0.000575
spurred	verb	0.5775	0.4012	40	0.000155	0.000245
wiped	verb	0.5773	0.4894	71	0.000767	0.001105
snapped	verb	0.5768	0.5009	50	0.000290	0.000466
defaced	verb	0.5763	0.3889	49	0.000202	0.000314
attached	verb	0.5761	0.5548	72	0.000447	0.000632
knelt	noun	0.5742	0.5626	70	0.000446	0.000581
pointed	verb	0.5742	0.4931	84	0.001189	0.001419
watched	verb	0.5737	0.4130	92	0.011113	0.012180
connected	verb	0.5735	0.5534	88	0.000730	0.000945
make	verb	0.5730	0.5782	44	0.000281	0.000449
counted	verb	0.5725	0.4809	60	0.000473	0.000661
threatening	verb	0.5723	0.5435	21	0.000064	0.000136
allowed	verb	0.5718	0.5539	53	0.000327	0.000516
inside	adverb	0.5718	0.4962	21	0.000064	0.000128
lettuce	verb	0.5716	0.5061	46	0.000173	0.000248
disappeared	verb	0.5714	0.5900	46	0.000328	0.000657
rolled	verb	0.5711	0.5496	28	0.000118	0.000219
also	adverb	0.5709	0.5371	89	0.002099	0.002628
finally	adverb	0.5709	0.4884	91	0.001425	0.001801
everything	noun	0.5707	0.5170	46	0.000212	0.000315
scream	verb	0.5707	0.5336	91	0.000711	0.001159
drew	verb	0.5707	0.4745	77	0.000779	0.001035
transferred	verb	0.5704	0.5572	49	0.000339	0.000472
marked	verb	0.5702	0.4957	30	0.000121	0.000197
introduced	verb	0.5699	0.5359	26	0.000091	0.000178
freed	verb	0.5697	0.4655	41	0.000173	0.000265
lowered	verb	0.5688	0.5302	48	0.000283	0.000406
collected	verb	0.5676	0.5276	31	0.000126	0.000248
half	noun	0.5673	0.4924	27	0.000119	0.000224
embraced	verb	0.5664	0.5959	20	0.000064	0.000142
hissed	verb	0.5662	0.4650	21	0.000073	0.000196
borrowed	verb	0.5655	0.5354	76	0.000777	0.000904
just	adverb	0.5650	0.5470	58	0.000293	0.000541
closed	verb	0.5643	0.4532	92	0.002657	0.003146
bowed	verb	0.5631	0.4851	84	0.000814	0.000969
gathered	verb	0.5629	0.5040	33	0.000145	0.000244
cursed	verb	0.5621	0.5083	84	0.000632	0.001005
named	verb	0.5617	0.4920	28	0.000111	0.000185
streamed	verb	0.5614	0.4957	31	0.000111	0.000175
urinated	verb	0.5612	0.4825	42	0.000238	0.000372
flicked	verb	0.5610	0.4423	45	0.000199	0.000302
commanded	verb	0.5586	0.5440	24	0.000101	0.000228
inserted	verb	0.5574	0.5229	85	0.000833	0.000955
could	verb	0.5572	0.5071	66	0.000394	0.000524
wept	verb	0.5551	0.5210	70	0.000557	0.000632
is	verb	0.5543	0.5052	86	0.002220	0.002550
invested	verb	0.5529	0.5198	21	0.000073	0.000147
blood	noun	0.5520	0.5295	20	0.000073	0.000111
ushered	verb	0.5515	0.4787	22	0.000081	0.000137
twisted	adjective	0.5513	0.4941	28	0.000117	0.000187
destroy	verb	0.5513	0.5517	57	0.000355	0.000813
uploaded	verb	0.5510	0.4650	31	0.000119	0.000184
nearly	adverb	0.5496	0.4679	20	0.000074	0.000194
ate	verb	0.5496	0.4577	54	0.000358	0.000506
tucked	verb	0.5494	0.5522	89	0.002027	0.002272
damaged	verb	0.5489	0.5598	77	0.000586	0.000667
warned	verb	0.5470	0.4979	33	0.000128	0.000215
greens	noun	0.5468	0.5113	28	0.000109	0.000147
stated	verb	0.5463	0.5978	24	0.000117	0.000179
spread	verb	0.5463	0.4936	39	0.000173	0.000248
squeezed	verb	0.5458	0.4929	89	0.001596	0.002030
wouldn't	adverb	0.5454	0.4622	20	0.000112	0.000224
rescued	verb	0.5451	0.4693	25	0.000092	0.000136
noted	verb	0.5451	0.4983	89	0.001008	0.001159
determined	verb	0.5451	0.5054	69	0.000531	0.000614
gripped	verb	0.5451	0.4974	36	0.000191	0.000262
jammed	verb	0.5449	0.5574	22	0.000118	0.000206
making	verb	0.5449	0.4905	29	0.000127	0.000191
scribbled	verb	0.5447	0.4969	53	0.000274	0.000378
contributed	verb	0.5442	0.4421	28	0.000119	0.000174
decorated	verb	0.5435	0.5170	31	0.000118	0.000163
fell	verb	0.5435	0.5709	49	0.000392	0.000642
deleted	verb	0.5435	0.4452	79	0.000714	0.000809
glancing	verb	0.5430	0.4579	41	0.000172	0.000390
family	noun	0.5418	0.5002	26	0.000145	0.000182
remembered	verb	0.5409	0.5326	30	0.000207	0.000246
donated	verb	0.5406	0.5194	35	0.000173	0.000262
rinsed	verb	0.5395	0.5116	26	0.000127	0.000166
climbed	verb	0.5395	0.5633	66	0.000644	0.000839
played	verb	0.5376	0.5610	87	0.000659	0.000777
summoned	verb	0.5369	0.5766	72	0.000483	0.000544
hurled	verb	0.5366	0.5111	62	0.000611	0.000795
drank	noun	0.5364	0.5676	31	0.000136	0.000195
extracted	verb	0.5359	0.5621	42	0.000255	0.000308
very	adverb	0.5359	0.5572	27	0.000111	0.000141
starved	verb	0.5354	0.4754	23	0.000101	0.000146
stole	noun	0.5345	0.4915	86	0.000751	0.000886
proclaimed	verb	0.5343	0.5222	49	0.000310	0.000377
pressed	verb	0.5340	0.4683	92	0.005096	0.005648
inscribed	verb	0.5340	0.4910	21	0.000083	0.000137
punch	verb	0.5331	0.5818	89	0.000776	0.001179
stripped	verb	0.5331	0.5206	39	0.000164	0.000211
stopped	verb	0.5331	0.5593	83	0.000573	0.000656
swung	noun	0.5326	0.4416	54	0.000410	0.000730
flipped	verb	0.5319	0.5340	60	0.000508	0.000635
discovered	verb	0.5317	0.5525	91	0.005711	0.005820
emptied	verb	0.5317	0.4993	44	0.000292	0.000363
handcuffed	noun	0.5314	0.4828	20	0.000081	0.000121
spliced	verb	0.5307	0.4889	30	0.000119	0.000159
lost	verb	0.5302	0.6087	41	0.000282	0.000367
painted	verb	0.5300	0.5116	88	0.000841	0.000897
employees	noun	0.5300	0.5499	30	0.000127	0.000146
plopped	verb	0.5298	0.5293	30	0.000137	0.000202
out	adverb	0.5298	0.4905	26	0.000118	0.000152
didn't	adverb	0.5281	0.4957	62	0.002719	0.003548
later	adverb	0.5276	0.4816	91	0.002324	0.002533
has	verb	0.5274	0.5740	88	0.001730	0.001827
crushed	verb	0.5269	0.5024	40	0.000245	0.000374
carved	verb	0.5267	0.4622	68	0.000429	0.000515
washed	verb	0.5267	0.5194	48	0.000321	0.000395
created	verb	0.5262	0.5043	74	0.000487	0.000592
thought	verb	0.5253	0.5621	89	0.001649	0.001949
folded	verb	0.5250	0.5302	52	0.000363	0.000423
spat	noun	0.5243	0.5418	72	0.000706	0.000858
understood	verb	0.5234	0.4837	20	0.000082	0.000136
backyard	noun	0.5232	0.4688	23	0.000127	0.000136
pausing	verb	0.5227	0.5354	65	0.000283	0.000518
mopped	verb	0.5217	0.5411	25	0.000102	0.000129
dropping	verb	0.5210	0.5357	20	0.000082	0.000111
rented	verb	0.5210	0.5369	28	0.000136	0.000157
recorded	verb	0.5210	0.5451	26	0.000119	0.000159
shot	verb	0.5170	0.5220	26	0.000128	0.000197
passed	verb	0.5165	0.4759	85	0.001407	0.001543
little	adjective	0.5158	0.5087	48	0.000211	0.000232
called	verb	0.5147	0.4929	91	0.004543	0.005077
repaired	verb	0.5135	0.4728	24	0.000101	0.000118
slipped	verb	0.5135	0.5080	89	0.003275	0.003281
ready	adjective	0.5132	0.5640	83	0.000639	0.000663
changed	verb	0.5132	0.4960	76	0.000795	0.000823
fight	verb	0.5128	0.5543	53	0.000321	0.000541
mailed	verb	0.5128	0.5026	43	0.000290	0.000340
woke	verb	0.5111	0.5132	27	0.000148	0.000174
hugged	verb	0.5104	0.4764	87	0.000794	0.000829
sounded	verb	0.5104	0.5052	59	0.000356	0.000386
grasped	verb	0.5102	0.4981	49	0.000238	0.000263
stamped	verb	0.5099	0.4794	36	0.000223	0.000240
sipped	verb	0.5099	0.5473	59	0.000443	0.000466
slashed	verb	0.5095	0.5695	23	0.000109	0.000148
lay	verb	0.5090	0.5291	32	0.000200	0.000185
grabbing	verb	0.5087	0.5175	25	0.000110	0.000128
break	verb	0.5083	0.4747	87	0.000721	0.001147
wrapped	verb	0.5083	0.5118	87	0.001440	0.001516
marched	verb	0.5078	0.5468	45	0.000247	0.000310
sang	verb	0.5078	0.5487	91	0.001386	0.001441
uttered	verb	0.5069	0.5095	25	0.000146	0.000155
run	verb	0.5061	0.5198	35	0.000236	0.000266
talked	verb	0.5061	0.5442	64	0.000392	0.000403
shut	verb	0.5050	0.4657	64	0.000594	0.000678
yanked	verb	0.5050	0.5279	72	0.000581	0.000658
swept	verb	0.5043	0.5796	56	0.000256	0.000316
double	adjective	0.5043	0.4771	44	0.000199	0.000240
polished	verb	0.5043	0.4849	38	0.000166	0.000183
hat	noun	0.5026	0.4669	27	0.000119	0.000128
scrubbed	verb	0.5012	0.4402	36	0.000183	0.000209
changing	verb	0.5012	0.4494	25	0.000109	0.000127
sure	adverb	0.5009	0.5473	20	0.000146	0.000148
skinned	verb	0.5000	0.5430	20	0.000093	0.000093
spent	verb	0.5000	0.5562	91	0.002488	0.002500
hay	noun	0.4998	0.5466	87	0.000421	0.000452
proceeded	verb	0.4991	0.5669	66	0.000759	0.000843
rummaged	verb	0.4988	0.5165	35	0.000172	0.000203
shook	verb	0.4983	0.5409	91	0.001826	0.001943
noticing	verb	0.4979	0.5614	84	0.000392	0.000602
prostrated	verb	0.4974	0.5499	51	0.000245	0.000258
tried	verb	0.4972	0.5671	92	0.007544	0.007895
dusted	verb	0.4965	0.4988	34	0.000195	0.000196
other	adjective	0.4962	0.4889	91	0.001574	0.001568
removed	verb	0.4957	0.4998	90	0.002145	0.002272
escorted	verb	0.4957	0.5907	43	0.000254	0.000268
planted	verb	0.4955	0.5331	55	0.000428	0.000452
tested	verb	0.4953	0.5017	25	0.000118	0.000132
restored	verb	0.4953	0.5069	49	0.000264	0.000280
installed	verb	0.4950	0.4872	22	0.000100	0.000127
defiled	verb	0.4948	0.4887	29	0.000163	0.000184
quoted	verb	0.4946	0.4887	22	0.000100	0.000101
knew	verb	0.4946	0.5501	85	0.001070	0.001052
rested	verb	0.4934	0.4695	57	0.000473	0.000520
spit	verb	0.4927	0.4915	46	0.000318	0.000304
knelt	verb	0.4922	0.4395	51	0.000318	0.000327
entered	verb	0.4922	0.5350	55	0.000346	0.000377
heading	verb	0.4920	0.5014	27	0.000137	0.000156
hurt	verb	0.4917	0.5170	75	0.000648	0.001019
lots	noun	0.4903	0.5754	31	0.000146	0.000140
anyone	noun	0.4903	0.4920	53	0.000344	0.000528
husband	noun	0.4901	0.5331	25	0.000128	0.000128
learned	verb	0.4898	0.5305	91	0.001045	0.001054
touched	verb	0.4894	0.5217	84	0.000731	0.000780
pulling	verb	0.4887	0.5080	27	0.000138	0.000154
yelled	verb	0.4884	0.5028	85	0.002445	0.002680
returned	verb	0.4882	0.5052	91	0.005486	0.005479
lead	verb	0.4882	0.5243	35	0.000164	0.000158
ordered	verb	0.4877	0.5194	79	0.001046	0.000992
published	verb	0.4872	0.5988	86	0.000420	0.000432
slept	verb	0.4870	0.5052	43	0.000274	0.000270
rabbit	noun	0.4870	0.4924	32	0.000146	0.000145
lived	verb	0.4865	0.4532	26	0.000137	0.000159
bedroom	noun	0.4861	0.4872	22	0.000100	0.000099
bent	adjective	0.4858	0.4976	36	0.000227	0.000233
did	verb	0.4858	0.4664	91	0.002973	0.003217
pellets	noun	0.4849	0.5629	36	0.000164	0.000164
showed	verb	0.4844	0.5293	89	0.001648	0.001767
shed	noun	0.4832	0.4922	45	0.000302	0.000284
stirred	verb	0.4823	0.5463	65	0.000528	0.000497
popped	verb	0.4816	0.4634	65	0.000524	0.000514
someone	noun	0.4813	0.5284	45	0.000265	0.000256
hid	adjective	0.4809	0.5907	54	0.000275	0.000288
swam	verb	0.4802	0.5295	75	0.000512	0.000569
missed	verb	0.4799	0.5172	80	0.000657	0.000684
forced	verb	0.4792	0.5404	90	0.002010	0.002164
too	adverb	0.4783	0.5884	33	0.000165	0.000142
served	verb	0.4768	0.5716	52	0.000302	0.000322
switched	verb	0.4768	0.5182	42	0.000298	0.000241
food	noun	0.4766	0.5846	91	0.000838	0.000839
whipped	verb	0.4759	0.5000	23	0.000119	0.000102
vegetables	noun	0.4759	0.5232	70	0.000320	0.000332
synagogue	noun	0.4747	0.5418	25	0.000154	0.000119
pinned	verb	0.4745	0.4664	69	0.000748	0.000939
cupped	verb	0.4745	0.4842	38	0.000266	0.000312
pumped	verb	0.4742	0.4603	57	0.000282	0.000284
unearthed	verb	0.4735	0.5494	88	0.000410	0.000462
dialed	verb	0.4733	0.4842	43	0.000200	0.000200
realizing	verb	0.4733	0.4905	90	0.000656	0.001029
bite	verb	0.4733	0.5607	29	0.000163	0.000177
home	noun	0.4721	0.5177	30	0.000208	0.000174
used	verb	0.4721	0.5699	91	0.007139	0.007067
won	verb	0.4719	0.4991	40	0.000283	0.000284
posted	verb	0.4719	0.6018	86	0.001050	0.000977
leave	verb	0.4709	0.4905	24	0.000214	0.000549
stood	verb	0.4707	0.5534	91	0.006166	0.005870
burn	verb	0.4702	0.5730	28	0.000173	0.000353
so	adverb	0.4702	0.5477	20	0.000110	0.000123
recovered	verb	0.4695	0.5180	36	0.000211	0.000217
hid	verb	0.4690	0.5477	43	0.000459	0.000451
carrots	noun	0.4688	0.5678	76	0.000347	0.000349
fired	verb	0.4683	0.5177	34	0.000164	0.000171
slid	adjective	0.4676	0.5501	88	0.003236	0.003128
seeing	verb	0.4674	0.5250	27	0.000137	0.000110
use	noun	0.4672	0.5362	48	0.000373	0.000342
turning	verb	0.4667	0.5442	92	0.000821	0.001187
bread	noun	0.4662	0.4643	32	0.000181	0.000153
fellow	adjective	0.4660	0.5014	21	0.000109	0.000081
cried	verb	0.4655	0.4917	85	0.001448	0.001487
began	verb	0.4641	0.5288	92	0.021234	0.020473
smash	verb	0.4631	0.4960	84	0.000709	0.001100
packed	adjective	0.4631	0.5177	77	0.000473	0.000475
drank	verb	0.4622	0.4927	58	0.000726	0.000681
clicked	verb	0.4610	0.4797	91	0.001440	0.001448
urged	verb	0.4603	0.4506	70	0.000604	0.000586
deposit	noun	0.4596	0.4931	34	0.000262	0.000210
stole	verb	0.4591	0.5558	90	0.001693	0.001637
do	verb	0.4582	0.5083	60	0.000486	0.000605
struck	verb	0.4577	0.5267	84	0.000865	0.000847
caressed	verb	0.4549	0.5425	32	0.000166	0.000159
would	verb	0.4532	0.4754	80	0.000685	0.000716
back	adverb	0.4527	0.5903	66	0.000467	0.000414
fleeing	verb	0.4527	0.5442	39	0.000191	0.000166
left	adjective	0.4506	0.6037	91	0.000840	0.000819
stroked	verb	0.4504	0.4556	79	0.000792	0.000750
stayed	verb	0.4504	0.4913	75	0.000690	0.000610
drowned	verb	0.4499	0.4974	52	0.000282	0.000266
destroyed	verb	0.4499	0.4438	89	0.001371	0.001232
getting	verb	0.4499	0.5572	61	0.000384	0.000528
moved	verb	0.4485	0.5789	91	0.003006	0.002919
officers	noun	0.4480	0.4641	49	0.000237	0.000209
broke	verb	0.4480	0.5503	91	0.004943	0.004716
brother	noun	0.4475	0.5574	60	0.000318	0.000277
slap	verb	0.4475	0.4568	59	0.000364	0.000503
blew	verb	0.4473	0.5595	87	0.000849	0.000837
wired	verb	0.4457	0.4622	20	0.000119	0.000082
hauled	verb	0.4452	0.5359	43	0.000301	0.000280
wondered	verb	0.4452	0.5324	62	0.000607	0.000647
wore	verb	0.4449	0.5099	42	0.000289	0.000261
joined	verb	0.4440	0.5260	42	0.000230	0.000249
shot	noun	0.4431	0.5626	21	0.000119	0.000074
carried	verb	0.4431	0.5435	91	0.002702	0.002479
rip	verb	0.4431	0.4487	59	0.000490	0.000427
leaving	verb	0.4426	0.5447	57	0.000356	0.000481
Christmas	noun	0.4426	0.5064	48	0.000273	0.000230
waited	verb	0.4421	0.4799	92	0.004740	0.004579
cry	verb	0.4419	0.4584	83	0.000674	0.000997
die	verb	0.4419	0.5685	37	0.000301	0.000215
lit	verb	0.4416	0.4794	84	0.001135	0.001098
lifted	verb	0.4416	0.4792	89	0.001926	0.001642
basement	noun	0.4414	0.5333	39	0.000245	0.000199
hooked	verb	0.4414	0.5137	45	0.000310	0.000279
stopping	verb	0.4412	0.5087	86	0.000629	0.000958
explained	verb	0.4405	0.5477	81	0.000746	0.000742
cracked	verb	0.4402	0.5780	66	0.000555	0.000479
grabbed	verb	0.4395	0.5203	90	0.003458	0.003136
returning	verb	0.4388	0.5364	60	0.000456	0.000565
police	noun	0.4388	0.5451	76	0.000375	0.000538
throw	verb	0.4386	0.5097	89	0.000829	0.001153
covered	verb	0.4383	0.5532	83	0.001151	0.001114
friends	noun	0.4376	0.4598	62	0.000529	0.000466
withdrew	verb	0.4374	0.5151	76	0.000940	0.000841
slapped	verb	0.4371	0.4920	54	0.000401	0.000435
kicked	verb	0.4367	0.4771	90	0.002243	0.002068
strangle	verb	0.4350	0.5688	61	0.000591	0.000850
stuffed	verb	0.4345	0.5128	87	0.002082	0.001817
car	noun	0.4343	0.4851	51	0.000292	0.000267
selected	verb	0.4331	0.5688	87	0.000537	0.000510
set	verb	0.4324	0.5475	91	0.009713	0.009036
running	verb	0.4317	0.6101	51	0.000282	0.000230
saw	verb	0.4305	0.4575	91	0.008227	0.007924
opened	verb	0.4298	0.5125	90	0.003382	0.003121
