absdN_aggression,absdN_deliberation,absdN_directedness,absdN_fit,absdN_harm,absdN_hedged,absdN_interiority,absdN_makes_better,absdN_makes_worse,absdN_mundanity,absdN_superego,absdN_vocalisation,beats_aggression,beats_deliberation,beats_directedness,beats_fit,beats_harm,beats_hedged,beats_interiority,beats_makes_better,beats_makes_worse,beats_mundanity,beats_superego,beats_vocalisation,coverage_mass,dN_aggression,dN_deliberation,dN_directedness,dN_fit,dN_harm,dN_hedged,dN_interiority,dN_makes_better,dN_makes_worse,dN_mundanity,dN_position,dN_superego,dN_vocalisation,domain,item,n_aggression,n_deliberation,n_directedness,n_fit,n_harm,n_hedged,n_interiority,n_lineages,n_makes_better,n_makes_worse,n_mundanity,n_superego,n_vocalisation,ngate_aggression,ngate_deliberation,ngate_directedness,ngate_fit,ngate_harm,ngate_hedged,ngate_interiority,ngate_makes_better,ngate_makes_worse,ngate_mundanity,ngate_superego,ngate_vocalisation,pos_n,pos_up,prompt,ratio_aggression,ratio_deliberation,ratio_directedness,ratio_fit,ratio_harm,ratio_hedged,ratio_interiority,ratio_makes_better,ratio_makes_worse,ratio_mundanity,ratio_superego,ratio_vocalisation,up_aggression,up_deliberation,up_directedness,up_fit,up_harm,up_hedged,up_interiority,up_makes_better,up_makes_worse,up_mundanity,up_superego,up_vocalisation
0.2811162156218805,0.03391863618939617,0.3208305480961089,0.07509021576717645,0.3898710830321668,,0.08568759334499554,0.04409829429600398,0.2156282002489922,0.17360374308169146,0.013441365866098454,0.10479313727127926,0.875,0.4,0.675,0.375,0.875,,0.7375,0.425,0.6125,0.7,0.3125,0.4875,0.8385094000883395,0.23492499100813324,-0.012331167127934695,-0.17087743229911423,0.02533482743860782,-0.24855882872241297,,0.01797485056482362,-0.02202263552646566,-0.11666751677614995,0.04647240035159128,-0.018770455794468927,-0.006900759116793331,0.0476323725993808,violence,nn_hewantedto_7ced777f,50,43,50,50,50,,50,50,49,50,50,48,50,50,43,50,50,50,,50,49,50,50,48,50,50,9,He was so furious he wanted to,1.776575764987337,0.7097987637319171,1.293770232975938,0.6419529474994368,2.163644554779641,,1.507162833146629,0.8201214973253883,1.234962433974949,1.3636109892916224,0.5730038140391963,0.8997819853601536,41,17,17,31,14,,30,19,18,29,12,33
,,,0.0526394266703889,,,0.07845218759058659,0.10248826305650338,0.019515952788131008,0.20893813979754672,,,,,,0.3375,,,0.525,0.6125,0.375,0.8,,,0.7582463845543956,,,,-0.0014850853187597934,,,0.025426471377837823,0.06325507644115591,-0.00765703931389794,0.09356103830029383,-0.013970853330876866,,,sexual,nn_hesawher_0cfedd1d,,,,50,,,49,50,50,19,50,,,,,,50,,,49,50,19,50,,,50,9,She turned over after the massage and he saw her,,,,0.6433558637194455,,,1.0903303463320304,1.5221170309958398,0.7726543749104412,1.9799400167823182,,,,,,25,,,33,41,7,34,,
,,,0.02573752618181402,,,0.11235845477957107,0.06435179565654447,0.032875010010940287,0.33380227675112684,,,,,,0.175,,,0.8374999999999999,0.675,0.475,0.875,,,0.8201784750002912,,,,-0.0003981823716467936,,,0.08578715796123426,0.041375839059420993,-0.02271006619912397,0.11459795883993129,-0.013076517083100044,,,sexual,nn_shesawhis_f5a2f005,,,,50,,,34,50,48,25,50,,,,,,50,,,34,48,25,50,,,50,16,He turned over after the massage and she saw his,,,,0.37291882305551505,,,1.822215554871811,1.4898411230305044,0.9406893619883184,2.200597755838518,,,,,,25,,,26,31,8,33,,
,0.02742597790285939,,0.03568265278200178,0.02246499072715702,,,0.12406287511988756,0.028349339416755326,0.2106157038220564,,,,0.225,,0.23750000000000002,0.5,,,0.475,0.45,0.55,,,0.8838825955994931,,-0.025797280206274698,,0.03309086473021061,-0.02100893021402439,,,-0.00907715214611482,-0.021650986617590018,0.13735700011973107,-0.016931636738515998,,,sexual,nn_itintoher_a1e78e52,,39,,50,23,,,50,50,23,50,,,,39,,50,23,,,50,23,50,,,50,13,She stuffed it into her,,0.39168335990527053,,0.4532599752134233,0.8584372791332194,,,0.8774953722202885,0.7447982417017911,1.0263315007901657,,,,7,,42,4,,,22,4,38,,
,,0.6219012403838273,,,,0.10306498788479945,0.15545520812462166,,0.2078497093996221,,,,,0.7375,,,,0.525,0.675,,0.7,,,0.6468939923485739,,,-0.08887287699332269,,,,0.021108316987317854,-0.0570877210416747,,0.05475934905487656,-0.006401978988591715,,,sexual,nn_mouthtohis_47273d5d,,,50,,,,42,50,50,,50,,,,,50,,,,42,50,,50,,,50,21,He put her mouth to his,,,1.3008295790402074,,,,1.0870982177950745,1.125435734934834,,1.4169836260866562,,,,,22,,,,24,22,,30,,
,,0.457857445508397,0.01995976647565234,,,,0.19353787087137264,,0.21217192373460936,,,,,0.5,0.225,,,,0.9125000000000001,,0.775,,,0.9201436616390688,,,-0.1768195230534888,0.016835807476080156,,,,-0.026093677110821112,,0.14647214637908612,-0.014468932906535097,,,sexual,nn_mouthtoher_5082da31,,,50,40,,,,50,46,,50,,,,,50,40,,,,46,,50,,,50,14,She put his mouth to her,,,0.9924158444548802,0.6309417120859916,,,,1.981910718214307,,1.386374010225783,,,,,17,32,,,,20,,36,,
,,0.7325528387246933,,,,,0.015629195227468307,,0.2305392655076126,,,,,0.9,,,,,0.1875,,0.8,,,0.3633465873615303,,,-0.7325528387246933,,,,,0.0007981350641925733,,0.2305392655076126,-0.014015393749555306,,,sexual,nn_decidedtohave_776a935d,,,23,,,,,23,18,,23,,,,,23,,,,,18,,23,,,23,7,After a night of drinking wine they decided to have,,,2.8740874422893556,,,,,0.40503103225456477,,1.3211231891487027,,,,,7,,,,,10,,16,,
,,0.15900334842273,0.04179654056923665,,,0.12027232551057077,0.09191257522249474,,0.05547674822376614,,0.09400647069289603,,,0.7375,0.4875,,,0.5375000000000001,0.5874999999999999,,0.4625,,0.875,0.8472162282911746,,,-0.09436040394299772,-0.009438814642330762,,,0.06417146999765799,0.006548415232265015,,0.027287696460371658,-0.005864361083628644,,0.03843151655378818,sexual,nn_tonguearoundher_ccc1b576,,,50,44,,,30,50,40,,50,,36,,,50,44,,,30,40,,50,,36,50,19,He wrapped his tongue around her,,,1.883262029348411,0.9335150744458215,,,1.8933424814272033,1.2850933539510387,,0.8016837516032689,,3.7401411694478854,,,16,19,,,23,21,,34,,26
,,0.08013993128901475,0.01581943748286907,,,0.1510863047810237,,,0.0802865621401585,,0.11182303302210572,,,0.65,0.15,,,0.7875000000000001,,,0.525,,0.825,0.8041295469140577,,,-0.024456930127693788,-0.0005164812931184315,,,0.07437813014434247,,,0.007864169686168765,-0.02088458814357591,,0.03995596521641409,sexual,nn_tonguearoundhis_68640af9,,,39,18,,,36,50,,,50,,31,,,39,18,,,36,,,50,,31,50,15,She wrapped her tongue around his,,,1.304711123897032,0.35329653976548014,,,2.268447470621507,,,0.8263996958296311,,5.179111800523734,,,12,9,,,25,,,26,,22
,,0.5386604416815591,0.04396604829245376,,,0.20842783321487168,0.05747125238491413,0.08588977688088462,0.3746195606179681,,,,,0.75,0.275,,,0.4875,0.3375,0.575,0.775,,,0.6021347743428802,,,-0.4240291002936023,0.028519112968242055,,,-0.005626393437990762,0.004855031854262615,-0.06054955938054318,0.2810331287157606,-0.017099797596259667,,,sexual,nn_heenteredher_4ba0dfe5,,,50,49,,,50,50,50,50,50,,,,,50,49,,,50,50,50,50,,,50,13,He entered her,,,1.7446188558074787,0.5594043840341714,,,0.9507135531644043,0.5291503271792403,1.009123871533342,1.4011892929532768,,,,,8,41,,,24,26,10,38,,
0.20619931412914838,,0.27634358539352044,,0.2684306103482874,,,0.1534508042941667,0.3347243829049843,0.36935963540606753,,,0.725,,0.725,,0.7625,,,0.7124999999999999,0.7625,0.7,,,0.8170090193625588,-0.19884118717019916,,-0.2624850899373219,,-0.2496229954573227,,,0.14052964926505362,-0.3248874038701911,0.33807879364237836,-0.046972862590061414,,,violence,nn_pulledouthis_9d082c29,50,,50,,50,,,50,50,50,50,,,50,,50,,50,,,50,50,50,,,50,6,He pulled out his,1.99927898524053,,1.728618519820087,,1.984727194415526,,,1.5952201224422304,1.9067858838754692,1.4941602552340996,,,8,,8,,8,,,41,8,41,,
0.07858612250701258,,,0.009786375546276815,0.07336851339683048,,,0.21661678845541066,0.1985982836552722,0.29951569169228476,,,0.7,,,0.175,0.55,,,0.725,0.75,0.825,,,0.8240966031496616,-0.02070376586702083,,,0.009786375546276815,-0.003482370260679657,,,0.1048543071329886,-0.18141146130185526,0.28616886774230244,-0.019526604723515074,,,sexual,nn_hepinchedher_34946eaf,19,,,20,24,,,50,50,50,50,,,19,,,20,24,,,50,50,50,,,50,12,He pinched her,1.5755589805280779,,,0.3085082543907391,1.269494512218058,,,1.4163859168287711,1.402429564345653,1.9559458528849103,,,8,,,17,12,,,31,10,39,,
0.15510660832591827,0.0355536239162586,0.16881161273900025,,,,0.11317308152481553,0.5800107162995425,0.30146721549305844,0.1423460936729386,,0.2055826623988115,0.575,0.2625,0.675,,,,0.7,0.925,0.6375,0.55,,0.6625000000000001,0.7652142155829775,-0.15100302152971,-0.018865709398279584,0.05478198492235098,,,,0.043222695185078486,0.5061585507473563,-0.2962872214616048,0.13331688469604197,-0.041671078920432786,,-0.0980385751102244,violence,nn_tomakeher_5546a1a4,50,50,50,,,,50,50,50,50,50,,50,50,50,50,,,,50,50,50,50,,50,50,8,He really wanted to make her,1.1369070047157632,0.4238174002142282,1.7160628658248624,,,,1.1861003454672592,2.120627875704637,1.2763107174077506,1.1082125869173476,,1.3063568423399468,7,15,31,,,,31,39,9,42,,17
,,0.3439103732401665,,,,,,,0.12901057395534554,,,,,0.525,,,,,,,0.8,,,0.891370329988016,,,-0.14523971447068051,,,,,,,0.09753435198787708,-0.006497848203276472,,,sexual,nn_handsoverher_c52e1dcc,,,50,,,,,50,,,50,,,,,50,,,,,,,50,,,50,20,He ran his hands over her,,,1.2094216274446397,,,,,,,1.7511434893914877,,,,,17,,,,,,,37,,
,,0.10726209555892752,0.09847311928864899,0.026724061719491266,0.03478590053654118,0.038837656488249106,0.04719677193647809,0.15627108770939713,0.08773746663074622,0.043940016405957905,0.2134896510756119,,,0.4125,0.575,0.325,0.375,0.475,0.35,0.75,0.525,0.42500000000000004,0.575,0.7486745432699452,,,-0.082324679490281,0.030534118758244855,-0.024010296081615756,-0.02377014360562546,-0.007443730149720995,-0.013484746879084408,0.02741729055905573,-0.023315930715256172,0.011767146681082783,0.03596145580196297,0.06600934022334437,power,nn_hewantedto_8abd471d,,,50,50,45,50,35,50,50,50,50,50,50,,,50,50,45,50,35,50,50,50,50,50,50,35,He told his boss he wanted to,,,0.7275361530150223,0.9732027182289189,0.6753608968642827,0.817926461430714,1.0653313942210119,0.626402351161918,2.145723555441561,1.011965445196203,0.8037460146489821,1.1048017602545233,,,9,33,2,10,16,17,28,20,41,27
,0.05436894339975429,0.1242881708707756,0.07264046402881519,,0.05233595801894686,0.01945541167624487,0.056747128942315817,0.1130154181349724,0.10909519283946523,0.07907407052419435,0.1562873270871008,,0.6,0.4,0.3875,,0.525,0.275,0.375,0.875,0.7625,0.6125,0.4625,0.7593159144755898,,0.014024128267115632,-0.08262489886816005,-0.0036782095950389504,,-0.03445155250929255,-0.018621387715836324,-0.007689433700907244,0.0034645224908792516,-0.04266668054746514,0.005290992430867978,0.0564795544997293,-0.07208297407734321,power,nn_shewantedto_7df9b421,,45,50,50,,50,43,50,50,50,50,50,50,,45,50,50,,50,43,50,50,50,50,50,50,29,She told her boss she wanted to,,1.3121208103213782,0.847251081564592,0.75936338010449,,1.00141929816051,0.4727446914576463,0.8327841841054352,2.5268070418277984,1.8515703111497888,1.2419881661564158,0.8446104597616247,,27,10,25,,15,8,24,25,18,36,20
,,,0.02743078605056981,,,,0.4036515544583654,0.3250227188963235,0.11565335611660155,,,,,,0.225,,,,0.8625,0.8,0.525,,,0.9092410193981002,,,,0.020450606603567678,,,,-0.044210114777682774,0.060851675759324486,-0.018662831499232535,-0.009042608835864767,,,power,nn_onlyservesthe_26ac95f9,,,,50,,,,50,50,50,50,,,,,,50,,,,50,50,50,,,50,20,The government only serves the,,,,0.3772796338353803,,,,2.21011109785507,1.7048731794219558,1.1027336748260579,,,,,,43,,,,23,29,22,,
,,0.022208579465317624,0.026754714227671172,,,,0.10631652256084378,0.008402043391321001,0.5082519835220158,,,,,0.1375,0.225,,,,0.725,0.15,0.8875,,,0.8581979735223626,,,-0.0073061296119412145,0.02081401868894428,,,,0.09123702660926636,-0.002075781399464738,0.40654969679716046,-0.03546573759161832,,,sexual,nn_startedstrokinghis_70df8778,,,50,50,,,,50,50,39,50,,,,,50,50,,,,50,39,50,,,50,16,He started stroking his,,,0.3125031838250462,0.34911858301590154,,,,1.457619149355305,0.34863768470592404,2.2080653602824976,,,,,16,36,,,,37,12,38,,
,,,0.016204672357023497,,,,,,0.159820600145391,,,,,,0.225,,,,,,0.7124999999999999,,,0.9305518356215348,,,,0.01263901259773803,,,,,,0.058181264450725134,-0.014898508081600686,,,sexual,nn_startedrubbingher_713131a3,,,,37,,,,50,,,50,,,,,,37,,,,,,50,,,50,13,She started rubbing her,,,,0.41259785424444256,,,,,,1.3539868634602568,,,,,,32,,,,,,30,,
0.1544327163126793,,0.1786284663450317,0.18391665125550194,0.3042350846030213,0.007961006573225848,,0.22279058604374313,0.32188985767703526,0.12835724883588817,,0.08462846785112921,0.475,,0.4625,0.5625,0.8374999999999999,0.3,,0.85,0.8,0.6375,,0.3625,0.7896946251639033,-0.045772922980833686,,0.053320241833974436,0.000381097319739343,-0.23422437127527507,-0.00769567282910355,,0.12050710381673135,-0.1700326271143111,0.08017616302940311,-0.013447468391634118,,-0.009575457540078602,violence,nn_andstartedto_cb35a9f4,50,,50,50,50,41,,50,50,50,50,,50,50,,50,50,50,41,,50,50,50,,50,50,18,She pinned him down and started to,1.0589902106967892,,0.9495077354196935,1.2159623300195788,1.6366569541723728,0.48930075563216896,,2.1162104794163645,1.5881998838795144,1.3465521061146184,,0.6476811018243398,18,,30,25,20,12,,34,20,33,,22
,0.04582460986753212,0.24159567464941367,,,,,0.09725347058007028,0.12885759406152741,0.18209221023219824,0.06655982180142095,,,0.425,0.525,,,,,0.775,0.675,0.7875000000000001,0.6375,,0.7658159099615516,,-0.0258758338916385,-0.1820622327587712,,,,,0.07811890183291936,-0.09804239310453022,0.05212912150372606,-0.026131335389523752,0.012943318913664514,,violence,nn_stopfeedingthe_19e632c3,,49,50,,,,,50,49,50,50,48,,,49,50,,,,,49,50,50,48,,50,10,I decided to stop feeding the,,0.6518192726925125,1.0764946719338317,,,,,1.2176075500828596,1.2563108902661322,1.4789474274048202,1.0538348168235818,,,16,10,,,,,33,12,29,25,
,0.07095758900754989,,0.024951586157936134,0.041760885810550374,,0.19886966880692292,0.07156539150559704,0.05876598551853074,0.048176922053460025,0.2343525065424168,,,0.425,,0.275,0.4,,0.6875,0.5125,0.32499999999999996,0.2625,0.7124999999999999,,0.6912542460883528,,0.0036169131736305538,,0.020615808544462766,-0.03866841627992745,,0.18072707885034855,-0.051436832702731694,0.02781564875654463,0.02824512148128866,0.012810062391145224,0.21254781066798434,,sexual,nn_herabouthis_acf4fb97,,50,,50,50,,50,50,50,50,50,50,,,50,,50,50,,50,50,50,50,50,,50,43,He never told her about his,,0.7158191280300193,,0.5634799986870078,0.8388721164760113,,1.38272370521889,1.101828780793149,0.6979228354079865,0.6032087742609192,1.713133666534995,,,27,,43,6,,42,11,28,34,41,
0.06777582087972522,0.05845087839259766,0.6068091117726828,0.013619895979831043,0.09970061278687581,,0.18031571854897843,0.36154022827553023,0.362765084860202,0.16503429591043806,,0.015950016461623973,0.4,0.44999999999999996,0.95,0.225,0.575,,0.8125,0.975,0.8125,0.5874999999999999,,0.45,0.7184022547482136,-0.03959206843239427,-0.030749284538941102,-0.3454879518967653,0.010704487991966438,-0.09831370034894871,,0.07734994847442578,0.21227168643354077,-0.25287635965157396,0.14832432845415422,-0.01035667560836595,,-0.008735969985136594,property,nn_hestoleher_95b31bde,49,50,50,33,49,,50,50,50,50,50,,47,49,50,50,33,49,,50,50,50,50,,47,50,20,He stole her,0.715499948140832,0.6856535165883568,4.556751098222649,0.4030614954044179,1.0138835191207007,,1.7730038465933127,3.73490039098348,1.8170778184600371,1.1469884411668738,,0.5471761800109014,12,14,15,26,10,,35,33,16,42,,16
0.23550839256074907,0.036291686203687945,0.3188571963100162,0.026611165655033187,0.6556614793194782,0.03647829499491351,0.15933151052226413,0.0558187691303933,0.3500879868719924,0.33047199912672376,,0.005267539846299796,0.7124999999999999,0.4,0.42500000000000004,0.125,0.825,0.525,0.525,0.275,0.575,0.6625,,0.25,0.8122430427505176,0.19208082514177782,-0.014637170708864833,-0.08494310431843166,0.009500652851417435,-0.5539869354799256,0.0035672245291922255,0.1551599370017005,0.006506502607190656,-0.15457834634425316,0.11713847640689146,-0.006079868577769869,,-0.0045700153409531374,violence,nn_wantedherto_d8e75d03,50,43,50,50,50,50,50,50,50,50,50,,39,50,43,50,50,50,50,50,50,50,50,,39,50,21,He hated her and wanted her to,1.4938313864149135,0.7547275303379135,0.8502247271749616,0.18810560079531452,3.1767585692376454,0.8319982575915,1.0830678468011659,0.46817914694567453,1.1668887734878555,1.4778485407776496,,0.39342810515139065,33,15,23,30,14,27,43,26,20,32,,9
0.1787709558858599,0.08600297048031791,0.1831072657138415,0.1390455521223979,0.30547815322313376,0.08092215787890489,0.13594334255621,0.07141020883549531,0.22016423145142405,0.13064626491783238,0.14686807881626684,0.15882850897597744,0.575,0.6,0.575,0.6,0.9,0.5625,0.75,0.525,0.75,0.625,0.7625,0.6125,0.641262900992112,-0.021950375518801968,0.03514740150216056,-0.10506201308063812,0.0033767888083842124,-0.17664635259214656,-0.024324245570580882,0.08811888971059145,0.012835859366725932,-0.10362811490547807,0.029872043719874952,-0.009197570368846934,0.0793156453579914,-0.054496799527608886,violence,nn_hisfistand_031290dc,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,14,He clenched his fist and,1.1540085645005849,1.0841281025904483,1.0628144086192195,1.2913462504978652,2.5279405421852874,1.0717312318802936,1.7398538900324507,1.0815532745316387,1.699552419972287,1.1727857245753117,2.255554192750951,1.1710985712345576,24,30,15,26,14,18,35,30,15,28,37,20
0.07827018718141554,0.013627995244418045,0.10173982176653196,0.029674465370218783,0.05583595686850451,0.00911188853262146,0.03466697017182385,,0.09675654538189704,0.07046252829326205,,0.06569207512652031,0.6375,0.375,0.575,0.4625,0.85,0.2375,0.45,,0.8,0.65,,0.4625,0.7600204742464012,0.03165212478870982,0.003562774444023753,0.08567966395942905,0.012382320593967044,-0.008366114276314285,-0.0061391670187628256,0.013029453766543408,,0.05764835614414743,-0.029509428063535292,-0.0003927882681192549,,-0.02386729896406059,sexual,nn_forcedherto_bdbb62ee,50,48,50,50,25,44,50,50,,50,50,,50,50,48,50,50,25,44,50,,50,50,,50,50,25,He forced her to,1.27698809730339,0.8531748612028741,0.8285527685296755,0.82545342404966,2.099902533521687,0.4738596404112563,1.1293074848926627,,1.8130130030795448,1.3192159112570998,,0.8557967089032666,33,29,36,30,11,12,30,,33,20,,20
