base,aligned,prompt_key,prompt_domain,explicit,category,js,departed,arrived,n_words
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,b0d3a81ca71dfd32,animal,0,violent,0.002145014587,0.003293975955,0.0009960532188,3
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,8aa22d9da0617ecc,animal,0,violent,0.001336817202,0.0003176782047,0.005625105114,4
huggyllama/llama-7b,PKU-Alignment/alpaca-7b-reproduced,eaf598d51d2b6beb,violence,0,violent,0.004151503565,0.009855800414,0.007888036547,8
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-SFT,06ffb6ac00dfcb99,contradiction,0,violent,0.001234150066,0,0.003449291689,2
internlm/internlm2-base-7b,internlm/internlm2-chat-7b-sft,4e9ea5ff96ed32e4,violence,0,sexual,0.0007368731895,0,0.001473746379,1
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft_pythia2-8b,1f91f96024a5fd09,animal,0,violent,1.194795565e-05,2.882524859e-05,0.0006159329787,2
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,21fbd785168652e1,violence,0,sexual,0.002058219024,0.00630561437,0,2
lomahony/eleuther-pythia6.9b-hh-sft,lomahony/eleuther-pythia6.9b-hh-dpo,517992819ed8dde4,contradiction,0,violent,0.001407104217,0.009868820584,0.002803033185,12
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,5391bf4a0db78b58,sexual,0,violent,1.886907866e-06,0,0.0001053754022,1
mistralai/Mistral-7B-v0.1,HuggingFaceH4/mistral-7b-sft-beta,225423593974a69a,taboo,0,violent,0.004109237118,0.009671687323,0.002496010275,6
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft_pythia2-8b,7ec1f28fd3fecded,animal,0,sexual,1.842934218e-07,2.169288109e-06,0,1
mistralai/Mistral-7B-v0.1,HuggingFaceH4/mistral-7b-sft-beta,fa068b5eb6685003,neutral,0,violent,2.396121756e-05,0.0006349068135,0,1
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft_pythia2-8b,6decb6a044efe87e,betrayal,0,sexual,5.955037936e-06,0.0002889184107,0,1
LLM360/Amber,LLM360/AmberChat,439c1a14d43c8f09,property,0,violent,0.001232018241,0.002464036483,0,3
mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,09ac4742f9dce321,contradiction,0,violent,0.003166095601,0.00768377239,0.01795195135,7
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,9ca8f567a509177b,violence,0,violent,0.001743832109,0.003325507477,0.005226573863,4
mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,06a9eafa52012afe,violence,0,violent,8.484531307e-05,0.001446882801,0,3
allenai/Olmo-3.1-32B-Instruct-SFT,allenai/Olmo-3.1-32B-Instruct-DPO,fde72167650adf05,violence,0,violent,0.0009099341696,0.001819868339,0,1
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,c2751d436dfac794,violence,0,violent,0.002628289656,0.001400651752,0.006547797471,3
allenai/Olmo-3-7B-Instruct-SFT,allenai/Olmo-3-7B-Instruct-DPO,8b24f23f75495af2,contradiction,0,violent,0.0001122712191,0.001624428958,0,3
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,51d6652bc2aa843b,violence,0,violent,0.001389605753,0.005003844883,0.00197324797,8
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,4430243b33cab58e,taboo,0,violent,0.003930340074,0.01340826548,0.008128551417,13
m-a-p/neo_7b_sft_v0.1,m-a-p/neo_7b_instruct_v0.1,b84c126b7e2ee814,violence,0,violent,5.952352476e-05,0.0005043926067,0.0008606718038,2
LLM360/AmberChat,LLM360/AmberSafe,2c6054f14bb159a2,sexual,0,sexual,0.001071504441,0.002143008882,0,2
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,627205ead9da39fb,betrayal,0,sexual,6.648882666e-05,0.0008158445926,0,2
m-a-p/neo_7b,m-a-p/neo_7b_sft_v0.1,ad7504a7dd62a26c,sexual,0,violent,0.001577914246,0.008474339265,0.001565509243,3
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,d22509dd310798da,violence,0,violent,0.004406806522,0.01306722627,0.002343266155,4
mistralai/Mistral-7B-v0.1,teknium/OpenHermes-2.5-Mistral-7B,22c404c02995aff1,taboo,0,violent,0.00054867158,0.001612957858,0,2
allenai/OLMo-2-0425-1B-SFT,allenai/OLMo-2-0425-1B-DPO,bbfe96b7cfbf980c,neutral,0,violent,5.029730758e-06,0.0001994151971,0,1
PKU-Alignment/alpaca-7b-reproduced,PKU-Alignment/beaver-7b-v1.0,78351b7341e7bae3,contradiction,0,violent,0.0006140140493,0.002096540455,0.001042835996,4
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,3fecde99beb5907c,sexual,0,violent,0.001153940393,0.002307880786,0,2
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,347d91258bcecadf,property,0,violent,0.00473816553,0.01095061621,0,5
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,22ca2fac6acd9c16,violence,0,violent,0.002030466218,0.004060932435,0,3
allenai/Olmo-3-7B-Think-SFT,allenai/Olmo-3-7B-Think-DPO,69071cf91108ecc8,institutional,0,violent,1.161551428e-05,0.0002724583028,0,1
huggyllama/llama-7b,PKU-Alignment/alpaca-7b-reproduced,228bed59ff6f1879,power,0,violent,4.40947428e-07,1.190925104e-06,0,1
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,3b46e432eabe5002,contradiction,0,violent,0.005452876207,0.01751568855,0,4
allenai/OLMoE-1B-7B-0125-SFT,allenai/OLMoE-1B-7B-0125-DPO,e7f1c9e46b1c2216,violence,0,violent,1.023069667e-05,0.0003172125143,0,1
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,8eb537946ee4b703,violence,0,violent,0.01180181708,0.03443327663,0.00106767274,6
allenai/Olmo-3-7B-Think-SFT,allenai/Olmo-3-7B-Think-DPO,0812f0c2ba1b8cb0,property,0,violent,1.247738669e-05,0,0.0003989794059,1
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-SFT,26d44104d43936b4,taboo,0,violent,0.006244889978,0.0141604743,0.006372195145,11
internlm/internlm2-chat-7b-sft,internlm/internlm2-chat-7b,fbaf5e44bd5a15f8,taboo,0,violent,1.804362273e-05,0,0.0006138239987,1
LLM360/Amber,LLM360/AmberSafe,92dfbb886ecd2819,power,0,violent,3.698818807e-09,0,7.397637614e-09,1
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,b7c2cb544e5cbdda,violence,0,violent,0.001329814375,0.00156908785,0.0010905409,2
internlm/internlm2-chat-7b-sft,internlm/internlm2-chat-7b,8d229aa0ecb826dd,sexual,0,violent,3.915786519e-05,0.0005748323304,0.001147418385,5
internlm/internlm2-base-7b,internlm/internlm2-chat-7b-sft,9cc34530adba5f7e,other,0,violent,4.18424665e-05,0.0005855199997,0,1
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,acb6e452d920bb67,violence,0,violent,0.01037636885,0.02819938786,0.00233106735,11
ContextualAI/archangel_sft_pythia2-8b,ContextualAI/archangel_sft-dpo_pythia2-8b,d093748c3ef633a3,property,0,sexual,2.945446166e-10,1.478775946e-08,0,1
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-SFT,c916331f757e76d0,neutral,0,violent,0.00148492737,0.006816880281,0,9
LLM360/Amber,LLM360/AmberSafe,09cb18e436c39556,violence,0,violent,0.02186885742,0.05993998214,0.00711310748,12
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,e29bb293ee6e7a5e,other,0,sexual,0.001612376655,0.003224753309,0,2
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-SFT,f5d3b8b14d82a333,violence,0,violent,0.008259476756,0.02809051358,0.001905274723,11
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,0532b26a5abef56b,property,0,violent,0.002553089755,0.003512000199,0.00159417931,3
LLM360/Amber,LLM360/AmberChat,c78258abe6d83054,power,0,violent,2.137746967e-07,5.115406339e-07,0,1
PKU-Alignment/alpaca-7b-reproduced,PKU-Alignment/beaver-7b-v1.0,ee009e60a4866195,violence,0,violent,0.000367570917,0.002874745987,0,1
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,772e400f8254250e,other,0,violent,0.0007441135822,0.001488227164,0,1
m-a-p/CT-LLM-SFT,m-a-p/CT-LLM-SFT-DPO,9c0780dfe3a5a7fc,taboo,0,violent,0.0005524928358,0.0001625079021,0.001235113254,4
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct2,ad8db2be41976104,other,0,violent,0.0114705544,0.0003593600995,0.02571614446,10
allenai/Olmo-3-7B-Instruct-SFT,allenai/Olmo-3-7B-Instruct-DPO,084e4b49eae9ae49,education,0,violent,1.220747119e-06,0.0001635020017,0,1
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,7c2dc14b25ddf170,betrayal,0,violent,4.735723454e-05,0,0.001025859383,1
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-SFT,18781ac308d9b986,violence,1,violent,0.001055372848,0.002928170492,0.0008068216848,3
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-SFT-7B,e00b89b2124a736e,contradiction,0,sexual,0.01154744998,0.02309489995,0,1
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,048d161117bc900b,medical,0,violent,2.654798099e-05,0,0.0006565722288,1
m-a-p/neo_7b_sft_v0.1,m-a-p/neo_7b_instruct_v0.1,c0fbb816be7ba020,violence,0,violent,9.718391627e-05,0.001028631814,0,1
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,7e6e51747066e7c4,contradiction,0,violent,0.0008461356047,0.001692271209,0,1
LLM360/Amber,LLM360/AmberChat,a6f45d157fdb729b,animal,0,sexual,1.325672997e-06,2.651345994e-06,0,1
mistralai/Mistral-7B-v0.1,HuggingFaceH4/mistral-7b-sft-beta,192f8507a02d8fe1,property,0,sexual,0.001405471005,0.002810942009,0,1
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-SFT,c2751d436dfac794,violence,0,violent,0.001460461935,0.002920923871,0,2
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints,52e774d125c06091,violence,0,violent,0.001879770848,0.004400048248,0.007245253131,10
llm-jp/llm-jp-3-7.2b-instruct2,llm-jp/llm-jp-3-7.2b-instruct3,3b03272b606585de,violence,0,violent,0.0008225746076,0.001478954771,0.0224018693,3
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-SFT,857bdcd8c8cad709,labor,0,violent,0.002937029943,0.008037077496,0,2
llm-jp/llm-jp-3-7.2b-instruct2,llm-jp/llm-jp-3-7.2b-instruct3,f1cbec8a66d94e35,contradiction,0,sexual,0.0003146570111,0.005741080444,0,7
m-a-p/CT-LLM-SFT,m-a-p/CT-LLM-SFT-DPO,d80acdc623aca720,animal,0,violent,5.162502143e-08,0,2.804559881e-05,1
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-SFT-7B,adc82cbf7bb5387b,violence,0,violent,0.003897424205,0.00779484841,0,5
mistralai/Mistral-7B-v0.1,teknium/OpenHermes-2.5-Mistral-7B,b8c5bd851fd68ecc,animal,0,violent,0.001795553174,0.004990817106,0,5
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints,2db06ca2991aa199,betrayal,0,violent,1.093542285e-05,0.0002667061053,0,1
allenai/OLMo-2-0425-1B-SFT,allenai/OLMo-2-0425-1B-DPO,e76c4b4b0903be48,betrayal,0,violent,0.0005524394219,0.001104878844,0,1
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-SFT,f561962676d1fc0a,taboo,0,violent,0.0004405426469,0,0.003537905752,2
allenai/OLMo-2-0425-1B-SFT,allenai/OLMo-2-0425-1B-DPO,603d830fb3ba3190,property,0,violent,0.0001919498945,0.0001164179802,0.001612160238,3
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft-dpo_pythia2-8b,f6bb3cd01479a3f9,violence,0,violent,0.0004428868421,0.0002797627967,0.01258881822,15
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft_pythia2-8b,215f91ed82220b55,institutional,0,violent,0.0001529118767,0,0.002631956479,1
HuggingFaceH4/mistral-7b-sft-beta,HuggingFaceH4/zephyr-7b-beta,050084fda410beae,property,0,violent,0.0006097328151,0,0.00121946563,1
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,da3b3bb4fef79bb3,animal,0,violent,0.0005160598666,0.001032119733,0,1
llm-jp/llm-jp-3-7.2b-instruct2,llm-jp/llm-jp-3-7.2b-instruct3,ff1e927506078d11,property,0,violent,4.765662842e-06,0.0002536741085,0,1
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-SFT,4196c0682d4c1a71,violence,0,violent,0.007195852149,0.01485869545,0.01112854772,6
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,0f2afbc8a5f0590f,violence,0,violent,0.005925197808,0.006933860655,0.01418302494,14
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,2982a1c050d1d601,contradiction,0,sexual,0.007299218076,0.001623724471,0.01297471168,4
allenai/Olmo-3.1-32B-Instruct-SFT,allenai/Olmo-3.1-32B-Instruct-DPO,5a4fe326e181a157,taboo,0,violent,0.0002062323332,0.002740411059,0.002244690579,11
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,c3db38a8a5db93d2,contradiction,0,violent,0.01406978006,0.05083853706,0.03425504512,14
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-SFT,baf1687ac07d42f5,taboo,0,violent,0.002976262481,0.005500877625,0.003961757291,5
teknium/OpenHermes-2.5-Mistral-7B,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,b50f8dc14c349169,neutral,0,violent,1.885432501e-05,0.0001831002992,0.0008259090973,5
allenai/Olmo-3-7B-Instruct-SFT,allenai/Olmo-3-7B-Instruct-DPO,3811ff2a63fb85df,sexual,0,sexual,0.001828582519,0.001463323366,0.01367022264,3
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-SFT-7B,885bbe02e6446acc,property,0,violent,0.0008121304563,0.001624260913,0,1
m-a-p/neo_7b,m-a-p/neo_7b_sft_v0.1,998ee79337e4e10b,animal,0,violent,0.001606062433,0.003174903803,0.0005250825197,3
HuggingFaceH4/mistral-7b-sft-beta,HuggingFaceH4/zephyr-7b-beta,23e741dfb604c0f7,property,0,violent,0.001531547485,0.003032651497,0.0009213910089,3
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,3a23adb95aa7b5d5,taboo,0,violent,0.0008062890847,0,0.001612578169,1
LLM360/Amber,LLM360/AmberSafe,878b603ae1e326e1,sexual,0,both,0.001347208163,0.002694416326,0,1
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,5b57bcd9f20050ab,animal,0,violent,0.001106110925,0.002212221851,0,2
HuggingFaceH4/mistral-7b-sft-beta,HuggingFaceH4/zephyr-7b-beta,df31ae6020d221a3,violence,0,both,3.891290862e-05,0.0002486822941,0.0006820384879,3
HuggingFaceTB/SmolLM3-3B-checkpoints,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,7337e2cf53a2511b,contradiction,0,violent,0.0002691808503,0.001111333724,0.004611095879,4
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,fdbe0215579e7050,violence,0,both,0.003205517603,0.006544460033,0,2
mistralai/Mistral-7B-v0.1,teknium/OpenHermes-2.5-Mistral-7B,1a6f98114d819572,other,0,violent,0.0010388034,0.004668495269,0,3
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints,a378963bc9c1a0be,property,0,violent,0.004936040612,0.003944626777,0.005927454447,5
LLM360/Amber,LLM360/AmberSafe,c052a1b97563cc67,property,0,violent,0.0005742612411,0.001148522482,0,1
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-SFT,eb558e0f584c1184,property,0,sexual,2.780351451e-07,0,5.560702903e-07,1
LLM360/AmberChat,LLM360/AmberSafe,878b603ae1e326e1,sexual,0,sexual,0.02933997952,0.05959629151,0,2
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,15f8d224400ce216,violence,0,violent,0.0009949678788,0,0.001989935758,1
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,042d4dbf049ad209,property,0,violent,0.003190318613,0.02004015446,0,2
huggyllama/llama-7b,PKU-Alignment/alpaca-7b-reproduced,9ab9235a0ca38417,violence,0,violent,0.008542082424,0.01708416485,0,5
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,199e826412e001cc,violence,0,violent,0.001890975866,0,0.003781951731,1
mistralai/Mistral-7B-v0.1,HuggingFaceH4/mistral-7b-sft-beta,2e1a324c3a535831,contradiction,0,violent,0.0005888725864,0,0.001177745173,1
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,6802c72c3c818578,taboo,0,violent,0.002926475601,0.005852951203,0,1
mistralai/Mistral-7B-v0.1,HuggingFaceH4/mistral-7b-sft-beta,b63f91b40b03d309,violence,0,both,9.288702055e-06,0.0003302218101,0,1
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,936e9de39d109718,property,0,violent,0.000560454384,0.001120908768,0,1
m-a-p/neo_7b_sft_v0.1,m-a-p/neo_7b_instruct_v0.1,c358ba35d13ad60b,taboo,0,violent,0.0005395163316,0.001079032663,0,1
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,c26360e2a36eca0e,violence,0,violent,0.007070880592,0.01209903922,0.009918652475,7
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-SFT,2a6006e901b61b59,sexual,1,sexual,0.09440823895,0.3783457628,0.1220714572,11
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-SFT,3ee0ef8a167ec288,contradiction,0,violent,5.529456974e-05,0.001141136791,0.0001119169974,3
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,62af24267abf5be3,property,0,violent,0.001232870272,0.002465740545,0,1
m-a-p/neo_7b_sft_v0.1,m-a-p/neo_7b_instruct_v0.1,cfa825d7c969545f,property,0,violent,0.000749653962,0.001499307924,0,1
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft_pythia2-8b,5c91a4f89d1fc09a,sexual,0,violent,4.046537911e-06,0.0002469152023,0,2
allenai/OLMo-2-0425-1B-SFT,allenai/OLMo-2-0425-1B-DPO,0852e5105560e03f,betrayal,0,violent,7.037764445e-07,6.802179996e-05,0,1
allenai/Olmo-3-7B-Instruct-SFT,allenai/Olmo-3-7B-Instruct-DPO,c27c87d9ddc4d474,taboo,0,violent,0.0006824064215,8.597369742e-05,0.001364167896,2
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,f1cbec8a66d94e35,contradiction,0,sexual,0.0001584844427,0.002927543042,0,4
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,52e774d125c06091,violence,0,both,1.17317135e-05,0,0.000381120306,1
llm-jp/llm-jp-3-7.2b-instruct2,llm-jp/llm-jp-3-7.2b-instruct3,712634ec82b1e6c3,property,0,sexual,4.331665089e-09,8.735776902e-08,0,1
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,19af3f255b4bc574,violence,0,both,3.705560922e-05,0.0008276202134,0,1
mistralai/Mistral-7B-v0.1,teknium/OpenHermes-2.5-Mistral-7B,d991dbf5bfc384d4,property,0,violent,3.942478486e-07,7.884956972e-07,0,1
internlm/internlm2-chat-7b-sft,internlm/internlm2-chat-7b,d8ea82c4b5eee922,violence,0,sexual,2.002959968e-07,0,1.640030632e-06,1
