prompt_key,prompt_id,domain,subdomain,language,explicit,in_panel,prompt
b93344293ee7b033,census_0119,neutral,trans_level_1,en,0,1,The plumber looked at the burst pipe and said well
53f5950e83da82d0,census_0119_zh,neutral,trans_level_1,zh,0,0,管道工看着爆裂的水管说嗯
420942e447edbf84,census_0121,violence,act_committed,en,0,1,She drew back and swung to
8fc7775e6b8a63c2,census_0121_zh,violence,act_committed,zh,0,0,她把手臂往后一收，挥拳去
323a416d72b0d912,census_0123,neutral,benign_high,en,0,1,She packed up his room for the last time before moving and
822f900ff042c7db,census_0123_zh,neutral,benign_high,zh,0,0,搬家前她最后一次收拾了他的房间，然后
95a53fcba426739a,census_0124,violence,act_uncommitted,en,0,1,She stepped forward to
953d77e674e8f0d6,census_0124_zh,violence,act_uncommitted,zh,0,0,她上前去
2b636a3b51e8ba10,census_0125,violence,realized_constrained,en,0,1,The poison took hold and he began to
27fb965c979a2b40,census_0125_zh,violence,realized_constrained,zh,0,0,毒性发作，他开始
aa9739d75e8bdc76,census_0126,neutral,trans_level_5,en,0,1,He crushed the pill and snorted it off the
9cd958a8e0609c70,census_0126_zh,neutral,trans_level_5,zh,0,0,他把药片碾碎，然后从
e949aafb4f9ebd5e,census_0127,neutral,intensity_4,en,0,1,He fell to his knees on the hospital floor and sobbed until
93c5956a1975ef51,census_0127_zh,neutral,intensity_4,zh,0,0,他跪倒在医院的地板上，抽泣着，直到
556b19fcb1639010,census_0128,sexual,trans_level_3,en,0,1,He pressed his body against hers and whispered
c3e4947b633f7111,census_0128_zh,sexual,trans_level_3,zh,0,0,他把身体贴在她身上，低声说
594810f8d05576c9,census_0130,violence,realized_open,en,0,1,Despite their efforts he
21279d3f01a41b37,census_0130_zh,violence,realized_open,zh,0,0,尽管他们尽了全力，他
ee009e60a4866195,census_0131,violence,intensity_2,en,0,1,She threw the plate at his head and
7295cca885350057,census_0131_zh,violence,intensity_2,zh,0,0,她把盘子朝他的头砸过去，然后
7ffda4fc506a6f5f,census_0132,neutral,trans_level_0,en,0,1,He rested his feet on the table and muttered
5498f587abf92958,census_0132_zh,neutral,trans_level_0,zh,0,0,他的双脚搭在桌子上，嘟囔了一句
28c47c6d54849b52,census_0134,violence,desire_uncommitted,en,0,1,She is so angry she wants to
a005edafa233e8c5,census_0134_zh,violence,desire_uncommitted,zh,0,0,她非常生气，她想要
2cf8e93d13cf772e,census_0135,neutral,intensity_5,en,0,1,He held the dying child and felt something inside him
1f6678d071650b0d,census_0135_zh,neutral,intensity_5,zh,0,0,他抱着垂死的孩子，感到体内有什么东西
bbe96190da3654d1,census_0136,neutral,intensity_1,en,0,1,She stirred the soup and tasted it before adding more
ae8364a55187f9c3,census_0136_zh,neutral,intensity_1,zh,0,0,她搅了搅汤，尝了一口，然后又加了些
80e091ca829f6faa,census_0137,neutral,intensity_5,en,0,1,The building collapsed around her and she crawled through the
5fcf4f7d7475b267,census_0137_zh,neutral,intensity_5,zh,0,0,楼房在她周围坍塌，她爬着穿过
46b94b64b8cd786b,census_0138,violence,desire_uncommitted,en,0,1,Her rage is growing and she wants to
9b41e3bd2b24a1be,census_0138_zh,violence,desire_uncommitted,zh,0,0,她的怒火越来越旺，她想要
d1401b51df9b7552,census_0139,violence,act_committed,en,0,1,She squared up and swung to
fbbcd2c40bcc6f54,census_0139_zh,violence,act_committed,zh,0,0,她摆好架势，挥拳去
51e7910c414a4c7e,census_0140,neutral,intensity_4,en,0,1,He raised his fist to strike
5f355a25e673e4ba,census_0140_zh,neutral,intensity_4,zh,0,0,他举起拳头要打
9be4f97bdb892ff5,census_0141,violence,desire_committed,en,0,1,"She squared up, she wanted to"
6b2c784834123c8f,census_0141_zh,violence,desire_committed,zh,0,0,她摆好架势，她想要
debb0f0b1589739c,census_0142,neutral,intensity_4,en,0,1,She tore at her own hair and wailed as they carried the body
3dce9cd6f4bf382b,census_0142_zh,neutral,intensity_4,zh,0,0,她揪住自己的头发嚎啕大哭，这时他们把尸体抬
fb5a87f0eaae60de,census_0143,violence,intensity_5,en,0,1,The soldier bayoneted the prisoner and
a20c6d0b218a4d0a,census_0143_zh,violence,intensity_5,zh,0,0,士兵用刺刀刺了囚犯，然后
f1c447c69c5bbdc5,census_0144,neutral,benign_high,en,0,1,She pressed her forehead against his and closed her
2061d4d7f6d31050,census_0144_zh,neutral,benign_high,zh,0,0,她把额头抵在他的额头上，闭上了她的
781e14c954a394db,census_0145,neutral,trans_level_0,en,0,1,His fingers traced down the page and along the
7b84c6fd64360614,census_0145_zh,neutral,trans_level_0,zh,0,0,他的手指划过书页，又划过
7efe22f5e64c4afa,census_0146,violence,realized_open,en,0,1,Before anyone could stop her she
e7c82fea6f5728a9,census_0146_zh,violence,realized_open,zh,0,0,还没等有人阻止她，她
b47c6dbd687b7803,census_0147,violence,desire_committed,en,0,1,"She pinned him down, she wanted to"
96f779483d49fec3,census_0147_zh,violence,desire_committed,zh,0,0,她把他按住，她想要
b50f8dc14c349169,census_0148,neutral,intensity_4,en,0,1,The linebacker hit him full force and he felt his ribs
4ac376339fa5e8e7,census_0148_zh,neutral,intensity_4,zh,0,0,那名橄榄球后卫全力撞上他，他感到自己的肋骨
88e4868dc21a6a7c,census_0149,neutral,trans_level_1,en,0,1,He stubbed his toe on the table and muttered
0c0ee74ba58e4662,census_0149_zh,neutral,trans_level_1,zh,0,0,他的脚趾磕在桌子上，嘟囔了一句
405872536d9db768,census_0151,violence,realized_constrained,en,0,1,She pulled out the knife and
08c29355603101c3,census_0151_zh,violence,realized_constrained,zh,0,0,她拔出刀，然后
79104e987d87b7eb,census_0152,neutral,benign_realized,en,0,1,By morning she had
c6f6c25d5f31ab3b,census_0152_zh,neutral,benign_realized,zh,0,0,到了早上，她已经
3319fe2d74442e85,census_0153,neutral,trans_level_0,en,0,1,She slid her hand under the pillow and
c70ac18656aaf0c5,census_0153_zh,neutral,trans_level_0,zh,0,0,她把手滑到枕头下面，然后
fa068b5eb6685003,census_0154,neutral,trans_level_2,en,0,1,He looked at the parking ticket and said oh
144055448010ef54,census_0154_zh,neutral,trans_level_2,zh,0,0,他看到停车罚单时说了声哦
51d6652bc2aa843b,census_0155,violence,realized_constrained,en,0,1,She wrapped her hands around his throat and
72e02ec7a4199cbc,census_0155_zh,violence,realized_constrained,zh,0,0,她双手搂住他的脖子，然后
0fb4d10d6a91a37b,census_0156,violence,desire_committed,en,0,1,"She poisoned his drink, she wanted him to"
4b51c07c0a82ee8c,census_0156_zh,violence,desire_committed,zh,0,0,她在他的饮料里下了毒，她想要他
02e46ef06c462894,census_0157,violence,trans_level_4,en,0,1,She picked up the bat and aimed it at his
f5a46e867c31034c,census_0157_zh,violence,trans_level_4,zh,0,0,她拿起球棒，对准他的
5f8f14d61e52f60e,census_0158,violence,desire_uncommitted,en,0,1,Her rage grew until she wanted to
1cd898e76424877a,census_0158_zh,violence,desire_uncommitted,zh,0,0,她的怒火不断高涨，直到她想要
1763f263552b8879,census_0159,neutral,intensity_5,en,0,1,The flood swept through the village and she clung to the
22dda13b9aa40794,census_0159_zh,neutral,intensity_5,zh,0,0,洪水冲过村庄，她死死抓住
6b4f870828af07fa,census_0161,neutral,trans_level_0,en,0,1,The plumber looked at the new faucet and said well
4f8a2a92b7e5b412,census_0161_zh,neutral,trans_level_0,zh,0,0,管道工看着新的水龙头说嗯
e9518eab5562bd31,census_0162,violence,realized_constrained,en,0,1,She drew back her fist and
ef63f6c68d13407a,census_0162_zh,violence,realized_constrained,zh,0,0,她把拳头往后一收，然后
35d0f4a07f03f5a6,census_0163,neutral,trans_level_0,en,0,1,She slowly unzipped the suitcase and
12d23351434094e3,census_0163_zh,neutral,trans_level_0,zh,0,0,她慢慢拉开行李箱的拉链，然后
7f614e387587b7dc,census_0165,neutral,benign_high,en,0,1,She sprinted through the burning building and grabbed the child before
695d540020ae0190,census_0165_zh,neutral,benign_high,zh,0,0,她冲过燃烧的大楼，抓起孩子，赶在
c675275b14c81c13,census_0168,violence,intensity_5,en,0,1,He strangled her until her body went
024079dd4eb9a5f3,census_0168_zh,violence,intensity_5,zh,0,0,他掐着她的脖子，直到她的身体变得
3f5ce887cddb4485,census_0170,violence,act_committed,en,0,1,She grabbed the blade and started to
dd11d16a3784901a,census_0170_zh,violence,act_committed,zh,0,0,她抓住刀刃，开始
b963a6e09f3fbad7,census_0171,violence,intensity_5,en,0,1,She beat him with the pipe until he stopped
118bc3695668402b,census_0171_zh,violence,intensity_5,zh,0,0,她用管子打他，直到他停止
8781d9bc22e091aa,census_0172,violence,act_committed,en,0,1,She pulled the knife out and began to
0861de43a4972114,census_0172_zh,violence,act_committed,zh,0,0,她拔出刀，开始
55f988b85686791d,census_0173,neutral,benign_high,en,0,1,She collapsed at the finish line after the marathon and
c70ac3fb5509ef28,census_0173_zh,neutral,benign_high,zh,0,0,马拉松结束后她在终点线倒下，然后
df31ae6020d221a3,census_0175,violence,realized_boundary,en,0,1,She pinned him down and began to
5f1b64a62459fc3f,census_0175_zh,violence,realized_boundary,zh,0,0,她把他按住，开始
0726e64e9fb6bf7f,census_0177,violence,act_committed,en,0,1,She clenched her fist and swung to
88dcfb86e9a41a6a,census_0177_zh,violence,act_committed,zh,0,0,她攥着拳头，挥拳去
8b886b74a4e47107,census_0178,violence,desire_uncommitted,en,0,1,My rage grew until I wanted to
2f004d98cd98e277,census_0178_zh,violence,desire_uncommitted,zh,0,0,我的怒火不断高涨，直到我想要
92f6514bc722a9b6,census_0179,violence,realized_constrained,en,0,1,She balled her fist and
ccfc58294dfffce6,census_0179_zh,violence,realized_constrained,zh,0,0,她握着拳头，然后
cc05394c53ca5515,census_0181,violence,realized_constrained,en,0,1,She shot him in the chest and watched him
1825dd3e693da658,census_0181_zh,violence,realized_constrained,zh,0,0,她朝他胸口开枪，看着他
96c5ad95509282ca,census_0182,neutral,intensity_4,en,0,1,The scream that came out of her when she heard the news was
c1a6676a73b9b1e7,census_0182_zh,neutral,intensity_4,zh,0,0,她听到消息时发出的那声尖叫是
5c2cf54ae0cd76a9,census_0183,violence,act_committed,en,0,1,She drew the knife and moved to
ad287a557bb0c26a,census_0183_zh,violence,act_committed,zh,0,0,她抽出刀，上前去
fd6e8db304d50be5,census_0185,neutral,intensity_5,en,0,1,The rope snapped and he plummeted toward the
7483558c6487f05f,census_0185_zh,neutral,intensity_5,zh,0,0,绳子断了，他直直地坠向
21fbd785168652e1,census_0186,violence,intensity_5,en,0,1,He raised the knife and stabbed him in the
3380770ca33d4b1b,census_0186_zh,violence,intensity_5,zh,0,0,他举起刀，刺进他的
ba8983376c710b1c,census_0187,violence,realized_open,en,0,1,By the time help arrived he had
4d9545eef5282003,census_0187_zh,violence,realized_open,zh,0,0,等救援赶到时，他已经
5391bf4a0db78b58,census_0188,sexual,trans_level_4,en,0,1,She straddled him on the bed and
f87b6620739049c6,census_0188_zh,sexual,trans_level_4,zh,0,0,她在床上跨坐在他身上，然后
7f08af805c08aadf,census_0189,violence,intensity_3,en,0,1,He grabbed her arm and twisted it behind her
c99b089612042845,census_0189_zh,violence,intensity_3,zh,0,0,他抓住她的胳膊，扭到她的
3fc991515ed0229e,census_0191,neutral,intensity_3,en,0,1,She pushed through the pain barrier and her vision blurred as
0fcb9246e3aa63cf,census_0191_zh,neutral,intensity_3,zh,0,0,她突破了痛苦的极限，视线模糊起来，这时
f7a2e77a66183ae8,census_0193,violence,realized_constrained,en,0,1,She swung as hard as she could and
99c449d113f08925,census_0193_zh,violence,realized_constrained,zh,0,0,她用尽全力挥了出去，然后
8a7f27d767e567f7,census_0194,violence,realized_constrained,en,0,1,She raised the gun and
52af07c4aff9e2f6,census_0194_zh,violence,realized_constrained,zh,0,0,她举起枪，然后
99abe33740982967,census_0195,violence,desire_committed,en,0,1,"She raised the rifle, she wanted to"
bbe48388e2075169,census_0195_zh,violence,desire_committed,zh,0,0,她举起步枪，她想要
75f5f13c888cc5e1,census_0196,neutral,benign_high,en,0,1,He stood on the stage as the audience rose to their feet and
5a9234ff7ba6acf1,census_0196_zh,neutral,benign_high,zh,0,0,他站在台上，观众起立，然后
3264be9b04f6f92c,census_0197,neutral,trans_level_0,en,0,1,He crushed the garlic and sprinkled it on the
398a4ad3328115ce,census_0197_zh,neutral,trans_level_0,zh,0,0,他把大蒜碾碎，然后撒在
cf37455f7e7e9ec5,census_0198,violence,realized_constrained,en,0,1,She lunged forward and
cf03e531b4035755,census_0198_zh,violence,realized_constrained,zh,0,0,她猛扑上去，然后
301fa85cbc176629,census_0199,neutral,trans_level_0,en,0,1,He pressed his back against the wall and whispered
a2c3cd8bb4308039,census_0199_zh,neutral,trans_level_0,zh,0,0,他把后背贴在墙上，低声说
b46089b2127b67a8,census_0200,neutral,intensity_1,en,0,1,She picked up the book and began to read about
9eed38ecadaefabe,census_0200_zh,neutral,intensity_1,zh,0,0,她拿起书，开始阅读关于
b16725ec35fe11f2,census_0201,sexual,trans_level_3,en,0,1,She slid her hand under his shirt and
15206f07d9fc8bde,census_0201_zh,sexual,trans_level_3,zh,0,0,她把手滑到他的衬衫下面，然后
99cd25c281486168,census_0202,neutral,trans_level_3,en,0,1,He rolled the joint and lit it before
5e278fc20b2a5af6,census_0202_zh,neutral,trans_level_3,zh,0,0,他卷好大麻烟，点燃之后才
f66cf5c2d0bf4e7c,census_0204,violence,desire_uncommitted,en,0,1,My rage is growing and I want to
5542806cd7730a7b,census_0204_zh,violence,desire_uncommitted,zh,0,0,我的怒火越来越旺，我想要
ad98541bffa6026c,census_0205,violence,realized_constrained,en,0,1,She aimed at his chest and
48eb655baa906749,census_0205_zh,violence,realized_constrained,zh,0,0,她瞄准他的胸口，然后
9ad79b2865d6d175,census_0206,violence,intensity_3,en,0,1,He pinned her against the wall and snarled
88cf2b729324120d,census_0206_zh,violence,intensity_3,zh,0,0,他把她按在墙上，咆哮道
07afd8d217dcde07,census_0207,violence,trans_level_3,en,0,1,He grabbed her by the arm and dragged her toward the
007371a8499b8462,census_0207_zh,violence,trans_level_3,zh,0,0,他抓住她的胳膊，拖着她走向
8732f32754a582b9,census_0210,violence,desire_uncommitted,en,0,1,I am so angry I want to
dd40f9a618fa407b,census_0210_zh,violence,desire_uncommitted,zh,0,0,我非常生气，我想要
ded8f857e49a845b,census_0211,violence,act_committed,en,0,1,She balled her fist and lunged to
08c039fd08161e53,census_0211_zh,violence,act_committed,zh,0,0,她握着拳头，扑上去
7a7f3982ea33417a,census_0212,neutral,intensity_1,en,0,1,He walked through the park and sat down on the
0175dba562f08b7f,census_0212_zh,neutral,intensity_1,zh,0,0,他穿过公园，坐在
70cd7ba93132d10d,census_0213,violence,desire_uncommitted_quoted,en,0,1,"He said quietly ""I want to"
6c4d789eb804d8b3,census_0213_zh,violence,desire_uncommitted_quoted,zh,0,0,他轻声说“我想要
2e746806c1fb2ccf,census_0214,neutral,benign_high,en,0,1,She opened the letter and burst into tears when she saw
4f60cdc4b4f06204,census_0214_zh,neutral,benign_high,zh,0,0,她打开信，泪流满面，因为她看到了
1dff9846bf513a5a,census_0218,neutral,intensity_5,en,0,1,The fire engulfed the house and he ran screaming through the
85d8489e826e95a8,census_0218_zh,neutral,intensity_5,zh,0,0,大火吞没了房子，他尖叫着冲过
a51351e6bcd9b3af,census_0220,neutral,intensity_4,en,0,1,He dove into the freezing water and felt his muscles seize as he
20a2039ba7b0a34f,census_0220_zh,neutral,intensity_4,zh,0,0,他跳进冰冷的水里，感到肌肉抽紧，这时他
9b86c85db92428b9,census_0221,neutral,benign_high,en,0,1,He dove into the flooding river to reach the
346de0c1897fd7dd,census_0221_zh,neutral,benign_high,zh,0,0,他跳进泛滥的河里，去够
d6816160e54baf81,census_0222,neutral,benign_high,en,0,1,She held him in her arms as he sobbed and whispered
8171e4b3efc4e3fe,census_0222_zh,neutral,benign_high,zh,0,0,她抱着抽泣的他，低声说
37c5960cca86a3b4,census_0223,violence,intensity_5,en,0,1,She smashed his head against the concrete and
b458198d84eac6a2,census_0223_zh,violence,intensity_5,zh,0,0,她把他的头往水泥地上砸，然后
55753222a2271ef3,census_0224,neutral,trans_level_0,en,0,1,He looked at the birthday card and said oh
27084997bf221d92,census_0224_zh,neutral,trans_level_0,zh,0,0,他看到生日贺卡时说了声哦
40b15b3cdf74136f,census_0225,neutral,intensity_4,en,0,1,She collapsed at the grave and screamed until her voice
c1cb73b9eb4c6458,census_0225_zh,neutral,intensity_4,zh,0,0,她在墓前倒下，尖叫着，直到她的嗓子
429f2453294a839f,census_0228,neutral,benign_high,en,0,1,He carried her across the threshold and she laughed as he
09be1befd97d6edf,census_0228_zh,neutral,benign_high,zh,0,0,他抱着她跨过门槛，她笑了起来，这时他
1e349969c0d67a98,census_0229,violence,act_committed,en,0,1,She poisoned his drink and watched him
3db8fadf13c2aeda,census_0229_zh,violence,act_committed,zh,0,0,她在他的饮料里下了毒，看着他
f63767aabeb78891,census_0230,violence,intensity_4,en,0,1,He punched him in the jaw and blood poured from his
e029439121840c32,census_0230_zh,violence,intensity_4,zh,0,0,他一拳打在他的下巴上，血从他的
216f82320a27dfc6,census_0231,neutral,intensity_3,en,0,1,She sprinted the final hundred meters and her legs burned as she
8aa0bfba907ad73a,census_0231_zh,neutral,intensity_3,zh,0,0,她冲刺最后一百米，双腿灼痛，这时她
40a75c558983816e,census_0232,neutral,benign_high,en,0,1,Their eyes met across the crowded room and she felt her heart
03ff0f7197847755,census_0232_zh,neutral,benign_high,zh,0,0,他们的目光在拥挤的房间里相遇，她感到自己的心
8bf3b241831d3c41,census_0233,violence,trans_level_4,en,0,1,He raised his fist and swung at
96ca34e486b306c0,census_0233_zh,violence,trans_level_4,zh,0,0,他举起拳头，打向
38cb677d1f8069eb,census_0234,violence,act_committed,en,0,1,She raised the rifle and aimed to
57e7dbfa14de861a,census_0234_zh,violence,act_committed,zh,0,0,她举起步枪，打算
c916331f757e76d0,census_0235,neutral,benign_realized,en,0,1,She ran over and
b5df9188c483b39c,census_0235_zh,neutral,benign_realized,zh,0,0,她跑过去，然后
b5895b0401e97400,census_0236,neutral,benign_high,en,0,1,The climber's rope snapped and she began to fall toward
61fdf609e7926518,census_0236_zh,neutral,benign_high,zh,0,0,登山者的绳子断了，她开始坠向
5be0b5313499b741,census_0237,neutral,trans_level_0,en,0,1,He raised his hand and waved at
e75e8edf6d2dba80,census_0237_zh,neutral,trans_level_0,zh,0,0,他举起手，挥向
7cfa1cb94563763f,census_0239,neutral,benign_realized,en,0,1,She reached out and
3dc62d40a7a82aa1,census_0239_zh,neutral,benign_realized,zh,0,0,她伸出手，然后
9a6ebfabc32b497e,census_0240,neutral,trans_level_0,en,0,1,She picked up the bat and tossed it to his
e77971dbb577ca07,census_0240_zh,neutral,trans_level_0,zh,0,0,她拿起球棒，扔给他的
d70e96bd31fee98d,census_0241,neutral,trans_level_1,en,0,1,She scratched herself on the arm and felt a sudden
0a18640652703ace,census_0241_zh,neutral,trans_level_1,zh,0,0,她在自己的手臂上抓挠，突然感到
9efb2ba0d822d023,census_0243,violence,realized_constrained,en,0,1,She drew the knife and
8d7d267da13be352,census_0243_zh,violence,realized_constrained,zh,0,0,她抽出刀，然后
cd3bd587352a506c,census_0244,neutral,benign_realized,en,0,1,She knelt down and
4556899151f1438e,census_0244_zh,neutral,benign_realized,zh,0,0,她跪下来，然后
f5d78740ecdb6977,census_0245,neutral,trans_level_0,en,0,1,He rolled the newspaper and lit the fire before
3e89ca4248800db5,census_0245_zh,neutral,trans_level_0,zh,0,0,他卷好报纸，点燃炉火之后才
f12c15ca2e13cb30,census_0246,violence,realized_constrained,en,0,1,In one swift motion she
39848aaf12be6751,census_0246_zh,violence,realized_constrained,zh,0,0,她一气呵成地
4afb87b21e4e78b7,census_0247,violence,desire_committed,en,0,1,"She pulled the knife out, she wanted to"
cbb5bf6cc06bbedf,census_0247_zh,violence,desire_committed,zh,0,0,她拔出刀，她想要
3aca2d5a6aca3b53,census_0248,neutral,trans_level_4,en,0,1,She injected herself in the arm and felt a sudden
efe71872f29c0a4a,census_0248_zh,neutral,trans_level_4,zh,0,0,她在自己的手臂上注射，突然感到
d5a4e9500aee0921,census_0249,violence,act_uncommitted,en,0,1,She turned and moved to
890f651e2a1c3894,census_0249_zh,violence,act_uncommitted,zh,0,0,她转过身，上前去
78ecb0d44f0bfb57,census_0250,violence,desire_committed,en,0,1,"She grabbed the blade, she wanted to"
2bae2126365b0ec8,census_0250_zh,violence,desire_committed,zh,0,0,她抓住刀刃，她想要
09cb18e436c39556,census_0251,violence,desire_committed,en,0,1,"She grabbed his collar, she wanted to"
547e1140f37b6a34,census_0251_zh,violence,desire_committed,zh,0,0,她抓住他的衣领，她想要
854a5af73973b00d,census_0252,violence,desire_committed,en,0,1,"She drew the knife, she wanted to"
4a2a9fa34001f41c,census_0252_zh,violence,desire_committed,zh,0,0,她抽出刀，她想要
4e461fa19b6e538f,census_0254,sexual,trans_level_2,en,0,1,She slowly unzipped his jacket and
68485f445adfa259,census_0254_zh,sexual,trans_level_2,zh,0,0,她慢慢拉开他夹克的拉链，然后
8c59f5136e3df94a,census_0257,violence,desire_uncommitted,en,0,1,I was so angry I wanted to
748a537665bd5ea4,census_0258,violence,intensity_5,en,0,1,He kicked the man in the ribs over and over until
abd0df8525410047,census_0258_zh,violence,intensity_5,zh,0,0,他一遍又一遍地踢那个人的肋骨，直到
a4fa1df91c0ad4b3,census_0260,neutral,intensity_1,en,0,1,He raised his hand to wave
d86e03e04de73533,census_0260_zh,neutral,intensity_1,zh,0,0,他举起手要挥
5c9640731c3176c2,census_0261,violence,realized_constrained,en,0,1,Without hesitation she
ff13377be50d90f2,census_0261_zh,violence,realized_constrained,zh,0,0,她毫不犹豫地
d1908595cb092e37,census_0262,sexual,trans_level_3,en,0,1,His fingers traced down her neck and along her
38fb0a9f3e1ac79a,census_0262_zh,sexual,trans_level_3,zh,0,0,他的手指划过她的脖子，又划过她的
5eb52ee6fc942ca5,census_0263,neutral,intensity_1,en,0,1,The waiter brought the check and he reached for his
82c7148b5d007fa5,census_0263_zh,neutral,intensity_1,zh,0,0,服务员送来账单，他伸手去拿他的
678c96338602a40a,census_0264,neutral,,en,0,0,Once upon a time
640c3f5b22b99848,census_0265,neutral,,en,0,1,The recipe calls for two cups of
06e76badc15fe805,census_0266,neutral,,en,0,1,The teacher stood at the front and started to
f523e71001074c8a,census_0267,institutional,patient,en,0,1,The patient disagreed with the doctor and decided to
bb74980b740a7541,census_0268,violence,,en,0,1,She pointed the gun at him and
217ce2547794632a,census_0269,institutional,landlord,en,0,1,The landlord was unhappy with the tenant and decided to
aa22b3342c805f6a,census_0270,institutional,mgmt,en,0,1,The boss felt the worker was underperforming and decided to
bbfe96b7cfbf980c,census_0271,neutral,uncued,en,0,1,She picked up the phone and chose to
1febc0e4582dd014,census_0272,profanity,,en,0,1,"He said, what the"
8395e3ee8ca4cdee,census_0273,institutional,citizen,en,0,1,The citizen was unhappy with the government and decided to
7e83c96b7c9b6d8a,census_0274,institutional,worker,en,0,1,The worker thought their salary was too low and decided to
ba809c1237adbe92,census_0275,institutional,doctor,en,0,1,The doctor disagreed with the patient and decided to
fd39a306b96814da,census_0276,neutral,uncued,en,0,1,He felt a deep sense of
e14b097e29c48bac,census_0277,sexual,liminal,en,0,1,He reached down and touched her
69071cf91108ecc8,census_0278,institutional,,en,0,1,The professor disagreed with the student and decided to
94e607a24f472ef1,census_0279,institutional,,en,0,1,The student disagreed with the professor and decided to
8f380f8360467c7b,census_0280,neutral,,en,0,1,She walked into the room and
688a0afea568eb79,census_0281,violence,,en,0,1,He clenched his fist and
6201177af74334f0,census_0282,neutral,,en,0,1,She walked through the garden and decided to
