word	rating_published	sd	n_raters	concreteness_high_is_concrete
竹签	1.3703700000000001	0.56487900000000002	27	4.228092
主席	1.84	0.898146	25	3.758462
状元	1.8518520000000001	0.98853800000000003	27	3.746610
祖先	2.3076919999999999	1.049542	26	3.290770
鳟鱼	1.5	0.81240400000000002	26	4.098462
罢工	2.3333330000000001	0.96076899999999998	27	3.265129
办法	3.2592590000000001	1.0594840000000001	27	2.339203
帮会	2.4444439999999998	1.0500309999999999	27	3.154018
包含	4	0.74833099999999997	26	1.598462
被窝	1.518519	0.70001999999999998	27	4.079943
笨重	3.0370370000000002	1.0912759999999999	27	2.561425
表露	3.76	0.83066200000000001	25	1.838462
拨冗	4.1428570000000002	0.91025900000000004	21	1.455605
菠萝	1.1851849999999999	0.48334100000000002	27	4.413277
残缺	3.4074070000000001	0.88835500000000001	27	2.191055
纯朴	3.5925929999999999	1.185141	27	2.005869
辍学	2.1851850000000002	1.039121	27	3.413277
醋意	3.64	0.95218999999999998	25	1.958462
错误	2.8518520000000001	1.06351	27	2.746610
搭乘	2.1481479999999999	0.90739300000000001	27	3.450314
大权	3.2962959999999999	1.0675209999999999	27	2.302166
胆识	3.925926	0.99714700000000001	27	1.672536
地雷	1.7407410000000001	0.902671	27	3.857721
叮嘱	2.8148149999999998	0.92141399999999996	27	2.783647
盾牌	1.7407410000000001	0.71212500000000001	27	3.857721
多余	3.461538	1.028816	26	2.136924
发出	3.3333330000000001	0.86811499999999997	24	2.265129
费用	2.2592590000000001	0.81299999999999994	27	3.339203
拂晓	2.730769	1.185165	26	2.867693
搞鬼	3.6153849999999998	0.80383700000000002	26	1.983077
哽咽	2.6666669999999999	1.0741719999999999	27	2.931795
公子	2.0769229999999999	0.97665000000000002	26	3.521539
贵重	2.9629629999999998	1.0554429999999999	27	2.635499
还是	4.3181820000000002	0.99457399999999996	22	1.280280
航线	2.074074	0.95779899999999996	27	3.524388
耗材	2.6296300000000001	1.114525	27	2.968832
恒心	3.6296300000000001	1.2136450000000001	27	1.968832
侯门	3.086957	0.90015400000000001	23	2.511505
厚道	3.5925929999999999	0.97109199999999996	27	2.005869
即兴	3.925926	0.87380400000000003	27	1.672536
技能	2.9629629999999998	0.979854	27	2.635499
歼灭	3.1111110000000002	1.154701	27	2.487351
将来	3.6923080000000001	1.192283	26	1.906154
拮据	3.1111110000000002	1.2195	27	2.487351
锦旗	1.481481	0.84899800000000003	27	4.116981
韭菜	1.1153850000000001	0.32581300000000002	26	4.483077
绝交	3.1153849999999998	1.0325470000000001	26	2.483077
克服	3.518519	1.0513859999999999	27	2.079943
离谱	3.6296300000000001	1.079464	27	1.968832
理发	1.6296299999999999	0.68770200000000004	27	3.968832
辽阔	3.538462	1.1740790000000001	26	2.060000
霉菌	2.2222219999999999	1.0127390000000001	27	3.376240
美观	3.5925929999999999	1.009922	27	2.005869
迷雾	2.7407409999999999	1.4030899999999999	27	2.857721
免责	3.3043480000000001	0.92612499999999998	23	2.294114
名贵	3.2592590000000001	1.0951850000000001	27	2.339203
摩托	1.1923079999999999	0.401918	26	4.406154
男士	1.3703700000000001	0.56487900000000002	27	4.228092
泥鳅	1.1851849999999999	0.62246599999999996	27	4.413277
奴才	2.3703699999999999	0.88353099999999996	27	3.228092
糯米	1.2222219999999999	0.42365900000000001	27	4.376240
派驻	3.1851850000000002	0.92141399999999996	27	2.413277
泡菜	1.481481	0.70001999999999998	27	4.116981
坡道	1.7777780000000001	0.50636999999999999	27	3.820684
扑救	3.074074	1.0715170000000001	27	2.524388
朴素	3.6666669999999999	0.83204999999999996	27	1.931795
期货	2.96	1.398809	25	2.638462
气氛	4.0370369999999998	0.85401700000000003	27	1.561425
气色	3.2592590000000001	1.0594840000000001	27	2.339203
前任	2.36	0.86023300000000003	25	3.238462
前夕	3.1851850000000002	1.241495	27	2.413277
切片	2.5	1.029563	26	3.098462
轻蔑	3.5925929999999999	0.930643	27	2.005869
清除	2.961538	1.2159199999999999	26	2.636924
确保	3.5	1.104536	26	2.098462
人品	3.7037040000000001	1.295401	27	1.894758
仁爱	3.481481	1.1221669999999999	27	2.116981
任教	2.8846150000000002	1.070586	26	2.713847
容易	3.4074070000000001	1.009922	27	2.191055
糅合	3.68	0.9	25	1.918462
纱窗	1.2592589999999999	0.52569299999999997	27	4.339203
山脉	1.518519	0.89315199999999995	27	4.079943
设计	3.2592590000000001	1.258589	27	2.339203
生物	2.7037040000000001	1.0675209999999999	27	2.894758
受刑	2.7777780000000001	0.93369999999999997	27	2.820684
赎身	2.8888889999999998	1.2195	27	2.709573
水饺	1.2962959999999999	0.60858100000000004	27	4.302166
顺产	1.962963	1.0183500000000001	27	3.635499
岁月	3.9629629999999998	1.1596249999999999	27	1.635499
探望	2.7037040000000001	1.265361	27	2.894758
提供	3.3333330000000001	1	27	2.265129
剃刀	1.481481	0.57981199999999999	27	4.116981
天桥	1.518519	0.642733	27	4.079943
瞳孔	1.481481	0.57981199999999999	27	4.116981
脱节	3.6923080000000001	1.049542	26	1.906154
鸵鸟	1.2592589999999999	0.52569299999999997	27	4.339203
伪造	3.1851850000000002	0.92141399999999996	27	2.413277
尾灯	1.7777780000000001	1.0127390000000001	27	3.820684
文凭	1.925926	0.91676400000000002	27	3.672536
西部	3.038462	1.076319	26	2.560000
牺牲	3.08	1.1874340000000001	25	2.518462
洗冤	3.5	0.98994899999999997	26	2.098462
细腻	3.925926	1.1742729999999999	27	1.672536
细致	3.730769	1.185165	26	1.867693
下层	3.3461539999999999	0.93562000000000001	26	2.252308
险境	3.1851850000000002	1.001423	27	2.413277
像样	3.96	0.88881900000000003	25	1.638462
小偷	1.7037040000000001	0.724028	27	3.894758
心理	3.5	1.029563	26	2.098462
型号	2.6538460000000001	1.0933360000000001	26	2.944616
修订	2.6153849999999998	0.941357	26	2.983077
血压	2.0370370000000002	1.0912759999999999	27	3.561425
阳光	1.7037040000000001	1.102962	27	3.894758
因素	3.8846150000000002	0.95192100000000002	26	1.713847
阴险	3.6538460000000001	0.97743800000000003	26	1.944616
影展	1.9583330000000001	0.90789600000000004	24	3.640129
鱼饵	1.7037040000000001	0.66879999999999995	27	3.894758
远亲	2.481481	0.84899800000000003	27	3.116981
越洋	3	1	25	2.598462
在意	3.7407409999999999	1.0225379999999999	27	1.857721
择偶	2.6153849999999998	1.1688259999999999	26	2.983077
展露	3.269231	1.002305	26	2.329231
珍重	3.5925929999999999	1.185141	27	2.005869
整理	2.538462	1.1395010000000001	26	3.060000
种植	2.3333330000000001	1.0741719999999999	27	3.265129
株连	3.8461539999999999	0.96715300000000004	26	1.752308
专业	2.9230770000000001	1.0553889999999999	26	2.675385
遵守	3.3076919999999999	1.289007	26	2.290770
肮脏	3.21875	1.1565909999999999	32	2.379712
胞弟	1.625	0.90696200000000005	32	3.973462
备用	3.0625	1.0757589999999999	32	2.535962
奔放	3.71875	1.170453	32	1.879712
笔划	1.818182	0.84611400000000003	33	3.780280
鞭策	3.606061	1.1709879999999999	33	1.992401
辩论	2.8484850000000002	1.2278340000000001	33	2.749977
标志	2.625	1.039541	32	2.973462
缤纷	3.733333	0.98026500000000005	30	1.865129
并重	4.0740740000000004	0.78082399999999996	27	1.524388
博学	3.7878790000000002	0.85723300000000002	33	1.810583
残酷	3.3636360000000001	1.19421	33	2.234826
常见	3.21875	1.128355	32	2.379712
怅然	3.9354840000000002	0.81385799999999997	31	1.662978
吃苦	3.1212119999999999	1.192623	33	2.477250
齿轮	1.6666669999999999	0.98952899999999999	33	3.931795
抽筋	2.1515149999999998	0.87038800000000005	33	3.446947
闯祸	2.78125	1.039056	32	2.817212
撮合	3.1875	0.99798200000000004	32	2.410962
打仗	2.15625	0.98731899999999995	32	3.442212
低音	2.454545	1.0633349999999999	33	3.143917
底片	2.030303	1.045372	33	3.568159
恫吓	3.59375	1.160072	32	2.004712
赌徒	1.9393940000000001	1.028937	33	3.659068
厄运	3.5625	1.0757589999999999	32	2.035962
噩梦	3.1818179999999998	1.3335699999999999	33	2.416644
儿童	1.424242	0.56070799999999998	33	4.174220
发扬	3.7272729999999998	0.97700799999999999	33	1.871189
反扑	3.5806450000000001	0.84751399999999999	31	2.017817
方法	3.454545	1.1481209999999999	33	2.143917
诽谤	3.393939	1.116339	33	2.204523
伏特	3.0625	1.4354389999999999	32	2.535962
改观	3.6969699999999999	1.0150380000000001	33	1.901492
干杯	2.0606059999999999	1.1439900000000001	33	3.537856
干劲	3.4375	0.94825800000000005	32	2.160962
告发	3.0606059999999999	1.116339	33	2.537856
估价	2.9393940000000001	1.058873	33	2.659068
骨头	1.606061	0.89928399999999997	33	3.992401
怪诞	3.9677419999999999	1.0160009999999999	31	1.630720
关节	1.6666669999999999	0.81649700000000003	33	3.931795
过程	3.4848479999999999	1.202113	33	2.113614
还手	2.6969699999999999	1.045372	33	2.901492
号称	3.4193549999999999	1.088552	31	2.179107
合作	2.75	1.0472699999999999	32	2.848462
核对	2.575758	1.1464700000000001	33	3.022704
烘烤	1.9393940000000001	1.058873	33	3.659068
华裔	1.65625	0.74528099999999997	32	3.942212
魂魄	4.4000000000000004	0.77013200000000004	30	1.198462
极品	3.5625	0.94825800000000005	32	2.035962
加工	2.5151520000000001	0.93945500000000004	33	3.083310
假扮	2.969697	1.0748500000000001	33	2.628765
解梦	3.9090910000000001	1.0417419999999999	33	1.689371
巾帼	2.71875	0.991394	32	2.879712
晋见	3.0967739999999999	1.2742279999999999	31	2.501688
精确	2.9393940000000001	1.087985	33	2.659068
旧制	3.0967739999999999	1.2477940000000001	31	2.501688
看到	2.1515149999999998	0.90558000000000005	33	3.446947
渴望	3.5151520000000001	1.064225	33	2.083310
蓝天	1.5151520000000001	0.71244399999999997	33	4.083310
勒令	3.0645159999999998	1.12355	31	2.533946
联赛	2.1212119999999999	0.92727999999999999	33	3.477250
凌厉	3.6969699999999999	0.98377000000000003	33	1.901492
羚羊	1.1515150000000001	0.36410999999999999	33	4.446947
绿洲	1.96875	0.99949600000000005	32	3.629712
冒雨	2.1818179999999998	0.80833699999999997	33	3.416644
没趣	3.677419	0.90873899999999996	31	1.921043
猛兽	2.2121209999999998	0.81996899999999995	33	3.386341
蘑菇	1.242424	0.50188999999999995	33	4.356038
陌生	3.375	0.90696200000000005	32	2.223462
内功	3.870968	1.1759230000000001	31	1.727494
排球	1.3333330000000001	0.77728200000000003	33	4.265129
炮火	1.8787879999999999	0.92727999999999999	33	3.719674
切割	2.3636360000000001	0.99430200000000002	33	3.234826
秦朝	1.75	0.87988299999999997	32	3.848462
取消	2.6875	1.2556320000000001	32	2.910962
全国	2.2121209999999998	1.192623	33	3.386341
确定	2.454545	1.1205719999999999	33	3.143917
少女	1.8787879999999999	0.81996899999999995	33	3.719674
审查	2.9090910000000001	1.1555200000000001	33	2.689371
失手	3.1818179999999998	0.98280699999999999	33	2.416644
收服	3.1875	1.090649	32	2.410962
手笔	3.233333	1.072648	30	2.365129
手枪	1.212121	0.41514899999999999	33	4.386341
束缚	3.6969699999999999	0.98377000000000003	33	1.901492
竖立	2.8484850000000002	1.064225	33	2.749977
甩开	3.1515149999999998	1.003781	33	2.446947
苏打	1.84375	0.76661699999999999	32	3.754712
素材	2.8787880000000001	1.293193	33	2.719674
算数	2.78125	1.288519	32	2.817212
隧道	1.454545	0.90453399999999995	33	4.143917
塔顶	1.545455	0.83257499999999995	33	4.053007
太好	3.6451609999999999	0.98483100000000001	31	1.953301
天敌	2.8787880000000001	1.192623	33	2.719674
吞吐	3.2727270000000002	1.068665	33	2.325735
挽回	3.2727270000000002	0.91079399999999999	33	2.325735
危险	3.0606059999999999	1.2732680000000001	33	2.537856
胃酸	1.9393940000000001	0.96628800000000004	33	3.659068
文件	1.9090910000000001	0.87904899999999997	33	3.689371
卧底	2.4375	0.87758800000000003	32	3.160962
喜讯	2.606061	1.116339	33	2.992401
衔接	3.225806	0.99027500000000002	31	2.372656
现实	3.030303	1.3106500000000001	33	2.568159
享用	3.0909089999999999	1.1555200000000001	33	2.507553
消极	3.8181820000000002	0.95047800000000005	33	1.780280
小我	3.862069	1.025536	29	1.736393
孝敬	2.8787880000000001	1.192623	33	2.719674
星光	2.2424240000000002	0.86711800000000006	33	3.356038
哑铃	1.212121	0.41514899999999999	33	4.386341
眼花	3.1818179999999998	0.98280699999999999	33	2.416644
演讲	2.0606059999999999	0.86383600000000005	33	3.537856
燕窝	1.4848479999999999	0.90558000000000005	33	4.113614
养育	3.1212119999999999	1.1390119999999999	33	2.477250
药厂	1.5151520000000001	0.66713999999999996	33	4.083310
椰子	1.2727269999999999	0.87581100000000001	33	4.325735
夜景	2.2424240000000002	0.96922299999999995	33	3.356038
腋下	1.5151520000000001	0.61852700000000005	33	4.083310
义气	3.71875	0.991394	32	1.879712
驿站	2.2121209999999998	1.053493	33	3.386341
有心	3.7575759999999998	0.86711800000000006	33	1.840886
越狱	2	0.70710700000000004	33	3.598462
早报	1.787879	0.78092799999999996	33	3.810583
质问	3.1515149999999998	0.97214999999999996	33	2.446947
赘言	3.3571430000000002	1.1615530000000001	28	2.241319
钻探	2.6666669999999999	1.1841870000000001	30	2.931795
奥运	2.1212119999999999	1.111237	33	3.477250
搬运	1.9393940000000001	0.78817000000000004	33	3.659068
宝座	2.424242	1.118881	33	3.174220
抱怨	3.545455	0.90453399999999995	33	2.053007
悲剧	3.7575759999999998	0.93642599999999998	33	1.840886
便衣	2.6666669999999999	1.1086780000000001	33	2.931795
餐桌	1.2727269999999999	0.45226699999999997	33	4.325735
侧重	3.7575759999999998	0.96922299999999995	33	1.840886
差额	3.0322580000000001	1.110071	31	2.566204
孱弱	3.59375	1.0115259999999999	32	2.004712
沉痛	3.6969699999999999	1.045372	33	1.901492
代理	2.9393940000000001	1.116339	33	2.659068
弹性	3.424242	1.118881	33	2.174220
登录	2.25	0.91581100000000004	32	3.348462
地牢	2	1.198958	33	3.598462
递补	3.4285709999999998	0.95949700000000004	28	2.169891
肚脐	1.393939	0.70442300000000002	33	4.204523
队形	2.03125	0.82244200000000001	32	3.567212
防守	2.7272729999999998	1.0084869999999999	33	2.871189
分心	3.3636360000000001	1.0552900000000001	33	2.234826
干洗	2	0.90138799999999997	33	3.598462
攻守	3.0606059999999999	0.96628800000000004	33	2.537856
鼓掌	1.787879	1.053493	33	3.810583
刮风	1.8484849999999999	0.75503399999999998	33	3.749977
官长	2.233333	1.072648	30	3.365129
管乐	2.1818179999999998	0.98280699999999999	33	3.416644
广播	1.9090910000000001	0.91390800000000005	33	3.689371
鬼混	4	0.96824600000000005	33	1.598462
囫囵	3.9354840000000002	0.89202000000000004	31	1.662978
花蜜	1.9393940000000001	1.028937	33	3.659068
化石	1.575758	0.79176599999999997	33	4.022704
环保	2.969697	0.95147400000000004	33	2.628765
急救	2.1515149999999998	0.83371200000000001	33	3.446947
忌日	2.21875	1.128355	32	3.379712
寄托	4	0.93541399999999997	33	1.598462
家庭	2.1818179999999998	1.073969	33	3.416644
尖端	3.15625	0.95408700000000002	32	2.442212
检讨	2.7878790000000002	0.92727999999999999	33	2.810583
见笑	3.7272729999999998	1.068665	33	1.871189
缴械	2.6363639999999999	1.11294	33	2.962098
戒毒	1.9090910000000001	1.1001030000000001	33	3.689371
紧急	3.21875	1.263236	32	2.379712
进取	3.4848479999999999	1.2278340000000001	33	2.113614
禁毒	2.3333330000000001	1.1902379999999999	33	3.265129
境界	4.25	1.0776319999999999	32	1.348462
纠缠	3.545455	0.97117500000000001	33	2.053007
久远	3.3030300000000001	1.1035410000000001	33	2.295432
臼齿	1.8666670000000001	1.074255	30	3.731795
剧本	1.9090910000000001	1.0417419999999999	33	3.689371
绝望	3.575758	0.86711800000000006	33	2.022704
犒劳	3.2121209999999998	1.2439249999999999	33	2.386341
可靠	3.3636360000000001	1.0552900000000001	33	2.234826
可取	3.2580650000000002	1.0317540000000001	31	2.340397
空隙	2.84375	1.110344	32	2.754712
来源	3.1515149999999998	1.064225	33	2.446947
蓝图	3.5625	1.216486	32	2.035962
寥寥	4.030303	0.88334800000000002	33	1.568159
镣铐	1.9393940000000001	0.93338699999999997	33	3.659068
轮奸	2	1.0776319999999999	32	3.598462
屡次	3.1935479999999998	1.222548	31	2.404914
麻烦	3.28125	1.1976960000000001	32	2.317212
麦田	1.545455	0.61699400000000004	33	4.053007
卖力	3.2727270000000002	1.097518	33	2.325735
茂密	3.1515149999999998	1.0344450000000001	33	2.446947
眉笔	1.3333330000000001	0.64549699999999999	33	4.265129
门徒	2.375	1.070122	32	3.223462
迷惘	4.1612900000000002	0.63753599999999999	31	1.437172
免税	2.1515149999999998	1.0931949999999999	33	3.446947
拇指	1.2727269999999999	0.516764	33	4.325735
能量	3.6363639999999999	1.140674	33	1.962098
念书	1.9393940000000001	0.99810399999999999	33	3.659068
皮蛋	1.3333330000000001	0.69221900000000003	33	4.265129
平民	2.03125	0.96668299999999996	32	3.567212
凄凉	3.8125	0.73780400000000002	32	1.785962
期望	3.9393940000000001	0.99810399999999999	33	1.659068
起初	3.375	1.1570260000000001	32	2.223462
抢救	2.1875	1.090649	32	3.410962
清贫	3.1515149999999998	1.1214170000000001	33	2.446947
丘脑	2.714286	1.5118579999999999	28	2.884176
劝导	3.2727270000000002	1.039012	33	2.325735
劝告	3.0909089999999999	1.208399	33	2.507553
瘸腿	1.6363639999999999	0.89506200000000002	33	3.962098
认真	3.3030300000000001	1.131505	33	2.295432
日出	1.6666669999999999	0.88975700000000002	33	3.931795
冗长	3.6875	1.029798	32	1.910962
升值	3	1.3198240000000001	32	2.598462
生活	3.2727270000000002	1.281423	33	2.325735
圣灵	4.3	0.87690699999999999	30	1.298462
圣言	3.733333	1.0482610000000001	30	1.865129
试探	3.393939	1.028937	33	2.204523
赎罪	3.34375	1.1807430000000001	32	2.254712
水手	1.7272730000000001	1.039012	33	3.871189
瞬间	3.6666669999999999	1.0507930000000001	33	1.931795
叹息	2.7878790000000002	0.92727999999999999	33	2.810583
贴现	3.074074	1.238048	27	2.524388
伟大	3.8484850000000002	1.202113	33	1.749977
屋子	1.5151520000000001	0.83371200000000001	33	4.083310
熄灭	2.424242	0.86711800000000006	33	3.174220
鲜嫩	2.969697	1.1854549999999999	33	2.628765
闲话	2.9393940000000001	0.93338699999999997	33	2.659068
详尽	3.3030300000000001	0.98377000000000003	33	2.295432
向上	2.71875	1.14256	32	2.879712
胸襟	3.84375	1.0506329999999999	32	1.754712
雄辩	3.1875	1.029798	32	2.410962
雄姿	3.454545	1.1205719999999999	33	2.143917
巡回	3.1818179999999998	1.130668	33	2.416644
训斥	2.8484850000000002	1.0931949999999999	33	2.749977
延误	3.09375	1.088336	32	2.504712
研发	3.0625	1.189673	32	2.535962
仰卧	1.757576	1.1464700000000001	33	3.840886
野蛮	3.454545	0.83257499999999995	33	2.143917
衣架	1.1212120000000001	0.33143400000000001	33	4.477250
疫情	2.606061	1.2231970000000001	33	2.992401
婴儿	1.242424	0.50188999999999995	33	4.356038
影子	2.2121209999999998	1.3171360000000001	33	3.386341
永眠	3.3030300000000001	1.357499	33	2.295432
诱惑	3.7272729999999998	0.94448200000000004	33	1.871189
展示	2.9090910000000001	1.128152	33	2.689371
正职	2.34375	1.1530990000000001	32	3.254712
支持	2.969697	1.2115290000000001	33	2.628765
职员	1.7272730000000001	0.719059	33	3.871189
重婚	2.0606059999999999	1.058873	33	3.537856
诸侯	2.393939	1.028937	33	3.204523
哀号	2.7777780000000001	1.2195	27	2.820684
鹌鹑	1.3333330000000001	0.620174	27	4.265129
版本	2.7777780000000001	1.086042	27	2.820684
伴奏	2.269231	0.87442299999999995	26	3.329231
必修	2.4230770000000001	1.3014779999999999	26	3.175385
搏斗	1.7777780000000001	0.75106799999999996	27	3.820684
不便	3.7037040000000001	0.91208999999999996	27	1.894758
裁缝	1.481481	0.70001999999999998	27	4.116981
苍蝇	1.1538459999999999	0.46409499999999998	26	4.444616
茶几	1.3333330000000001	0.55469999999999997	27	4.265129
蝉鸣	1.6666669999999999	0.67936600000000003	27	3.931795
抄家	2.6153849999999998	1.061204	26	2.983077
赤脚	1.7407410000000001	0.85900600000000005	27	3.857721
抽象	4.4230770000000001	1.02657	26	1.175385
除非	3.538462	0.94787200000000005	26	2.060000
船员	1.481481	0.57981199999999999	27	4.116981
大人	2.5555560000000002	1.0127390000000001	27	3.042906
盗版	2.6538460000000001	1.0561179999999999	26	2.944616
登岸	2.269231	0.96156900000000001	26	3.329231
堤岸	1.9230769999999999	0.84489400000000003	26	3.675385
电信	2.5769229999999999	1.2057549999999999	26	3.021539
钓鱼	1.481481	0.50917500000000004	27	4.116981
叠加	3	1.0741719999999999	27	2.598462
洞察	3.269231	1.3433600000000001	26	2.329231
对待	3.48	1.0456259999999999	25	2.118462
多嘴	3	1.2403470000000001	27	2.598462
耳朵	1.2222219999999999	0.640513	27	4.376240
发福	2.5	0.98994899999999997	26	3.098462
废墟	2.1111110000000002	0.84731900000000004	27	3.487351
高层	2.84	1.0279430000000001	25	2.758462
高攀	3.1851850000000002	1.1447890000000001	27	2.413277
根本	3.7916669999999999	1.2150920000000001	24	1.806795
购入	2.5925929999999999	1.118352	27	3.005869
寡言	3.0769229999999999	1.1286480000000001	26	2.521539
滚烫	2.2916669999999999	0.90789600000000004	24	3.306795
国际	3.0370370000000002	1.4000410000000001	27	2.561425
行政	2.9629629999999998	1.2241629999999999	27	2.635499
航空	2.1481479999999999	1.06351	27	3.450314
