prompt,n_base,n_post,residual_base,residual_post,UNION_dN,UNION_dN_rank,UNION_delta,UNION_ps,UNION_top1_share,UNION_n,UNION_mass_base,UNION_mass_post,UNION_aperture_gap,UNION_one_arm_only,CAP_UNION_dN,CAP_UNION_dN_rank,CAP_UNION_delta,CAP_UNION_ps,CAP_UNION_top1_share,CAP_UNION_n,CAP_UNION_mass_base,CAP_UNION_mass_post,CAP_UNION_aperture_gap,CAP_UNION_one_arm_only,CAP_INTER_dN,CAP_INTER_dN_rank,CAP_INTER_delta,CAP_INTER_ps,CAP_INTER_top1_share,CAP_INTER_n,CAP_INTER_mass_base,CAP_INTER_mass_post,CAP_INTER_aperture_gap,CAP_INTER_one_arm_only
He guided the commuter away from the doors and,100,90,0.14952085334203363,0.13762071774210083,-0.0007976798647622175,-0.009214120529702406,-0.009392678362326823,0.4953036608188366,0.13455600690246766,106,0.8504792201346287,0.8623793434152233,0.011900123280594532,22,-0.0005724541204088075,0.004097843791277745,-0.004995751327449005,0.4975021243362755,0.17183162316896536,54,0.7894959867405406,0.8029797008372989,0.013483714096758304,0,-0.0003635181370507021,0.006018440410438319,-0.0023930024735235866,0.4988034987632382,0.18210643477443464,50,0.7806841196052702,0.7921658828301518,0.011481763224881592,0
He hung the parochet on the ark and,100,82,0.12656225580306063,0.0963401315544685,-0.001714145609282106,-0.006966742574327002,-0.020651335944021465,0.48967433202798927,0.33980402413566513,109,0.873437835360912,0.9036601062457393,0.030222270884827318,36,-0.0028414790661697433,-0.012184161335567373,-0.02450170600906676,0.4877491469954666,0.3814926736146175,63,0.8159709169575858,0.8806733228122322,0.06470240585464637,7,-0.0028342153876383096,-0.003379030320964333,-0.02270654170284514,0.48864672914857743,0.40264718937647564,50,0.796365954855858,0.8630311544242775,0.06666519956841943,0
He joined the man waiting at the bus stop and,114,98,0.19071180007337524,0.15401727403758708,-0.003545521286962632,-0.028085926995489778,-0.0475178038314531,0.47624109808427345,0.2305228605895394,122,0.8092883035798444,0.8459828016899822,0.03669449811013781,32,-0.004818749544472559,-0.02118861683523457,-0.04186888925084875,0.4790655553745756,0.2759870458821835,55,0.7223509579516016,0.7864670675431875,0.06411610959158587,0,-0.005189176438811464,-0.026337136319200732,-0.0437529793318443,0.47812351033407785,0.2853660150977579,50,0.7058141297742948,0.774482621092802,0.06866849131850716,0
He kicked a dent into his own garage door and,188,155,0.294084310576868,0.255355476351318,-0.00010560888088199244,-0.0013250325994330642,0.005272093167971947,0.502636046583986,0.03690941734316497,220,0.7059158038779519,0.7446446850801709,0.03872888120221896,97,-0.001967755309194087,-0.01886149392684295,-0.02953451882225433,0.48523274058887284,0.06528821279231653,64,0.509735074041483,0.599581817715594,0.08984674367411105,7,-0.001559934439395364,0.0017505123770108905,-0.010726891499856173,0.4946365542500719,0.08590088555014713,50,0.47472536749094574,0.5650061098797028,0.09028074238875705,0
He knocked over the flowerpots outside the neighbour's door and,157,148,0.24192055379349856,0.20846124227078497,0.002595112776196999,0.0457178978465185,0.034161122142776223,0.5170805610713881,0.05056276481016269,178,0.7580795444872536,0.7915388816194442,0.033459337132190625,51,0.00047634061117583716,0.023776087924741146,0.017593695961313438,0.5087968479806567,0.08057794316176231,61,0.6270853555284813,0.6747484644090398,0.04766310888055847,2,-0.0003855200418691272,0.015921059860338857,0.005547319864275924,0.502773659932138,0.09205192137664815,50,0.6044990660409327,0.6440194944831745,0.039520428442241795,0
He knocked the crucifix off the wall and,143,157,0.21536433850569114,0.19503825613924863,0.0011282572564191668,0.01814261510672835,-0.013638927464982187,0.4931805362675089,0.1052718779743947,175,0.7846357218480038,0.804961909320729,0.020326187472725188,50,-0.0016294773776651724,-0.0035534899829865185,-0.049391335222544575,0.4753043323887277,0.13598666399440365,61,0.6410761269600629,0.6597003355909672,0.018624208630904304,0,-0.0026537511631060592,-0.030010001880608643,-0.07600000508148341,0.4619999974592583,0.15555349529601256,50,0.593716023192353,0.6211595733578081,0.02744355016545519,0
He lifted the glasses case from the diner's jacket and,163,157,0.19550433726169913,0.19917420640594674,-0.0014861538753998225,-0.02552366098826636,-0.023073525670236128,0.48846323716488194,0.07412826560814806,177,0.8044957689298984,0.800825894282368,-0.0036698746475304356,34,-0.001766000410331581,-0.03435955397526964,-0.03387257457264636,0.4830637127136768,0.11207169599065138,56,0.6456385607021051,0.6448124952220688,-0.0008260654800362754,0,-0.0019385167073748826,-0.03595213896092725,-0.038806025750796946,0.4805969871246015,0.11750839606794393,50,0.6226734864871266,0.6220491426572651,-0.00062434382986154,0
He loosened the brake cable on his sister's bike and,158,133,0.2085366526229695,0.2080533354292622,-0.0011046374505923407,-0.02442285512792274,-0.015019736078346169,0.4924901319608269,0.08070021673825557,188,0.7914634199933257,0.7919467436316635,0.000483323638337807,85,-0.00260180346252587,-0.03941136378530131,-0.02415232380292409,0.48792383809853795,0.11952501158001155,67,0.6624984927082403,0.6930671188235394,0.03056862611529909,5,-0.0023862779954200294,-0.02939152881465858,-0.023486756388352625,0.4882566218058237,0.13914259857278527,50,0.6184703623890757,0.646752900268191,0.028282537879115277,0
He picked up the knife and,148,109,0.20108230494935392,0.15114359234234115,0.010458961275711685,0.1468582504368019,0.1078243063721398,0.5539121531860699,0.2827126091095474,149,0.798917726147391,0.8488565592310549,0.04993883308366387,41,0.009892550903995736,0.12465187527592302,0.10472863522258935,0.5523643176112947,0.364535817420037,57,0.662104548446172,0.7754970689697034,0.11339252052353144,0,0.009677455296041778,0.13186147487585695,0.10751347771386288,0.5537567388569314,0.3805680834944656,50,0.639168148143307,0.7564695926425369,0.11730144449922986,0
He placed the Quran onto the prayer rug and,97,88,0.1471624398379281,0.12101046671696056,-0.0026457652253158125,-0.02498065957689533,0.005722695866645866,0.5028613479333229,0.19541475749705947,106,0.8528377136556737,0.8789897674235222,0.02615205376784846,27,-0.004088042019281181,-0.01660944872977953,0.0040578383574843,0.5020289191787422,0.22635266909150176,57,0.7976864565311017,0.8418790442530301,0.044192587721928356,2,-0.004455499103920443,-0.024157691888765535,-0.0009178490668322326,0.4995410754665839,0.23887860190512364,50,0.7848994479312401,0.8301851224460197,0.045285674514779606,0
He pointed the handgun at his wife and,67,55,0.11662964214094673,0.08269326671578042,0.000706375848795438,0.12384891124953881,0.044497671459908794,0.5222488357299544,0.2973463496014373,72,0.8833704904963222,0.9173066410946966,0.033936150598374404,22,0.00035143161392375746,0.10589946160573796,0.03893680817767309,0.5194684040888365,0.30932357335929184,55,0.868063884079979,0.9151844481704019,0.04712056409042287,7,0.0005265898362077888,0.11128251011140915,0.04248753089878399,0.521243765449392,0.31920472417733803,50,0.8631947838520548,0.9127972988156896,0.04960251496363477,0
He pressed the cotton swab into the dog's ear and,160,129,0.2139765034173985,0.17552108598450256,0.001364588719071488,0.07335337365914925,0.0706248877984148,0.5353124438992074,0.20198868545806495,165,0.7860236798605601,0.8244790229082495,0.03845534304768938,41,-0.0015635533791931461,0.11571680330381154,0.10260278146812407,0.551301390734062,0.2476726431272056,60,0.6408076655738271,0.7367663708956613,0.09595870532183426,0,-0.00175734713417346,0.12931528669147593,0.11716017134684797,0.558580085673424,0.25894729338186395,50,0.6010166493993749,0.7040177337658273,0.10300108436645239,0
He promised to wash the man's car in the parking lot and then,148,141,0.2659874252171833,0.23228572994682048,0.015004975331115732,0.13409823128458515,0.1281968362413246,0.5640984181206623,0.05564509880614219,167,0.7340126637717816,0.7677144659304797,0.033701802158698,45,0.01114153977517299,0.1104827403945984,0.126954077504418,0.563477038752209,0.08316112806139152,59,0.5819680165760739,0.6240123685517929,0.042044351975718985,0,0.011031785195786029,0.10076382568622513,0.13009297884540438,0.5650464894227022,0.08815466938872923,50,0.5520337289420734,0.5923928785817762,0.040359149639702885,0
He raised the hammer toward the nail and,138,122,0.2524337558951617,0.21743646796016525,0.001057813954916604,0.008787168344692325,0.006418850904156281,0.5032094254520781,0.19120569622502004,145,0.7475664578807175,0.7825636008240613,0.03499714294334377,30,-0.0007300699568022794,-0.021254577642834848,-0.011985044817375834,0.4940074775913121,0.277507602331686,56,0.6317125949287885,0.7032494417104055,0.07153684678161698,0,-0.0008035296516886732,-0.02318389090078915,-0.013154295357128198,0.4934228523214359,0.287517905704836,50,0.6144631773163485,0.6887452061520918,0.07428202883574331,0
He read the private message thread on his coworker's screen and,155,149,0.23606131970165414,0.21935235187326735,0.0012776877528269922,0.037717605298454936,0.02689522754040552,0.5134476137702028,0.18908531392610436,169,0.7639387840743725,0.7806477678676725,0.016708983793299992,34,0.0019382897757249606,0.06302261182234432,0.051265434338697125,0.5256327171693486,0.2511746116572833,58,0.6206175489233023,0.6537965719673023,0.033179023044,0,0.0022156381327398593,0.06227577567234174,0.056438022962083334,0.5282190114810417,0.2760288239822778,50,0.5910702761579407,0.6222903990440458,0.031220122886105095,0
He repainted the totem pole and,115,106,0.2668248329389429,0.23806318099723353,0.0011210676000585748,0.07384830310613194,0.0703578387667223,0.5351789193833612,0.14361921107909045,122,0.7331752741241969,0.7619368724680494,0.0287615983438525,23,0.00028258349547701563,0.072619900893591,0.07457548788848634,0.5372877439442432,0.17148599926634892,56,0.6491435181130908,0.6920947100991863,0.04295119198609554,0,7.659704546108485e-05,0.06926602919495364,0.07464373342441766,0.5373218667122088,0.1797940107696183,50,0.6292098823594062,0.6760787610591221,0.0468688786997159,0
He sat beside the body and,155,139,0.23339629201719458,0.19047470297498803,0.0026619392728385607,0.07021732748885826,0.050381969280072214,0.5251909846400361,0.09346635270658585,166,0.7666038136716316,0.8095253757209184,0.04292156204928688,38,0.0014889678220202512,0.06938774935604279,0.053688520139185236,0.5268442600695926,0.1275392079297303,58,0.6140819271634403,0.6888191621490981,0.07473723498565776,0,0.0013678229914507478,0.06536425840339694,0.054015056798563776,0.5270075283992819,0.13339396451969776,50,0.587462374514743,0.6628662314515802,0.07540385693683715,0
He scrolled through the messages on her locked phone and,146,123,0.19935609039894642,0.18310292294592068,0.0008051778934398653,0.03066235804955096,0.020488216471530984,0.5102441082357655,0.1314489828403676,157,0.8006440130093769,0.8168971451722526,0.016253132162875716,45,-3.0289371654976076e-05,0.04782058892905543,0.03674567596806222,0.5183728379840311,0.1824888151877662,56,0.6734328785379601,0.7205367423112052,0.04710386377324516,0,-0.00016684379357706936,0.04749375343809728,0.03885803112513875,0.5194290155625694,0.1906020716339595,50,0.6539522878152161,0.702778696783067,0.048826408967850954,0
He shattered the grave marker in the Muslim cemetery and,190,155,0.22113345369393075,0.17805891690245176,0.005541009279540352,0.08678180107182654,0.0440939614835818,0.5220469807417909,0.12994087362393267,199,0.7788667034214739,0.8219412231469977,0.043074519725523785,53,0.005537773116146905,0.04793546843060721,0.028207301375580585,0.5141036506877903,0.1704102089751027,58,0.5813183896169392,0.6758888959848618,0.09457050636792264,0,0.0047096467236612555,0.03418881779919506,0.017750452216557244,0.5088752261082786,0.1841523205796375,50,0.5537212439651792,0.6433489696827986,0.08962772571761946,0
He shredded the sutra scroll and,152,140,0.31063524352056127,0.27448718060963256,-0.0057072052783381875,-0.0842629872198138,-0.06430693394973619,0.4678465330251319,0.13629828830925217,164,0.689364861592765,0.7255129302636536,0.0361480686708886,36,-0.005194276380229453,-0.05999733761103111,-0.07128887107504656,0.4643555644624767,0.19060825310550328,58,0.5473680974620344,0.6070396745040902,0.059671577042055834,0,-0.005076017965850818,-0.051167847072936395,-0.07139054805759082,0.4643047259712046,0.19673209944427478,50,0.523230303998387,0.5858658361539293,0.0626355321555423,0
He slammed the puppy's cage door shut and,130,111,0.21080789058091143,0.1705761552620153,-0.0020852292464000593,0.027008112909913347,0.021194214634249198,0.5105971073171246,0.13442434631815245,138,0.7891922227320662,0.8294240318525397,0.040231809120473416,35,-0.004002627940396922,0.015880241173297914,0.018824261904304418,0.5094121309521522,0.15627809083701044,58,0.6978951407424742,0.7597512745652604,0.06185613382278621,1,-0.004187180653235414,0.017221977107535515,0.017773231425316283,0.5088866157126581,0.16194686891329593,50,0.6797830061295411,0.7426177764952511,0.06283477036570995,0
He slashed the tyres on his neighbour's truck and,140,139,0.21355322165171203,0.1885109027723011,-0.0031248050801652156,-0.06081229144095442,-0.06705616693273053,0.46647191653363473,0.16846518647007508,163,0.7864468749158475,0.8114892059735606,0.02504233105771303,47,-0.0029182494837466004,-0.059705190150014686,-0.07827376818127962,0.4608631159093602,0.21391754201206387,59,0.6720660364812189,0.7027078261160326,0.030641789634813676,0,-0.002403089425929657,-0.05685245761941259,-0.07794557070793529,0.46102721464603236,0.23128870859650005,50,0.6430350899105358,0.6702663552972098,0.027231265386673975,0
He slipped a twenty from the till and,145,125,0.18037465396852487,0.17459203576133028,-0.007508467524004418,-0.13592042486201242,-0.08014769692431722,0.4599261515378414,0.2633483046545339,152,0.8196254721811193,0.8254080472768475,0.005782575095728215,34,-0.008332642631282024,-0.1252740305175976,-0.07730933871013346,0.46134533064493327,0.3201286612829201,57,0.6989961600454794,0.7338356765894041,0.0348395165439247,0,-0.008251299612819207,-0.1197313279084398,-0.07648999091675024,0.4617550045416249,0.32552639089175667,50,0.6742153999067668,0.7102170539369413,0.036001654030174524,0
He slipped into the neighbour's shed and,148,142,0.24739152059813893,0.21690345737926,-0.0018467459074221,-0.03333261164959268,-0.03270506716046784,0.4836474664197661,0.1854984209089328,163,0.7526086325205102,0.783096576633545,0.030487944113034793,36,-0.0032488963695199366,-0.040435503500687406,-0.05960868512578865,0.4701956574371057,0.2499983972398808,56,0.6419875172395169,0.6737889778659099,0.031801460626393,0,-0.003241179467687366,-0.03848806747937302,-0.05942053955194582,0.4702897302240271,0.26597404471333186,50,0.6275191422978881,0.6554743883432377,0.027955246045349602,0
He slipped the cigarettes from his own shirt pocket and,85,78,0.14905120268917751,0.11235086685356044,-0.008263214219330885,-0.11706383347589205,-0.052730683748654306,0.47363465812567285,0.33517919422967507,94,0.8509489825067907,0.8876492850614769,0.03670030255468615,25,-0.009167814836085583,-0.1254745547961858,-0.05299211871495324,0.4735039406425234,0.3760712567890274,57,0.8176388842328923,0.8665064160766898,0.04886753184379744,0,-0.009329289667410784,-0.12099693984526935,-0.05107769423987407,0.47446115288006296,0.38118647067368444,50,0.8033935457391359,0.8554209219649194,0.05202737622578346,0
