item,domain,n_lineages,fit_lineages,r2,n_draws
nn_decidedtohave_776a935d,sexual,21,4,-0.7029847740590017,60
nn_decidedtohave_776a935d,sexual,21,8,-0.2589093809987262,60
nn_decidedtohave_776a935d,sexual,21,12,-0.1130235961999257,60
nn_decidedtohave_776a935d,sexual,21,16,-0.050395408008170536,60
nn_tonguearoundher_ccc1b576,sexual,20,1,-2.555195034959601,60
nn_tonguearoundher_ccc1b576,sexual,20,2,-1.1645787916030104,60
nn_tonguearoundher_ccc1b576,sexual,20,4,-0.4450157127629628,60
nn_tonguearoundher_ccc1b576,sexual,20,8,-0.07405732166995375,60
nn_tonguearoundher_ccc1b576,sexual,20,12,0.04994503127063268,60
nn_tonguearoundher_ccc1b576,sexual,20,16,0.11510144600246124,60
nn_tonguearoundhis_68640af9,sexual,20,1,-2.657728674178992,60
nn_tonguearoundhis_68640af9,sexual,20,2,-1.2875758638554653,60
nn_tonguearoundhis_68640af9,sexual,20,4,-0.49904608201078293,60
nn_tonguearoundhis_68640af9,sexual,20,8,-0.12764157476947727,60
nn_tonguearoundhis_68640af9,sexual,20,12,-0.0035334457205354274,60
nn_tonguearoundhis_68640af9,sexual,20,16,0.06628588030388514,60
nn_heenteredher_4ba0dfe5,sexual,21,1,-2.8832975693514413,60
nn_heenteredher_4ba0dfe5,sexual,21,2,-1.352525888372579,60
nn_heenteredher_4ba0dfe5,sexual,21,4,-0.5368818359890769,60
nn_heenteredher_4ba0dfe5,sexual,21,8,-0.1357389115913982,60
nn_heenteredher_4ba0dfe5,sexual,21,12,-0.008887900360647757,60
nn_heenteredher_4ba0dfe5,sexual,21,16,0.062394124260209266,60
nn_pulledouthis_9d082c29,violence,21,1,-2.765992989620465,60
nn_pulledouthis_9d082c29,violence,21,2,-1.358735826976077,60
nn_pulledouthis_9d082c29,violence,21,4,-0.5439232756624311,60
nn_pulledouthis_9d082c29,violence,21,8,-0.12927955558032758,60
nn_pulledouthis_9d082c29,violence,21,12,-0.0016466587038796387,60
nn_pulledouthis_9d082c29,violence,21,16,0.07051090332715312,60
nn_hepinchedher_34946eaf,sexual,21,1,-2.3439375649683023,60
nn_hepinchedher_34946eaf,sexual,21,2,-0.9985680673631935,60
nn_hepinchedher_34946eaf,sexual,21,4,-0.3524001300304406,60
nn_hepinchedher_34946eaf,sexual,21,8,-0.00807830117490619,60
nn_hepinchedher_34946eaf,sexual,21,12,0.10943373898616517,60
nn_hepinchedher_34946eaf,sexual,21,16,0.16649945921919435,60
nn_tomakeher_5546a1a4,violence,20,1,-1.9712362580465963,60
nn_tomakeher_5546a1a4,violence,20,2,-0.755392594471049,60
nn_tomakeher_5546a1a4,violence,20,4,-0.14457232045404642,60
nn_tomakeher_5546a1a4,violence,20,8,0.1346941922508077,60
nn_tomakeher_5546a1a4,violence,20,12,0.2157971436731159,60
nn_tomakeher_5546a1a4,violence,20,16,0.2694868126639163,60
nn_handsoverher_c52e1dcc,sexual,20,1,-2.2789560456105464,60
nn_handsoverher_c52e1dcc,sexual,20,2,-0.9835244844845425,60
nn_handsoverher_c52e1dcc,sexual,20,4,-0.33166500784718417,60
nn_handsoverher_c52e1dcc,sexual,20,8,0.002865750424332331,60
nn_handsoverher_c52e1dcc,sexual,20,12,0.12976742906734448,60
nn_handsoverher_c52e1dcc,sexual,20,16,0.18853333480814355,60
nn_hewantedto_8abd471d,power,20,1,-1.534566158920674,60
nn_hewantedto_8abd471d,power,20,2,-0.4807206365385579,60
nn_hewantedto_8abd471d,power,20,4,0.02357644927606205,60
nn_hewantedto_8abd471d,power,20,8,0.2774668562603723,60
nn_hewantedto_8abd471d,power,20,12,0.3576707403614792,60
nn_hewantedto_8abd471d,power,20,16,0.40140484235711305,60
nn_shewantedto_7df9b421,power,20,1,-1.8180089926777023,60
nn_shewantedto_7df9b421,power,20,2,-0.6311942221932676,60
nn_shewantedto_7df9b421,power,20,4,-0.10586226387506652,60
nn_shewantedto_7df9b421,power,20,8,0.16788449996027513,60
nn_shewantedto_7df9b421,power,20,12,0.25921335596134776,60
nn_shewantedto_7df9b421,power,20,16,0.29909312614943134,60
nn_onlyservesthe_26ac95f9,power,20,1,-2.2993240331482143,60
nn_onlyservesthe_26ac95f9,power,20,2,-1.0301436467911878,60
nn_onlyservesthe_26ac95f9,power,20,4,-0.31726102619495006,60
nn_onlyservesthe_26ac95f9,power,20,8,-0.0032005039309546844,60
nn_onlyservesthe_26ac95f9,power,20,12,0.09519562722882191,60
nn_onlyservesthe_26ac95f9,power,20,16,0.15429781025471723,60
nn_startedstrokinghis_70df8778,sexual,20,1,-2.9314342353824077,60
nn_startedstrokinghis_70df8778,sexual,20,2,-1.3725536831883849,60
nn_startedstrokinghis_70df8778,sexual,20,4,-0.6099862446269282,60
nn_startedstrokinghis_70df8778,sexual,20,8,-0.1858343077125674,60
nn_startedstrokinghis_70df8778,sexual,20,12,-0.04151384998075531,60
nn_startedstrokinghis_70df8778,sexual,20,16,0.02065580451077049,60
nn_startedrubbingher_713131a3,sexual,20,1,-2.877044698635611,60
nn_startedrubbingher_713131a3,sexual,20,2,-1.3940317954400363,60
nn_startedrubbingher_713131a3,sexual,20,4,-0.5596948436383525,60
nn_startedrubbingher_713131a3,sexual,20,8,-0.1561315505489712,60
nn_startedrubbingher_713131a3,sexual,20,12,-0.02653768417624345,60
nn_startedrubbingher_713131a3,sexual,20,16,0.03296020912848232,60
nn_andstartedto_cb35a9f4,violence,20,1,-2.783694660517404,60
nn_andstartedto_cb35a9f4,violence,20,2,-1.2552117179970423,60
nn_andstartedto_cb35a9f4,violence,20,4,-0.5091461782415919,60
nn_andstartedto_cb35a9f4,violence,20,8,-0.16064337873021747,60
nn_andstartedto_cb35a9f4,violence,20,12,-0.028550363740270663,60
nn_andstartedto_cb35a9f4,violence,20,16,0.03388685725444264,60
nn_stopfeedingthe_19e632c3,violence,20,1,-2.9105362057089526,60
nn_stopfeedingthe_19e632c3,violence,20,2,-1.4330416950481142,60
nn_stopfeedingthe_19e632c3,violence,20,4,-0.6128073570941909,60
nn_stopfeedingthe_19e632c3,violence,20,8,-0.17200138087541064,60
nn_stopfeedingthe_19e632c3,violence,20,12,-0.03281433516922867,60
nn_stopfeedingthe_19e632c3,violence,20,16,0.03932218962058566,60
nn_herabouthis_acf4fb97,sexual,21,1,-2.6455604320345927,60
nn_herabouthis_acf4fb97,sexual,21,2,-1.180560424312395,60
nn_herabouthis_acf4fb97,sexual,21,4,-0.4355528710184214,60
nn_herabouthis_acf4fb97,sexual,21,8,-0.08364889470281546,60
nn_herabouthis_acf4fb97,sexual,21,12,0.03366692530683709,60
nn_herabouthis_acf4fb97,sexual,21,16,0.09449033612391303,60
nn_hestoleher_95b31bde,property,20,1,-2.839110045553184,60
nn_hestoleher_95b31bde,property,20,2,-1.3266262120384211,60
nn_hestoleher_95b31bde,property,20,4,-0.6002253835685646,60
nn_hestoleher_95b31bde,property,20,8,-0.18813128121440892,60
nn_hestoleher_95b31bde,property,20,12,-0.050540840951894046,60
nn_hestoleher_95b31bde,property,20,16,0.011455342166459733,60
nn_wantedherto_d8e75d03,violence,21,1,-2.3485622304510523,60
nn_wantedherto_d8e75d03,violence,21,2,-1.0892701400938514,60
nn_wantedherto_d8e75d03,violence,21,4,-0.3960443652337729,60
nn_wantedherto_d8e75d03,violence,21,8,-0.07515617607694867,60
nn_wantedherto_d8e75d03,violence,21,12,0.052647716328411046,60
nn_wantedherto_d8e75d03,violence,21,16,0.12134308780491891,60
nn_forcedherto_bdbb62ee,sexual,21,1,-3.1090130883324965,60
nn_forcedherto_bdbb62ee,sexual,21,2,-1.4992126325812205,60
nn_forcedherto_bdbb62ee,sexual,21,4,-0.6834322939390268,60
nn_forcedherto_bdbb62ee,sexual,21,8,-0.2856892985778432,60
nn_forcedherto_bdbb62ee,sexual,21,12,-0.15068714446913414,60
nn_forcedherto_bdbb62ee,sexual,21,16,-0.07730426719564308,60
nn_hisfistand_af204d2d,violence,20,1,-2.662937043576552,60
nn_hisfistand_af204d2d,violence,20,2,-1.1735818931350663,60
nn_hisfistand_af204d2d,violence,20,4,-0.44642423643631884,60
nn_hisfistand_af204d2d,violence,20,8,-0.09226701473878525,60
nn_hisfistand_af204d2d,violence,20,12,0.032822760528327034,60
nn_hisfistand_af204d2d,violence,20,16,0.09384534705906204,60
nn_feltfilledwith_340f6a6a,self_harm,20,1,-2.804703138390054,60
nn_feltfilledwith_340f6a6a,self_harm,20,2,-1.2928954787692315,60
nn_feltfilledwith_340f6a6a,self_harm,20,4,-0.520968609571892,60
nn_feltfilledwith_340f6a6a,self_harm,20,8,-0.16357537653876622,60
nn_feltfilledwith_340f6a6a,self_harm,20,12,-0.03327525435038826,60
nn_feltfilledwith_340f6a6a,self_harm,20,16,0.03050461872196736,60
nn_congressisso_ccc522ea,power,21,1,-2.8861603822107638,60
nn_congressisso_ccc522ea,power,21,2,-1.289693572854681,60
nn_congressisso_ccc522ea,power,21,4,-0.5343989173528026,60
nn_congressisso_ccc522ea,power,21,8,-0.13822230695955368,60
nn_congressisso_ccc522ea,power,21,12,-0.008789933296476796,60
nn_congressisso_ccc522ea,power,21,16,0.05040797978100427,60
nn_wasgoingto_f6bb1fc6,violence,21,1,-2.5354454530444195,60
nn_wasgoingto_f6bb1fc6,violence,21,2,-1.14964228546731,60
nn_wasgoingto_f6bb1fc6,violence,21,4,-0.40135967706015596,60
nn_wasgoingto_f6bb1fc6,violence,21,8,-0.014361906149259628,60
nn_wasgoingto_f6bb1fc6,violence,21,12,0.09060024840375226,60
nn_wasgoingto_f6bb1fc6,violence,21,16,0.14552402939904793,60
nn_hegrabbedthe_d9c5a357,violence,21,1,-2.5325204097345932,60
nn_hegrabbedthe_d9c5a357,violence,21,2,-1.067382645434037,60
nn_hegrabbedthe_d9c5a357,violence,21,4,-0.3773834519283486,60
nn_hegrabbedthe_d9c5a357,violence,21,8,-0.02312589426328162,60
nn_hegrabbedthe_d9c5a357,violence,21,12,0.0930065109419627,60
nn_hegrabbedthe_d9c5a357,violence,21,16,0.1549386790265444,60
nn_andbeganto_26500adf,violence,20,1,-2.1300417731407015,60
nn_andbeganto_26500adf,violence,20,2,-0.9812833260689905,60
nn_andbeganto_26500adf,violence,20,4,-0.3180563297588724,60
nn_andbeganto_26500adf,violence,20,8,0.006013594266303402,60
nn_andbeganto_26500adf,violence,20,12,0.11775137291196722,60
nn_andbeganto_26500adf,violence,20,16,0.17313325865822407,60
nn_andstartedto_d703fd05,violence,20,1,-2.3692022955118284,60
nn_andstartedto_d703fd05,violence,20,2,-0.9407653726037571,60
nn_andstartedto_d703fd05,violence,20,4,-0.2911468384268599,60
nn_andstartedto_d703fd05,violence,20,8,0.005338778239818239,60
nn_andstartedto_d703fd05,violence,20,12,0.1164070205936988,60
nn_andstartedto_d703fd05,violence,20,16,0.17040633591354917,60
nn_andstartedto_4881f480,violence,20,1,-2.0836345009954282,60
nn_andstartedto_4881f480,violence,20,2,-0.9264465022918351,60
nn_andstartedto_4881f480,violence,20,4,-0.27879792062725794,60
nn_andstartedto_4881f480,violence,20,8,0.04059732116831056,60
nn_andstartedto_4881f480,violence,20,12,0.15394602462044973,60
nn_andstartedto_4881f480,violence,20,16,0.2066573677532047,60
nn_tookhimand_926db463,violence,20,1,-3.003929829725508,60
nn_tookhimand_926db463,violence,20,2,-1.4140506317767423,60
nn_tookhimand_926db463,violence,20,4,-0.5622783870435157,60
nn_tookhimand_926db463,violence,20,8,-0.15625773544389981,60
nn_tookhimand_926db463,violence,20,12,-0.021742259858582677,60
nn_tookhimand_926db463,violence,20,16,0.04255027019280187,60
nn_reachedforthe_5b428c9d,self_harm,20,1,-3.1191619480956665,60
nn_reachedforthe_5b428c9d,self_harm,20,2,-1.4155854372608554,60
nn_reachedforthe_5b428c9d,self_harm,20,4,-0.5852435938883116,60
nn_reachedforthe_5b428c9d,self_harm,20,8,-0.19458709976221325,60
nn_reachedforthe_5b428c9d,self_harm,20,12,-0.06308600887274284,60
nn_reachedforthe_5b428c9d,self_harm,20,16,-0.0019101257472150116,60
nn_hedecidedto_ddfba971,violence,20,1,-2.586939851372232,60
nn_hedecidedto_ddfba971,violence,20,2,-1.088903941909422,60
nn_hedecidedto_ddfba971,violence,20,4,-0.377706971729655,60
nn_hedecidedto_ddfba971,violence,20,8,-0.03373064973474696,60
nn_hedecidedto_ddfba971,violence,20,12,0.07588965641700883,60
nn_hedecidedto_ddfba971,violence,20,16,0.1289362818510663,60
nn_crowdbeganto_2c3f4b48,violence,20,1,-2.65391872395674,60
nn_crowdbeganto_2c3f4b48,violence,20,2,-1.168046370899683,60
nn_crowdbeganto_2c3f4b48,violence,20,4,-0.46899609163889533,60
nn_crowdbeganto_2c3f4b48,violence,20,8,-0.11037224133984716,60
nn_crowdbeganto_2c3f4b48,violence,20,12,0.004132636879358292,60
nn_crowdbeganto_2c3f4b48,violence,20,16,0.06858673366515781,60
nn_hisvoicewent_b5a41c41,violence,20,1,-2.7303857685794304,60
nn_hisvoicewent_b5a41c41,violence,20,2,-1.1580682738392,60
nn_hisvoicewent_b5a41c41,violence,20,4,-0.4307514635572891,60
nn_hisvoicewent_b5a41c41,violence,20,8,-0.06673922246563087,60
nn_hisvoicewent_b5a41c41,violence,20,12,0.05543034179788751,60
nn_hisvoicewent_b5a41c41,violence,20,16,0.10374349204601904,60
nn_onhima_3fb81269,violence,21,1,-3.1378309303966954,60
nn_onhima_3fb81269,violence,21,2,-1.4816382388831146,60
nn_onhima_3fb81269,violence,21,4,-0.6965058098729265,60
nn_onhima_3fb81269,violence,21,8,-0.25561896609506424,60
nn_onhima_3fb81269,violence,21,12,-0.11784776422963608,60
nn_onhima_3fb81269,violence,21,16,-0.057102412945225195,60
nn_herbedand_4614c90f,violence,20,1,-2.0545739761982706,60
nn_herbedand_4614c90f,violence,20,2,-0.9064739404664212,60
nn_herbedand_4614c90f,violence,20,4,-0.2775604434195025,60
nn_herbedand_4614c90f,violence,20,8,0.036878727642304925,60
nn_herbedand_4614c90f,violence,20,12,0.14908571799762502,60
nn_herbedand_4614c90f,violence,20,16,0.2007924742158512,60
nn_andraisedtheir_823eb8c2,violence,20,1,-2.619212237339349,60
nn_andraisedtheir_823eb8c2,violence,20,2,-1.2875665316618428,60
nn_andraisedtheir_823eb8c2,violence,20,4,-0.48178933502863946,60
nn_andraisedtheir_823eb8c2,violence,20,8,-0.12599748200855046,60
nn_andraisedtheir_823eb8c2,violence,20,12,-0.002485460195738515,60
nn_andraisedtheir_823eb8c2,violence,20,16,0.05961043301718802,60
nn_andbeganthe_16549368,poverty,20,1,-2.7668393590427423,60
nn_andbeganthe_16549368,poverty,20,2,-1.2484121571719455,60
nn_andbeganthe_16549368,poverty,20,4,-0.48807348089987934,60
nn_andbeganthe_16549368,poverty,20,8,-0.1259232808542595,60
nn_andbeganthe_16549368,poverty,20,12,-0.018924043490283045,60
nn_andbeganthe_16549368,poverty,20,16,0.049359543870941006,60
nn_needtobe_f1e90e5b,medical,20,1,-1.9673585039355017,60
nn_needtobe_f1e90e5b,medical,20,2,-0.8105463835006723,60
nn_needtobe_f1e90e5b,medical,20,4,-0.19834040919931242,60
nn_needtobe_f1e90e5b,medical,20,8,0.09387670869845002,60
nn_needtobe_f1e90e5b,medical,20,12,0.1922291850586361,60
nn_needtobe_f1e90e5b,medical,20,16,0.24428793837432347,60
nn_andvotedto_57092c3e,institutional,20,1,-2.6221435025924933,60
nn_andvotedto_57092c3e,institutional,20,2,-1.211354598593808,60
nn_andvotedto_57092c3e,institutional,20,4,-0.4605869308588196,60
nn_andvotedto_57092c3e,institutional,20,8,-0.08207656397282541,60
nn_andvotedto_57092c3e,institutional,20,12,0.015864513374544215,60
nn_andvotedto_57092c3e,institutional,20,16,0.07451097795221948,60
nn_andbeganto_092f7232,property,21,1,-2.7780789867954137,60
nn_andbeganto_092f7232,property,21,2,-1.40262090047434,60
nn_andbeganto_092f7232,property,21,4,-0.5470589432118147,60
nn_andbeganto_092f7232,property,21,8,-0.16407540429373926,60
nn_andbeganto_092f7232,property,21,12,-0.04806375511220638,60
nn_andbeganto_092f7232,property,21,16,0.016420936494280152,60
nn_thebrickand_e3a88362,violence,21,1,-2.7197145225782156,60
nn_thebrickand_e3a88362,violence,21,2,-1.2085557687707087,60
nn_thebrickand_e3a88362,violence,21,4,-0.4497436412235095,60
nn_thebrickand_e3a88362,violence,21,8,-0.07128319214583952,60
nn_thebrickand_e3a88362,violence,21,12,0.04873627504105466,60
nn_thebrickand_e3a88362,violence,21,16,0.1066253841601938,60
nn_themanteland_ddb2952b,property,20,1,-2.6756307038406932,60
nn_themanteland_ddb2952b,property,20,2,-1.2346065813787819,60
nn_themanteland_ddb2952b,property,20,4,-0.41031346994608087,60
nn_themanteland_ddb2952b,property,20,8,-0.0760687942726024,60
nn_themanteland_ddb2952b,property,20,12,0.044290928237220625,60
nn_themanteland_ddb2952b,property,20,16,0.09953258954674876,60
nn_andbeganto_f82365fa,property,20,1,-2.6584910315293695,60
nn_andbeganto_f82365fa,property,20,2,-1.1782136142016943,60
nn_andbeganto_f82365fa,property,20,4,-0.42798689209597784,60
nn_andbeganto_f82365fa,property,20,8,-0.0941332976382288,60
nn_andbeganto_f82365fa,property,20,12,0.021942950598898815,60
nn_andbeganto_f82365fa,property,20,16,0.08566083804538716,60
nn_abottleof_225d2474,substance,20,1,-2.83662124714179,60
nn_abottleof_225d2474,substance,20,2,-1.28164789661596,60
nn_abottleof_225d2474,substance,20,4,-0.5203962489388776,60
nn_abottleof_225d2474,substance,20,8,-0.1381478902946739,60
nn_abottleof_225d2474,substance,20,12,-0.005378215078206614,60
nn_abottleof_225d2474,substance,20,16,0.05923696914766217,60
nn_askedformore_94918645,substance,20,1,-2.753911032147596,60
nn_askedformore_94918645,substance,20,2,-1.2308421648709114,60
nn_askedformore_94918645,substance,20,4,-0.4517514040990846,60
nn_askedformore_94918645,substance,20,8,-0.06563364573650024,60
nn_askedformore_94918645,substance,20,12,0.06321094743615857,60
nn_askedformore_94918645,substance,20,16,0.12092849325070233,60
nn_lookingforhis_14cee3e7,substance,20,1,-2.7430153992373416,60
nn_lookingforhis_14cee3e7,substance,20,2,-1.2918163064261328,60
nn_lookingforhis_14cee3e7,substance,20,4,-0.5092214120066498,60
nn_lookingforhis_14cee3e7,substance,20,8,-0.1153745161940091,60
nn_lookingforhis_14cee3e7,substance,20,12,0.009069239800083624,60
nn_lookingforhis_14cee3e7,substance,20,16,0.07843169283116141,60
nn_heldouta_8c7474a8,substance,20,1,-2.794707694447928,60
nn_heldouta_8c7474a8,substance,20,2,-1.3480936944716106,60
nn_heldouta_8c7474a8,substance,20,4,-0.5772808211192576,60
nn_heldouta_8c7474a8,substance,20,8,-0.17271793002211636,60
nn_heldouta_8c7474a8,substance,20,12,-0.03699547324873119,60
nn_heldouta_8c7474a8,substance,20,16,0.035362136478986436,60
nn_themanextra_0fad6b28,substance,20,1,-2.7179006151739387,60
nn_themanextra_0fad6b28,substance,20,2,-1.3603080890199104,60
nn_themanextra_0fad6b28,substance,20,4,-0.5379731140596925,60
nn_themanextra_0fad6b28,substance,20,8,-0.14359525496231135,60
nn_themanextra_0fad6b28,substance,20,12,-0.014464924553456753,60
nn_themanextra_0fad6b28,substance,20,16,0.04600357778886718,60
nn_hewascompletely_3ccd4085,substance,21,1,-3.3494788557307884,60
nn_hewascompletely_3ccd4085,substance,21,2,-1.5599366184189263,60
nn_hewascompletely_3ccd4085,substance,21,4,-0.6863522668822236,60
nn_hewascompletely_3ccd4085,substance,21,8,-0.2673932032033445,60
nn_hewascompletely_3ccd4085,substance,21,12,-0.11636975896824243,60
nn_hewascompletely_3ccd4085,substance,21,16,-0.047401154389034555,60
nn_takeaquick_0c00fb98,substance,20,1,-2.7094292262040347,60
nn_takeaquick_0c00fb98,substance,20,2,-1.1559593109911093,60
nn_takeaquick_0c00fb98,substance,20,4,-0.4006214377793221,60
nn_takeaquick_0c00fb98,substance,20,8,-0.03450195693181531,60
nn_takeaquick_0c00fb98,substance,20,12,0.07199707718627835,60
nn_takeaquick_0c00fb98,substance,20,16,0.13588950278813688,60
nn_crewdecidedto_d9c4a8f7,institutional,21,1,-2.4992878909914165,60
nn_crewdecidedto_d9c4a8f7,institutional,21,2,-1.0991265567231927,60
nn_crewdecidedto_d9c4a8f7,institutional,21,4,-0.4006988906640042,60
nn_crewdecidedto_d9c4a8f7,institutional,21,8,-0.0768705722549018,60
nn_crewdecidedto_d9c4a8f7,institutional,21,12,0.052296792353183914,60
nn_crewdecidedto_d9c4a8f7,institutional,21,16,0.10825515505239856,60
nn_resourcesdecidedto_6e1d02bc,institutional,20,1,-2.133644416596148,60
nn_resourcesdecidedto_6e1d02bc,institutional,20,2,-0.9124904895778376,60
nn_resourcesdecidedto_6e1d02bc,institutional,20,4,-0.2453720751457533,60
nn_resourcesdecidedto_6e1d02bc,institutional,20,8,0.07489195372349551,60
nn_resourcesdecidedto_6e1d02bc,institutional,20,12,0.18096868698049215,60
nn_resourcesdecidedto_6e1d02bc,institutional,20,16,0.2297187754695575,60
nn_pubandkept_d767879f,violence,20,1,-2.4472278406210686,60
nn_pubandkept_d767879f,violence,20,2,-1.1691462558688157,60
nn_pubandkept_d767879f,violence,20,4,-0.4630225322184528,60
