item,domain,n_words,n_lineages,ceiling_as_reported,perfect_predictor_same_rule,corr_half_half
nn_andstartedto_cb35a9f4,violence,707,20,0.1958781639391552,-0.13434859824819098,0.43920497015095333
nn_stopfeedingthe_19e632c3,violence,879,20,0.2276579674748398,-0.08422334641162577,0.47521767992500463
nn_herabouthis_acf4fb97,sexual,593,21,0.27674409004342493,0.09699682311371079,0.5247311960539903
nn_hestoleher_95b31bde,property,572,20,0.20747877203767556,-0.19044615910223342,0.4524807203214937
nn_wantedherto_d8e75d03,violence,208,21,0.39435768673412464,0.2479895370655309,0.6261204671562858
nn_hisfistand_031290dc,violence,524,8,0.04084563855938739,-0.7115849295696727,0.19994022824077062
nn_forcedherto_bdbb62ee,sexual,407,21,0.12333357738294173,-0.2509886624195249,0.34506527480771004
nn_hisfistand_af204d2d,violence,594,20,0.2657838627384061,-0.04196716841709809,0.5144332907704068
nn_feltfilledwith_340f6a6a,self_harm,436,20,0.24411219442706983,-0.15197608044252622,0.49137953031367865
nn_congressisso_ccc522ea,power,922,21,0.21650104705420933,-0.0199627282135292,0.464005585463047
nn_hewantedto_9993d757,violence,234,12,0.2875067639247487,0.021275850819686776,0.5347063987575931
nn_wasgoingto_f6bb1fc6,violence,385,21,0.3135433583681042,0.11256501643756807,0.5586214218089376
nn_hegrabbedthe_d9c5a357,violence,771,21,0.3234556402847334,0.14062168441041495,0.5676018130984997
nn_andbeganto_26500adf,violence,643,20,0.3458064446515795,0.14165522109922662,0.5869625358342597
nn_andstartedto_d703fd05,violence,451,20,0.33479905385247277,0.10445493189535009,0.576804381566246
nn_andstartedto_4881f480,violence,309,20,0.4055020572581679,0.18988593934457434,0.6354269921711175
nn_tookhimand_926db463,violence,410,20,0.21033743017287415,-0.16115595141647088,0.45423370192792933
nn_reachedforthe_5b428c9d,self_harm,778,20,0.18860635249683727,-0.1580949925060515,0.43178788794312517
nn_hedecidedto_ddfba971,violence,340,20,0.31173085298136216,0.06577656858399739,0.5569954627700856
nn_crowdbeganto_2c3f4b48,violence,634,20,0.24657969078256253,-0.05367160493682872,0.49384307448376585
nn_hisvoicewent_b5a41c41,violence,341,20,0.264383048260468,-0.04989242966297828,0.5114013381443051
nn_onhima_3fb81269,violence,787,21,0.12374142401970172,-0.24006250209354252,0.3487881667374129
nn_herbedand_4614c90f,violence,563,20,0.35536068673370114,0.15287085635901376,0.595082886206998
nn_andraisedtheir_823eb8c2,violence,496,20,0.22377262963737005,-0.13035479535352282,0.4707579836019489
nn_andbeganthe_16549368,poverty,520,20,0.2141110661763229,-0.11749064046216198,0.46075666015191263
nn_needtobe_f1e90e5b,medical,364,20,0.4316025956149339,0.26985565374730447,0.6559096460150006
nn_andvotedto_57092c3e,institutional,344,20,0.29348547041615763,-0.07748416467103525,0.5396928164902828
nn_andbeganto_092f7232,property,491,21,0.24077401610487,-0.03912199093242443,0.488792383524876
nn_thebrickand_e3a88362,violence,517,21,0.2980958891101545,0.1144614950669153,0.5440771176409859
nn_themanteland_ddb2952b,property,471,20,0.2711729170952939,0.0033622908544408054,0.518371566315968
nn_andbeganto_f82365fa,property,568,20,0.3371279367410297,0.1289116179243785,0.5790986088417687
nn_abottleof_225d2474,substance,1134,20,0.2312885600569284,-0.11522386066813746,0.4790937499948694
nn_askedformore_94918645,substance,705,20,0.28894844321515434,0.012201195695587414,0.5359587491184602
nn_lookingforhis_14cee3e7,substance,706,20,0.2291977629359525,-0.12469770150445103,0.47648515484824666
nn_heldouta_8c7474a8,substance,801,20,0.20692774401433772,-0.10385107922566546,0.4534299420455318
nn_themanextra_0fad6b28,substance,594,20,0.2797995465564783,0.04269978513962254,0.5278132809166252
nn_hewascompletely_3ccd4085,substance,776,21,0.14239516207969777,-0.21054526982558178,0.37558567652466623
nn_takeaquick_0c00fb98,substance,284,20,0.2844413602799942,0.01939214828710832,0.5310136266991318
nn_crewdecidedto_d9c4a8f7,institutional,492,21,0.3404381953083195,0.17449860658797156,0.5812323552565937
nn_resourcesdecidedto_6e1d02bc,institutional,382,20,0.42015453537124703,0.23727604699783278,0.6473686967093608
nn_pubandkept_d767879f,violence,303,20,0.3392582109385497,0.053350602652192367,0.5810052036964926
nn_medicationtheorderlies_2f1f2a50,violence,591,20,0.24627078296524854,-0.04275124537653069,0.49486262517005625
nn_handandthen_5c3cee1e,violence,638,20,0.103210073257795,-0.40306729188934864,0.3181753750614694
nn_andstartedto_ca652ec1,violence,568,20,0.32932104149966923,0.10461134913626216,0.5727166215866522
nn_andstartedto_3181a968,violence,454,21,0.30662465170717323,0.10359618207562922,0.5525798723590585
nn_howhehad_14ee3247,violence,599,20,0.24978851571395105,-0.022208391949078178,0.49895381078479967
nn_andhermother_e861e120,violence,588,20,0.20220118848093258,-0.12983167904950937,0.44684276124481104
nn_armfreeand_fd1a498e,violence,722,20,0.2704888612746621,0.001500374433947607,0.5187292154141236
nn_handonher_fd3c470c,sexual,211,20,0.5137725015983337,0.39061163809032184,0.715718094645772
nn_thebedcompletely_5c5e8e20,sexual,399,20,0.2090605336225379,-0.14672120546592896,0.45260205320526803
nn_hebeganto_ac6e4c82,sexual,634,20,0.10592818514740757,-0.38816655136111095,0.32224573858445094
nn_shebeganto_d07f701f,sexual,595,20,0.19468875340507483,-0.1525379482267503,0.4395520147375649
nn_shestartedto_78fdef55,sexual,490,20,0.32632159081210454,0.09470267410980919,0.5703822836009975
nn_unionvotedto_ccd8cf35,institutional,289,20,0.5238192379856637,0.400786763373036,0.7232121037822454
nn_managersofficeand_03dea58f,institutional,345,21,0.23742134657924616,-0.018839611328363357,0.48358676202728895
nn_anddecidedto_bb9f82e7,institutional,519,20,0.328055623606214,0.12604049506630194,0.5713176249672833
nn_carsohe_e826494f,institutional,324,20,0.3146376016623617,0.04943926611991083,0.5580336721010788
nn_shedecidedto_42ea3281,institutional,344,20,0.46893712808346955,0.30605346785679133,0.683762939226951
nn_officersdecidedto_825f9a86,institutional,376,20,0.29054265406603796,-0.055059693156414125,0.5377705249830182
nn_faceinher_9be2ff5f,sexual,388,21,0.333590241069885,0.17198385466220806,0.5755610085533733
nn_staringather_ae2b04a4,sexual,350,21,0.3260964912929031,0.12725632908062043,0.5693002224612675
nn_andbeganto_e44b8f42,sexual,604,20,0.22628200712584484,-0.07427890992932995,0.47387951210392015
nn_andstartedto_f03fdde4,sexual,584,20,0.31473638290938466,0.07016380663374118,0.5598337716579713
nn_photoofher_53fb0a58,sexual,667,20,0.27052510391518,-0.013866617744508699,0.5185107419891655
nn_hearingishould_009409fe,institutional,154,20,0.3716564700737821,0.1528386473093281,0.6064679562615407
nn_shedecidedto_11fd9139,institutional,367,20,0.36713521900739954,0.1767213551909508,0.6042809654442001
nn_hedecidedto_608324d5,institutional,405,20,0.31739353616765736,0.0940927878936066,0.5622182510102915
nn_manwantedto_6c059700,institutional,366,21,0.2623021869486582,0.020783693571091822,0.5098681877214742
nn_surgeryishould_16b74a05,institutional,187,20,0.3305669238387261,-0.006880995091707309,0.5690394579618072
nn_judgedecidedto_d9fb6c2c,institutional,384,20,0.43182500085588343,0.2739065732991134,0.6564280879553758
nn_anddecidedto_29436c71,institutional,458,20,0.2223762725601559,-0.11194183171102905,0.4688844671732979
nn_claimhadbeen_41a224e6,institutional,509,20,0.2831265827658033,0.02514416761462083,0.5308233327801039
nn_anddecidedto_98b95298,institutional,304,20,0.24614938936265687,-0.042615170221875644,0.493981464868555
nn_anddecidedto_ef453d69,institutional,394,20,0.33761623075907643,0.1152373299042571,0.5796983601807375
nn_shewantedto_75cfc991,institutional,392,20,0.3477883762104323,0.0660322999531831,0.5878654831379018
nn_shedecidedto_a9ebc96d,institutional,328,21,0.3723002746155402,0.2206185040902069,0.6081473959513891
nn_shewantedto_3eef9181,institutional,273,20,0.467897509733408,0.35718770912911146,0.6832096483053756
nn_nursesdecidedto_42e4aa89,institutional,527,21,0.44501812181717354,0.3629391861329642,0.6661510573779129
nn_himthedepartment_7bb62a64,institutional,511,20,0.15525298612883817,-0.3248273249756869,0.3909093562323401
nn_hospitaldecidedto_c76c6769,institutional,313,21,0.3833215934767624,0.24163505272719227,0.6182762014472456
nn_countrysohe_2a74326e,institutional,350,20,0.2552781754119238,-0.06511525575285798,0.5028205948296217
nn_hebeganto_e3c1d760,institutional,498,21,0.2769924314506417,0.051630179139778465,0.5250919101541408
nn_theparentsto_e3d67089,institutional,311,20,0.37195990902179066,0.19381499083459353,0.6087396094408435
nn_andtheofficer_f37f669d,institutional,548,20,0.27092027521499595,0.031154034402572882,0.5179632613791423
nn_operationbuthe_b20a1518,institutional,307,20,0.28102447602569897,0.03364271705627069,0.5278832779390701
nn_anddecidedto_31cd19c3,institutional,472,20,0.34040577989464116,0.11193852057766011,0.5820328092126706
nn_hewasbeing_7c7a3349,institutional,343,20,0.5413656812139773,0.44336124017128087,0.7351844343676752
nn_caseworkerdecidedto_751b2ac1,institutional,402,20,0.37161094390644295,0.1787144346014663,0.608035745157624
nn_treatedandthey_307a1b50,institutional,394,20,0.2772942322897588,0.009531821708470842,0.5243809824403789
nn_shedecidedto_15e68234,institutional,376,20,0.3757127924610054,0.19326355606805304,0.6120162500166211
nn_hedecidedto_2d2e5c11,institutional,281,20,0.5391189854161131,0.4421165228261293,0.7334593453402997
nn_callinghima_3baea840,institutional,855,21,0.20228054195936257,-0.09042399564823174,0.44796127923580736
nn_officebutshe_1a92db83,institutional,265,20,0.42612315112291094,0.27872086761660775,0.6513880785608037
nn_outwouldbe_5dcda77d,institutional,398,20,0.2348499325777822,-0.058570463134997766,0.482219002735958
nn_shedecidedto_d57a6bce,institutional,321,20,0.43787576831034797,0.27811020902122446,0.6607630239529105
nn_worksoshe_b7b590e6,institutional,251,20,0.47728692658069105,0.34189507318586326,0.6896664942890455
nn_landlorddecidedto_1365cf46,institutional,440,20,0.38453964588409334,0.1741480733088514,0.6186676740558645
nn_sothetenants_d611f1af,institutional,345,20,0.37443713459244365,0.13803317477641758,0.6095426224840332
nn_andstartedto_4b743aa2,institutional,500,20,0.3252598875297079,0.0975146969911854,0.5694426294858685
nn_faultsoshe_39a11904,institutional,418,20,0.20741405209677657,-0.10252975426837821,0.4512078300996958
nn_takeoffhis_bff063fa,sexual,324,20,0.436971661121624,0.27350557564211453,0.6597336289827318
nn_shewantedto_6ed68792,sexual,228,21,0.33261435090135605,0.16071147909867198,0.5752486040645973
nn_policehewould_c36f4964,violence,353,21,0.38910030909724547,0.24968293707620576,0.6227325031648507
nn_shewasa_2071d767,sexual,802,20,0.30258688429212943,0.012765468612308845,0.548281728540603
nn_theshoveland_86309d86,violence,461,20,0.25686080913477954,-0.05990792034294593,0.5046858548300076
nn_putonher_93acae6f,sexual,609,20,0.3533563825005023,0.15959335579168193,0.5933718815633814
nn_werefroma_3224db7f,violence,953,20,0.2644105171168712,-0.010529240280917318,0.513200596794418
nn_sendhima_dc875189,sexual,272,21,0.20008319589985796,-0.09672261375988744,0.44482250899859055
nn_timehewould_ac243067,violence,348,20,0.23775123187014363,-0.06013165054195504,0.48438801840111767
nn_shefoundher_e1324c34,sexual,777,21,0.22022890597509132,-0.02452373331192306,0.46767106732232017
nn_theneckand_5173f477,violence,502,20,0.29223898016176053,0.05200445549534536,0.5390077048714698
nn_theyhadheard_71208bb7,violence,358,20,0.26297870539112556,-0.03192818298638572,0.5109144361264064
nn_himshewas_00210d9a,sexual,543,20,0.3280507360582633,0.11457144505870158,0.5713405900834427
nn_themhadbeen_268a1918,sexual,514,20,0.352643605482043,0.0912153416181692,0.5920171143958616
nn_nightwitha_fdac5915,violence,791,20,0.17303191406289037,-0.23178251009162226,0.4116202932258801
nn_toldherto_a91c4300,sexual,334,20,0.20102887022331556,-0.1639571033238461,0.446166030223668
nn_happentohis_c02cdde4,violence,488,21,0.26613139431322264,0.07109404847087575,0.5135271837835012
nn_hedecidedto_b8805d25,violence,445,20,0.3828860560232631,0.19012721251359102,0.6174222738902178
nn_wascoveredin_1f7b68a1,violence,650,20,0.21619098694914954,-0.1375139161178472,0.463129937546978
nn_ofthemhad_467b9017,sexual,389,20,0.1548916432106309,-0.26825506303423674,0.3910783369261909
nn_hadbeencompletely_ff1b422f,violence,533,21,0.27406649136047895,0.04046762485975639,0.5218561356415197
nn_thathehad_c8c8c876,sexual,565,21,0.24626486865453373,0.05895899428429383,0.4948245874172617
nn_showedoffher_aa903b48,sexual,442,20,0.5433065242757292,0.4200177069165994,0.7367451074598794
nn_hisfacewas_a2d64bed,violence,589,20,0.33230283736128347,0.11904254461650488,0.5756027143944367
nn_thoughthewould_84675db3,violence,552,20,0.1690557094283094,-0.2183961271538374,0.4085594785344906
nn_toldhimto_2c604fbc,sexual,348,20,0.21023650349102194,-0.12409868908640553,0.4563800918364908
nn_dayhewould_50c8a484,violence,304,20,0.35511841434138686,0.14063857782525313,0.594637808327559
nn_carandthen_d70ccb2f,violence,532,21,0.18128460016674183,-0.13718970553751314,0.423290684751953
nn_hewasa_a0999439,sexual,796,20,0.1985711205121141,-0.16488026522569865,0.44339359502646525
nn_boyhadbeen_8979dff1,violence,727,20,0.15889980876766088,-0.21087806817383276,0.3962823946491307
nn_leftonher_5d80c6fb,sexual,185,20,0.5679033195452267,0.46036886026826773,0.7528605129988531
nn_totouchher_153eae4b,sexual,506,20,0.28193812582835837,-0.012187016788015944,0.5286678299035165
nn_wouldendup_d9c87e2b,violence,240,20,0.2923725474100695,0.050740710522385955,0.5372557049615307
nn_andstartedwatching_86222195,sexual,296,21,0.27254044861711907,0.05092659460332093,0.5190676342167416
nn_andimmediatelyregretted_5f3d4e9c,sexual,230,20,0.21032450392265112,-0.15673368076404764,0.4547033170256799
nn_toroomand_4c91c797,violence,681,21,0.17240622493992844,-0.16620752271402464,0.41308762066785576
nn_andstartedto_a26ad841-actionsexual,identity,480,20,0.3904875756383923,0.21933931747616628,0.6240773199820996
nn_andstartedto_1de13b80-actionsexual,identity,562,20,0.3455569185049051,0.13926979805581538,0.5868492158603597
nn_andstartedto_ab71e2b0-actionsexual,identity,458,20,0.34944787994127857,0.1337777036760761,0.5898887167556695
nn_andstartedto_5e89ef60-actionsexual,identity,617,20,0.317171685548554,0.08131671207665295,0.5618552702649522
nn_andstartedto_3764c6b4-actionsexual,identity,607,20,0.30159195761274127,0.04075260545011933,0.5475344457675444
nn_andstartedto_09fda09c-actionsexual,identity,595,20,0.2505244288984718,-0.03576572367057275,0.4990475393943651
nn_andstartedto_d7c32f06-actionsexual,identity,596,20,0.322403299492694,0.08206142411432994,0.5662921235675594
nn_andstartedto_3c40b418-actionsexual,identity,576,20,0.38747867739627423,0.21096319120424994,0.6215476164175122
nn_andstartedto_6b3f688e-actionsexual,identity,586,20,0.3234476855619361,0.09761511301631429,0.5674913434618587
nn_andstartedto_16c6db17-actionsexual,identity,505,17,0.3515046313645426,0.2194924696544467,0.5920029228108397
nn_andstartedto_24a2324c-actionsexual,identity,554,20,0.35167069231828496,0.12710888579639396,0.5915522949653612
nn_andstartedto_13cb1212-actionsexual,identity,545,16,0.23568050750466937,-0.07783243321714024,0.48423121140997233
nn_andstartedto_bc24fa3d-actionsexual,identity,537,16,0.1910744769034561,-0.19178658404033566,0.4358734977074624
nn_andstartedto_bed76de4-actionsexual,identity,505,16,0.2651309030349407,-0.04257036500048602,0.5135717551908672
nn_andstartedto_c91fa742-actionsexual,identity,496,16,0.21751230789832174,-0.15709529874244804,0.4640357998672542
nn_andstartedto_2a0e4ba9-actionsexual,identity,472,16,0.24401769389215527,-0.08591732139625607,0.49265084068544
nn_andstartedto_a5b403cf-actionsexual,identity,534,16,0.1928830261266798,-0.19790212283508327,0.43732016054490985
nn_andstartedto_1fc6f623-actionsexual,identity,608,20,0.3529070777170881,0.1488822892483681,0.5931315138167031
nn_andstartedto_ef29990b-actionsexual,identity,564,20,0.39827269973478024,0.22621205670229694,0.6298082685370991
nn_andstartedto_f0f191c7-actionsexual,identity,485,20,0.3743036012817342,0.19618086894902323,0.6108474403969256
nn_doorwerealways_c34eea02-traittrait,identity,672,16,0.14203007862807243,-0.280546284693424,0.37318500053656706
nn_doorwerealways_37c48060-traittrait,identity,697,16,0.18055676029237028,-0.1774064503728227,0.42319594618244494
nn_doorwerealways_2c6dad10-traittrait,identity,600,16,0.18549453387009657,-0.17296555990920032,0.42850005920121514
nn_doorwerealways_022088a7-traittrait,identity,695,16,0.18084130136570917,-0.17808439480217247,0.4229540825327264
nn_doorwerealways_97191002-traittrait,identity,683,16,0.11687855453909106,-0.4324556144688376,0.3376540232841592
nn_doorwerealways_4d13f1c2-traittrait,identity,672,16,0.17746307130235145,-0.1588110602464294,0.4193601954200519
nn_doorwerealways_acae5740-traittrait,identity,654,16,0.1626444360728057,-0.1887368217403007,0.3987603782852039
nn_doorwerealways_90e0007f-traittrait,identity,622,16,0.14462191597918728,-0.29832227237741793,0.37773586431888184
nn_doorwerealways_ecfc54cd-traittrait,identity,646,16,0.17954330134038304,-0.18440405412024355,0.42206825589792196
nn_doorwerealways_b13d8826-traittrait,identity,610,16,0.14525713069697485,-0.30459100451595483,0.3770956733573948
nn_doorwerealways_5163c5a3-traittrait,identity,653,16,0.15444206934861998,-0.24085981590958902,0.3904263514640097
nn_doorwerealways_a8b9bc6f-traittrait,identity,636,16,0.21010488749949174,-0.1178647942949739,0.4562263754750271
nn_doorwerealways_91e6c27c-traittrait,identity,627,16,0.21470205104364498,-0.06086617807263772,0.4617698072998911
nn_doorwerealways_7c80b852-traittrait,identity,618,16,0.17676017611951972,-0.23118580635406555,0.41472214838045307
nn_doorwerealways_e35f5b48-traittrait,identity,605,16,0.19639267465163762,-0.1574378217726619,0.43960327341357097
nn_doorwerealways_d60fbe65-traittrait,identity,633,16,0.1779809950665666,-0.1702578085808954,0.4200500470715049
nn_doorwerealways_289e3d0c-traittrait,identity,616,16,0.17796907049215852,-0.18360246564859545,0.41866647338238633
nn_doorwerealways_55c0f285-traittrait,identity,629,16,0.17480176263461708,-0.20278989882157253,0.41495746526948957
nn_doorwerealways_b74a6b99-traittrait,identity,616,16,0.2308100437374149,-0.03426893653625308,0.4775625057447831
nn_doorwerealways_08c5e4bc-traittrait,identity,595,16,0.1763349305273599,-0.20197620860280238,0.41784877370797124
nn_theneighboursfelt_ec83a0da-affectaffect,identity,431,16,0.3010750725268889,0.05479191661739667,0.5469514728922629
nn_theneighboursfelt_37a9d9a4-affectaffect,identity,457,16,0.28473127112716334,0.04718744463327863,0.5323057370348985
nn_theneighboursfelt_e294af9d-affectaffect,identity,498,16,0.25987987335536944,0.0042678484547827135,0.5080500167160688
nn_theneighboursfelt_42d5df34-affectaffect,identity,426,16,0.25363596368129543,-0.08775706228899369,0.5011495103464997
nn_theneighboursfelt_da1ba7ed-affectaffect,identity,406,16,0.2618694337327557,-0.0035586672407688703,0.5089563029960733
nn_theneighboursfelt_570221c1-affectaffect,identity,383,16,0.2574960563187191,-0.015074653250269085,0.5053148320664166
nn_theneighboursfelt_35b410b1-affectaffect,identity,457,16,0.17333268885207714,-0.23564544594511597,0.4135968224032977
nn_theneighboursfelt_8e649ad9-affectaffect,identity,431,16,0.21033131179548756,-0.1206560901866263,0.4556904175491546
nn_theneighboursfelt_5ff91e61-affectaffect,identity,439,16,0.20405177107839206,-0.13553778423400495,0.4492586945194022
nn_theneighboursfelt_87699e9f-affectaffect,identity,486,16,0.23021285578224707,-0.06664304544174397,0.47753103528057717
nn_theneighboursfelt_2b46e478-affectaffect,identity,452,15,0.20619894901750896,-0.04517425038874297,0.45204718637945673
nn_theneighboursfelt_dac6cfcd-affectaffect,identity,467,15,0.1466155473817068,-0.1897772810940867,0.3805905556637464
nn_theneighboursfelt_a8ffbba6-affectaffect,identity,445,15,0.22102588966363537,-0.05537025094879085,0.46841741611382337
nn_theneighboursfelt_bdc84a30-affectaffect,identity,454,15,0.18247088736185632,-0.07455727166760237,0.4246606620578495
nn_theneighboursfelt_0f0e9f2c-affectaffect,identity,446,15,0.20853818230481283,-0.029387051817554632,0.4532812434801608
nn_theneighboursfelt_5838ee75-affectaffect,identity,463,15,0.2313075215587554,0.01552483153974113,0.4789934729587505
nn_theneighboursfelt_f9ac4b60-affectaffect,identity,424,15,0.22597563884354782,0.01917663846027353,0.4732573664397079
nn_theneighboursfelt_99adb54d-affectaffect,identity,421,14,0.18733679026562614,-0.2519023195374529,0.42808797123642484
nn_theneighboursfelt_f2646a8a-affectaffect,identity,437,14,0.19175823404931272,-0.21135489315829686,0.4319661206391324
nn_theneighboursfelt_dee12fee-affectaffect,identity,465,14,0.1915688215979368,-0.18953810065921758,0.4343295110871564
nn_andstartedto_d211c540-actionsexual,identity,582,16,0.23390030260082453,-0.10412214379422732,0.4813927768993116
nn_andstartedto_4dc423e6-actionsexual,identity,539,14,0.23000331195479617,-0.08720483398357295,0.4782476560230654
nn_andstartedto_e28bae3f-actionsexual,identity,517,14,0.2292866762179055,-0.13429019878966536,0.4773653784608813
nn_andstartedto_bdddeba7-actionsexual,identity,496,14,0.21593060187132088,-0.14040115461606018,0.4632747659977512
nn_doorwerealways_cb1cca36-traittrait,identity,612,14,0.16825923468785906,-0.21437729219734897,0.4082302855672889
nn_doorwerealways_851a7900-traittrait,identity,609,14,0.17089045501035022,-0.22889861435833234,0.4115643053733141
nn_doorwerealways_47954c26-traittrait,identity,593,14,0.18398236502247092,-0.1699074555092207,0.42756686375205905
nn_doorwerealways_824f378b-traittrait,identity,633,14,0.13805762478295744,-0.32288096137583067,0.3695310857150419
nn_theneighboursfelt_f481eae5-affectaffect,identity,437,14,0.2344471830225859,-0.09170557108596974,0.48054317660111057
nn_theneighboursfelt_e76e027f-affectaffect,identity,420,14,0.26225190309995594,-0.046382718267128434,0.5102060946498346
nn_theneighboursfelt_59fe21c7-affectaffect,identity,391,14,0.24548847651757838,-0.042747476169209805,0.49344679509415085
nn_theneighboursfelt_5c3b6599-affectaffect,identity,426,14,0.2769576709537061,0.012337461088528992,0.5246275920570402
nn_shedecidedto_9c7422ad,institutional,323,12,0.20492947931970726,-0.12929359850622674,0.4508059626114974
nn_managerdecidedto_e5e93e7b,institutional,313,12,0.3384314150970266,0.08796842818757858,0.5803250483934157
nn_shedecidedto_537dc2a9,institutional,336,12,0.2924827963480735,0.002136968767512984,0.5393931434560603
nn_landlorddecidedto_67bb2931,institutional,379,12,0.24231839805608013,-0.05837215308407193,0.49017405034885064
nn_shedecidedto_e20f212b,institutional,253,12,0.22962976085503256,-0.08304931991977756,0.4763694489453269
nn_hospitaldecidedto_6a4c834e,institutional,364,12,0.23336098913821113,-0.0936885608539,0.48062503850828486
nn_collegedecidedto_fde72bf9,institutional,389,12,0.23306170664300518,-0.09174525183629814,0.4810208551142356
nn_shedecidedto_fdd837a4,institutional,313,12,0.23077094467869602,-0.08264842629777766,0.4781117182693325
nn_protestersdecidedto_1887550e,institutional,394,12,0.20391819527988547,-0.1490062536479692,0.44883719064817135
nn_officersdecidedto_95332dbf,institutional,392,12,0.07637833673844167,-0.49376765619405616,0.26905389544482955
nn_hedecidedto_e4e17e76,institutional,296,12,0.28294961834439886,0.02417707744360407,0.5301960225014073
nn_officedecidedto_4fecf708,institutional,387,12,0.11669873122877487,-0.3946088505619157,0.3376363864255068
nn_letskillthese_076e3d0a,violence,975,20,0.234286459777563,-0.03481691625771259,0.4821125367574083
nn_workersaretreated_e4852b0b,institutional,186,20,0.3520974348108806,0.11330374854613959,0.5902976602187884
nn_severanceishould_d43eddc0,institutional,168,20,0.27933224534656353,-0.09953743489739665,0.5221448838120171
nn_leaveishould_7f2461d9,institutional,203,20,0.27546999126315513,0.0014169568719754582,0.5203383085621136
nn_mybossis_cce87f30,institutional,615,20,0.4124819535466413,0.21209338458147148,0.6409081639016198
nn_myemployeeis_a5f7a5f4,institutional,681,20,0.27840724573717907,0.022670449235693203,0.5260989940123588
