scene,prompt,word,n_rise,n_fall,net,n_carriers,median_delta_pp,mean_delta_pp,net_mass,scale,out,n_lineages
tookoff,She slowly took off her,soaking,3,1,2,4,+0.05171,+0.08824,+0.00353,survey,,50
tookoff,She slowly took off her,worn-out,2,0,2,2,+0.09526,+0.09526,+0.00191,survey,,50
tookoff,She slowly took off her,fingers,2,0,2,2,+0.03419,+0.03419,+0.00068,survey,,50
tookoff,She slowly took off her,foot,3,1,2,4,+0.00931,+0.01408,+0.00056,survey,,50
tookoff,She slowly took off her,handbag,4,2,2,6,+0.03331,+0.11441,+0.00686,survey,3.935,50
tookoff,She slowly took off her,handker,5,3,2,8,+0.00001,-0.00028,-0.00002,survey,,50
tookoff,She slowly took off her,phone,3,1,2,4,+0.10432,+0.09712,+0.00388,survey,,50
tookoff,She slowly took off her,lavender,2,0,2,2,+0.05041,+0.05041,+0.00101,survey,,50
tookoff,She slowly took off her,loose,2,0,2,2,+0.03050,+0.03050,+0.00061,survey,,50
tookoff,She slowly took off her,sweaty,4,2,2,6,+0.02970,+0.01792,+0.00108,survey,,50
tookoff,She slowly took off her,heeled,2,0,2,2,+0.08682,+0.08682,+0.00174,survey,,50
tookoff,She slowly took off her,reading,2,0,2,2,+0.06790,+0.06790,+0.00136,survey,,50
tookoff,She slowly took off her,wristwatch,2,0,2,2,+0.12867,+0.12867,+0.00257,survey,3.4033333333333338,50
tookoff,She slowly took off her,bow,2,0,2,2,+0.03589,+0.03589,+0.00072,survey,2.9766666666666666,50
tookoff,She slowly took off her,business,2,0,2,2,+0.10549,+0.10549,+0.00211,survey,,50
tookoff,She slowly took off her,makeshift,2,0,2,2,+0.12150,+0.12150,+0.00243,survey,,50
tookoff,She slowly took off her,prost,3,1,2,4,+0.00000,+0.00000,+0.00000,survey,,50
tookoff,She slowly took off her,fedora,2,0,2,2,+0.45365,+0.45365,+0.00907,survey,,50
tookoff,She slowly took off her,locket,2,0,2,2,+0.12975,+0.12975,+0.00260,survey,2.7449999999999997,50
tookoff,She slowly took off her,hard,2,0,2,2,+0.07011,+0.07011,+0.00140,survey,,50
tookoff,She slowly took off her,hospital,2,0,2,2,+0.11581,+0.11581,+0.00232,survey,,50
tookoff,She slowly took off her,turquoise,2,0,2,2,+0.08236,+0.08236,+0.00165,survey,,50
tookoff,She slowly took off her,woolen,2,0,2,2,+0.07502,+0.07502,+0.00150,survey,,50
tookoff,She slowly took off her,__________,2,0,2,2,+0.03220,+0.03220,+0.00064,survey,,50
tookoff,She slowly took off her,choker,2,0,2,2,+0.14507,+0.14507,+0.00290,survey,2.6616666666666666,50
tookoff,She slowly took off her,fingerless,2,0,2,2,+0.13162,+0.13162,+0.00263,survey,,50
tookoff,She slowly took off her,slipper,2,0,2,2,+0.04529,+0.04529,+0.00091,survey,3.3683333333333336,50
tookoff,She slowly took off her,nightshirt,2,0,2,2,+0.11717,+0.11717,+0.00234,survey,1.5233333333333334,50
tookoff,She slowly took off her,necklace,22,21,1,43,+0.00432,+0.02767,+0.01190,survey,3.268333333333333,50
tookoff,She slowly took off her,sare,2,1,1,3,+0.00001,-0.00001,-0.00000,survey,,50
tookoff,She slowly took off her,br,2,1,1,3,+0.00057,+0.00048,+0.00001,survey,,50
tookoff,She slowly took off her,nightie,2,1,1,3,+0.07115,+0.05865,+0.00176,survey,1.2466666666666668,50
tookoff,She slowly took off her,bright,5,4,1,9,+0.03851,+0.03543,+0.00319,survey,,50
tookoff,She slowly took off her,disguise,7,6,1,13,+0.01923,+0.03282,+0.00427,survey,,50
tookoff,She slowly took off her,protective,4,3,1,7,+0.01813,+0.00662,+0.00046,survey,,50
tookoff,She slowly took off her,beret,2,1,1,3,+0.06736,+0.06401,+0.00192,survey,3.3516666666666666,50
tookoff,She slowly took off her,snow,2,1,1,3,+0.01702,+0.01956,+0.00059,survey,,50
tookoff,She slowly took off her,fl,8,7,1,15,+0.00000,+0.00077,+0.00012,survey,,50
tookoff,She slowly took off her,tiara,2,1,1,3,+0.11245,+0.16010,+0.00480,survey,3.283333333333333,50
tookoff,She slowly took off her,wrist,3,2,1,5,+0.00680,+0.01552,+0.00078,survey,,50
tookoff,She slowly took off her,running,4,3,1,7,+0.01004,+0.03705,+0.00259,survey,,50
tookoff,She slowly took off her,bur,3,2,1,5,+0.00001,+0.01232,+0.00062,survey,,50
tookoff,She slowly took off her,finger,4,3,1,7,+0.01481,+0.04761,+0.00333,survey,,50
tookoff,She slowly took off her,life,2,1,1,3,+0.06644,+0.18141,+0.00544,survey,,50
tookoff,She slowly took off her,sc,2,1,1,3,+0.00002,+0.00188,+0.00006,survey,,50
tookoff,She slowly took off her,sweat-so,2,1,1,3,+0.00000,+0.00000,+0.00000,survey,,50
tookoff,She slowly took off her,sweat-soaked,2,1,1,3,+0.12559,+0.08600,+0.00258,survey,,50
tookoff,She slowly took off her,turtleneck,2,1,1,3,+0.12030,+0.05709,+0.00171,survey,2.2483333333333335,50
tookoff,She slowly took off her,cow,2,1,1,3,+0.00009,+0.00056,+0.00002,survey,,50
tookoff,She slowly took off her,seatbel,2,1,1,3,+0.00000,+0.00000,+0.00000,survey,,50
tookoff,She slowly took off her,earring,2,1,1,3,+0.09266,+0.07088,+0.00213,survey,3.19,50
tookoff,She slowly took off her,headpiece,2,1,1,3,+0.07666,+0.02032,+0.00061,survey,3.3000000000000003,50
tookoff,She slowly took off her,purple,13,13,0,26,-0.02092,-0.00227,-0.00059,survey,,50
tookoff,She slowly took off her,shoe,25,25,0,50,+0.00005,+0.12617,+0.06308,survey,3.3333333333333335,50
tookoff,She slowly took off her,sl,10,10,0,20,-0.00000,-0.00002,-0.00000,survey,,50
tookoff,She slowly took off her,big,6,6,0,12,+0.01069,-0.01559,-0.00187,survey,,50
tookoff,She slowly took off her,garment,2,2,0,4,-0.00871,+0.00499,+0.00020,survey,,50
tookoff,She slowly took off her,jean,1,1,0,2,-0.02300,-0.02300,-0.00046,survey,,50
tookoff,She slowly took off her,saree,2,2,0,4,+0.03093,+0.03795,+0.00152,survey,1.575,50
tookoff,She slowly took off her,slip,4,4,0,8,+0.01185,+0.01439,+0.00115,survey,0.8849999999999999,50
tookoff,She slowly took off her,swims,3,3,0,6,-0.00001,-0.00000,-0.00000,survey,0.5499999999999999,50
tookoff,She slowly took off her,ho,1,1,0,2,+0.00006,+0.00006,+0.00000,survey,,50
tookoff,She slowly took off her,l,5,5,0,10,-0.00001,-0.00093,-0.00009,survey,,50
tookoff,She slowly took off her,sari,3,3,0,6,+0.01267,-0.00767,-0.00046,survey,1.5733333333333333,50
tookoff,She slowly took off her,sw,2,2,0,4,-0.00002,+0.00022,+0.00001,survey,,50
tookoff,She slowly took off her,damp,2,2,0,4,-0.00370,+0.00719,+0.00029,survey,,50
tookoff,She slowly took off her,knitted,1,1,0,2,+0.06061,+0.06061,+0.00121,survey,,50
tookoff,She slowly took off her,ripped,1,1,0,2,+0.00436,+0.00436,+0.00009,survey,,50
tookoff,She slowly took off her,pumps,1,1,0,2,-0.02937,-0.02937,-0.00059,survey,3.3083333333333336,50
tookoff,She slowly took off her,trench,8,8,0,16,+0.00018,+0.02176,+0.00348,survey,,50
tookoff,She slowly took off her,oxygen,1,1,0,2,+0.04595,+0.04595,+0.00092,survey,,50
tookoff,She slowly took off her,large,6,6,0,12,-0.02203,-0.02619,-0.00314,survey,,50
tookoff,She slowly took off her,eyel,1,1,0,2,-0.00079,-0.00079,-0.00002,survey,,50
tookoff,She slowly took off her,jersey,1,1,0,2,+0.00914,+0.00914,+0.00018,survey,1.8183333333333334,50
tookoff,She slowly took off her,crown,5,5,0,10,-0.01530,+0.02090,+0.00209,survey,3.285,50
tookoff,She slowly took off her,favorite,1,1,0,2,-0.01238,-0.01238,-0.00025,survey,,50
tookoff,She slowly took off her,heel,1,1,0,2,+0.00008,+0.00008,+0.00000,survey,3.341666666666667,50
tookoff,She slowly took off her,ki,1,1,0,2,-0.00001,-0.00001,-0.00000,survey,,50
tookoff,She slowly took off her,cowboy,1,1,0,2,-0.01524,-0.01524,-0.00030,survey,,50
tookoff,She slowly took off her,purse,3,3,0,6,+0.01230,+0.00536,+0.00032,survey,3.888333333333333,50
tookoff,She slowly took off her,hija,1,1,0,2,-0.00001,-0.00001,-0.00000,survey,,50
tookoff,She slowly took off her,mud,1,1,0,2,-0.00098,-0.00098,-0.00002,survey,,50
tookoff,She slowly took off her,soiled,1,1,0,2,-0.03240,-0.03240,-0.00065,survey,,50
tookoff,She slowly took off her,shiny,1,1,0,2,-0.04227,-0.04227,-0.00085,survey,,50
tookoff,She slowly took off her,contact,1,1,0,2,+0.07228,+0.07228,+0.00145,survey,,50
tookoff,She slowly took off her,disgu,1,1,0,2,-0.00001,-0.00001,-0.00000,survey,,50
tookoff,She slowly took off her,tee,3,3,0,6,-0.02095,-0.02370,-0.00142,survey,1.7883333333333333,50
tookoff,She slowly took off her,lacy,1,1,0,2,-0.00889,-0.00889,-0.00018,survey,,50
tookoff,She slowly took off her,summer,1,1,0,2,+0.01469,+0.01469,+0.00029,survey,,50
tookoff,She slowly took off her,blanket,1,1,0,2,+0.00483,+0.00483,+0.00010,survey,,50
tookoff,She slowly took off her,borrowed,1,1,0,2,+0.20795,+0.20795,+0.00416,survey,,50
tookoff,She slowly took off her,___,1,1,0,2,-0.04073,-0.04073,-0.00081,survey,,50
tookoff,She slowly took off her,fake,1,1,0,2,-0.00365,-0.00365,-0.00007,survey,,50
tookoff,She slowly took off her,sat,1,1,0,2,+0.00010,+0.00010,+0.00000,survey,,50
tookoff,She slowly took off her,chem,1,1,0,2,+0.00916,+0.00916,+0.00018,survey,,50
tookoff,She slowly took off her,lo,1,1,0,2,-0.00010,-0.00010,-0.00000,survey,,50
tookoff,She slowly took off her,soft,1,1,0,2,-0.05405,-0.05405,-0.00108,survey,,50
tookoff,She slowly took off her,denim,2,3,-1,5,-0.01677,+0.01413,+0.00071,survey,,50
tookoff,She slowly took off her,bathing,5,6,-1,11,-0.04194,-0.01412,-0.00155,survey,,50
tookoff,She slowly took off her,sexy,2,3,-1,5,-0.05962,-0.05502,-0.00275,survey,,50
tookoff,She slowly took off her,silky,1,2,-1,3,-0.03428,+0.04531,+0.00136,survey,,50
tookoff,She slowly took off her,bonnet,1,2,-1,3,-0.15197,-0.11080,-0.00332,survey,3.3666666666666667,50
tookoff,She slowly took off her,cl,5,6,-1,11,-0.00000,-0.00166,-0.00018,survey,,50
tookoff,She slowly took off her,collar,2,3,-1,5,-0.05217,-0.02366,-0.00118,survey,2.7433333333333336,50
tookoff,She slowly took off her,sweats,1,2,-1,3,-0.00360,+0.01958,+0.00059,survey,1.8983333333333332,50
tookoff,She slowly took off her,blood,4,5,-1,9,-0.00315,+0.01679,+0.00151,survey,,50
tookoff,She slowly took off her,floral,1,2,-1,3,-0.00829,+0.02582,+0.00077,survey,,50
tookoff,She slowly took off her,gray,3,4,-1,7,-0.02213,+0.01075,+0.00075,survey,,50
tookoff,She slowly took off her,grey,4,5,-1,9,-0.03635,-0.02519,-0.00227,survey,,50
tookoff,She slowly took off her,lab,9,10,-1,19,-0.01555,+0.01820,+0.00346,survey,,50
tookoff,She slowly took off her,sock,3,4,-1,7,-0.01060,+0.01824,+0.00128,survey,2.86,50
tookoff,She slowly took off her,spectacles,12,13,-1,25,-0.01902,+0.09532,+0.02383,survey,3.39,50
tookoff,She slowly took off her,bla,2,3,-1,5,-0.00005,-0.00027,-0.00001,survey,,50
tookoff,She slowly took off her,h,3,4,-1,7,-0.00011,-0.00082,-0.00006,survey,,50
tookoff,She slowly took off her,seatb,1,2,-1,3,-0.00000,-0.00000,-0.00000,survey,,50
tookoff,She slowly took off her,lips,1,2,-1,3,-0.00785,+0.00328,+0.00010,survey,,50
tookoff,She slowly took off her,sandal,2,3,-1,5,-0.00147,+0.00622,+0.00031,survey,3.283333333333333,50
tookoff,She slowly took off her,stile,1,2,-1,3,-0.00000,+0.00006,+0.00000,survey,,50
tookoff,She slowly took off her,body,1,2,-1,3,-0.06891,-0.04023,-0.00121,survey,,50
tookoff,She slowly took off her,last,2,3,-1,5,-0.01514,+0.00141,+0.00007,survey,,50
tookoff,She slowly took off her,cotton,1,2,-1,3,-0.06208,-0.02627,-0.00079,survey,,50
tookoff,She slowly took off her,baggy,1,2,-1,3,-0.10748,-0.03008,-0.00090,survey,,50
tookoff,She slowly took off her,__,1,2,-1,3,-0.00101,+0.01530,+0.00046,survey,,50
tookoff,She slowly took off her,____,1,2,-1,3,-0.73530,-0.49915,-0.01497,survey,,50
tookoff,She slowly took off her,______,1,2,-1,3,-0.03113,-0.05132,-0.00154,survey,,50
tookoff,She slowly took off her,armour,1,2,-1,3,-0.09984,-0.06550,-0.00197,survey,2.2883333333333336,50
tookoff,She slowly took off her,sil,3,4,-1,7,-0.00000,-0.00002,-0.00000,survey,,50
tookoff,She slowly took off her,turban,1,2,-1,3,-0.00109,+0.04339,+0.00130,survey,3.1933333333333334,50
tookoff,She slowly took off her,jumpsuit,1,2,-1,3,-0.00126,+0.01707,+0.00051,survey,1.7333333333333332,50
tookoff,She slowly took off her,a,0,2,-2,2,-0.00108,-0.00108,-0.00002,survey,,50
tookoff,She slowly took off her,brown,11,13,-2,24,-0.02326,-0.00240,-0.00058,survey,,50
tookoff,She slowly took off her,outfit,7,9,-2,16,-0.03647,-0.00009,-0.00001,survey,,50
tookoff,She slowly took off her,sunglasses,24,26,-2,50,-0.03758,+0.16799,+0.08400,survey,3.435,50
tookoff,She slowly took off her,sweatp,1,3,-2,4,-0.00000,-0.00000,-0.00000,survey,,50
tookoff,She slowly took off her,cam,0,2,-2,2,-0.00276,-0.00276,-0.00006,survey,,50
tookoff,She slowly took off her,th,3,5,-2,8,-0.00004,+0.00061,+0.00005,survey,,50
tookoff,She slowly took off her,undergarments,0,2,-2,2,-0.05790,-0.05790,-0.00116,survey,0.18000000000000002,50
tookoff,She slowly took off her,cors,2,4,-2,6,-0.00001,+0.00005,+0.00000,survey,,50
tookoff,She slowly took off her,n,0,2,-2,2,-0.00010,-0.00010,-0.00000,survey,,50
tookoff,She slowly took off her,she,0,2,-2,2,-0.02331,-0.02331,-0.00047,survey,,50
tookoff,She slowly took off her,sungl,1,3,-2,4,-0.00019,-0.00066,-0.00003,survey,,50
tookoff,She slowly took off her,tro,1,3,-2,4,-0.00001,+0.00001,+0.00000,survey,,50
tookoff,She slowly took off her,dirty,8,10,-2,18,-0.02317,-0.02823,-0.00508,survey,,50
tookoff,She slowly took off her,rag,1,3,-2,4,-0.00794,-0.00479,-0.00019,survey,,50
tookoff,She slowly took off her,parka,3,5,-2,8,-0.03674,-0.02487,-0.00199,survey,3.0100000000000002,50
tookoff,She slowly took off her,sne,6,8,-2,14,-0.00000,-0.00000,-0.00000,survey,,50
tookoff,She slowly took off her,spect,8,10,-2,18,-0.00000,-0.00000,-0.00000,survey,,50
tookoff,She slowly took off her,j,5,7,-2,12,-0.00002,-0.00099,-0.00012,survey,,50
tookoff,She slowly took off her,o,0,2,-2,2,-0.00071,-0.00071,-0.00001,survey,,50
tookoff,She slowly took off her,eyegl,0,2,-2,2,-0.00050,-0.00050,-0.00001,survey,,50
tookoff,She slowly took off her,eyes,2,4,-2,6,-0.11503,-0.07400,-0.00444,survey,,50
tookoff,She slowly took off her,glov,0,2,-2,2,-0.00302,-0.00302,-0.00006,survey,,50
tookoff,She slowly took off her,helm,0,2,-2,2,-0.01057,-0.01057,-0.00021,survey,3.3200000000000003,50
tookoff,She slowly took off her,panti,0,2,-2,2,-0.00120,-0.00120,-0.00002,survey,0.47000000000000003,50
tookoff,She slowly took off her,stilett,0,2,-2,2,-0.00006,-0.00006,-0.00000,survey,,50
tookoff,She slowly took off her,v,0,2,-2,2,-0.00135,-0.00135,-0.00003,survey,,50
tookoff,She slowly took off her,legs,0,2,-2,2,-0.06398,-0.06398,-0.00128,survey,,50
tookoff,She slowly took off her,turt,0,2,-2,2,-0.00000,-0.00000,-0.00000,survey,,50
tookoff,She slowly took off her,paja,0,2,-2,2,-0.00003,-0.00003,-0.00000,survey,,50
tookoff,She slowly took off her,sneak,0,2,-2,2,-0.00013,-0.00013,-0.00000,survey,,50
tookoff,She slowly took off her,spectac,0,2,-2,2,-0.00000,-0.00000,-0.00000,survey,,50
tookoff,She slowly took off her,ball,0,2,-2,2,-0.03669,-0.03669,-0.00073,survey,,50
tookoff,She slowly took off her,underp,0,2,-2,2,-0.00001,-0.00001,-0.00000,survey,,50
tookoff,She slowly took off her,underpants,0,2,-2,2,-0.06662,-0.06662,-0.00133,survey,0.6233333333333334,50
tookoff,She slowly took off her,eyeg,2,4,-2,6,-0.00000,-0.00001,-0.00000,survey,,50
tookoff,She slowly took off her,eyeglass,0,2,-2,2,-0.00084,-0.00084,-0.00002,survey,3.2466666666666666,50
tookoff,She slowly took off her,sha,0,2,-2,2,-0.00006,-0.00006,-0.00000,survey,,50
tookoff,She slowly took off her,skin,1,3,-2,4,-0.04221,-0.03038,-0.00122,survey,,50
tookoff,She slowly took off her,headdress,2,4,-2,6,-0.03084,-0.01953,-0.00117,survey,,50
tookoff,She slowly took off her,py,0,2,-2,2,-0.00066,-0.00066,-0.00001,survey,,50
tookoff,She slowly took off her,pyj,0,2,-2,2,-0.00001,-0.00001,-0.00000,survey,,50
tookoff,She slowly took off her,footwear,0,2,-2,2,-0.10185,-0.10185,-0.00204,survey,3.3266666666666667,50
tookoff,She slowly took off her,handc,0,2,-2,2,-0.00003,-0.00003,-0.00000,survey,,50
tookoff,She slowly took off her,handcuffs,0,2,-2,2,-0.09061,-0.09061,-0.00181,survey,3.03,50
tookoff,She slowly took off her,overall,0,2,-2,2,-0.00274,-0.00274,-0.00005,survey,,50
tookoff,She slowly took off her,skirts,0,2,-2,2,-0.13028,-0.13028,-0.00261,survey,1.5116666666666667,50
tookoff,She slowly took off her,wings,0,2,-2,2,-0.08146,-0.08146,-0.00163,survey,,50
tookoff,She slowly took off her,gear,1,3,-2,4,-0.05159,-0.04670,-0.00187,survey,,50
tookoff,She slowly took off her,feet,0,2,-2,2,-0.08257,-0.08257,-0.00165,survey,,50
tookoff,She slowly took off her,headd,0,2,-2,2,-0.00000,-0.00000,-0.00000,survey,,50
tookoff,She slowly took off her,coat．,0,2,-2,2,-0.07438,-0.07438,-0.00149,survey,2.5166666666666666,50
tookoff,She slowly took off her,goggle,0,2,-2,2,-0.00135,-0.00135,-0.00003,survey,3.275,50
tookoff,She slowly took off her,jump,0,2,-2,2,-0.00469,-0.00469,-0.00009,survey,,50
tookoff,She slowly took off her,sund,0,2,-2,2,-0.00000,-0.00000,-0.00000,survey,,50
tookoff,She slowly took off her,sundress,0,2,-2,2,-0.05277,-0.05277,-0.00106,survey,1.6766666666666665,50
tookoff,She slowly took off her,tur,1,3,-2,4,-0.00004,-0.00003,-0.00000,survey,,50
tookoff,She slowly took off her,_____,0,2,-2,2,-0.14122,-0.14122,-0.00282,survey,,50
tookoff,She slowly took off her,_______,0,2,-2,2,-0.07252,-0.07252,-0.00145,survey,,50
tookoff,She slowly took off her,________,0,2,-2,2,-0.22499,-0.22499,-0.00450,survey,,50
tookoff,She slowly took off her,jumps,0,2,-2,2,-0.00002,-0.00002,-0.00000,survey,,50
tookoff,She slowly took off her,pan,0,2,-2,2,-0.00040,-0.00040,-0.00001,survey,,50
tookoff,She slowly took off her,blank,0,2,-2,2,-0.00032,-0.00032,-0.00001,survey,,50
tookoff,She slowly took off her,sleeve,0,2,-2,2,-0.03781,-0.03781,-0.00076,survey,2.6633333333333336,50
tookoff,She slowly took off her,backpack,19,22,-3,41,-0.01402,+0.05146,+0.02110,survey,3.5049999999999994,50
tookoff,She slowly took off her,cloak,23,26,-3,49,-0.01108,+0.13760,+0.06742,survey,2.5833333333333335,50
tookoff,She slowly took off her,cloth,5,8,-3,13,-0.04232,-0.02300,-0.00299,survey,,50
tookoff,She slowly took off her,left,15,18,-3,33,-0.02031,-0.01562,-0.00515,survey,,50
tookoff,She slowly took off her,leg,1,4,-3,5,-0.03831,-0.02364,-0.00118,survey,,50
tookoff,She slowly took off her,pantyhose,3,6,-3,9,-0.11778,-0.08336,-0.00750,survey,1.3,50
tookoff,She slowly took off her,t-shirt,5,8,-3,13,-0.09893,-0.03496,-0.00454,survey,1.6300000000000001,50
tookoff,She slowly took off her,undergar,0,3,-3,3,-0.00005,-0.00004,-0.00000,survey,,50
tookoff,She slowly took off her,box,0,3,-3,3,-0.00842,-0.01109,-0.00033,survey,,50
tookoff,She slowly took off her,e,2,5,-3,7,-0.00019,-0.00037,-0.00003,survey,,50
tookoff,She slowly took off her,gl,1,4,-3,5,-0.00012,-0.00383,-0.00019,survey,,50
tookoff,She slowly took off her,jum,0,3,-3,3,-0.00002,-0.00002,-0.00000,survey,,50
tookoff,She slowly took off her,linger,1,4,-3,5,-0.00010,-0.00021,-0.00001,survey,,50
tookoff,She slowly took off her,te,1,4,-3,5,-0.00002,+0.00004,+0.00000,survey,,50
tookoff,She slowly took off her,bracelets,0,3,-3,3,-0.04498,-0.08517,-0.00256,survey,3.1816666666666666,50
tookoff,She slowly took off her,mitt,1,4,-3,5,-0.00542,-0.00949,-0.00047,survey,3.2616666666666667,50
tookoff,She slowly took off her,overalls,2,5,-3,7,-0.03466,-0.04619,-0.00323,survey,1.9966666666666668,50
tookoff,She slowly took off her,be,0,3,-3,3,-0.00017,-0.00026,-0.00001,survey,,50
tookoff,She slowly took off her,ch,1,4,-3,5,-0.00013,-0.00018,-0.00001,survey,,50
tookoff,She slowly took off her,gog,0,3,-3,3,-0.00002,-0.00082,-0.00002,survey,,50
tookoff,She slowly took off her,headph,0,3,-3,3,-0.00000,-0.00001,-0.00000,survey,,50
tookoff,She slowly took off her,jack,1,4,-3,5,-0.00202,-0.00188,-0.00009,survey,,50
tookoff,She slowly took off her,ti,0,3,-3,3,-0.00007,-0.00041,-0.00001,survey,,50
tookoff,She slowly took off her,underwe,0,3,-3,3,-0.00005,-0.00007,-0.00000,survey,,50
tookoff,She slowly took off her,slipp,0,3,-3,3,-0.00002,-0.00093,-0.00003,survey,,50
tookoff,She slowly took off her,eyeglasses,2,5,-3,7,-0.02779,-0.03472,-0.00243,survey,3.2449999999999997,50
tookoff,She slowly took off her,blo,0,3,-3,3,-0.00001,-0.00008,-0.00000,survey,,50
tookoff,She slowly took off her,tren,0,3,-3,3,-0.00002,-0.00002,-0.00000,survey,,50
tookoff,She slowly took off her,high,23,27,-4,50,-0.00781,-0.00631,-0.00316,survey,,50
