source,source_label,target,target_label,up,n,n_prompts,spec,obs_over_exp,p,grain,perm
O+,O+,E-,E-,30,49,277,1.2190,1.2676,0.152408,letter,32
X+,X+,S,S,33,49,951,1.2165,0.8246,0.0212941,letter,32
W,W,Q,Q,30,47,174,1.2156,1.1722,0.0789407,letter,32
L,L,Q,Q,30,46,159,1.2151,1.5243,0.054076,letter,32
B-,B-,T+,T+,30,49,149,1.2138,1.1146,0.152408,letter,32
E,E,O,O,26,48,255,1.2123,0.6681,0.665466,letter,32
Q,Q,N,N,30,49,820,1.2109,0.9483,0.152408,letter,32
S,S,I,I,30,49,557,1.2077,1.4602,0.152408,letter,32
L+,L+,E-,E-,30,46,84,1.2077,1.3166,0.054076,letter,32
T+,T+,A-,A-,37,48,1537,1.2051,0.6671,0.000222245,letter,32
B-,B-,S-,S-,27,48,129,1.2043,0.8240,0.470879,letter,32
Q,Q,Y,Y,30,46,111,1.2008,0.8206,0.054076,letter,32
A+,A+,Y,Y,29,46,104,1.2007,0.7248,0.103805,letter,32
K,K,T-,T-,32,49,249,1.2006,0.9017,0.0443842,letter,32
O-,O-,X-,X-,21,41,43,1.2002,1.4769,1,letter,32
L-,L-,P,P,30,46,123,1.1975,2.6400,0.054076,letter,32
N-,N-,X+,X+,27,47,188,1.1973,0.9356,0.381693,letter,32
M,M,P,P,37,49,448,1.1973,1.3384,0.000469757,letter,32
F+,F+,M,M,16,29,29,1.1971,0.9885,0.711071,letter,32
P,P,Q,Q,33,49,306,1.1962,1.2783,0.0212941,letter,32
E,E,E,E,24,41,22,1.1954,1.1598,0.348889,letter,32
Z,Z,N+,N+,30,49,269,1.1940,1.3336,0.152408,letter,32
E-,E-,Q,Q,44,49,1271,1.1938,1.3716,7.59716e-09,letter,32
B-,B-,A-,A-,31,49,288,1.1932,1.1525,0.0854331,letter,32
L-,L-,S-,S-,31,49,251,1.1911,1.9275,0.0854331,letter,32
K,K,W,W,21,40,42,1.1910,0.5386,0.874629,letter,32
S-,S-,E,E,32,48,110,1.1907,1.5864,0.0293049,letter,32
N+,N+,S,S,33,49,459,1.1895,0.9953,0.0212941,letter,32
X+,X+,G,G,29,49,539,1.1881,0.7281,0.25287,letter,32
B,B,K,K,33,48,399,1.1869,1.3559,0.0132833,letter,32
B,B,L,L,26,47,84,1.1867,1.2560,0.560065,letter,32
B-,B-,S+,S+,29,49,265,1.1865,1.2650,0.25287,letter,32
G,G,X+,X+,31,49,632,1.1855,2.2061,0.0854331,letter,32
L+,L+,X+,X+,27,45,120,1.1849,2.1420,0.232693,letter,32
L-,L-,I,I,33,49,335,1.1847,1.8616,0.0212941,letter,32
C,C,Q,Q,36,49,555,1.1816,1.2717,0.00140269,letter,32
I+,I+,X,X,16,26,28,1.1801,0.0136,0.32694,letter,32
H,H,X+,X+,32,49,534,1.1794,1.6872,0.0443842,letter,32
N,N,E-,E-,27,48,250,1.1783,0.8306,0.470879,letter,32
Z,Z,S,S,31,48,397,1.1782,1.0421,0.0594634,letter,32
M,M,X,X,47,49,1954,1.1780,1.7926,4.35563e-12,letter,32
O+,O+,S+,S+,33,48,389,1.1776,1.7305,0.0132833,letter,32
X-,X-,A+,A+,35,49,844,1.1772,0.7866,0.00380165,letter,32
L+,L+,Q,Q,24,47,136,1.1748,1.6820,1,letter,32
L-,L-,H,H,29,46,187,1.1741,1.5124,0.103805,letter,32
K,K,E,E,26,48,134,1.1740,0.9537,0.665466,letter,32
L+,L+,X,X,24,46,119,1.1728,1.7008,0.882996,letter,32
A+,A+,T,T,29,49,547,1.1727,0.7758,0.25287,letter,32
O,O,Q,Q,34,49,1567,1.1714,1.1556,0.00939924,letter,32
X+,X+,O+,O+,28,48,353,1.1711,0.7261,0.312327,letter,32
G,G,H,H,25,49,193,1.1691,1.2352,1,letter,32
F,F,X,X,37,49,723,1.1685,1.9335,0.000469757,letter,32
X,X,E-,E-,33,49,1073,1.1677,0.7027,0.0212941,letter,32
O+,O+,X+,X+,26,48,386,1.1672,1.0908,0.665466,letter,32
X+,X+,L-,L-,27,49,342,1.1668,0.3491,0.568172,letter,32
K,K,X+,X+,32,49,585,1.1665,0.8500,0.0443842,letter,32
S+,S+,N,N,26,48,460,1.1641,0.6957,0.665466,letter,32
N-,N-,Q,Q,27,49,282,1.1635,0.8698,0.568172,letter,32
M,M,G-,G-,33,49,564,1.1630,1.1197,0.0212941,letter,32
T,T,N+,N+,27,47,242,1.1612,1.2049,0.381693,letter,32
T,T,F,F,26,47,87,1.1603,0.7641,0.560065,letter,32
N,N,Q,Q,36,49,679,1.1603,0.8298,0.00140269,letter,32
Q,Q,A+,A+,46,50,2081,1.1599,1.2818,4.46178e-10,letter,32
L+,L+,M,M,30,47,141,1.1598,1.5898,0.0789407,letter,32
L,L,T+,T+,26,46,85,1.1586,1.4615,0.461391,letter,32
S,S,P,P,30,48,205,1.1584,1.4451,0.111403,letter,32
Q,Q,N-,N-,34,48,415,1.1582,1.2855,0.0055152,letter,32
P,P,C,C,24,45,36,1.1579,0.9857,0.765992,letter,32
I,I,X+,X+,38,49,1102,1.1578,1.5729,0.000141971,letter,32
N+,N+,X,X,34,49,1060,1.1568,1.3028,0.00939924,letter,32
W,W,M,M,27,47,201,1.1558,1.0223,0.381693,letter,32
A-,A-,X+,X+,38,49,1814,1.1556,0.9253,0.000141971,letter,32
I,I,Q,Q,34,49,1289,1.1554,1.4425,0.00939924,letter,32
E-,E-,G,G,31,49,370,1.1554,1.0965,0.0854331,letter,32
X+,X+,G-,G-,29,49,389,1.1526,0.7556,0.25287,letter,32
T,T,E+,E+,27,47,151,1.1507,1.1373,0.381693,letter,32
E,E,T,T,23,46,66,1.1501,0.5473,1,letter,32
A+,A+,I+,I+,19,35,55,1.1481,0.4717,0.735879,letter,32
E-,E-,T+,T+,31,49,904,1.1479,1.5537,0.0854331,letter,32
X+,X+,K,K,32,49,684,1.1478,1.0329,0.0443842,letter,32
L,L,S+,S+,23,45,118,1.1477,1.4870,1,letter,32
L-,L-,X+,X+,37,49,532,1.1474,2.3397,0.000469757,letter,32
A+,A+,Z,Z,28,49,1326,1.1473,0.7948,0.391603,letter,32
S,S,O+,O+,26,46,193,1.1459,1.2178,0.461391,letter,32
X+,X+,F,F,30,49,661,1.1446,0.5754,0.152408,letter,32
G,G,N+,N+,31,49,332,1.1429,1.7560,0.0854331,letter,32
T,T,X,X,27,49,481,1.1414,1.5456,0.568172,letter,32
K,K,T,T,27,48,134,1.1409,0.5899,0.470879,letter,32
C,C,S+,S+,30,48,426,1.1407,1.3831,0.111403,letter,32
M,M,X+,X+,42,49,1969,1.1406,1.3531,3.62458e-07,letter,32
I,I,E,E,30,49,210,1.1367,2.0538,0.152408,letter,32
A+,A+,S,S,31,49,1181,1.1358,0.6705,0.0854331,letter,32
X-,X-,S+,S+,32,49,632,1.1357,0.7107,0.0443842,letter,32
B,B,L+,L+,26,46,68,1.1349,0.4415,0.461391,letter,32
E-,E-,T-,T-,32,49,430,1.1345,1.4335,0.0443842,letter,32
A+,A+,S+,S+,33,50,1976,1.1343,1.0496,0.0328391,letter,32
Z,Z,A,A,33,48,750,1.1332,1.4245,0.0132833,letter,32
W,W,A+,A+,26,47,172,1.1329,1.8081,0.560065,letter,32
Q,Q,X+,X+,43,49,1944,1.1313,1.1148,5.72777e-08,letter,32
M,M,O-,O-,27,45,235,1.1282,1.0420,0.232693,letter,32
X,X,S+,S+,35,49,1627,1.1278,0.8115,0.00380165,letter,32
K,K,O,O,28,48,376,1.1275,0.5181,0.312327,letter,32
X,X,L-,L-,29,49,344,1.1275,0.3869,0.25287,letter,32
X-,X-,L-,L-,25,48,100,1.1268,0.3348,0.885433,letter,32
B-,B-,T-,T-,27,49,126,1.1221,0.9602,0.568172,letter,32
K,K,G,G,25,49,154,1.1204,0.5728,1,letter,32
T-,T-,X,X,32,48,739,1.1196,1.6970,0.0293049,letter,32
A,A,T+,T+,37,49,1602,1.1185,0.9862,0.000469757,letter,32
C,C,O,O,28,48,365,1.1184,1.2795,0.312327,letter,32
K,K,G-,G-,27,49,149,1.1172,0.5732,0.568172,letter,32
G,G,E+,E+,29,49,211,1.1166,1.3667,0.25287,letter,32
I-,I-,A-,A-,29,49,455,1.1165,2.0939,0.25287,letter,32
Q,Q,X,X,38,49,1925,1.1165,1.3535,0.000141971,letter,32
F,F,Q,Q,32,49,855,1.1159,1.6148,0.0443842,letter,32
S+,S+,K,K,31,49,565,1.1149,0.8403,0.0854331,letter,32
A+,A+,Q,Q,42,50,2068,1.1133,0.9392,1.16356e-06,letter,32
C,C,X,X,28,48,476,1.1125,1.5926,0.312327,letter,32
A+,A+,A-,A-,37,50,2020,1.1124,0.9802,0.000936223,letter,32
M,M,I+,I+,18,32,61,1.1121,1.1772,0.596615,letter,32
S-,S-,Q,Q,28,49,803,1.1120,1.1018,0.391603,letter,32
S-,S-,B,B,29,49,440,1.1111,1.2878,0.25287,letter,32
Z,Z,T+,T+,29,48,418,1.1103,1.4698,0.193413,letter,32
E,E,M,M,30,48,493,1.1103,0.7387,0.111403,letter,32
O,O,K,K,29,48,450,1.1088,1.2620,0.193413,letter,32
L-,L-,M,M,31,49,694,1.1082,2.0254,0.0854331,letter,32
A,A,N-,N-,28,48,401,1.1081,0.8670,0.312327,letter,32
B,B,E-,E-,28,49,699,1.1081,0.8912,0.391603,letter,32
A-,A-,X,X,29,49,1794,1.1081,0.9584,0.25287,letter,32
Z,Z,X,X,28,49,601,1.1064,1.5410,0.391603,letter,32
T+,T+,X,X,28,48,1511,1.1062,0.6301,0.312327,letter,32
E+,E+,T-,T-,25,48,214,1.1061,1.0218,0.885433,letter,32
X,X,Q,Q,39,50,1806,1.1060,0.6839,9.02149e-05,letter,32
O,O,X,X,28,48,1391,1.1047,1.2599,0.312327,letter,32
G,G,A,A,29,49,746,1.1042,1.9957,0.25287,letter,32
M,M,Q,Q,39,49,2033,1.1032,1.2749,3.84591e-05,letter,32
A,A,B,B,32,49,1360,1.1029,0.9303,0.0443842,letter,32
I-,I-,X+,X+,28,49,446,1.1023,1.7390,0.391603,letter,32
B,B,X,X,27,49,1110,1.1021,1.2838,0.568172,letter,32
E-,E-,H,H,26,47,273,1.1015,1.1595,0.560065,letter,32
N-,N-,S,S,25,48,109,1.1012,0.5691,0.885433,letter,32
E-,E-,M,M,38,49,1340,1.1006,1.2718,0.000141971,letter,32
F,F,X+,X+,28,49,692,1.0999,1.5506,0.391603,letter,32
I-,I-,Q,Q,29,49,577,1.0993,1.7773,0.25287,letter,32
O+,O+,L-,L-,24,47,90,1.0991,0.4737,1,letter,32
Q,Q,T,T,32,49,578,1.0990,0.9392,0.0443842,letter,32
A,A,G,G,30,49,660,1.0988,0.6805,0.152408,letter,32
A,A,I-,I-,29,49,523,1.0972,0.7325,0.25287,letter,32
X,X,I-,I-,28,49,366,1.0971,0.4936,0.391603,letter,32
N,N,S,S,28,47,288,1.0968,0.8558,0.24296,letter,32
T+,T+,Q,Q,32,48,1644,1.0957,0.5287,0.0293049,letter,32
O+,O+,A+,A+,31,49,507,1.0956,1.3942,0.0854331,letter,32
W,W,X,X,26,47,149,1.0948,1.5395,0.560065,letter,32
A+,A+,N+,N+,35,50,1387,1.0942,0.8603,0.00660045,letter,32
H,H,S+,S+,33,49,471,1.0927,1.7767,0.0212941,letter,32
Q,Q,W,W,25,47,199,1.0927,1.1086,0.770867,letter,32
M,M,K,K,27,49,934,1.0927,1.4568,0.568172,letter,32
A,A,L,L,27,48,184,1.0925,0.7005,0.470879,letter,32
S,S,L-,L-,27,49,238,1.0922,0.6301,0.568172,letter,32
X,X,X-,X-,31,49,921,1.0919,0.9922,0.0854331,letter,32
I-,I-,A+,A+,31,49,607,1.0912,1.9337,0.0854331,letter,32
E-,E-,O,O,28,49,850,1.0909,1.2662,0.391603,letter,32
N+,N+,W,W,21,41,50,1.0905,0.4972,1,letter,32
X+,X+,M,M,36,49,1934,1.0861,0.8058,0.00140269,letter,32
M,M,N-,N-,29,48,475,1.0861,1.2412,0.193413,letter,32
B,B,Q,Q,25,49,1246,1.0860,1.0180,1,letter,32
Q,Q,O+,O+,27,49,531,1.0854,0.7868,0.568172,letter,32
N+,N+,S+,S+,27,49,1017,1.0848,1.1477,0.568172,letter,32
C,C,X+,X+,28,48,413,1.0845,1.0266,0.312327,letter,32
I,I,I-,I-,26,49,210,1.0834,1.1297,0.77545,letter,32
X-,X-,X,X,27,49,663,1.0820,0.7601,0.568172,letter,32
N,N,Z,Z,24,45,171,1.0816,0.5803,0.765992,letter,32
I-,I-,X,X,27,49,477,1.0816,2.1604,0.568172,letter,32
I,I,G+,G+,22,39,38,1.0811,1.7758,0.522397,letter,32
Z,Z,B,B,25,48,267,1.0809,1.1823,0.885433,letter,32
F,F,E+,E+,29,49,378,1.0806,1.2875,0.25287,letter,32
A-,A-,O,O,30,48,1432,1.0792,0.8536,0.111403,letter,32
G-,G-,X,X,27,49,331,1.0790,1.6333,0.568172,letter,32
S,S,E+,E+,25,49,499,1.0786,1.2784,1,letter,32
S,S,M,M,27,49,1151,1.0773,1.3181,0.568172,letter,32
H,H,X,X,28,49,516,1.0763,1.9790,0.391603,letter,32
Q,Q,Z,Z,30,49,1349,1.0757,0.9891,0.152408,letter,32
A-,A-,X-,X-,28,48,1031,1.0757,1.1851,0.312327,letter,32
H,H,E-,E-,26,47,252,1.0748,1.2550,0.560065,letter,32
L,L,X,X,23,45,134,1.0743,1.5929,1,letter,32
I+,I+,Q,Q,15,28,30,1.0740,0.1516,0.850554,letter,32
O+,O+,N-,N-,22,41,48,1.0738,1.2375,0.755229,letter,32
A+,A+,B,B,31,49,1403,1.0736,0.9019,0.0854331,letter,32
E+,E+,A+,A+,31,49,1015,1.0731,1.2865,0.0854331,letter,32
O-,O-,O,O,23,45,58,1.0722,1.0229,1,letter,32
M,M,F,F,29,49,953,1.0719,0.8995,0.25287,letter,32
N+,N+,X+,X+,33,49,990,1.0718,1.1206,0.0212941,letter,32
Z,Z,A+,A+,30,49,794,1.0718,1.2192,0.152408,letter,32
Q,Q,A-,A-,38,50,1995,1.0718,1.1387,0.000305864,letter,32
S+,S+,T+,T+,30,49,1336,1.0711,0.7912,0.152408,letter,32
Z,Z,S+,S+,26,49,601,1.0709,1.3853,0.77545,letter,32
O,O,S+,S+,28,48,1349,1.0704,1.2784,0.312327,letter,32
E-,E-,K,K,29,49,418,1.0690,1.6921,0.25287,letter,32
Z,Z,X+,X+,28,48,587,1.0690,1.3284,0.312327,letter,32
X,X,B-,B-,28,49,268,1.0684,0.8139,0.391603,letter,32
H,H,C,C,23,45,77,1.0682,0.9002,1,letter,32
S+,S+,G,G,29,49,483,1.0672,0.5684,0.25287,letter,32
X+,X+,A-,A-,28,49,1825,1.0670,0.8805,0.391603,letter,32
A,A,Q,Q,43,49,1994,1.0664,0.8394,5.72777e-08,letter,32
S-,S-,M,M,30,49,881,1.0652,1.0197,0.152408,letter,32
L-,L-,A,A,31,49,642,1.0649,2.7195,0.0854331,letter,32
X+,X+,E-,E-,26,49,1140,1.0648,0.7516,0.77545,letter,32
N+,N+,F,F,25,48,317,1.0644,0.5759,0.885433,letter,32
N-,N-,T+,T+,26,48,170,1.0637,0.7370,0.665466,letter,32
G-,G-,E+,E+,26,49,162,1.0634,0.9651,0.77545,letter,32
E-,E-,G+,G+,18,33,21,1.0623,1.6547,0.728332,letter,32
S,S,A,A,29,49,1113,1.0623,1.4160,0.25287,letter,32
T,T,M,M,28,49,627,1.0615,1.0447,0.391603,letter,32
N,N,A-,A-,28,49,518,1.0610,0.7917,0.391603,letter,32
T+,T+,I,I,27,48,776,1.0609,0.5496,0.470879,letter,32
O-,O-,X+,X+,23,45,92,1.0608,1.0763,1,letter,32
N+,N+,O+,O+,24,47,168,1.0601,0.5563,1,letter,32
Q,Q,B,B,31,49,1407,1.0589,1.1343,0.0854331,letter,32
F,F,B-,B-,25,47,165,1.0589,1.5899,0.770867,letter,32
C,C,M,M,29,49,623,1.0578,1.0934,0.25287,letter,32
E-,E-,I,I,28,49,551,1.0578,1.1083,0.391603,letter,32
L-,L-,T+,T+,28,49,433,1.0577,2.4648,0.391603,letter,32
B,B,G,G,25,48,225,1.0576,0.7933,0.885433,letter,32
E+,E+,X+,X+,30,49,836,1.0569,1.1055,0.152408,letter,32
G,G,Q,Q,30,49,724,1.0559,1.9138,0.152408,letter,32
O,O,S-,S-,27,49,458,1.0557,1.0446,0.568172,letter,32
A+,A+,N,N,28,49,794,1.0555,0.7742,0.391603,letter,32
T+,T+,S+,S+,32,48,1499,1.0541,0.7869,0.0293049,letter,32
A-,A-,C,C,25,48,347,1.0539,0.5914,0.885433,letter,32
S,S,G+,G+,20,40,31,1.0536,2.0379,1,letter,32
B,B,E,E,27,48,180,1.0527,1.4763,0.470879,letter,32
A+,A+,T+,T+,31,49,1708,1.0527,0.9210,0.0854331,letter,32
T-,T-,G+,G+,19,38,22,1.0526,1.2983,1,letter,32
Q,Q,H,H,27,49,726,1.0525,0.7611,0.568172,letter,32
B-,B-,M,M,27,49,393,1.0524,0.7459,0.568172,letter,32
X-,X-,A-,A-,25,48,614,1.0523,0.5227,0.885433,letter,32
S,S,I-,I-,27,48,216,1.0523,1.1708,0.470879,letter,32
O,O,E+,E+,26,48,700,1.0522,0.9377,0.665466,letter,32
P,P,I,I,29,49,123,1.0516,0.8561,0.25287,letter,32
F,F,A+,A+,27,48,857,1.0513,1.5169,0.470879,letter,32
Q,Q,S+,S+,32,50,1970,1.0511,1.2048,0.0649086,letter,32
A,A,X+,X+,35,49,1915,1.0508,0.9102,0.00380165,letter,32
M,M,Y,Y,25,46,105,1.0499,0.7836,0.658738,letter,32
P,P,X+,X+,25,48,228,1.0499,0.9666,0.885433,letter,32
N,N,X+,X+,28,49,534,1.0494,0.8080,0.391603,letter,32
X-,X-,X+,X+,26,48,643,1.0490,0.5532,0.665466,letter,32
O,O,F,F,26,49,510,1.0489,0.7830,0.77545,letter,32
Q,Q,T+,T+,30,49,1714,1.0483,1.0651,0.152408,letter,32
I,I,O,O,27,48,762,1.0472,1.3211,0.470879,letter,32
C,C,T+,T+,27,48,388,1.0468,1.3778,0.470879,letter,32
F+,F+,Q,Q,14,27,23,1.0463,0.2402,1,letter,32
Q,Q,M,M,34,49,2038,1.0450,0.9073,0.00939924,letter,32
T-,T-,T+,T+,26,48,626,1.0447,1.4181,0.665466,letter,32
A+,A+,B+,B+,17,33,24,1.0438,0.1821,1,letter,32
L-,L-,N,N,23,45,148,1.0428,1.9472,1,letter,32
L-,L-,A+,A+,27,49,650,1.0424,2.2861,0.568172,letter,32
M,M,A+,A+,37,49,2039,1.0416,1.3278,0.000469757,letter,32
K,K,M,M,27,49,771,1.0411,0.5366,0.568172,letter,32
Z,Z,H,H,24,47,169,1.0407,0.7230,1,letter,32
E+,E+,Q,Q,26,49,967,1.0402,0.8997,0.77545,letter,32
B,B,M,M,29,49,1344,1.0393,0.9232,0.25287,letter,32
O-,O-,K,K,21,42,34,1.0390,1.0342,1,letter,32
M,M,I,I,29,49,1351,1.0380,0.9987,0.25287,letter,32
M,M,Z,Z,30,49,1302,1.0379,1.1068,0.152408,letter,32
G,G,M,M,27,49,761,1.0372,1.6755,0.568172,letter,32
Q,Q,G-,G-,27,49,522,1.0362,1.0017,0.568172,letter,32
L+,L+,G-,G-,22,43,39,1.0358,1.9568,1,letter,32
Q,Q,A,A,34,50,2042,1.0353,1.1075,0.0153467,letter,32
Q,Q,I,I,25,49,1314,1.0352,0.8426,1,letter,32
S,S,S,S,27,49,564,1.0346,1.1250,0.568172,letter,32
B-,B-,A+,A+,25,49,361,1.0335,1.0187,1,letter,32
E-,E-,A+,A+,27,49,1315,1.0324,1.5676,0.568172,letter,32
M,M,G,G,26,49,745,1.0323,0.9690,0.77545,letter,32
I,I,M,M,26,49,1301,1.0321,1.0677,0.77545,letter,32
A-,A-,M,M,31,49,1914,1.0317,0.7638,0.0854331,letter,32
N-,N-,M,M,27,48,325,1.0316,0.5465,0.470879,letter,32
