source,source_label,target,target_label,up,n,n_prompts,spec,obs_over_exp,p,grain,perm
K2,Music and related activities,A7+,Definite (+ modals) [+],25,42,21,2.3818,1.8712,0.279956,fine,32
A1.1.2,Damaging and destroying,S7.2+,Respect [+],16,26,35,2.3512,2.3241,0.32694,fine,32
X3.3,Sensory:- Touch,G2.1,"Crime, law and order: Law and order",21,33,12,2.3503,2.2606,0.162756,fine,32
A10+,Open/closed; Hiding/Hidden; Finding; Showing [+],A5.3,Evaluation:- Accuracy,41,48,128,2.3359,2.2364,6.24041e-07,fine,32
X2.4,"Investigate, examine, test, search",K1,Entertainment generally,32,48,141,2.3325,1.0714,0.0293049,fine,32
B5,Clothes and personal belongings,A7+,Definite (+ modals) [+],21,38,26,2.3275,2.0713,0.627103,fine,32
Q1.2,Paper documents and writing,S7.1-,"Power, organizing [-]",23,36,32,2.3270,1.6483,0.132498,fine,32
S7.4+,Permission [+],A5.2+,Evaluation:- True/false [+],31,42,66,2.3159,2.3473,0.00288725,fine,32
E1,"EMOTIONAL ACTIONS, STATES AND PROCESSES General",T2+,Time: Beginning and ending [+],38,48,242,2.3157,1.8185,6.16964e-05,fine,32
O4.1,General appearance and physical properties,E5-,Fear/bravery/shock [-],22,30,26,2.3135,2.4055,0.0161248,fine,32
A8,Seem,X5.2+,Interest/boredom/excited/energetic [+],18,27,33,2.3011,2.1806,0.122078,fine,32
N5+,Quantities [+],X4.2,"Mental object:- Means, method",17,31,31,2.2982,1.3124,0.7201,fine,32
A2.1+,"Affect:- Modify, change [+]",T1,Time,25,34,41,2.2860,2.2807,0.00904119,fine,32
A8,Seem,L1-,Life and living things [-],37,45,166,2.2855,1.3056,1.53741e-05,fine,32
X2.4,"Investigate, examine, test, search",K2,Music and related activities,30,48,109,2.2747,0.9824,0.111403,fine,32
A10-,Open/closed; Hiding/Hidden; Finding; Showing [-],T1.1.2,Time: General: Present; simultaneous,16,26,16,2.2672,2.2147,0.32694,fine,32
A1.8+,Inclusion/Exclusion [+],A3+,Being [+],20,32,19,2.2664,2.8206,0.215327,fine,32
N3.2+,Measurement: Size  [+],X3.4+,Sensory:- Sight [+],16,27,15,2.2610,2.5238,0.442068,fine,32
G1.1c,Government etc. [c],X8+,Trying [+],18,28,24,2.2549,3.8484,0.184933,fine,32
A2.1+,"Affect:- Modify, change [+]",A5.3,Evaluation:- Accuracy,31,45,73,2.2389,1.3944,0.0160944,fine,32
I2.2,Business: Selling,X4.2,"Mental object:- Means, method",20,29,49,2.2357,3.2131,0.0614283,fine,32
X2.1,"Thought, belief",B5-,Clothes and personal belongings [-],27,42,26,2.2350,1.2564,0.0884295,fine,32
I1.2,Money: Debts,N3.2+,Measurement: Size  [+],32,41,63,2.2305,2.8300,0.000430857,fine,32
E6-,"Worry, concern, confident [-]",A1.9,Avoiding,20,26,14,2.2252,3.2282,0.00935531,fine,32
T1.3,Time: Period,S5+,Groups and affiliation [+],22,32,29,2.2252,3.2477,0.0501025,fine,32
A10+,Open/closed; Hiding/Hidden; Finding; Showing [+],S1.1.1,"SOCIAL ACTIONS, STATES AND PROCESSES",40,49,335,2.2110,1.6965,9.26355e-06,fine,32
T2-,Time: Beginning and ending [-],A11.1+,Importance: Important [+],37,47,118,2.2064,2.1144,9.84888e-05,fine,32
A1.7-,Constraint [-],A1.8+,Inclusion/Exclusion [+],17,28,13,2.2038,0.7800,0.344928,fine,32
N3.2+,Measurement: Size  [+],E1,"EMOTIONAL ACTIONS, STATES AND PROCESSES General",31,45,31,2.2018,1.9598,0.0160944,fine,32
X3.2,Sensory:- Sound,T1.1.2,Time: General: Present; simultaneous,20,30,19,2.1911,2.4787,0.0987371,fine,32
A10-,Open/closed; Hiding/Hidden; Finding; Showing [-],S2mf,People [mf],23,36,34,2.1861,1.1104,0.132498,fine,32
O4.6+,Temperature      [+],A4.1,"Generally kinds, groups, examples",19,30,25,2.1855,3.0187,0.200488,fine,32
A2.1+,"Affect:- Modify, change [+]",X4.2,"Mental object:- Means, method",29,40,72,2.1846,1.6227,0.00642658,fine,32
E1,"EMOTIONAL ACTIONS, STATES AND PROCESSES General",A8,Seem,38,47,175,2.1777,1.6220,2.4904e-05,fine,32
Q2.1,Speech etc:- Communicative,X3.4+,Sensory:- Sight [+],41,48,428,2.1727,2.3174,6.24041e-07,fine,32
I1.2,Money: Debts,A1.8+,Inclusion/Exclusion [+],35,46,85,2.1627,2.4953,0.000535585,fine,32
I1.2,Money: Debts,X2.2+,Knowledge [+],41,47,228,2.1568,2.1379,1.7717e-07,fine,32
X4.1,Mental object:- Conceptual object,S6+,Obligation and necessity [+],35,46,53,2.1432,3.5002,0.000535585,fine,32
Q1.1,"LINGUISTIC ACTIONS, STATES AND PROCESSES; COMMUNICATION",X3.2+,Sensory:- Sound [+],18,28,11,2.1429,2.2198,0.184933,fine,32
N3.2+,Measurement: Size  [+],X2.5+,Understand [+],28,41,31,2.1406,1.6743,0.0275332,fine,32
T2++,Time: Beginning and ending [++],A6.1-,Comparing:- Similar/different [-],25,45,41,2.1361,1.1775,0.551484,fine,32
A10+,Open/closed; Hiding/Hidden; Finding; Showing [+],N3.3,Measurement: Distance,38,45,101,2.1339,1.8526,3.12131e-06,fine,32
A1.7+,Constraint [+],N5-,Quantities [-],20,32,14,2.1319,1.8433,0.215327,fine,32
E4.1-,Happy/sad: Happy [-],A5.2+,Evaluation:- True/false [+],28,36,24,2.1308,3.0453,0.00119324,fine,32
Z5,Grammatical bin,A10-,Open/closed; Hiding/Hidden; Finding; Showing [-],22,33,22,2.1303,1.8932,0.0801433,fine,32
X3.2++,Sensory:- Sound [++],H1,Architecture and kinds of houses and buildings,21,35,33,2.1299,0.9394,0.310505,fine,32
A10-,Open/closed; Hiding/Hidden; Finding; Showing [-],A7+,Definite (+ modals) [+],31,42,115,2.1287,2.2671,0.00288725,fine,32
X3.2++,Sensory:- Sound [++],P1,Education in general,29,43,45,2.1233,1.2961,0.0315395,fine,32
T2-,Time: Beginning and ending [-],N6,Frequency etc.,31,42,63,2.1158,2.6363,0.00288725,fine,32
S8+,Helping/hindering [+],A7-,Definite (+ modals) [-],19,33,17,2.1150,1.2830,0.48685,fine,32
S8-,Helping/hindering [-],S7.2-,Respect [-],20,30,10,2.1135,3.9317,0.0987371,fine,32
N3.2+,Measurement: Size  [+],B5,Clothes and personal belongings,19,32,22,2.1083,2.3377,0.377086,fine,32
I1.2,Money: Debts,T1.1.2,Time: General: Present; simultaneous,24,36,51,2.1068,2.1517,0.0652453,fine,32
A5.2-,Evaluation:- True/false [-],A2.2,Affect:- Cause/Connected,16,30,13,2.1034,1.6863,0.855536,fine,32
X2.6+,Expect [+],N3.3,Measurement: Distance,21,33,31,2.1028,2.6094,0.162756,fine,32
E3-,Calm/Violent/Angry [-],N5-,Quantities [-],28,41,33,2.1002,2.8478,0.0275332,fine,32
S7.1+,"Power, organizing [+]",N3.2+,Measurement: Size  [+],27,44,39,2.0972,1.5927,0.174171,fine,32
N5-,Quantities [-],X2.2+,Knowledge [+],24,39,29,2.0908,1.7196,0.199591,fine,32
A1.5.1,Using,E4.1+,Happy/sad: Happy [+],33,47,319,2.0816,2.0431,0.00794273,fine,32
A1.5.1,Using,N6,Frequency etc.,20,32,48,2.0783,2.1617,0.215327,fine,32
E1,"EMOTIONAL ACTIONS, STATES AND PROCESSES General",A1.8+,Inclusion/Exclusion [+],20,34,28,2.0759,1.9605,0.391528,fine,32
N3.8+,Measurement: Speed [+],A6.1+,Comparing:- Similar/different [+],16,31,20,2.0702,1.9171,1,fine,32
C1,Arts and crafts,S7.2+,Respect [+],21,33,42,2.0687,2.4546,0.162756,fine,32
A5.3,Evaluation:- Accuracy,F1,Food,16,27,22,2.0640,1.1773,0.442068,fine,32
O4.1,General appearance and physical properties,S2mf,People [mf],15,28,22,2.0615,1.0304,0.850554,fine,32
E1,"EMOTIONAL ACTIONS, STATES AND PROCESSES General",S7.4+,Permission [+],37,47,185,2.0572,1.6252,9.84888e-05,fine,32
E1,"EMOTIONAL ACTIONS, STATES AND PROCESSES General",Q1.1,"LINGUISTIC ACTIONS, STATES AND PROCESSES; COMMUNICATION",34,46,120,2.0538,1.3354,0.00164149,fine,32
S7.4+,Permission [+],S1.1.3+,Participation [+],26,37,80,2.0512,2.1236,0.0200739,fine,32
X5.1-,Attention [-],X4.1,Mental object:- Conceptual object,18,35,37,2.0421,0.5886,1,fine,32
X6+,Deciding [+],E5-,Fear/bravery/shock [-],21,33,30,2.0412,1.8678,0.162756,fine,32
S7.4+,Permission [+],N6,Frequency etc.,25,39,53,2.0396,1.5509,0.108129,fine,32
K4,"Drama, the theatre and showbusiness",Q2.1,Speech etc:- Communicative,32,43,47,2.0351,1.4130,0.00191396,fine,32
I1.2,Money: Debts,A11.1+,Importance: Important [+],35,45,82,2.0342,2.8679,0.000247088,fine,32
A5.1+,Evaluation:- Good/bad [+],X2.5+,Understand [+],19,30,13,2.0339,2.0003,0.200488,fine,32
A1.7+,Constraint [+],A1.9,Avoiding,18,29,23,2.0293,2.3042,0.264931,fine,32
Q1.2,Paper documents and writing,E5-,Fear/bravery/shock [-],30,44,75,2.0277,2.4936,0.0226288,fine,32
X3.2++,Sensory:- Sound [++],S1.1.2+,Reciprocity [+],24,36,55,2.0266,1.3825,0.0652453,fine,32
E3-,Calm/Violent/Angry [-],A7-,Definite (+ modals) [-],31,40,55,2.0242,3.3678,0.000679548,fine,32
A10-,Open/closed; Hiding/Hidden; Finding; Showing [-],A5.3,Evaluation:- Accuracy,22,33,47,2.0241,2.0532,0.0801433,fine,32
M8,Remaining/stationary,A7-,Definite (+ modals) [-],20,28,44,2.0216,3.0315,0.0356981,fine,32
S8+,Helping/hindering [+],X3.4+,Sensory:- Sight [+],32,44,93,2.0177,1.7374,0.00365777,fine,32
B1,Anatomy and physiology,K5.1,Sports,31,47,107,2.0170,1.8336,0.0399861,fine,32
T1.3,Time: Period,Q1.1,"LINGUISTIC ACTIONS, STATES AND PROCESSES; COMMUNICATION",29,47,95,2.0138,1.6910,0.143865,fine,32
A6.1+,Comparing:- Similar/different [+],N3.2+,Measurement: Size  [+],21,32,14,2.0111,2.9634,0.110184,fine,32
A9-,Getting and giving; possession [-],X3.4+,Sensory:- Sight [+],37,48,327,2.0073,1.6779,0.000222245,fine,32
X3.2++,Sensory:- Sound [++],X2.1,"Thought, belief",29,46,158,2.0067,1.5208,0.103805,fine,32
A9-,Getting and giving; possession [-],E5-,Fear/bravery/shock [-],25,38,87,2.0032,2.0531,0.0729514,fine,32
S7.4+,Permission [+],S1.1.1,"SOCIAL ACTIONS, STATES AND PROCESSES",35,48,222,1.9951,1.5711,0.00208811,fine,32
S9,Religion and the supernatural,A1.9,Avoiding,22,32,19,1.9823,3.3595,0.0501025,fine,32
S7.4+,Permission [+],O3,Electricity and electrical equipment,15,25,23,1.9816,2.2085,0.424356,fine,32
C1,Arts and crafts,O1.1,Substances and materials generally: Solid,24,41,41,1.9807,2.1299,0.348889,fine,32
T2+,Time: Beginning and ending [+],B2-,Health and disease [-],29,48,147,1.9785,1.3935,0.193413,fine,32
X4.1,Mental object:- Conceptual object,X2.5+,Understand [+],25,44,68,1.9774,1.2478,0.451381,fine,32
K1,Entertainment generally,I1.2,Money: Debts,28,46,94,1.9753,1.1626,0.183925,fine,32
A1.1.2,Damaging and destroying,I1.3,Money: Price,28,46,51,1.9729,1.2903,0.183925,fine,32
K1,Entertainment generally,Q1.1,"LINGUISTIC ACTIONS, STATES AND PROCESSES; COMMUNICATION",31,45,119,1.9688,1.0451,0.0160944,fine,32
H1,Architecture and kinds of houses and buildings,M5,Aircraft and flying,14,25,10,1.9673,1.3231,0.690038,fine,32
X3.2,Sensory:- Sound,G2.1,"Crime, law and order: Law and order",38,48,100,1.9630,2.2606,6.16964e-05,fine,32
Q2.1,Speech etc:- Communicative,T3+,"Time: Old, new and young; age [+]",24,34,34,1.9627,1.7948,0.0243065,fine,32
I2.2,Business: Selling,A11.1+,Importance: Important [+],35,45,69,1.9591,2.8592,0.000247088,fine,32
X2.3+,Learn [+],N3.3,Measurement: Distance,18,27,20,1.9574,2.5365,0.122078,fine,32
Z5,Grammatical bin,A1.7-,Constraint [-],21,34,20,1.9498,1.8558,0.229481,fine,32
T2-,Time: Beginning and ending [-],T1.1.2,Time: General: Present; simultaneous,28,41,70,1.9489,2.1078,0.0275332,fine,32
T2+,Time: Beginning and ending [+],E4.2+,Happy/sad: Contentment [+],16,26,24,1.9484,1.3405,0.32694,fine,32
A1.1.2,Damaging and destroying,A4.1,"Generally kinds, groups, examples",26,41,53,1.9479,2.0600,0.117275,fine,32
X2.2-,Knowledge [-],A2.2,Affect:- Cause/Connected,17,32,17,1.9461,0.7031,0.86005,fine,32
A9-,Getting and giving; possession [-],A13.3,Degree: Boosters,19,29,68,1.9458,0.5015,0.136046,fine,32
M1,"Moving, coming and going",A6,Comparing,26,39,66,1.9446,1.6475,0.0532519,fine,32
I1.2,Money: Debts,E6+,"Worry, concern, confident [+]",20,32,29,1.9413,2.7493,0.215327,fine,32
B1,Anatomy and physiology,S4,Kin,29,47,73,1.9401,0.9240,0.143865,fine,32
A8,Seem,E5-,Fear/bravery/shock [-],26,35,55,1.9381,2.6620,0.00598812,fine,32
O4.2+,Judgement of appearance (pretty etc.) [+],X2.5+,Understand [+],19,33,19,1.9366,2.5677,0.48685,fine,32
A10+,Open/closed; Hiding/Hidden; Finding; Showing [+],T1.1.2,Time: General: Present; simultaneous,30,40,66,1.9361,1.8265,0.00222143,fine,32
A2.1+,"Affect:- Modify, change [+]",E6+,"Worry, concern, confident [+]",26,43,32,1.9347,0.9924,0.222053,fine,32
M3,Vehicles and transport on land,O4.2+,Judgement of appearance (pretty etc.) [+],18,29,29,1.9343,1.6897,0.264931,fine,32
B5,Clothes and personal belongings,X3.4+,Sensory:- Sight [+],29,42,40,1.9328,1.9242,0.0195205,fine,32
X3.2,Sensory:- Sound,A1.2+,Suitability [+],20,31,31,1.9319,1.1997,0.149613,fine,32
Q2.1,Speech etc:- Communicative,X2.5+,Understand [+],44,48,522,1.9299,2.1535,1.51383e-09,fine,32
Q2.1,Speech etc:- Communicative,S7.2-,Respect [-],22,35,25,1.9298,1.5465,0.175465,fine,32
O4.1,General appearance and physical properties,A5.2+,Evaluation:- True/false [+],16,26,18,1.9290,2.3753,0.32694,fine,32
A6.2+,Comparing:- Usual/unusual  [+],E4.1+,Happy/sad: Happy [+],23,36,40,1.9283,2.3578,0.132498,fine,32
G1.1c,Government etc. [c],Q1.1,"LINGUISTIC ACTIONS, STATES AND PROCESSES; COMMUNICATION",20,28,16,1.9239,3.3262,0.0356981,fine,32
S7.1+,"Power, organizing [+]",Z3c,Other proper names [c],26,41,37,1.9233,0.9227,0.117275,fine,32
I1.1,Money: Affluence,G2.1-,"Crime, law and order: Law and order [-]",29,43,50,1.9206,1.8074,0.0315395,fine,32
F2,Drinks,O4.3,Colour and colour patterns,24,34,16,1.9200,3.2499,0.0243065,fine,32
A10+,Open/closed; Hiding/Hidden; Finding; Showing [+],T1.3,Time: Period,36,47,197,1.9176,1.0419,0.000346001,fine,32
F4,Farming & Horticulture,X3.4+,Sensory:- Sight [+],20,34,26,1.9159,2.8735,0.391528,fine,32
N3.8+,Measurement: Speed [+],K2,Music and related activities,29,45,68,1.9139,2.2521,0.0724543,fine,32
S7.4+,Permission [+],X4.2,"Mental object:- Means, method",18,32,60,1.9137,1.7290,0.596615,fine,32
I1.2,Money: Debts,N3.3,Measurement: Distance,24,37,66,1.9113,2.3809,0.0988717,fine,32
A8,Seem,X2.3+,Learn [+],35,44,92,1.9112,2.0451,0.000106045,fine,32
A1.1.2,Damaging and destroying,B4,Cleaning and personal care,30,48,108,1.9111,1.4627,0.111403,fine,32
S7.1+,"Power, organizing [+]",E4.1-,Happy/sad: Happy [-],34,46,176,1.9063,1.0565,0.00164149,fine,32
X9.2-,Ability:- Success and failure [-],A8,Seem,31,44,67,1.9043,1.2576,0.00955988,fine,32
X4.2,"Mental object:- Means, method",A1.1.2,Damaging and destroying,17,28,18,1.9035,1.8539,0.344928,fine,32
F1,Food,O4.3,Colour and colour patterns,26,38,32,1.9021,2.9001,0.0335524,fine,32
A1.1.2,Damaging and destroying,A7-,Definite (+ modals) [-],24,37,36,1.9011,2.4837,0.0988717,fine,32
A4.1,"Generally kinds, groups, examples",A7+,Definite (+ modals) [+],20,38,12,1.9004,1.2809,0.871415,fine,32
M8,Remaining/stationary,A9,Getting and giving; possession,15,26,36,1.8979,2.4319,0.557197,fine,32
G2.1,"Crime, law and order: Law and order",N6+,Frequency etc. [+],28,38,56,1.8970,2.8776,0.00509764,fine,32
A2.2,Affect:- Cause/Connected,A3+,Being [+],19,33,27,1.8953,2.0989,0.48685,fine,32
X3.2,Sensory:- Sound,A1.8+,Inclusion/Exclusion [+],24,34,47,1.8952,1.6818,0.0243065,fine,32
A9-,Getting and giving; possession [-],X2,Mental actions and processes,23,28,15,1.8952,3.5731,0.000912234,fine,32
Q2.2,Speech acts,E3+,Calm/Violent/Angry [+],33,46,143,1.8897,1.3506,0.00453386,fine,32
O1.1,Substances and materials generally: Solid,Q2.2,Speech acts,34,48,138,1.8892,1.6424,0.0055152,fine,32
A8,Seem,O4.2+,Judgement of appearance (pretty etc.) [+],22,37,47,1.8889,1.3609,0.324009,fine,32
E4.1-,Happy/sad: Happy [-],X5.1+,Attention [+],19,26,28,1.8876,2.9689,0.0289593,fine,32
Q2.1,Speech etc:- Communicative,E4.2+,Happy/sad: Contentment [+],24,36,63,1.8856,1.1272,0.0652453,fine,32
S3.1,Relationship: General,I1.1,Money: Affluence,26,43,38,1.8854,1.1781,0.222053,fine,32
I2.2,Business: Selling,X2.2+,Knowledge [+],41,46,186,1.8836,2.7556,4.40594e-08,fine,32
E1,"EMOTIONAL ACTIONS, STATES AND PROCESSES General",N5,Quantities,19,36,30,1.8788,0.7943,0.867939,fine,32
B1,Anatomy and physiology,O4.2+,Judgement of appearance (pretty etc.) [+],25,40,63,1.8774,1.2380,0.15386,fine,32
S3.2,Relationship: Intimate/sexual,G2.1,"Crime, law and order: Law and order",31,45,58,1.8766,2.2990,0.0160944,fine,32
A9-,Getting and giving; possession [-],X4.2,"Mental object:- Means, method",27,40,93,1.8748,1.6121,0.0384773,fine,32
A15-,Safety/Danger [-],A5,Evaluation,19,29,11,1.8681,3.0993,0.136046,fine,32
S8-,Helping/hindering [-],A11.1+,Importance: Important [+],17,30,12,1.8679,2.8226,0.584665,fine,32
H1,Architecture and kinds of houses and buildings,N5-,Quantities [-],20,30,13,1.8678,2.6917,0.0987371,fine,32
S4,Kin,H1,Architecture and kinds of houses and buildings,23,41,40,1.8676,2.5866,0.532709,fine,32
X2.3+,Learn [+],X5.1+,Attention [+],28,40,42,1.8673,2.2757,0.016589,fine,32
B2-,Health and disease [-],B5,Clothes and personal belongings,21,41,41,1.8666,1.7843,1,fine,32
A10+,Open/closed; Hiding/Hidden; Finding; Showing [+],X4.2,"Mental object:- Means, method",25,39,96,1.8645,1.1467,0.108129,fine,32
H1,Architecture and kinds of houses and buildings,G2.1-,"Crime, law and order: Law and order [-]",29,43,39,1.8618,2.4712,0.0315395,fine,32
X2.4,"Investigate, examine, test, search",X3.2-,Sensory:- Sound [-],32,43,127,1.8581,1.4811,0.00191396,fine,32
Z6,Negative,X2.5+,Understand [+],23,33,26,1.8565,2.2673,0.035082,fine,32
X6+,Deciding [+],E2-,Liking [-],23,42,44,1.8564,0.7176,0.643969,fine,32
B2-,Health and disease [-],K2,Music and related activities,29,43,33,1.8536,2.1251,0.0315395,fine,32
A10-,Open/closed; Hiding/Hidden; Finding; Showing [-],A1.8+,Inclusion/Exclusion [+],21,35,29,1.8520,1.3691,0.310505,fine,32
N3.2+,Measurement: Size  [+],B4,Cleaning and personal care,21,34,13,1.8449,1.8827,0.229481,fine,32
X9.2+,Ability:- Success and failure [+],A1.8+,Inclusion/Exclusion [+],17,25,21,1.8438,3.2272,0.107752,fine,32
T2-,Time: Beginning and ending [-],N3.2+,Measurement: Size  [+],34,46,90,1.8438,2.4236,0.00164149,fine,32
N5-,Quantities [-],X2.1,"Thought, belief",29,42,39,1.8429,1.9801,0.0195205,fine,32
A9+,Getting and giving; possession [+],Q4,The Media,26,40,33,1.8417,1.0290,0.0806905,fine,32
X2.3+,Learn [+],A1.8+,Inclusion/Exclusion [+],20,33,19,1.8377,2.5548,0.296206,fine,32
Q2.1,Speech etc:- Communicative,Z5,Grammatical bin,35,43,771,1.8349,2.7910,4.19342e-05,fine,32
M3,Vehicles and transport on land,S5+,Groups and affiliation [+],20,32,36,1.8343,2.8562,0.215327,fine,32
