source,source_label,target,target_label,up,n,n_prompts,spec,obs_over_exp,p,grain,perm
M,M,X,X,45,49,2092,1.1699,1.5973,8.22546e-10,letter,32
T+,T+,S,S,29,49,1355,1.1688,0.5467,0.25287,letter,32
I-,I-,Q,Q,29,49,609,1.1664,1.7015,0.25287,letter,32
N+,N+,W,W,28,48,203,1.1657,0.9066,0.312327,letter,32
K,K,T-,T-,28,49,355,1.1641,0.7255,0.391603,letter,32
T+,T+,A-,A-,33,49,1706,1.1638,0.6026,0.0212941,letter,32
X-,X-,H,H,27,48,204,1.1631,0.6976,0.470879,letter,32
K,K,N-,N-,26,48,199,1.1613,0.7222,0.665466,letter,32
Q,Q,G-,G-,34,49,680,1.1608,0.9561,0.00939924,letter,32
Q,Q,Z,Z,38,50,2169,1.1576,1.2111,0.000305864,letter,32
G-,G-,T-,T-,28,49,226,1.1560,1.2359,0.391603,letter,32
M,M,P,P,36,49,504,1.1556,1.2277,0.00140269,letter,32
T+,T+,I-,I-,25,49,318,1.1555,0.6519,1,letter,32
S,S,I,I,31,49,785,1.1554,1.1973,0.0854331,letter,32
Z,Z,X+,X+,34,49,2031,1.1550,1.2011,0.00939924,letter,32
L,L,X,X,25,47,209,1.1532,1.5700,0.770867,letter,32
Z,Z,I+,I+,23,42,58,1.1522,0.6491,0.643969,letter,32
H,H,B-,B-,25,46,102,1.1501,1.3593,0.658738,letter,32
H,H,E-,E-,28,48,348,1.1474,1.1124,0.312327,letter,32
Y,Y,A+,A+,29,48,113,1.1459,1.0141,0.193413,letter,32
N-,N-,S-,S-,26,48,225,1.1448,0.7767,0.665466,letter,32
L+,L+,Q,Q,29,47,158,1.1448,1.6242,0.143865,letter,32
K,K,A,A,32,49,973,1.1446,0.8373,0.0443842,letter,32
N-,N-,X-,X-,29,48,329,1.1441,1.7836,0.193413,letter,32
F+,F+,Q,Q,25,42,49,1.1440,2.4726,0.279956,letter,32
E+,E+,N+,N+,29,48,967,1.1437,0.8503,0.193413,letter,32
I,I,S-,S-,31,49,532,1.1436,1.2186,0.0854331,letter,32
B,B,S,S,31,49,1029,1.1430,1.1594,0.0854331,letter,32
O+,O+,Q,Q,33,49,583,1.1418,1.3438,0.0212941,letter,32
L-,L-,A,A,33,49,692,1.1417,2.5822,0.0212941,letter,32
E+,E+,E-,E-,32,49,691,1.1409,1.0334,0.0443842,letter,32
T+,T+,S+,S+,37,49,1692,1.1399,0.8255,0.000469757,letter,32
C,C,T+,T+,28,48,531,1.1370,1.1998,0.312327,letter,32
N,N,W,W,26,48,183,1.1367,1.2832,0.665466,letter,32
F,F,T,T,33,49,708,1.1367,1.3298,0.0212941,letter,32
G-,G-,X,X,29,49,526,1.1361,1.4690,0.25287,letter,32
A,A,T+,T+,38,49,1854,1.1359,0.9693,0.000141971,letter,32
S,S,P,P,31,49,256,1.1350,1.3789,0.0854331,letter,32
T+,T+,B,B,29,49,1174,1.1339,0.7425,0.25287,letter,32
L-,L-,T+,T+,30,49,460,1.1330,2.3949,0.152408,letter,32
S,S,C,C,27,48,323,1.1325,1.4866,0.470879,letter,32
X+,X+,F,F,28,49,843,1.1318,0.7489,0.391603,letter,32
E-,E-,X+,X+,33,49,1150,1.1317,1.3079,0.0212941,letter,32
X+,X+,C,C,29,48,540,1.1313,0.7783,0.193413,letter,32
A-,A-,W,W,26,47,257,1.1313,1.0417,0.560065,letter,32
G,G,N-,N-,28,47,202,1.1312,1.6350,0.24296,letter,32
X+,X+,M,M,36,49,2057,1.1302,0.8057,0.00140269,letter,32
A+,A+,Y,Y,26,47,1305,1.1297,0.7278,0.560065,letter,32
O,O,Q,Q,35,49,1747,1.1292,1.0983,0.00380165,letter,32
L+,L+,G-,G-,24,44,44,1.1289,2.0149,0.651588,letter,32
F,F,B-,B-,26,48,214,1.1286,1.4755,0.665466,letter,32
L,L,O+,O+,24,47,80,1.1282,1.1968,1,letter,32
G,G,Q,Q,33,49,858,1.1271,1.8398,0.0212941,letter,32
L,L,H,H,24,48,89,1.1265,1.2732,1,letter,32
Q,Q,X+,X+,39,49,2014,1.1257,1.0966,3.84591e-05,letter,32
K,K,X+,X+,28,49,725,1.1241,0.7117,0.391603,letter,32
H,H,O,O,29,49,398,1.1240,1.3967,0.25287,letter,32
M,M,L,L,30,49,580,1.1235,1.5530,0.152408,letter,32
Q,Q,T,T,36,49,1902,1.1235,0.8566,0.00140269,letter,32
N,N,O,O,27,49,1404,1.1232,1.1383,0.568172,letter,32
E+,E+,K,K,27,49,413,1.1220,0.8252,0.568172,letter,32
S+,S+,K,K,29,49,724,1.1216,1.0681,0.25287,letter,32
H,H,M,M,35,50,853,1.1213,1.2007,0.00660045,letter,32
L+,L+,A-,A-,28,47,128,1.1201,1.7215,0.24296,letter,32
F,F,T+,T+,29,49,714,1.1199,1.4791,0.25287,letter,32
A,A,N-,N-,32,49,963,1.1193,0.8282,0.0443842,letter,32
I-,I-,X,X,27,49,500,1.1193,1.9953,0.568172,letter,32
Z,Z,W,W,29,49,252,1.1180,1.0320,0.25287,letter,32
A-,A-,C,C,29,49,569,1.1179,0.7818,0.25287,letter,32
T,T,N+,N+,32,50,1611,1.1171,1.4495,0.0649086,letter,32
Z,Z,Y,Y,29,48,1290,1.1162,1.1030,0.193413,letter,32
X+,X+,O+,O+,30,49,812,1.1159,0.8163,0.152408,letter,32
A+,A+,W,W,32,48,344,1.1158,0.9345,0.0293049,letter,32
N+,N+,G,G,26,49,521,1.1155,0.7761,0.77545,letter,32
L-,L-,A-,A-,31,49,603,1.1150,2.3106,0.0854331,letter,32
S+,S+,Z,Z,33,49,1938,1.1144,0.9758,0.0212941,letter,32
O-,O-,O,O,26,47,163,1.1143,1.1731,0.560065,letter,32
M,M,Q,Q,37,49,2205,1.1129,1.2469,0.000469757,letter,32
I,I,X+,X+,36,49,1196,1.1120,1.3554,0.00140269,letter,32
L+,L+,M,M,27,47,163,1.1118,1.4796,0.381693,letter,32
S,S,E+,E+,29,49,795,1.1115,1.4457,0.25287,letter,32
L-,L-,M,M,35,49,731,1.1104,1.9424,0.00380165,letter,32
I,I,Q,Q,34,49,1389,1.1098,1.3260,0.00939924,letter,32
H,H,A+,A+,32,49,869,1.1094,1.5152,0.0443842,letter,32
A-,A-,Y,Y,26,47,1198,1.1091,0.8062,0.560065,letter,32
L+,L+,T,T,23,45,68,1.1073,1.3172,1,letter,32
N,N,E+,E+,30,49,1103,1.1070,1.3573,0.152408,letter,32
S,S,A,A,32,50,1692,1.1068,1.3772,0.0649086,letter,32
P,P,N+,N+,25,48,175,1.1066,1.0237,0.885433,letter,32
Z,Z,G,G,26,49,669,1.1066,0.8855,0.77545,letter,32
C,C,X,X,28,48,732,1.1064,1.4554,0.312327,letter,32
C,C,M,M,31,49,893,1.1063,1.0114,0.0854331,letter,32
F,F,E+,E+,29,49,552,1.1063,1.2539,0.25287,letter,32
F,F,X-,X-,28,49,533,1.1061,1.8494,0.391603,letter,32
E+,E+,Q,Q,32,49,1276,1.1060,0.8221,0.0443842,letter,32
E,E,M,M,27,48,528,1.1056,0.7267,0.470879,letter,32
A-,A-,X+,X+,39,49,1947,1.1054,0.9101,3.84591e-05,letter,32
M,M,O+,O+,30,49,1136,1.1053,1.0501,0.152408,letter,32
Q,Q,X,X,38,50,2012,1.1052,1.2259,0.000305864,letter,32
T,T,X,X,31,50,1693,1.1052,1.5843,0.11892,letter,32
M,M,X+,X+,40,49,2109,1.1051,1.2932,9.26355e-06,letter,32
F-,F-,A+,A+,19,35,40,1.1049,1.7001,0.735879,letter,32
O,O,E+,E+,33,48,964,1.1046,1.0034,0.0132833,letter,32
O,O,S+,S+,31,49,1540,1.1032,1.2480,0.0854331,letter,32
S-,S-,P,P,26,48,124,1.1029,1.2509,0.665466,letter,32
A,A,G,G,29,49,888,1.1009,0.7109,0.25287,letter,32
S-,S-,X+,X+,27,49,844,1.1008,1.1396,0.568172,letter,32
S+,S+,B-,B-,26,49,298,1.1006,0.8027,0.77545,letter,32
O+,O+,A+,A+,31,49,640,1.1006,1.4309,0.0854331,letter,32
N+,N+,B,B,29,49,1206,1.1004,1.1203,0.25287,letter,32
A+,A+,S,S,33,49,1901,1.0999,0.8059,0.0212941,letter,32
S,S,W,W,28,48,151,1.0963,1.2622,0.312327,letter,32
H,H,X,X,25,49,643,1.0946,1.3853,1,letter,32
L-,L-,I-,I-,29,49,171,1.0936,1.7105,0.25287,letter,32
I-,I-,A+,A+,28,49,660,1.0936,1.9793,0.391603,letter,32
S-,S-,Z,Z,29,49,999,1.0933,1.4173,0.25287,letter,32
S,S,M,M,28,49,1660,1.0930,1.2225,0.391603,letter,32
N,N,X,X,35,49,1695,1.0928,1.4640,0.00380165,letter,32
A-,A-,H,H,28,49,686,1.0921,0.8350,0.391603,letter,32
O-,O-,A,A,29,48,306,1.0912,1.1814,0.193413,letter,32
T,T,S-,S-,26,49,793,1.0908,1.2515,0.77545,letter,32
X,X,Q,Q,36,50,1905,1.0903,0.6548,0.00260217,letter,32
N+,N+,Z,Z,33,50,1969,1.0901,1.1760,0.0328391,letter,32
N-,N-,A-,A-,26,48,663,1.0901,0.8704,0.665466,letter,32
Z,Z,L-,L-,25,49,420,1.0898,0.4703,1,letter,32
Z,Z,O-,O-,25,47,332,1.0893,0.8541,0.770867,letter,32
T+,T+,W-,W-,14,28,13,1.0884,0.9399,1,letter,32
S+,S+,N-,N-,27,49,614,1.0881,0.7102,0.568172,letter,32
C,C,X+,X+,27,48,646,1.0875,1.1003,0.470879,letter,32
X+,X+,G-,G-,27,49,489,1.0872,0.7663,0.568172,letter,32
S,S,S-,S-,27,49,634,1.0870,1.2805,0.568172,letter,32
X,X,X-,X-,28,49,1100,1.0870,1.0172,0.391603,letter,32
S,S,I-,I-,27,48,272,1.0869,1.0695,0.470879,letter,32
E-,E-,G+,G+,18,35,29,1.0862,0.9580,1,letter,32
T+,T+,Z,Z,33,49,1745,1.0856,0.7803,0.0212941,letter,32
N,N,S+,S+,30,49,1796,1.0853,1.2224,0.152408,letter,32
A,A,O-,O-,25,47,375,1.0851,0.7739,0.770867,letter,32
K,K,E,E,25,48,149,1.0844,0.8776,0.885433,letter,32
X+,X+,T,T,28,49,1654,1.0828,0.8016,0.391603,letter,32
Z,Z,N-,N-,26,49,797,1.0817,0.8855,0.77545,letter,32
M,M,N+,N+,32,50,2122,1.0817,1.1597,0.0649086,letter,32
X-,X-,A-,A-,27,48,814,1.0817,0.5591,0.470879,letter,32
I,I,E-,E-,28,49,690,1.0816,1.0522,0.391603,letter,32
L-,L-,X+,X+,38,49,554,1.0815,2.1916,0.000141971,letter,32
B,B,H,H,29,49,433,1.0812,1.4042,0.25287,letter,32
N,N,X-,X-,30,48,1048,1.0803,1.5607,0.111403,letter,32
P,P,A-,A-,26,49,258,1.0803,1.0808,0.77545,letter,32
G,G,A-,A-,29,49,749,1.0802,1.7331,0.25287,letter,32
Q,Q,A-,A-,36,50,2098,1.0798,1.0806,0.00260217,letter,32
A,A,Q,Q,44,50,2249,1.0785,0.8296,3.24374e-08,letter,32
X,X,G-,G-,29,49,443,1.0774,0.5038,0.25287,letter,32
L,L,F,F,26,48,119,1.0769,1.1649,0.665466,letter,32
F,F,A-,A-,28,49,905,1.0767,1.2926,0.391603,letter,32
Z,Z,T+,T+,26,49,1731,1.0762,1.0293,0.77545,letter,32
G-,G-,O-,O-,25,46,65,1.0761,1.1742,0.658738,letter,32
O,O,L-,L-,27,49,332,1.0760,0.4194,0.568172,letter,32
O+,O+,L-,L-,24,47,105,1.0758,0.5319,1,letter,32
A+,A+,N,N,29,49,2030,1.0756,0.8287,0.25287,letter,32
G,G,O,O,30,49,546,1.0748,1.8822,0.152408,letter,32
A+,A+,Q,Q,34,50,2228,1.0734,0.8768,0.0153467,letter,32
L+,L+,S+,S+,24,47,132,1.0734,1.1674,1,letter,32
A-,A-,O,O,30,49,1656,1.0733,0.9662,0.152408,letter,32
F,F,A+,A+,29,49,1047,1.0730,1.4804,0.25287,letter,32
Z,Z,I-,I-,27,48,401,1.0723,0.8443,0.470879,letter,32
A+,A+,A-,A-,39,50,2233,1.0712,0.9062,9.02149e-05,letter,32
Q,Q,A,A,39,50,2221,1.0710,1.1063,9.02149e-05,letter,32
A,A,I-,I-,30,49,578,1.0708,0.7643,0.152408,letter,32
T-,T-,T+,T+,29,49,882,1.0697,1.2634,0.25287,letter,32
T-,T-,S+,S+,30,49,1104,1.0688,1.2204,0.152408,letter,32
Q,Q,N+,N+,32,50,1964,1.0688,0.9424,0.0649086,letter,32
T+,T+,Q,Q,29,49,1798,1.0680,0.5305,0.25287,letter,32
F,F,I,I,28,49,454,1.0677,1.0574,0.391603,letter,32
O+,O+,G-,G-,25,47,155,1.0676,0.7614,0.770867,letter,32
W,W,N-,N-,25,47,52,1.0672,1.0676,0.770867,letter,32
Z,Z,O+,O+,28,49,1054,1.0662,0.8680,0.391603,letter,32
B,B,Q,Q,28,49,1512,1.0651,1.1635,0.391603,letter,32
X,X,E-,E-,26,49,1168,1.0639,0.6210,0.77545,letter,32
X+,X+,S,S,27,49,1508,1.0635,0.7209,0.568172,letter,32
M,M,O-,O-,26,47,444,1.0633,1.1509,0.560065,letter,32
A-,A-,S-,S-,27,49,1061,1.0630,0.7561,0.568172,letter,32
C,C,T,T,26,48,515,1.0623,1.0088,0.665466,letter,32
B,B,W-,W-,21,40,23,1.0619,0.9240,0.874629,letter,32
L,L,E-,E-,27,48,131,1.0605,1.0857,0.470879,letter,32
S,S,L-,L-,26,49,303,1.0604,0.5947,0.77545,letter,32
I,I,S,S,25,49,908,1.0604,1.0097,1,letter,32
L,L,B,B,26,48,186,1.0603,1.6646,0.665466,letter,32
M,M,A+,A+,40,49,2310,1.0597,1.2898,9.26355e-06,letter,32
O,O,X,X,29,48,1546,1.0595,1.2093,0.193413,letter,32
F,F,M,M,33,49,1116,1.0594,1.1867,0.0212941,letter,32
G-,G-,T+,T+,27,48,439,1.0592,1.1214,0.470879,letter,32
G-,G-,N,N,25,48,444,1.0588,0.7798,0.885433,letter,32
A,A,Z,Z,34,50,2361,1.0583,0.9605,0.0153467,letter,32
Q,Q,M,M,32,49,2202,1.0577,0.8762,0.0443842,letter,32
A+,A+,S+,S+,31,50,2184,1.0569,0.9174,0.11892,letter,32
T,T,I-,I-,24,48,248,1.0567,0.9414,1,letter,32
Q,Q,S+,S+,38,50,2080,1.0565,1.1413,0.000305864,letter,32
S+,S+,G,G,28,49,604,1.0565,0.6032,0.391603,letter,32
I-,I-,S,S,25,48,346,1.0560,1.4752,0.885433,letter,32
A+,A+,N+,N+,32,50,2084,1.0550,0.8774,0.0649086,letter,32
F,F,S+,S+,27,49,862,1.0549,1.4819,0.568172,letter,32
X+,X+,A-,A-,30,49,1949,1.0548,0.8399,0.152408,letter,32
X+,X+,S-,S-,28,49,916,1.0546,0.6685,0.391603,letter,32
T,T,A+,A+,32,50,1969,1.0545,1.4311,0.0649086,letter,32
N+,N+,F,F,25,49,707,1.0544,0.9116,1,letter,32
F,F,X+,X+,28,49,834,1.0541,1.3930,0.391603,letter,32
M,M,X-,X-,32,49,1557,1.0540,1.6664,0.0443842,letter,32
T-,T-,A,A,28,49,1358,1.0532,1.2276,0.391603,letter,32
A+,A+,L,L,25,48,527,1.0530,1.0413,0.885433,letter,32
N+,N+,H,H,27,48,577,1.0526,0.8104,0.470879,letter,32
