source,source_label,target,target_label,up,n,n_prompts,spec,obs_over_exp,p,grain,perm
E,E,A-,A-,30,48,433,1.2678,0.7940,0.111403,letter,32
O,O,B-,B-,32,49,360,1.2670,1.1043,0.0443842,letter,32
E+,E+,X+,X+,35,50,1244,1.2666,1.2122,0.00660045,letter,32
Z,Z,L-,L-,34,49,579,1.2666,0.6301,0.00939924,letter,32
X+,X+,F,F,30,49,947,1.2634,0.9072,0.152408,letter,32
N-,N-,L,L,37,47,114,1.2614,1.3858,9.84888e-05,letter,32
I,I,S-,S-,30,49,608,1.2614,1.1408,0.152408,letter,32
E+,E+,O-,O-,27,48,153,1.2610,1.0271,0.470879,letter,32
O,O,I+,I+,25,40,49,1.2591,0.8934,0.15386,letter,32
E-,E-,K,K,32,49,620,1.2583,1.4385,0.0443842,letter,32
T,T,N,N,33,49,1665,1.2573,0.9611,0.0212941,letter,32
O-,O-,O+,O+,30,47,107,1.2567,0.8179,0.0789407,letter,32
T-,T-,X,X,35,49,1118,1.2560,1.3324,0.00380165,letter,32
E-,E-,T+,T+,34,49,997,1.2536,1.4002,0.00939924,letter,32
X,X,S-,S-,32,49,938,1.2534,0.8675,0.0443842,letter,32
I-,I-,E+,E+,30,48,252,1.2511,1.6680,0.111403,letter,32
F+,F+,X+,X+,23,41,40,1.2498,1.6213,0.532709,letter,32
O-,O-,M,M,34,49,346,1.2494,0.9726,0.00939924,letter,32
F,F,B-,B-,30,48,229,1.2475,1.5059,0.111403,letter,32
E-,E-,M,M,41,49,1509,1.2464,1.1448,1.96465e-06,letter,32
X,X,S+,S+,38,50,1860,1.2462,0.8993,0.000305864,letter,32
M,M,O-,O-,32,48,484,1.2423,1.2200,0.0293049,letter,32
A+,A+,S,S,43,50,2251,1.2384,1.2573,2.09868e-07,letter,32
O-,O-,G,G,25,47,54,1.2337,0.7268,0.770867,letter,32
E-,E-,Q,Q,38,49,1387,1.2327,1.2820,0.000141971,letter,32
M,M,P,P,41,49,669,1.2326,1.3232,1.96465e-06,letter,32
E+,E+,H,H,31,48,409,1.2323,1.1577,0.0594634,letter,32
C,C,X-,X-,26,48,334,1.2320,1.4186,0.665466,letter,32
N,N,O+,O+,30,49,1136,1.2319,0.9362,0.152408,letter,32
X,X,F-,F-,16,30,25,1.2299,0.2826,0.855536,letter,32
E-,E-,O+,O+,26,49,590,1.2268,1.0955,0.77545,letter,32
C,C,E,E,29,47,153,1.2264,1.4548,0.143865,letter,32
X-,X-,T,T,36,49,732,1.2251,0.5946,0.00140269,letter,32
P,P,T+,T+,32,49,243,1.2245,1.1025,0.0443842,letter,32
K,K,A-,A-,35,49,939,1.2224,0.8736,0.00380165,letter,32
B,B,X+,X+,35,49,1472,1.2197,1.3550,0.00380165,letter,32
F,F,E,E,28,47,138,1.2176,1.6211,0.24296,letter,32
T,T,E+,E+,33,49,1248,1.2159,1.1908,0.0212941,letter,32
S,S,L-,L-,29,49,375,1.2147,0.6756,0.25287,letter,32
E-,E-,T-,T-,35,49,552,1.2142,1.2067,0.00380165,letter,32
O+,O+,P,P,30,48,167,1.2136,1.5770,0.111403,letter,32
P,P,A-,A-,28,49,330,1.2134,0.9606,0.391603,letter,32
X,X,H,H,31,49,802,1.2133,0.8069,0.0854331,letter,32
H,H,O,O,32,49,562,1.2128,1.2446,0.0443842,letter,32
Y,Y,B,B,32,48,904,1.2127,1.3372,0.0293049,letter,32
B-,B-,Q,Q,35,49,424,1.2118,1.4288,0.00380165,letter,32
X+,X+,S,S,36,50,1865,1.2115,0.9186,0.00260217,letter,32
O+,O+,X,X,33,49,1164,1.2110,1.5390,0.0212941,letter,32
T+,T+,Z,Z,37,49,1922,1.2109,0.6804,0.000469757,letter,32
L+,L+,A-,A-,30,47,131,1.2089,1.7459,0.0789407,letter,32
S+,S+,B-,B-,32,49,349,1.2088,0.8381,0.0443842,letter,32
O+,O+,Y,Y,32,49,871,1.2084,1.2159,0.0443842,letter,32
K,K,I,I,32,48,553,1.2075,0.8967,0.0293049,letter,32
A-,A-,F-,F-,18,32,30,1.2071,0.3715,0.596615,letter,32
E,E,N,N,28,48,295,1.2049,0.6765,0.312327,letter,32
E+,E+,E-,E-,30,49,779,1.2042,0.9588,0.152408,letter,32
N-,N-,C,C,26,48,139,1.2038,0.8245,0.665466,letter,32
A,A,Y,Y,38,49,1691,1.2037,0.9051,0.000141971,letter,32
Q-,Q-,M,M,16,27,13,1.2030,0.0345,0.442068,letter,32
E,E,Z,Z,32,48,512,1.2026,0.6507,0.0293049,letter,32
Z,Z,E+,E+,40,49,1734,1.2023,1.3206,9.26355e-06,letter,32
A+,A+,Q,Q,46,50,2282,1.2019,1.3688,4.46178e-10,letter,32
B,B,B-,B-,31,49,339,1.1984,1.2451,0.0854331,letter,32
N+,N+,I+,I+,22,41,51,1.1978,0.6382,0.755229,letter,32
O-,O-,S,S,29,48,195,1.1977,1.0599,0.193413,letter,32
S,S,P,P,32,49,378,1.1963,1.3011,0.0443842,letter,32
L-,L-,P,P,29,47,132,1.1956,2.2778,0.143865,letter,32
I-,I-,A-,A-,30,49,555,1.1946,1.8290,0.152408,letter,32
A-,A-,T+,T+,36,49,1718,1.1924,0.9762,0.00140269,letter,32
T,T,N+,N+,34,50,1734,1.1917,1.0972,0.0153467,letter,32
K,K,T+,T+,33,49,711,1.1905,0.8482,0.0212941,letter,32
C,C,Q,Q,35,49,832,1.1867,1.1442,0.00380165,letter,32
S,S,C,C,30,48,439,1.1848,1.3126,0.111403,letter,32
G,G,F,F,27,49,281,1.1822,1.3651,0.568172,letter,32
K,K,N-,N-,33,48,272,1.1773,0.8981,0.0132833,letter,32
G,G,A,A,37,49,976,1.1771,1.7698,0.000469757,letter,32
S,S,G+,G+,23,43,53,1.1768,1.4384,0.760792,letter,32
O+,O+,E-,E-,27,49,764,1.1755,1.2643,0.568172,letter,32
T+,T+,I-,I-,27,49,352,1.1723,0.5811,0.568172,letter,32
Y,Y,T+,T+,29,48,1024,1.1716,1.2975,0.193413,letter,32
A-,A-,W,W,26,47,285,1.1712,0.9478,0.560065,letter,32
N,N,W,W,27,49,213,1.1706,1.1311,0.568172,letter,32
G,G,E,E,26,48,116,1.1675,1.8188,0.665466,letter,32
Q,Q,Y,Y,34,49,1482,1.1671,0.9799,0.00939924,letter,32
N+,N+,W-,W-,23,43,24,1.1638,0.8071,0.760792,letter,32
I,I,X,X,33,49,1355,1.1635,1.4217,0.0212941,letter,32
F,F,E+,E+,28,49,596,1.1633,1.2479,0.391603,letter,32
M,M,F+,F+,18,30,39,1.1628,0.1360,0.361595,letter,32
T-,T-,E+,E+,28,49,579,1.1606,1.1782,0.391603,letter,32
S+,S+,Z,Z,30,49,2221,1.1584,0.8248,0.152408,letter,32
T+,T+,E+,E+,29,49,1064,1.1573,0.5252,0.25287,letter,32
P,P,Q,Q,32,49,427,1.1568,1.1869,0.0443842,letter,32
E-,E-,X+,X+,33,49,1205,1.1558,1.2738,0.0212941,letter,32
E,E,S+,S+,28,48,439,1.1546,0.7383,0.312327,letter,32
X+,X+,K,K,31,49,1063,1.1540,0.9625,0.0854331,letter,32
F,F,T,T,33,49,762,1.1529,1.3056,0.0212941,letter,32
L-,L-,I,I,31,49,391,1.1529,1.4983,0.0854331,letter,32
H,H,E-,E-,28,48,438,1.1510,1.0522,0.312327,letter,32
N+,N+,E-,E-,30,49,1199,1.1507,0.9197,0.152408,letter,32
T-,T-,G-,G-,29,49,263,1.1507,0.8413,0.25287,letter,32
X+,X+,B-,B-,26,49,417,1.1503,0.8915,0.77545,letter,32
P,P,G,G,25,49,63,1.1502,0.5715,1,letter,32
E+,E+,A+,A+,36,50,1531,1.1491,1.1401,0.00260217,letter,32
L,L,X,X,26,48,256,1.1483,1.2675,0.665466,letter,32
A,A,Z,Z,44,50,2508,1.1479,1.0421,3.24374e-08,letter,32
W,W,Q,Q,28,49,275,1.1474,1.1008,0.391603,letter,32
Z,Z,G-,G-,31,49,740,1.1462,0.9487,0.0854331,letter,32
A+,A+,E-,E-,33,49,1695,1.1460,1.0962,0.0212941,letter,32
T+,T+,B,B,30,49,1247,1.1457,0.7261,0.152408,letter,32
N,N,G,G,27,49,485,1.1456,0.9030,0.568172,letter,32
Q,Q,T,T,41,49,1963,1.1455,1.0229,1.96465e-06,letter,32
F-,F-,Z,Z,20,36,44,1.1428,1.2531,0.617719,letter,32
L-,L-,Q,Q,35,49,690,1.1424,2.4916,0.00380165,letter,32
O+,O+,A+,A+,34,49,1532,1.1415,1.2502,0.00939924,letter,32
G-,G-,X-,X-,28,48,356,1.1410,1.4258,0.312327,letter,32
Z,Z,B+,B+,23,42,62,1.1404,0.1826,0.643969,letter,32
A-,A-,K,K,29,49,1053,1.1404,0.9537,0.25287,letter,32
N+,N+,S-,S-,28,49,913,1.1402,0.7903,0.391603,letter,32
B,B,H,H,30,49,560,1.1401,1.1698,0.152408,letter,32
N-,N-,Y,Y,25,48,374,1.1392,1.0410,0.885433,letter,32
T+,T+,S+,S+,33,49,1744,1.1386,0.7286,0.0212941,letter,32
L-,L-,A+,A+,29,49,716,1.1380,1.8768,0.25287,letter,32
S,S,B-,B-,31,49,325,1.1379,1.4882,0.0854331,letter,32
N+,N+,Y,Y,33,49,1348,1.1370,0.9274,0.0212941,letter,32
Z,Z,T+,T+,35,49,1989,1.1368,1.3406,0.00380165,letter,32
M,M,X,X,43,49,2197,1.1367,1.4468,5.72777e-08,letter,32
L+,L+,E-,E-,27,47,104,1.1365,1.2077,0.381693,letter,32
Y,Y,O,O,31,48,1052,1.1363,1.0408,0.0594634,letter,32
Z,Z,C,C,30,49,783,1.1349,1.1092,0.152408,letter,32
X+,X+,O+,O+,31,49,1173,1.1340,0.8082,0.0854331,letter,32
Z,Z,M,M,39,50,2513,1.1339,1.1005,9.02149e-05,letter,32
L+,L+,Q,Q,26,47,161,1.1338,1.3938,0.560065,letter,32
P,P,I,I,30,49,180,1.1338,0.8301,0.152408,letter,32
K,K,A+,A+,32,49,1163,1.1326,0.8033,0.0443842,letter,32
Z,Z,E-,E-,33,50,1679,1.1322,1.1356,0.0328391,letter,32
I,I,N+,N+,29,49,1225,1.1321,1.1046,0.25287,letter,32
E,E,M,M,33,48,558,1.1303,0.5936,0.0132833,letter,32
X,X,T,T,29,50,1677,1.1294,0.6906,0.322236,letter,32
B,B,Y,Y,29,48,990,1.1294,1.1062,0.193413,letter,32
Q,Q,G-,G-,33,49,707,1.1269,0.8699,0.0212941,letter,32
S,S,X-,X-,31,50,975,1.1269,2.0832,0.11892,letter,32
F,F,Q,Q,33,49,1032,1.1254,1.2893,0.0212941,letter,32
T+,T+,G,G,26,49,503,1.1252,0.4054,0.77545,letter,32
L-,L-,A,A,35,49,718,1.1248,2.3491,0.00380165,letter,32
T,T,X,X,37,50,1792,1.1248,1.1886,0.000936223,letter,32
C,C,T,T,26,48,558,1.1241,1.0271,0.665466,letter,32
G,G,Q,Q,33,49,874,1.1241,1.8489,0.0212941,letter,32
I,I,Q,Q,31,49,1504,1.1239,1.2419,0.0854331,letter,32
A,A,Q-,Q-,18,32,17,1.1235,0.7403,0.596615,letter,32
F,F,A+,A+,32,49,1097,1.1220,1.2606,0.0443842,letter,32
I,I,T,T,30,49,1165,1.1215,1.1301,0.152408,letter,32
H,H,O+,O+,26,49,313,1.1215,0.8614,0.77545,letter,32
A,A,E,E,35,49,546,1.1212,1.1851,0.00380165,letter,32
K,K,G+,G+,21,41,23,1.1207,0.8760,1,letter,32
N,N,X,X,36,49,1768,1.1202,1.4585,0.00140269,letter,32
Y,Y,A-,A-,29,48,1277,1.1189,1.2168,0.193413,letter,32
O+,O+,G-,G-,27,47,316,1.1184,1.0173,0.381693,letter,32
G+,G+,A,A,25,42,41,1.1182,0.2958,0.279956,letter,32
N,N,O,O,28,49,1579,1.1178,1.0330,0.391603,letter,32
A,A,G,G,30,50,991,1.1177,0.7849,0.202639,letter,32
N+,N+,G,G,27,49,591,1.1177,0.7928,0.568172,letter,32
T,T,O,O,33,50,1615,1.1173,0.9812,0.0328391,letter,32
N,N,P,P,27,49,366,1.1163,0.9109,0.568172,letter,32
O+,O+,T-,T-,27,49,575,1.1158,1.1149,0.568172,letter,32
F-,F-,A+,A+,19,36,45,1.1153,1.2430,0.867939,letter,32
Q,Q,A+,A+,35,50,2239,1.1146,0.9438,0.00660045,letter,32
L-,L-,C,C,25,48,131,1.1136,1.6233,0.885433,letter,32
S,S,S-,S-,29,49,834,1.1132,1.1732,0.25287,letter,32
A-,A-,O,O,29,49,1810,1.1130,0.8557,0.25287,letter,32
A+,A+,H,H,30,50,1170,1.1123,1.1191,0.202639,letter,32
K,K,E,E,25,48,174,1.1118,0.8307,0.885433,letter,32
Z,Z,O,O,35,50,2133,1.1117,1.2167,0.00660045,letter,32
G-,G-,Z,Z,30,49,697,1.1111,1.1685,0.152408,letter,32
H,H,T,T,28,49,616,1.1105,1.0688,0.391603,letter,32
X-,X-,X+,X+,30,49,838,1.1087,0.5248,0.152408,letter,32
I,I,X+,X+,32,49,1350,1.1087,1.2850,0.0443842,letter,32
Q,Q,X+,X+,37,50,2063,1.1084,0.9967,0.000936223,letter,32
G,G,X+,X+,37,49,792,1.1084,1.7706,0.000469757,letter,32
E-,E-,G,G,29,49,473,1.1078,1.0285,0.25287,letter,32
Y,Y,E-,E-,25,48,728,1.1066,1.0653,0.885433,letter,32
B,B,L-,L-,29,49,366,1.1050,0.6334,0.25287,letter,32
S,S,K,K,29,49,866,1.1048,1.4064,0.25287,letter,32
E+,E+,N+,N+,30,50,1124,1.1045,0.8251,0.202639,letter,32
S-,S-,Z,Z,31,49,1240,1.1044,1.0503,0.0854331,letter,32
G-,G-,E+,E+,27,49,336,1.1032,1.1336,0.568172,letter,32
K,K,O,O,28,48,743,1.1030,0.7792,0.312327,letter,32
M,M,X+,X+,41,49,2287,1.1025,1.2008,1.96465e-06,letter,32
M,M,N+,N+,35,50,2312,1.1024,1.0689,0.00660045,letter,32
O+,O+,N,N,28,49,1073,1.1024,0.9854,0.391603,letter,32
B,B,S,S,29,49,1313,1.1018,1.0907,0.25287,letter,32
L+,L+,T-,T-,24,47,88,1.1014,1.0908,1,letter,32
M,M,G-,G-,35,49,801,1.1003,1.0746,0.00380165,letter,32
E+,E+,X-,X-,30,50,686,1.1002,1.2173,0.202639,letter,32
Z,Z,B,B,36,49,1849,1.1000,1.4131,0.00140269,letter,32
F,F,I,I,30,49,533,1.0997,1.0750,0.152408,letter,32
X+,X+,L,L,24,47,424,1.0994,1.0358,1,letter,32
X+,X+,O-,O-,26,48,317,1.0991,0.8464,0.665466,letter,32
Y,Y,A+,A+,30,48,1406,1.0976,1.0033,0.111403,letter,32
S,S,T,T,29,49,1558,1.0972,1.3245,0.25287,letter,32
N,N,X-,X-,28,48,1083,1.0972,1.5536,0.312327,letter,32
A-,A-,C,C,30,49,588,1.0955,0.7178,0.152408,letter,32
S,S,Y,Y,28,49,1058,1.0947,1.2166,0.391603,letter,32
N,N,A+,A+,28,49,2139,1.0943,1.0881,0.391603,letter,32
N+,N+,S+,S+,32,50,1983,1.0943,1.1302,0.0649086,letter,32
K,K,T-,T-,26,49,430,1.0943,0.6153,0.77545,letter,32
S,S,E+,E+,28,49,1071,1.0943,1.1731,0.391603,letter,32
O,O,Y,Y,31,49,1107,1.0915,0.9216,0.0854331,letter,32
Y,Y,X+,X+,32,48,1150,1.0912,1.1711,0.0293049,letter,32
A,A,O-,O-,29,48,444,1.0910,0.8604,0.193413,letter,32
G-,G-,X,X,27,49,567,1.0905,1.2559,0.568172,letter,32
E-,E-,N,N,32,49,1044,1.0895,0.9287,0.0443842,letter,32
O,O,S-,S-,25,49,784,1.0893,0.9399,1,letter,32
A+,A+,O-,O-,28,48,443,1.0892,0.9686,0.312327,letter,32
Z,Z,G+,G+,23,43,93,1.0883,1.4396,0.760792,letter,32
X,X,E-,E-,26,49,1260,1.0882,0.6234,0.77545,letter,32
X+,X+,H,H,27,49,846,1.0875,0.8741,0.568172,letter,32
T-,T-,N+,N+,33,49,1053,1.0874,0.9795,0.0212941,letter,32
Z,Z,A-,A-,35,49,2346,1.0871,1.2618,0.00380165,letter,32
S,S,A,A,34,50,2112,1.0863,1.2412,0.0153467,letter,32
S-,S-,B,B,27,49,699,1.0862,1.1941,0.568172,letter,32
O-,O-,Q,Q,25,48,247,1.0852,0.8318,0.885433,letter,32
Z,Z,X,X,32,50,2201,1.0849,1.2719,0.0649086,letter,32
G-,G-,N,N,26,48,471,1.0847,0.6876,0.665466,letter,32
Q,Q,Z,Z,32,50,2280,1.0846,0.9920,0.0649086,letter,32
C,C,A+,A+,30,49,916,1.0841,1.0592,0.152408,letter,32
S,S,Z,Z,34,50,2110,1.0840,1.3606,0.0153467,letter,32
I-,I-,Q,Q,31,49,671,1.0831,1.8852,0.0854331,letter,32
X,X,Q,Q,34,50,1959,1.0828,0.7649,0.0153467,letter,32
L,L,X-,X-,24,47,100,1.0826,1.7523,1,letter,32
X-,X-,A-,A-,28,48,840,1.0825,0.5588,0.312327,letter,32
A,A,I+,I+,24,44,88,1.0823,0.6239,0.651588,letter,32
A-,A-,X+,X+,32,49,2021,1.0816,0.7899,0.0443842,letter,32
G,G,M,M,31,49,979,1.0811,1.4635,0.0854331,letter,32
Z,Z,K,K,30,49,1367,1.0810,1.2878,0.152408,letter,32
L-,L-,M,M,31,49,748,1.0809,1.8247,0.0854331,letter,32
Z,Z,W,W,29,49,405,1.0808,1.0120,0.25287,letter,32
T-,T-,A,A,31,49,1427,1.0803,1.1479,0.0854331,letter,32
C,C,X,X,27,48,755,1.0800,1.2698,0.470879,letter,32
N+,N+,H,H,28,50,781,1.0798,0.8965,0.479888,letter,32
A,A,N-,N-,31,49,1113,1.0797,0.9089,0.0854331,letter,32
Q-,Q-,A,A,15,27,12,1.0796,0.1918,0.701108,letter,32
T+,T+,T,T,28,49,1577,1.0795,0.4898,0.391603,letter,32
G,G,O,O,27,49,627,1.0793,1.6329,0.568172,letter,32
X+,X+,A-,A-,34,49,2046,1.0792,0.9415,0.00939924,letter,32
C,C,M,M,30,49,936,1.0784,0.8824,0.152408,letter,32
L+,L+,M,M,28,47,174,1.0781,1.1904,0.24296,letter,32
I,I,T-,T-,27,49,710,1.0780,0.9665,0.568172,letter,32
O,O,N,N,29,49,1503,1.0777,0.8616,0.25287,letter,32
L+,L+,X+,X+,28,46,144,1.0773,1.3805,0.183925,letter,32
Z,Z,X+,X+,35,50,2272,1.0770,1.2013,0.00660045,letter,32
B-,B-,T-,T-,26,49,168,1.0763,1.0347,0.77545,letter,32
L,L,Q,Q,26,48,288,1.0763,1.2496,0.665466,letter,32
L-,L-,X+,X+,27,49,574,1.0759,1.9949,0.568172,letter,32
L-,L-,T+,T+,28,49,464,1.0758,2.1549,0.391603,letter,32
A,A,T+,T+,33,49,1982,1.0753,1.0046,0.0212941,letter,32
T+,T+,A-,A-,31,49,1735,1.0753,0.5801,0.0854331,letter,32
S-,S-,E,E,27,48,141,1.0747,1.2177,0.470879,letter,32
N+,N+,B,B,29,49,1379,1.0744,1.0229,0.25287,letter,32
K,K,G,G,25,49,264,1.0739,0.6403,1,letter,32
O-,O-,O,O,24,48,193,1.0739,1.1432,1,letter,32
H,H,X+,X+,31,49,794,1.0734,1.1590,0.0854331,letter,32
X,X,B-,B-,29,49,369,1.0734,0.6886,0.25287,letter,32
A-,A-,Z,Z,27,49,2296,1.0732,0.7407,0.568172,letter,32
H,H,S+,S+,32,49,753,1.0730,1.1838,0.0443842,letter,32
Q,Q,A,A,42,50,2279,1.0728,0.9286,1.16356e-06,letter,32
T-,T-,S+,S+,29,49,1141,1.0726,1.0530,0.25287,letter,32
G,G,N-,N-,26,48,236,1.0723,1.5193,0.665466,letter,32
I,I,O,O,27,49,1145,1.0714,1.0812,0.568172,letter,32
F,F,M,M,33,49,1157,1.0710,1.1012,0.0212941,letter,32
B-,B-,Z,Z,27,49,474,1.0709,1.1758,0.568172,letter,32
L+,L+,S-,S-,24,47,66,1.0701,0.8558,1,letter,32
L-,L-,T-,T-,26,49,322,1.0698,1.7643,0.77545,letter,32
