source,source_label,target,target_label,up,n,n_prompts,spec,obs_over_exp,p,grain,perm
Z,Z,B+,B+,25,47,75,1.2967,0.7602,0.770867,letter,32
M,M,W-,W-,29,45,38,1.2966,1.1819,0.0724543,letter,32
T,T,E+,E+,33,49,1393,1.2948,1.1811,0.0212941,letter,32
T-,T-,Q,Q,41,49,1334,1.2890,1.2505,1.96465e-06,letter,32
O-,O-,M,M,35,49,419,1.2858,1.0074,0.00380165,letter,32
T-,T-,G-,G-,29,49,299,1.2798,0.8096,0.25287,letter,32
K,K,G-,G-,32,49,309,1.2794,0.6934,0.0443842,letter,32
M,M,P,P,39,49,700,1.2776,1.3122,3.84591e-05,letter,32
F,F,X,X,39,49,1011,1.2774,1.5734,3.84591e-05,letter,32
M,M,Y,Y,37,49,1704,1.2722,1.2146,0.000469757,letter,32
O,O,B-,B-,36,49,529,1.2719,1.2888,0.00140269,letter,32
T+,T+,X-,X-,38,49,1157,1.2695,0.9097,0.000141971,letter,32
X-,X-,T,T,33,49,953,1.2687,0.5899,0.0212941,letter,32
S+,S+,L,L,33,49,505,1.2679,1.2024,0.0212941,letter,32
C,C,S+,S+,33,48,741,1.2666,1.3838,0.0132833,letter,32
F,F,N,N,35,49,893,1.2636,1.2844,0.00380165,letter,32
E+,E+,X+,X+,37,50,1356,1.2625,1.0573,0.000936223,letter,32
O-,O-,X+,X+,34,49,297,1.2590,1.3258,0.00939924,letter,32
O-,O-,N+,N+,30,47,266,1.2578,1.1319,0.0789407,letter,32
K,K,G+,G+,26,43,40,1.2569,1.1136,0.222053,letter,32
N+,N+,E,E,36,49,428,1.2522,1.3260,0.00140269,letter,32
G-,G-,E-,E-,29,49,497,1.2518,1.2874,0.25287,letter,32
E-,E-,G,G,33,49,608,1.2482,1.0619,0.0212941,letter,32
X-,X-,I,I,31,48,771,1.2453,0.5814,0.0594634,letter,32
N,N,E,E,31,49,349,1.2439,1.2702,0.0854331,letter,32
H,H,E-,E-,32,49,1064,1.2439,0.9578,0.0443842,letter,32
W,W,Q,Q,36,49,521,1.2422,1.1359,0.00140269,letter,32
E,E,O-,O-,26,43,57,1.2418,0.9736,0.222053,letter,32
O,O,S-,S-,31,49,1162,1.2410,1.0894,0.0854331,letter,32
W,W,A-,A-,27,48,477,1.2407,1.4355,0.470879,letter,32
T-,T-,X,X,34,49,1189,1.2372,1.2796,0.00939924,letter,32
X,X,S-,S-,32,49,1134,1.2358,0.8432,0.0443842,letter,32
O,O,K,K,39,49,1240,1.2340,1.2005,3.84591e-05,letter,32
X+,X+,N-,N-,34,48,1187,1.2337,0.9993,0.0055152,letter,32
O+,O+,Y,Y,33,49,894,1.2310,1.1996,0.0212941,letter,32
L,L,Q,Q,32,49,405,1.2308,1.3729,0.0443842,letter,32
I-,I-,P,P,27,49,119,1.2297,1.2963,0.568172,letter,32
L-,L-,P,P,30,47,140,1.2288,2.2479,0.0789407,letter,32
K,K,Z,Z,36,50,1353,1.2251,0.9905,0.00260217,letter,32
Z,Z,I-,I-,36,49,955,1.2243,1.3472,0.00140269,letter,32
N-,N-,Q,Q,38,49,1191,1.2224,1.1269,0.000141971,letter,32
H,H,B-,B-,31,49,262,1.2188,1.2510,0.0854331,letter,32
L,L,A-,A-,31,49,356,1.2187,1.2475,0.0854331,letter,32
K,K,W,W,26,48,244,1.2186,0.7932,0.665466,letter,32
W,W,M,M,35,49,623,1.2163,1.1229,0.00380165,letter,32
F,F,T,T,35,49,921,1.2139,1.3965,0.00380165,letter,32
H,H,T,T,32,49,1427,1.2132,1.1224,0.0443842,letter,32
S-,S-,E-,E-,33,49,762,1.2109,1.0375,0.0212941,letter,32
N-,N-,Z,Z,39,49,1283,1.2098,0.8980,3.84591e-05,letter,32
X-,X-,S+,S+,29,49,1068,1.2081,0.6114,0.25287,letter,32
A+,A+,S,S,42,50,2296,1.2080,1.2481,1.16356e-06,letter,32
X+,X+,O-,O-,28,48,401,1.2076,0.8514,0.312327,letter,32
B-,B-,Q,Q,34,49,510,1.2073,1.4001,0.00939924,letter,32
Y,Y,E-,E-,29,49,877,1.2061,1.1646,0.25287,letter,32
X+,X+,K,K,37,49,1297,1.2048,1.0928,0.000469757,letter,32
L,L,H,H,29,49,233,1.2021,1.2802,0.25287,letter,32
A+,A+,Q,Q,47,50,2322,1.2008,1.4037,3.70832e-11,letter,32
A-,A-,T+,T+,36,49,1771,1.2000,0.9518,0.00140269,letter,32
S-,S-,G-,G-,27,49,314,1.2000,0.8135,0.568172,letter,32
Q-,Q-,K,K,14,26,10,1.1997,0.0000,0.845019,letter,32
T+,T+,E+,E+,28,49,1111,1.1996,0.5120,0.391603,letter,32
T,T,N,N,33,49,1892,1.1990,0.9324,0.0212941,letter,32
P,P,T+,T+,31,49,265,1.1976,1.1614,0.0854331,letter,32
E-,E-,K,K,34,49,876,1.1975,1.2795,0.00939924,letter,32
K,K,A,A,36,50,1346,1.1960,0.8582,0.00260217,letter,32
L,L,O+,O+,27,49,158,1.1955,1.1059,0.568172,letter,32
Y,Y,T+,T+,29,49,1035,1.1949,1.4351,0.25287,letter,32
X+,X+,L,L,29,49,565,1.1943,1.1139,0.25287,letter,32
Z,Z,I+,I+,29,47,102,1.1940,0.8664,0.143865,letter,32
G,G,N-,N-,30,48,362,1.1916,1.6289,0.111403,letter,32
I-,I-,E+,E+,27,48,439,1.1915,1.4139,0.470879,letter,32
Y,Y,B,B,34,48,936,1.1907,1.3155,0.0055152,letter,32
H,H,S+,S+,32,50,1443,1.1900,1.2211,0.0649086,letter,32
S,S,W-,W-,23,41,21,1.1898,0.9467,0.532709,letter,32
X+,X+,H,H,33,49,1592,1.1874,1.0528,0.0212941,letter,32
Q,Q,Y,Y,35,49,1513,1.1863,0.9712,0.00380165,letter,32
X,X,S+,S+,36,50,2013,1.1857,0.8141,0.00260217,letter,32
G,G,F,F,28,49,342,1.1839,1.3257,0.391603,letter,32
Z,Z,E-,E-,36,50,1907,1.1838,1.1544,0.00260217,letter,32
A,A,Y,Y,40,49,1709,1.1836,0.8666,9.26355e-06,letter,32
E-,E-,M,M,38,49,1731,1.1804,1.0469,0.000141971,letter,32
P,P,I,I,29,49,276,1.1803,0.9300,0.25287,letter,32
E+,E+,E-,E-,29,49,959,1.1798,0.9059,0.25287,letter,32
I-,I-,A+,A+,31,49,1002,1.1797,1.4175,0.0854331,letter,32
F-,F-,Z,Z,24,39,47,1.1796,1.3177,0.199591,letter,32
S+,S+,W-,W-,23,41,21,1.1784,0.8206,0.532709,letter,32
B,B,S,S,33,49,1466,1.1776,1.1745,0.0212941,letter,32
T+,T+,Z,Z,38,49,2002,1.1775,0.6791,0.000141971,letter,32
X-,X-,X+,X+,29,49,1036,1.1771,0.5023,0.25287,letter,32
S-,S-,B,B,33,49,834,1.1764,1.2395,0.0212941,letter,32
X,X,G,G,35,49,810,1.1763,0.8029,0.00380165,letter,32
E,E,A,A,29,48,606,1.1757,0.6942,0.193413,letter,32
G+,G+,X,X,21,40,20,1.1755,0.2563,0.874629,letter,32
Y,Y,I,I,29,49,1000,1.1751,1.0862,0.25287,letter,32
Q-,Q-,A,A,16,28,12,1.1746,0.1655,0.571588,letter,32
E,E,Q,Q,37,48,544,1.1738,1.0232,0.000222245,letter,32
I-,I-,A-,A-,30,49,840,1.1734,1.5680,0.152408,letter,32
T-,T-,O,O,36,49,1175,1.1734,1.1585,0.00140269,letter,32
K,K,L,L,28,49,281,1.1731,0.9817,0.391603,letter,32
C,C,Q,Q,35,49,853,1.1726,1.1363,0.00380165,letter,32
X+,X+,O+,O+,34,49,1419,1.1713,0.9036,0.00939924,letter,32
X,X,W,W,30,48,508,1.1712,0.6092,0.111403,letter,32
X+,X+,P,P,29,48,541,1.1711,0.9376,0.193413,letter,32
I-,I-,Q,Q,34,49,945,1.1710,1.6704,0.00939924,letter,32
S,S,L-,L-,27,49,433,1.1708,0.5688,0.568172,letter,32
S-,S-,E+,E+,33,49,623,1.1704,1.0085,0.0212941,letter,32
F,F,N+,N+,36,49,945,1.1703,1.2278,0.00140269,letter,32
O-,O-,C,C,26,47,52,1.1684,0.7395,0.560065,letter,32
O-,O-,N-,N-,28,48,118,1.1681,0.8582,0.312327,letter,32
S,S,X-,X-,31,50,1202,1.1681,1.9622,0.11892,letter,32
Z,Z,E+,E+,39,49,1827,1.1677,1.3343,3.84591e-05,letter,32
L+,L+,E-,E-,26,47,122,1.1662,1.3310,0.560065,letter,32
N+,N+,S,S,42,50,2090,1.1661,1.0415,1.16356e-06,letter,32
X+,X+,L+,L+,28,49,180,1.1659,0.6468,0.391603,letter,32
G-,G-,X-,X-,30,49,507,1.1653,1.5713,0.152408,letter,32
T-,T-,S+,S+,35,49,1209,1.1652,1.1662,0.00380165,letter,32
O+,O+,X,X,33,49,1347,1.1650,1.5354,0.0212941,letter,32
G,G,X+,X+,38,49,879,1.1649,1.7284,0.000141971,letter,32
O,O,L,L,29,49,556,1.1642,1.1937,0.25287,letter,32
P,P,Q,Q,34,49,453,1.1631,1.1336,0.00939924,letter,32
L-,L-,T,T,33,49,540,1.1629,1.9388,0.0212941,letter,32
O-,O-,T,T,26,49,228,1.1625,0.8862,0.77545,letter,32
B+,B+,Z,Z,28,48,74,1.1619,1.5490,0.312327,letter,32
G,G,B-,B-,26,49,226,1.1616,1.3564,0.77545,letter,32
Q,Q,H,H,36,50,1746,1.1616,1.0075,0.00260217,letter,32
X+,X+,S-,S-,30,49,1284,1.1611,0.8538,0.152408,letter,32
Z,Z,T+,T+,36,49,2051,1.1604,1.3339,0.00140269,letter,32
F+,F+,Q,Q,27,43,55,1.1601,1.5917,0.126289,letter,32
N,N,X-,X-,32,48,1366,1.1595,1.5701,0.0293049,letter,32
L+,L+,A-,A-,29,47,169,1.1585,1.7908,0.143865,letter,32
N+,N+,Y,Y,36,49,1493,1.1580,0.9658,0.00140269,letter,32
L,L,X,X,32,49,353,1.1576,1.4554,0.0443842,letter,32
S-,S-,O+,O+,30,49,601,1.1565,1.0389,0.152408,letter,32
B,B,Y,Y,30,48,1047,1.1561,1.1355,0.111403,letter,32
K,K,I,I,30,49,944,1.1559,0.8530,0.152408,letter,32
B,B,B-,B-,31,49,424,1.1552,1.3548,0.0854331,letter,32
A,A,Z,Z,46,50,2534,1.1551,1.0868,4.46178e-10,letter,32
O,O,E-,E-,35,49,1581,1.1549,0.9542,0.00380165,letter,32
E-,E-,O+,O+,28,49,825,1.1538,0.9704,0.391603,letter,32
L-,L-,A,A,35,49,739,1.1536,2.2642,0.00380165,letter,32
X,X,I-,I-,29,49,777,1.1532,0.8089,0.25287,letter,32
X+,X+,C,C,30,49,683,1.1523,0.7552,0.152408,letter,32
N,N,O-,O-,28,48,342,1.1487,0.9449,0.312327,letter,32
Q-,Q-,A+,A+,15,27,12,1.1479,0.0533,0.701108,letter,32
E-,E-,T+,T+,33,49,1218,1.1478,1.2623,0.0212941,letter,32
X,X,T,T,31,50,1934,1.1477,0.6302,0.11892,letter,32
E,E,N+,N+,30,48,416,1.1477,0.7689,0.111403,letter,32
L-,L-,Q,Q,42,49,714,1.1469,2.4547,3.62458e-07,letter,32
M,M,O-,O-,32,48,550,1.1460,1.0782,0.0293049,letter,32
H,H,O+,O+,26,49,746,1.1458,0.7680,0.77545,letter,32
X+,X+,S,S,36,50,2028,1.1449,0.9765,0.00260217,letter,32
E-,E-,T-,T-,33,49,713,1.1446,1.1066,0.0212941,letter,32
B-,B-,L+,L+,23,44,65,1.1445,0.8505,0.880396,letter,32
E-,E-,N+,N+,34,49,1475,1.1444,1.0628,0.00939924,letter,32
T-,T-,N+,N+,35,49,1170,1.1432,1.0225,0.00380165,letter,32
Y,Y,O,O,30,49,1196,1.1428,1.1552,0.152408,letter,32
X+,X+,B-,B-,26,49,517,1.1413,1.0417,0.77545,letter,32
E-,E-,Q,Q,34,49,1627,1.1412,1.2274,0.00939924,letter,32
B+,B+,S-,S-,24,43,37,1.1407,1.7174,0.542384,letter,32
F,F,A-,A-,32,49,1016,1.1389,1.3257,0.0443842,letter,32
P,P,T,T,26,48,348,1.1388,1.1577,0.665466,letter,32
G,G,Q,Q,38,49,966,1.1377,1.7191,0.000141971,letter,32
Z,Z,G-,G-,31,49,872,1.1362,0.9558,0.0854331,letter,32
B,B,X+,X+,35,49,1624,1.1358,1.2423,0.00380165,letter,32
G-,G-,N-,N-,27,48,298,1.1357,1.0434,0.470879,letter,32
T,T,O,O,35,50,1994,1.1353,1.1606,0.00660045,letter,32
K,K,E,E,30,48,225,1.1345,0.9363,0.111403,letter,32
N-,N-,W,W,26,48,220,1.1344,0.6488,0.665466,letter,32
T+,T+,B,B,28,49,1355,1.1344,0.5774,0.391603,letter,32
A+,A+,E-,E-,35,49,1887,1.1333,1.1894,0.00380165,letter,32
F,F,S-,S-,28,49,506,1.1323,1.1333,0.391603,letter,32
F,F,E+,E+,30,49,654,1.1322,1.2703,0.152408,letter,32
Y,Y,X+,X+,33,49,1236,1.1318,1.2281,0.0212941,letter,32
Q,Q,T,T,41,50,2134,1.1315,0.9433,5.6141e-06,letter,32
E,E,N,N,26,48,355,1.1307,0.6651,0.665466,letter,32
I,I,N+,N+,36,49,1780,1.1301,1.1172,0.00140269,letter,32
S+,S+,B-,B-,28,49,458,1.1301,0.9681,0.391603,letter,32
F+,F+,A+,A+,25,43,58,1.1300,1.8688,0.360378,letter,32
G-,G-,O,O,29,49,721,1.1299,1.1246,0.25287,letter,32
E,E,S+,S+,26,48,497,1.1296,0.8188,0.665466,letter,32
Z,Z,C,C,31,49,843,1.1281,1.1121,0.0854331,letter,32
Y,Y,A-,A-,31,49,1297,1.1244,1.2547,0.0854331,letter,32
A,A,W-,W-,23,44,41,1.1232,0.6143,0.880396,letter,32
X,X,F-,F-,17,31,29,1.1226,0.2073,0.7201,letter,32
K,K,T+,T+,33,49,853,1.1222,0.9891,0.0212941,letter,32
M,M,L,L,30,49,745,1.1222,1.3684,0.152408,letter,32
N+,N+,I+,I+,25,44,65,1.1221,0.6140,0.451381,letter,32
F,F,A+,A+,31,49,1173,1.1216,1.2155,0.0854331,letter,32
S-,S-,M,M,31,49,1493,1.1214,0.8921,0.0854331,letter,32
N,N,P,P,29,49,445,1.1214,1.0676,0.25287,letter,32
L,L,E+,E+,26,48,210,1.1195,1.1898,0.665466,letter,32
S-,S-,G,G,30,49,371,1.1195,0.9241,0.152408,letter,32
L+,L+,T-,T-,24,47,108,1.1190,1.0290,1,letter,32
M,M,F+,F+,17,31,44,1.1188,0.1652,0.7201,letter,32
M,M,G-,G-,38,49,900,1.1180,1.0414,0.000141971,letter,32
L-,L-,E,E,28,48,115,1.1168,2.3739,0.312327,letter,32
C,C,X,X,28,48,798,1.1163,1.2604,0.312327,letter,32
Y,Y,X-,X-,27,48,786,1.1160,1.3814,0.470879,letter,32
S+,S+,W,W,32,49,444,1.1132,0.8852,0.0443842,letter,32
A-,A-,G-,G-,30,49,690,1.1130,0.6735,0.152408,letter,32
T,T,X,X,35,50,1986,1.1130,1.2144,0.00660045,letter,32
T,T,G,G,30,49,678,1.1121,0.9647,0.152408,letter,32
E+,E+,N+,N+,30,50,1302,1.1121,0.7631,0.202639,letter,32
I,I,L,L,27,48,400,1.1115,1.2073,0.470879,letter,32
M,M,X,X,42,50,2242,1.1114,1.3540,1.16356e-06,letter,32
E+,E+,A+,A+,32,50,1580,1.1108,0.9591,0.0649086,letter,32
Z,Z,M,M,37,50,2533,1.1103,1.0929,0.000936223,letter,32
F+,F+,X,X,23,43,48,1.1096,1.8560,0.760792,letter,32
K,K,P,P,27,49,248,1.1096,0.6624,0.568172,letter,32
Z,Z,L-,L-,28,49,640,1.1095,0.5705,0.391603,letter,32
T+,T+,G,G,26,49,574,1.1094,0.4762,0.77545,letter,32
S,S,Y,Y,29,49,1122,1.1091,1.1304,0.25287,letter,32
E+,E+,I,I,32,50,1019,1.1089,0.8920,0.0649086,letter,32
T-,T-,P,P,25,49,184,1.1088,0.8563,1,letter,32
Y,Y,A+,A+,30,49,1425,1.1088,0.9810,0.152408,letter,32
F+,F+,X+,X+,22,41,52,1.1083,1.6586,0.755229,letter,32
Q-,Q-,M,M,16,28,16,1.1082,0.1288,0.571588,letter,32
F+,F+,S+,S+,22,40,46,1.1074,2.1448,0.635828,letter,32
M,M,F-,F-,19,37,47,1.1062,0.5334,1,letter,32
L,L,L-,L-,25,48,91,1.1057,0.6991,0.885433,letter,32
H,H,O,O,32,50,1520,1.1057,1.0987,0.0649086,letter,32
O-,O-,K,K,27,48,191,1.1056,1.0950,0.470879,letter,32
F,F,E,E,25,47,155,1.1056,1.1786,0.770867,letter,32
E+,E+,H,H,30,49,881,1.1056,0.8682,0.152408,letter,32
L+,L+,S+,S+,27,47,194,1.1055,1.3975,0.381693,letter,32
N-,N-,A-,A-,26,49,1079,1.1053,0.7515,0.77545,letter,32
G-,G-,T+,T+,28,48,535,1.1049,1.2082,0.312327,letter,32
Z,Z,T-,T-,27,49,1495,1.1044,1.0641,0.568172,letter,32
G,G,M,M,31,49,1058,1.1039,1.4365,0.0854331,letter,32
Z,Z,B,B,36,49,1973,1.1038,1.2730,0.00140269,letter,32
S+,S+,K,K,29,49,1143,1.1031,0.8876,0.25287,letter,32
Q,Q,A+,A+,35,50,2299,1.1027,0.9208,0.00660045,letter,32
E-,E-,X+,X+,31,49,1502,1.1020,1.1679,0.0854331,letter,32
B,B,G,G,30,49,541,1.1018,1.1364,0.152408,letter,32
N,N,W,W,29,49,427,1.1017,0.9822,0.25287,letter,32
L-,L-,A+,A+,30,49,738,1.1011,1.8616,0.152408,letter,32
T+,T+,I,I,30,49,1517,1.1010,0.6216,0.152408,letter,32
I-,I-,X+,X+,27,49,846,1.1004,1.3435,0.568172,letter,32
T-,T-,H,H,32,49,833,1.1003,1.2405,0.0443842,letter,32
A+,A+,H,H,33,50,1865,1.1000,1.1478,0.0328391,letter,32
X+,X+,G,G,25,49,869,1.0998,0.8543,1,letter,32
I,I,Q,Q,32,49,1928,1.0976,1.1530,0.0443842,letter,32
H,H,M,M,30,50,1779,1.0966,0.8903,0.202639,letter,32
I,I,N,N,31,49,1721,1.0953,0.9875,0.0854331,letter,32
P,P,B,B,25,49,273,1.0945,0.9888,1,letter,32
L+,L+,Q,Q,28,47,209,1.0944,1.6550,0.24296,letter,32
L,L,E,E,25,46,63,1.0943,1.1826,0.658738,letter,32
P,P,O+,O+,25,49,120,1.0943,0.7697,1,letter,32
Z,Z,F,F,33,49,1353,1.0936,1.0342,0.0212941,letter,32
S,S,A,A,34,50,2184,1.0935,1.2678,0.0153467,letter,32
G,G,A,A,31,49,1061,1.0931,1.6234,0.0854331,letter,32
L,L,F,F,25,49,190,1.0928,0.7985,1,letter,32
M,M,X-,X-,36,49,1772,1.0918,1.5575,0.00140269,letter,32
A-,A-,C,C,27,49,617,1.0917,0.7241,0.568172,letter,32
G-,G-,O-,O-,24,47,95,1.0915,0.9990,1,letter,32
G+,G+,A-,A-,22,42,35,1.0912,0.4215,0.877614,letter,32
O,O,T+,T+,32,49,1674,1.0898,1.0649,0.0443842,letter,32
C,C,T+,T+,28,48,543,1.0896,1.1155,0.312327,letter,32
L-,L-,I,I,28,49,523,1.0892,1.6031,0.391603,letter,32
F,F,Q,Q,29,49,1114,1.0880,1.3699,0.25287,letter,32
T-,T-,T+,T+,31,49,909,1.0877,1.0519,0.0854331,letter,32
Z,Z,X+,X+,40,50,2347,1.0872,1.2171,2.38613e-05,letter,32
Z,Z,A-,A-,35,49,2404,1.0867,1.3200,0.00380165,letter,32
N,N,G,G,27,49,639,1.0864,0.8625,0.568172,letter,32
I,I,T,T,36,49,1749,1.0862,1.0645,0.00140269,letter,32
Z,Z,X-,X-,29,50,1774,1.0855,1.4484,0.322236,letter,32
S-,S-,N+,N+,30,49,1137,1.0851,0.9962,0.152408,letter,32
E,E,N-,N-,25,46,184,1.0840,0.8113,0.658738,letter,32
C,C,W,W,24,47,88,1.0840,0.8311,1,letter,32
Q,Q,A,A,37,50,2331,1.0829,0.9141,0.000936223,letter,32
I-,I-,O,O,28,49,870,1.0829,1.2681,0.391603,letter,32
N,N,X+,X+,32,49,2004,1.0827,1.1871,0.0443842,letter,32
T+,T+,H,H,31,49,1251,1.0816,0.6998,0.0854331,letter,32
T,T,T+,T+,29,49,1694,1.0814,1.1120,0.25287,letter,32
T+,T+,T,T,29,49,1720,1.0813,0.4939,0.25287,letter,32
N+,N+,E-,E-,33,49,1611,1.0811,0.9438,0.0212941,letter,32
N,N,Y,Y,30,49,1490,1.0809,0.8762,0.152408,letter,32
N,N,O,O,32,49,1952,1.0809,1.1823,0.0443842,letter,32
O-,O-,O+,O+,28,49,148,1.0804,0.9247,0.391603,letter,32
E,E,A-,A-,26,48,475,1.0797,0.7053,0.665466,letter,32
I,I,S-,S-,28,49,909,1.0794,1.0087,0.391603,letter,32
S,S,T,T,29,50,1751,1.0792,1.3003,0.322236,letter,32
N,N,S-,S-,28,49,1130,1.0785,0.9058,0.391603,letter,32
S,S,Z,Z,34,50,2204,1.0781,1.2871,0.0153467,letter,32
I-,I-,H,H,27,49,596,1.0777,1.4626,0.568172,letter,32
O,O,L+,L+,25,49,173,1.0771,0.5686,1,letter,32
Q,Q,Z,Z,35,50,2348,1.0769,0.9655,0.00660045,letter,32
B,B,W,W,25,48,443,1.0769,0.9948,0.885433,letter,32
C,C,M,M,31,49,950,1.0769,0.8932,0.0854331,letter,32
M,M,O+,O+,35,49,1727,1.0767,1.0546,0.00380165,letter,32
P,P,A-,A-,27,49,375,1.0767,1.0321,0.568172,letter,32
N,N,B,B,29,49,1558,1.0763,1.0587,0.25287,letter,32
N+,N+,G,G,27,49,825,1.0755,0.8893,0.568172,letter,32
G,G,E,E,27,49,140,1.0753,1.6313,0.568172,letter,32
A-,A-,X+,X+,32,49,2105,1.0744,0.7792,0.0443842,letter,32
M,M,X+,X+,41,49,2325,1.0740,1.1764,1.96465e-06,letter,32
H,H,N+,N+,31,50,1444,1.0737,0.8662,0.11892,letter,32
L+,L+,O+,O+,23,44,48,1.0736,0.7948,0.880396,letter,32
E+,E+,Q,Q,28,50,1441,1.0736,0.8599,0.479888,letter,32
I,I,X+,X+,29,49,1807,1.0736,1.1543,0.25287,letter,32
Q,Q,N,N,32,49,2104,1.0731,0.8240,0.0443842,letter,32
S+,S+,A-,A-,28,50,2065,1.0726,0.8437,0.479888,letter,32
A+,A+,S+,S+,33,50,2339,1.0725,1.1640,0.0328391,letter,32
